ENSP00000262384	ENSTGUP00000008915
ENSP00000368835	ENSTGUP00000005562
ENSP00000312272	ENSTGUP00000007728
ENSP00000342832	ENSTGUP00000008854
ENSP00000265175	ENSTGUP00000004246
ENSP00000343405	ENSTGUP00000007216
ENSP00000280551	ENSTGUP00000001936
ENSP00000259605	ENSTGUP00000000103
ENSP00000274811	ENSTGUP00000000535
ENSP00000368824	ENSTGUP00000007681
ENSP00000357232	ENSTGUP00000003575
ENSP00000268122	ENSTGUP00000008398
ENSP00000360217	ENSTGUP00000013654
ENSP00000251170	ENSTGUP00000003597
ENSP00000341564	ENSTGUP00000008941
ENSP00000406197	ENSTGUP00000013669
ENSP00000215368	ENSTGUP00000000897
ENSP00000328777	ENSTGUP00000000980
ENSP00000357392	ENSTGUP00000016531
ENSP00000359489	ENSTGUP00000004862
ENSP00000265343	ENSTGUP00000000192
ENSP00000376333	ENSTGUP00000008798
ENSP00000273666	ENSTGUP00000013766
ENSP00000342538	ENSTGUP00000014766
ENSP00000317743	ENSTGUP00000010956
ENSP00000385616	ENSTGUP00000010662
ENSP00000384015	ENSTGUP00000008713
ENSP00000341280	ENSTGUP00000006247
ENSP00000460971	ENSTGUP00000009426
ENSP00000355529	ENSTGUP00000007401
ENSP00000278853	ENSTGUP00000006483
ENSP00000386289	ENSTGUP00000011411
ENSP00000363458	ENSTGUP00000001132
ENSP00000285599	ENSTGUP00000010412
ENSP00000261483	ENSTGUP00000001006
ENSP00000353655	ENSTGUP00000010427
ENSP00000451575	ENSTGUP00000013003
ENSP00000438949	ENSTGUP00000012446
ENSP00000320025	ENSTGUP00000001294
ENSP00000265997	ENSTGUP00000009273
ENSP00000443985	ENSTGUP00000010138
ENSP00000263791	ENSTGUP00000011969
ENSP00000199389	ENSTGUP00000009087
ENSP00000307235	ENSTGUP00000011229
ENSP00000233057	ENSTGUP00000009050
ENSP00000338207	ENSTGUP00000008646
ENSP00000442786	ENSTGUP00000012750
ENSP00000257818	ENSTGUP00000005789
ENSP00000361043	ENSTGUP00000008504
ENSP00000336606	ENSTGUP00000012245
ENSP00000386520	ENSTGUP00000005042
ENSP00000216268	ENSTGUP00000003967
ENSP00000357637	ENSTGUP00000011970
ENSP00000430241	ENSTGUP00000004466
ENSP00000362942	ENSTGUP00000000965
ENSP00000417038	ENSTGUP00000011359
ENSP00000360054	ENSTGUP00000008240
ENSP00000311713	ENSTGUP00000000436
ENSP00000348278	ENSTGUP00000007799
ENSP00000336655	ENSTGUP00000002002
ENSP00000281456	ENSTGUP00000006957
ENSP00000358888	ENSTGUP00000014338
ENSP00000358297	ENSTGUP00000004551
ENSP00000417653	ENSTGUP00000003728
ENSP00000320176	ENSTGUP00000016332
ENSP00000415579	ENSTGUP00000008541
ENSP00000264010	ENSTGUP00000005778
ENSP00000318085	ENSTGUP00000000366
ENSP00000404854	ENSTGUP00000012961
ENSP00000343635	ENSTGUP00000004384
ENSP00000357341	ENSTGUP00000012142
ENSP00000217320	ENSTGUP00000003405
ENSP00000337838	ENSTGUP00000007318
ENSP00000274721	ENSTGUP00000000035
ENSP00000347591	ENSTGUP00000011357
ENSP00000313423	ENSTGUP00000015692
ENSP00000366243	ENSTGUP00000000870
ENSP00000350071	ENSTGUP00000012216
ENSP00000263918	ENSTGUP00000008988
ENSP00000327197	ENSTGUP00000010760
ENSP00000004980	ENSTGUP00000003399
ENSP00000258080	ENSTGUP00000015044
ENSP00000303766	ENSTGUP00000015538
ENSP00000356331	ENSTGUP00000004556
ENSP00000318986	ENSTGUP00000013895
ENSP00000364145	ENSTGUP00000015798
ENSP00000369100	ENSTGUP00000002094
ENSP00000356113	ENSTGUP00000017799
ENSP00000024061	ENSTGUP00000013068
ENSP00000323847	ENSTGUP00000011497
ENSP00000282026	ENSTGUP00000012507
ENSP00000314036	ENSTGUP00000009648
ENSP00000310551	ENSTGUP00000005550
ENSP00000370395	ENSTGUP00000002952
ENSP00000433757	ENSTGUP00000000279
ENSP00000378328	ENSTGUP00000006582
ENSP00000427130	ENSTGUP00000006272
ENSP00000359982	ENSTGUP00000010604
ENSP00000408005	ENSTGUP00000006744
ENSP00000262613	ENSTGUP00000009170
ENSP00000342143	ENSTGUP00000013930
ENSP00000347742	ENSTGUP00000000380
ENSP00000294725	ENSTGUP00000004338
ENSP00000415106	ENSTGUP00000010691
ENSP00000280098	ENSTGUP00000012199
ENSP00000228251	ENSTGUP00000012410
ENSP00000262746	ENSTGUP00000008229
ENSP00000368646	ENSTGUP00000007560
ENSP00000296464	ENSTGUP00000002147
ENSP00000384144	ENSTGUP00000000047
ENSP00000299633	ENSTGUP00000007973
ENSP00000317396	ENSTGUP00000013389
ENSP00000258229	ENSTGUP00000010510
ENSP00000370299	ENSTGUP00000008735
ENSP00000365188	ENSTGUP00000005010
ENSP00000367950	ENSTGUP00000001450
ENSP00000406546	ENSTGUP00000005878
ENSP00000298472	ENSTGUP00000011409
ENSP00000363229	ENSTGUP00000006152
ENSP00000283309	ENSTGUP00000009949
ENSP00000271555	ENSTGUP00000003598
ENSP00000340874	ENSTGUP00000000691
ENSP00000444972	ENSTGUP00000011144
ENSP00000265165	ENSTGUP00000004169
ENSP00000340347	ENSTGUP00000001336
ENSP00000441640	ENSTGUP00000011639
ENSP00000416508	ENSTGUP00000009396
ENSP00000327214	ENSTGUP00000017007
ENSP00000377424	ENSTGUP00000008241
ENSP00000362285	ENSTGUP00000004380
ENSP00000380081	ENSTGUP00000007922
ENSP00000345295	ENSTGUP00000006268
ENSP00000350078	ENSTGUP00000015939
ENSP00000279873	ENSTGUP00000005432
ENSP00000264183	ENSTGUP00000010581
ENSP00000325074	ENSTGUP00000004382
ENSP00000336591	ENSTGUP00000000076
ENSP00000335083	ENSTGUP00000010391
ENSP00000399970	ENSTGUP00000011993
ENSP00000329967	ENSTGUP00000006693
ENSP00000430684	ENSTGUP00000005662
ENSP00000224356	ENSTGUP00000009117
ENSP00000285949	ENSTGUP00000009124
ENSP00000299163	ENSTGUP00000007866
ENSP00000398410	ENSTGUP00000009777
ENSP00000262811	ENSTGUP00000000417
ENSP00000385727	ENSTGUP00000003068
ENSP00000298532	ENSTGUP00000006478
ENSP00000339992	ENSTGUP00000011856
ENSP00000429633	ENSTGUP00000011646
ENSP00000398861	ENSTGUP00000001850
ENSP00000323780	ENSTGUP00000005391
ENSP00000295759	ENSTGUP00000006079
ENSP00000297991	ENSTGUP00000001721
ENSP00000297988	ENSTGUP00000001711
ENSP00000253754	ENSTGUP00000001410
ENSP00000337180	ENSTGUP00000012498
ENSP00000260970	ENSTGUP00000008153
ENSP00000232978	ENSTGUP00000000285
ENSP00000368005	ENSTGUP00000015944
ENSP00000359233	ENSTGUP00000005872
ENSP00000349396	ENSTGUP00000012485
ENSP00000258428	ENSTGUP00000010413
ENSP00000361310	ENSTGUP00000009473
ENSP00000241436	ENSTGUP00000006376
ENSP00000230323	ENSTGUP00000017714
ENSP00000295600	ENSTGUP00000010166
ENSP00000265440	ENSTGUP00000005454
ENSP00000354543	ENSTGUP00000011748
ENSP00000454919	ENSTGUP00000014249
ENSP00000368237	ENSTGUP00000002196
ENSP00000351155	ENSTGUP00000013559
ENSP00000358060	ENSTGUP00000004773
ENSP00000338093	ENSTGUP00000005949
ENSP00000419503	ENSTGUP00000004377
ENSP00000261875	ENSTGUP00000009455
ENSP00000360195	ENSTGUP00000010101
ENSP00000361473	ENSTGUP00000007658
ENSP00000360431	ENSTGUP00000008919
ENSP00000302657	ENSTGUP00000006510
ENSP00000358131	ENSTGUP00000004616
ENSP00000305926	ENSTGUP00000005616
ENSP00000237289	ENSTGUP00000011231
ENSP00000352676	ENSTGUP00000011812
ENSP00000228740	ENSTGUP00000008839
ENSP00000289013	ENSTGUP00000013115
ENSP00000357453	ENSTGUP00000012224
ENSP00000348959	ENSTGUP00000013742
ENSP00000380034	ENSTGUP00000011253
ENSP00000246104	ENSTGUP00000006989
ENSP00000260526	ENSTGUP00000005885
ENSP00000439601	ENSTGUP00000000948
ENSP00000230085	ENSTGUP00000012508
ENSP00000377059	ENSTGUP00000015243
ENSP00000342626	ENSTGUP00000011851
ENSP00000333640	ENSTGUP00000005594
ENSP00000356870	ENSTGUP00000011924
ENSP00000411514	ENSTGUP00000002580
ENSP00000386845	ENSTGUP00000009619
ENSP00000281523	ENSTGUP00000003393
ENSP00000396843	ENSTGUP00000000189
ENSP00000370340	ENSTGUP00000004806
ENSP00000332513	ENSTGUP00000005285
ENSP00000358853	ENSTGUP00000012953
ENSP00000265689	ENSTGUP00000010237
ENSP00000356170	ENSTGUP00000017750
ENSP00000362151	ENSTGUP00000001902
ENSP00000420736	ENSTGUP00000010234
ENSP00000404296	ENSTGUP00000012720
ENSP00000360069	ENSTGUP00000008250
ENSP00000361664	ENSTGUP00000017608
ENSP00000356575	ENSTGUP00000011317
ENSP00000309640	ENSTGUP00000009336
ENSP00000309096	ENSTGUP00000000008
ENSP00000289166	ENSTGUP00000000999
ENSP00000443410	ENSTGUP00000015448
ENSP00000359181	ENSTGUP00000010294
ENSP00000360216	ENSTGUP00000009360
ENSP00000265421	ENSTGUP00000005704
ENSP00000427120	ENSTGUP00000001387
ENSP00000271915	ENSTGUP00000004265
ENSP00000365063	ENSTGUP00000011123
ENSP00000366240	ENSTGUP00000000857
ENSP00000250974	ENSTGUP00000000265
ENSP00000355870	ENSTGUP00000002787
ENSP00000227256	ENSTGUP00000016120
ENSP00000331470	ENSTGUP00000006184
ENSP00000321711	ENSTGUP00000009635
ENSP00000435585	ENSTGUP00000007433
ENSP00000281172	ENSTGUP00000012770
ENSP00000264716	ENSTGUP00000002626
ENSP00000306245	ENSTGUP00000012581
ENSP00000289473	ENSTGUP00000003890
ENSP00000380450	ENSTGUP00000006764
ENSP00000356382	ENSTGUP00000004362
ENSP00000405890	ENSTGUP00000017594
ENSP00000414712	ENSTGUP00000011185
ENSP00000362244	ENSTGUP00000017627
ENSP00000369213	ENSTGUP00000001567
ENSP00000251642	ENSTGUP00000002596
ENSP00000263642	ENSTGUP00000007146
ENSP00000437256	ENSTGUP00000013036
ENSP00000192314	ENSTGUP00000006064
ENSP00000270824	ENSTGUP00000001653
ENSP00000350402	ENSTGUP00000014012
ENSP00000320084	ENSTGUP00000015212
ENSP00000358470	ENSTGUP00000013760
ENSP00000426103	ENSTGUP00000003166
ENSP00000261537	ENSTGUP00000010673
ENSP00000369579	ENSTGUP00000009296
ENSP00000471417	ENSTGUP00000006383
ENSP00000368976	ENSTGUP00000005008
ENSP00000388878	ENSTGUP00000009939
ENSP00000424243	ENSTGUP00000013145
ENSP00000346964	ENSTGUP00000002179
ENSP00000316193	ENSTGUP00000007677
ENSP00000356694	ENSTGUP00000017541
ENSP00000363157	ENSTGUP00000003285
ENSP00000287908	ENSTGUP00000001471
ENSP00000256997	ENSTGUP00000010819
ENSP00000358241	ENSTGUP00000013926
ENSP00000256951	ENSTGUP00000009736
ENSP00000301738	ENSTGUP00000009865
ENSP00000312814	ENSTGUP00000009012
ENSP00000384391	ENSTGUP00000011011
ENSP00000386458	ENSTGUP00000012496
ENSP00000296702	ENSTGUP00000000082
ENSP00000239231	ENSTGUP00000001555
ENSP00000332123	ENSTGUP00000011324
ENSP00000274605	ENSTGUP00000015528
ENSP00000370981	ENSTGUP00000017572
ENSP00000253193	ENSTGUP00000009711
ENSP00000276654	ENSTGUP00000012551
ENSP00000318607	ENSTGUP00000010431
ENSP00000371846	ENSTGUP00000007411
ENSP00000262653	ENSTGUP00000003908
ENSP00000402257	ENSTGUP00000012209
ENSP00000383365	ENSTGUP00000008632
ENSP00000434516	ENSTGUP00000011489
ENSP00000350718	ENSTGUP00000017779
ENSP00000261226	ENSTGUP00000008589
ENSP00000384999	ENSTGUP00000001406
ENSP00000332170	ENSTGUP00000013848
ENSP00000251047	ENSTGUP00000014987
ENSP00000258168	ENSTGUP00000004654
ENSP00000261693	ENSTGUP00000005161
ENSP00000264896	ENSTGUP00000001744
ENSP00000322159	ENSTGUP00000010194
ENSP00000361306	ENSTGUP00000004211
ENSP00000384259	ENSTGUP00000006115
ENSP00000372059	ENSTGUP00000007035
ENSP00000417138	ENSTGUP00000006266
ENSP00000264669	ENSTGUP00000007957
ENSP00000228641	ENSTGUP00000007976
ENSP00000241651	ENSTGUP00000001422
ENSP00000228644	ENSTGUP00000007977
ENSP00000250003	ENSTGUP00000009077
ENSP00000352926	ENSTGUP00000013558
ENSP00000354588	ENSTGUP00000016344
ENSP00000368464	ENSTGUP00000001762
ENSP00000343515	ENSTGUP00000007513
ENSP00000428426	ENSTGUP00000011358
ENSP00000313886	ENSTGUP00000008473
ENSP00000425133	ENSTGUP00000004060
ENSP00000415243	ENSTGUP00000011290
ENSP00000343200	ENSTGUP00000014645
ENSP00000473510	ENSTGUP00000002212
ENSP00000364609	ENSTGUP00000016912
ENSP00000219439	ENSTGUP00000006919
ENSP00000358814	ENSTGUP00000000862
ENSP00000368759	ENSTGUP00000005957
ENSP00000360387	ENSTGUP00000008693
ENSP00000376899	ENSTGUP00000013915
ENSP00000256652	ENSTGUP00000013916
ENSP00000297737	ENSTGUP00000005316
ENSP00000406144	ENSTGUP00000008937
ENSP00000422496	ENSTGUP00000004708
ENSP00000323645	ENSTGUP00000010851
ENSP00000265729	ENSTGUP00000001464
ENSP00000362807	ENSTGUP00000015597
ENSP00000264933	ENSTGUP00000008984
ENSP00000307697	ENSTGUP00000009531
ENSP00000420443	ENSTGUP00000004168
ENSP00000272133	ENSTGUP00000004194
ENSP00000348944	ENSTGUP00000001588
ENSP00000349131	ENSTGUP00000012128
ENSP00000217260	ENSTGUP00000007065
ENSP00000216487	ENSTGUP00000012955
ENSP00000383333	ENSTGUP00000004962
ENSP00000262768	ENSTGUP00000016131
ENSP00000266085	ENSTGUP00000011236
ENSP00000314556	ENSTGUP00000010040
ENSP00000360613	ENSTGUP00000003451
ENSP00000301037	ENSTGUP00000006217
ENSP00000298630	ENSTGUP00000012029
ENSP00000418668	ENSTGUP00000008903
ENSP00000307292	ENSTGUP00000011044
ENSP00000290921	ENSTGUP00000010999
ENSP00000350673	ENSTGUP00000005402
ENSP00000396234	ENSTGUP00000009164
ENSP00000241051	ENSTGUP00000005120
ENSP00000265036	ENSTGUP00000002755
ENSP00000428976	ENSTGUP00000016045
ENSP00000278193	ENSTGUP00000004872
ENSP00000447488	ENSTGUP00000007984
ENSP00000361554	ENSTGUP00000007349
ENSP00000075503	ENSTGUP00000012415
ENSP00000329668	ENSTGUP00000007460
ENSP00000264554	ENSTGUP00000000612
ENSP00000364995	ENSTGUP00000000470
ENSP00000362271	ENSTGUP00000003665
ENSP00000337889	ENSTGUP00000010862
ENSP00000401867	ENSTGUP00000000437
ENSP00000360472	ENSTGUP00000008952
ENSP00000477310	ENSTGUP00000008661
ENSP00000300571	ENSTGUP00000009593
ENSP00000376403	ENSTGUP00000003033
ENSP00000343464	ENSTGUP00000006938
ENSP00000357348	ENSTGUP00000012153
ENSP00000338272	ENSTGUP00000011989
ENSP00000369915	ENSTGUP00000009438
ENSP00000347730	ENSTGUP00000009280
ENSP00000394757	ENSTGUP00000009382
ENSP00000335544	ENSTGUP00000016699
ENSP00000295589	ENSTGUP00000009523
ENSP00000290894	ENSTGUP00000005116
ENSP00000307369	ENSTGUP00000004179
ENSP00000366936	ENSTGUP00000000095
ENSP00000379396	ENSTGUP00000016172
ENSP00000446132	ENSTGUP00000007785
ENSP00000356265	ENSTGUP00000001340
ENSP00000371331	ENSTGUP00000009687
ENSP00000354488	ENSTGUP00000001365
ENSP00000370542	ENSTGUP00000013540
ENSP00000344468	ENSTGUP00000000822
ENSP00000307046	ENSTGUP00000012334
ENSP00000361818	ENSTGUP00000005167
ENSP00000301180	ENSTGUP00000003576
ENSP00000434142	ENSTGUP00000012165
ENSP00000415836	ENSTGUP00000008207
ENSP00000361748	ENSTGUP00000004267
ENSP00000400113	ENSTGUP00000016228
ENSP00000403397	ENSTGUP00000007708
ENSP00000393453	ENSTGUP00000011191
ENSP00000322323	ENSTGUP00000008795
ENSP00000468308	ENSTGUP00000004198
ENSP00000263733	ENSTGUP00000017674
ENSP00000353007	ENSTGUP00000009257
ENSP00000260128	ENSTGUP00000011796
ENSP00000258145	ENSTGUP00000006736
ENSP00000433999	ENSTGUP00000010224
ENSP00000360560	ENSTGUP00000008194
ENSP00000414635	ENSTGUP00000011332
ENSP00000319009	ENSTGUP00000014036
ENSP00000380150	ENSTGUP00000008285
ENSP00000384570	ENSTGUP00000010927
ENSP00000311609	ENSTGUP00000007869
ENSP00000330221	ENSTGUP00000003849
ENSP00000310332	ENSTGUP00000006031
ENSP00000424838	ENSTGUP00000002631
ENSP00000361990	ENSTGUP00000003454
ENSP00000290650	ENSTGUP00000011530
ENSP00000396068	ENSTGUP00000008274
ENSP00000400057	ENSTGUP00000013083
ENSP00000264595	ENSTGUP00000006650
ENSP00000301765	ENSTGUP00000006550
ENSP00000318629	ENSTGUP00000007462
ENSP00000384551	ENSTGUP00000001742
ENSP00000272641	ENSTGUP00000012200
ENSP00000354451	ENSTGUP00000003713
ENSP00000378555	ENSTGUP00000016570
ENSP00000320604	ENSTGUP00000000693
ENSP00000261507	ENSTGUP00000006098
ENSP00000400500	ENSTGUP00000005767
ENSP00000254250	ENSTGUP00000000238
ENSP00000300249	ENSTGUP00000011154
ENSP00000346155	ENSTGUP00000007383
ENSP00000356853	ENSTGUP00000017605
ENSP00000361285	ENSTGUP00000005144
ENSP00000376840	ENSTGUP00000012816
ENSP00000359340	ENSTGUP00000007777
ENSP00000429073	ENSTGUP00000011578
ENSP00000284000	ENSTGUP00000009762
ENSP00000305422	ENSTGUP00000008964
ENSP00000427514	ENSTGUP00000009757
ENSP00000386165	ENSTGUP00000011171
ENSP00000368356	ENSTGUP00000008825
ENSP00000380514	ENSTGUP00000006976
ENSP00000273077	ENSTGUP00000005436
ENSP00000378938	ENSTGUP00000012795
ENSP00000314709	ENSTGUP00000012776
ENSP00000312222	ENSTGUP00000004955
ENSP00000261017	ENSTGUP00000010048
ENSP00000230882	ENSTGUP00000002337
ENSP00000371432	ENSTGUP00000002037
ENSP00000368666	ENSTGUP00000007565
ENSP00000369699	ENSTGUP00000008226
ENSP00000271715	ENSTGUP00000017672
ENSP00000248121	ENSTGUP00000006755
ENSP00000369538	ENSTGUP00000001996
ENSP00000296350	ENSTGUP00000009148
ENSP00000236137	ENSTGUP00000013825
ENSP00000336783	ENSTGUP00000007965
ENSP00000379144	ENSTGUP00000006343
ENSP00000304355	ENSTGUP00000002883
ENSP00000386377	ENSTGUP00000012058
ENSP00000368265	ENSTGUP00000001806
ENSP00000234453	ENSTGUP00000009483
ENSP00000369862	ENSTGUP00000006335
ENSP00000362071	ENSTGUP00000005504
ENSP00000344488	ENSTGUP00000011922
ENSP00000284262	ENSTGUP00000007857
ENSP00000378176	ENSTGUP00000004090
ENSP00000438042	ENSTGUP00000006784
ENSP00000355317	ENSTGUP00000000995
ENSP00000373570	ENSTGUP00000004860
ENSP00000354481	ENSTGUP00000017687
ENSP00000362643	ENSTGUP00000005000
ENSP00000439639	ENSTGUP00000014120
ENSP00000398789	ENSTGUP00000002682
ENSP00000313121	ENSTGUP00000012859
ENSP00000339086	ENSTGUP00000005190
ENSP00000414303	ENSTGUP00000004879
ENSP00000397297	ENSTGUP00000012313
ENSP00000358525	ENSTGUP00000000979
ENSP00000335595	ENSTGUP00000005147
ENSP00000380878	ENSTGUP00000015427
ENSP00000262919	ENSTGUP00000015674
ENSP00000363616	ENSTGUP00000003924
ENSP00000318147	ENSTGUP00000003919
ENSP00000262741	ENSTGUP00000008408
ENSP00000428056	ENSTGUP00000003114
ENSP00000282670	ENSTGUP00000010476
ENSP00000355736	ENSTGUP00000010056
ENSP00000260585	ENSTGUP00000014796
ENSP00000229266	ENSTGUP00000011695
ENSP00000377055	ENSTGUP00000013321
ENSP00000360635	ENSTGUP00000002376
ENSP00000471714	ENSTGUP00000007647
ENSP00000316861	ENSTGUP00000008437
ENSP00000405750	ENSTGUP00000006727
ENSP00000386022	ENSTGUP00000006442
ENSP00000369424	ENSTGUP00000008073
ENSP00000356641	ENSTGUP00000017697
ENSP00000274629	ENSTGUP00000015248
ENSP00000258111	ENSTGUP00000007250
ENSP00000379412	ENSTGUP00000005801
ENSP00000156471	ENSTGUP00000012144
ENSP00000446335	ENSTGUP00000014450
ENSP00000377374	ENSTGUP00000000312
ENSP00000350359	ENSTGUP00000003052
ENSP00000264110	ENSTGUP00000009163
ENSP00000361066	ENSTGUP00000009300
ENSP00000385216	ENSTGUP00000014761
ENSP00000325546	ENSTGUP00000011441
ENSP00000353734	ENSTGUP00000011365
ENSP00000256578	ENSTGUP00000001151
ENSP00000430075	ENSTGUP00000001026
ENSP00000379802	ENSTGUP00000008256
ENSP00000356105	ENSTGUP00000017794
ENSP00000258538	ENSTGUP00000011471
ENSP00000370192	ENSTGUP00000012016
ENSP00000363345	ENSTGUP00000001279
ENSP00000395653	ENSTGUP00000006137
ENSP00000370517	ENSTGUP00000000908
ENSP00000381185	ENSTGUP00000002093
ENSP00000387699	ENSTGUP00000010361
ENSP00000265372	ENSTGUP00000000942
ENSP00000439937	ENSTGUP00000001115
ENSP00000264009	ENSTGUP00000006908
ENSP00000370023	ENSTGUP00000014887
ENSP00000474560	ENSTGUP00000004121
ENSP00000277225	ENSTGUP00000006535
ENSP00000398798	ENSTGUP00000005711
ENSP00000318373	ENSTGUP00000015180
ENSP00000275034	ENSTGUP00000012976
ENSP00000244061	ENSTGUP00000008996
ENSP00000326095	ENSTGUP00000007961
ENSP00000360916	ENSTGUP00000005892
ENSP00000359073	ENSTGUP00000004903
ENSP00000296215	ENSTGUP00000001592
ENSP00000355260	ENSTGUP00000011672
ENSP00000398342	ENSTGUP00000011091
ENSP00000170447	ENSTGUP00000004154
ENSP00000219476	ENSTGUP00000006729
ENSP00000371811	ENSTGUP00000011751
ENSP00000370057	ENSTGUP00000008530
ENSP00000444411	ENSTGUP00000007345
ENSP00000222673	ENSTGUP00000003463
ENSP00000263035	ENSTGUP00000002251
ENSP00000362095	ENSTGUP00000002369
ENSP00000206423	ENSTGUP00000013821
ENSP00000264758	ENSTGUP00000010814
ENSP00000264436	ENSTGUP00000003793
ENSP00000287878	ENSTGUP00000000615
ENSP00000436068	ENSTGUP00000005794
ENSP00000343966	ENSTGUP00000011650
ENSP00000358089	ENSTGUP00000011503
ENSP00000303042	ENSTGUP00000011259
ENSP00000296721	ENSTGUP00000000272
ENSP00000410689	ENSTGUP00000010526
ENSP00000397908	ENSTGUP00000013477
ENSP00000362354	ENSTGUP00000005011
ENSP00000263174	ENSTGUP00000005588
ENSP00000341911	ENSTGUP00000000648
ENSP00000264079	ENSTGUP00000015037
ENSP00000444215	ENSTGUP00000017894
ENSP00000328016	ENSTGUP00000007191
ENSP00000366513	ENSTGUP00000003750
ENSP00000266546	ENSTGUP00000013650
ENSP00000402460	ENSTGUP00000005281
ENSP00000362532	ENSTGUP00000006419
ENSP00000381984	ENSTGUP00000008273
ENSP00000349823	ENSTGUP00000005246
ENSP00000264159	ENSTGUP00000012105
ENSP00000257836	ENSTGUP00000005090
ENSP00000359378	ENSTGUP00000006611
ENSP00000351684	ENSTGUP00000004612
ENSP00000379612	ENSTGUP00000003036
ENSP00000276480	ENSTGUP00000011296
ENSP00000228495	ENSTGUP00000007533
ENSP00000359890	ENSTGUP00000003107
ENSP00000267287	ENSTGUP00000011457
ENSP00000282486	ENSTGUP00000011692
ENSP00000414334	ENSTGUP00000010112
ENSP00000264093	ENSTGUP00000007895
ENSP00000327104	ENSTGUP00000013487
ENSP00000450857	ENSTGUP00000012747
ENSP00000355607	ENSTGUP00000010173
ENSP00000337446	ENSTGUP00000002299
ENSP00000009041	ENSTGUP00000005807
ENSP00000295897	ENSTGUP00000001627
ENSP00000422031	ENSTGUP00000001377
ENSP00000259455	ENSTGUP00000008802
ENSP00000382800	ENSTGUP00000001161
ENSP00000353375	ENSTGUP00000000110
ENSP00000340820	ENSTGUP00000001966
ENSP00000361185	ENSTGUP00000006178
ENSP00000469759	ENSTGUP00000004319
ENSP00000361177	ENSTGUP00000006173
ENSP00000318177	ENSTGUP00000004820
ENSP00000388940	ENSTGUP00000006474
ENSP00000363689	ENSTGUP00000000927
ENSP00000234091	ENSTGUP00000013384
ENSP00000367972	ENSTGUP00000006464
ENSP00000391137	ENSTGUP00000000052
ENSP00000321388	ENSTGUP00000001632
ENSP00000361010	ENSTGUP00000005697
ENSP00000331944	ENSTGUP00000008584
ENSP00000351206	ENSTGUP00000011273
ENSP00000362711	ENSTGUP00000001432
ENSP00000358719	ENSTGUP00000012913
ENSP00000321070	ENSTGUP00000016209
ENSP00000212015	ENSTGUP00000003586
ENSP00000202967	ENSTGUP00000009802
ENSP00000323687	ENSTGUP00000008183
ENSP00000393596	ENSTGUP00000009149
ENSP00000237536	ENSTGUP00000004446
ENSP00000362590	ENSTGUP00000001659
ENSP00000273980	ENSTGUP00000004017
ENSP00000347839	ENSTGUP00000011418
ENSP00000321703	ENSTGUP00000005238
ENSP00000375942	ENSTGUP00000010136
ENSP00000369965	ENSTGUP00000006032
ENSP00000358590	ENSTGUP00000012833
ENSP00000361857	ENSTGUP00000001491
ENSP00000312141	ENSTGUP00000013889
ENSP00000393762	ENSTGUP00000012482
ENSP00000359539	ENSTGUP00000009708
ENSP00000262102	ENSTGUP00000007374
ENSP00000231420	ENSTGUP00000002035
ENSP00000265564	ENSTGUP00000005122
ENSP00000374354	ENSTGUP00000012278
ENSP00000216200	ENSTGUP00000011042
ENSP00000363973	ENSTGUP00000016885
ENSP00000398945	ENSTGUP00000003181
ENSP00000381581	ENSTGUP00000012655
ENSP00000266304	ENSTGUP00000010257
ENSP00000302227	ENSTGUP00000004347
ENSP00000348234	ENSTGUP00000008637
ENSP00000262995	ENSTGUP00000002472
ENSP00000350199	ENSTGUP00000015929
