ENSMODP00000016222	ENSGALP00000006197
ENSMODP00000021927	ENSGALP00000016137
ENSMODP00000021453	ENSGALP00000026659
ENSMODP00000016433	ENSGALP00000018274
ENSMODP00000018082	ENSGALP00000010236
ENSMODP00000016445	ENSGALP00000031875
ENSMODP00000037709	ENSGALP00000023865
ENSMODP00000000740	ENSGALP00000017275
ENSMODP00000004328	ENSGALP00000033266
ENSMODP00000009858	ENSGALP00000011874
ENSMODP00000038702	ENSGALP00000018837
ENSMODP00000011718	ENSGALP00000009617
ENSMODP00000014505	ENSGALP00000041518
ENSMODP00000020838	ENSGALP00000041263
ENSMODP00000019625	ENSGALP00000023648
ENSMODP00000020159	ENSGALP00000015378
ENSMODP00000011971	ENSGALP00000041010
ENSMODP00000015208	ENSGALP00000016147
ENSMODP00000000887	ENSGALP00000008060
ENSMODP00000017666	ENSGALP00000005756
ENSMODP00000037455	ENSGALP00000002077
ENSMODP00000033852	ENSGALP00000023538
ENSMODP00000005073	ENSGALP00000009752
ENSMODP00000018787	ENSGALP00000041260
ENSMODP00000012204	ENSGALP00000020874
ENSMODP00000037070	ENSGALP00000024275
ENSMODP00000005983	ENSGALP00000001806
ENSMODP00000026793	ENSGALP00000036114
ENSMODP00000013501	ENSGALP00000015412
ENSMODP00000009741	ENSGALP00000028780
ENSMODP00000011430	ENSGALP00000013904
ENSMODP00000023927	ENSGALP00000025887
ENSMODP00000007285	ENSGALP00000005157
ENSMODP00000014942	ENSGALP00000038512
ENSMODP00000019529	ENSGALP00000004240
ENSMODP00000022314	ENSGALP00000021351
ENSMODP00000010391	ENSGALP00000027228
ENSMODP00000022783	ENSGALP00000019052
ENSMODP00000022543	ENSGALP00000024751
ENSMODP00000016502	ENSGALP00000010887
ENSMODP00000014221	ENSGALP00000009030
ENSMODP00000014738	ENSGALP00000001319
ENSMODP00000035593	ENSGALP00000009095
ENSMODP00000004665	ENSGALP00000041662
ENSMODP00000008768	ENSGALP00000003552
ENSMODP00000000980	ENSGALP00000027704
ENSMODP00000025824	ENSGALP00000022752
ENSMODP00000022198	ENSGALP00000021484
ENSMODP00000024262	ENSGALP00000013422
ENSMODP00000037910	ENSGALP00000016701
ENSMODP00000009347	ENSGALP00000003806
ENSMODP00000026857	ENSGALP00000024194
ENSMODP00000017698	ENSGALP00000008116
ENSMODP00000003369	ENSGALP00000020572
ENSMODP00000003066	ENSGALP00000016460
ENSMODP00000006561	ENSGALP00000002185
ENSMODP00000006571	ENSGALP00000033890
ENSMODP00000000573	ENSGALP00000018497
ENSMODP00000002568	ENSGALP00000021275
ENSMODP00000028804	ENSGALP00000043105
ENSMODP00000030466	ENSGALP00000013280
ENSMODP00000028496	ENSGALP00000003187
ENSMODP00000025295	ENSGALP00000023563
ENSMODP00000040249	ENSGALP00000041233
ENSMODP00000009219	ENSGALP00000026284
ENSMODP00000020618	ENSGALP00000015774
ENSMODP00000018323	ENSGALP00000004425
ENSMODP00000000450	ENSGALP00000016118
ENSMODP00000011583	ENSGALP00000023430
ENSMODP00000022584	ENSGALP00000024472
ENSMODP00000004546	ENSGALP00000008551
ENSMODP00000022830	ENSGALP00000025442
ENSMODP00000019328	ENSGALP00000014665
ENSMODP00000010747	ENSGALP00000032950
ENSMODP00000022570	ENSGALP00000023298
ENSMODP00000005573	ENSGALP00000027168
ENSMODP00000005181	ENSGALP00000017323
ENSMODP00000023492	ENSGALP00000026865
ENSMODP00000022320	ENSGALP00000003759
ENSMODP00000020538	ENSGALP00000012451
ENSMODP00000023494	ENSGALP00000030899
ENSMODP00000007206	ENSGALP00000027185
ENSMODP00000007658	ENSGALP00000027192
ENSMODP00000019917	ENSGALP00000032767
ENSMODP00000014818	ENSGALP00000020014
ENSMODP00000007590	ENSGALP00000039229
ENSMODP00000001348	ENSGALP00000020164
ENSMODP00000017716	ENSGALP00000017421
ENSMODP00000005415	ENSGALP00000043075
ENSMODP00000018843	ENSGALP00000011808
ENSMODP00000013520	ENSGALP00000036750
ENSMODP00000018377	ENSGALP00000041385
ENSMODP00000021426	ENSGALP00000007707
ENSMODP00000022621	ENSGALP00000023347
ENSMODP00000014282	ENSGALP00000040523
ENSMODP00000017283	ENSGALP00000020886
ENSMODP00000000527	ENSGALP00000003066
ENSMODP00000009234	ENSGALP00000009567
ENSMODP00000018720	ENSGALP00000038337
ENSMODP00000025583	ENSGALP00000040858
ENSMODP00000032275	ENSGALP00000041186
ENSMODP00000015346	ENSGALP00000007307
ENSMODP00000014205	ENSGALP00000027394
ENSMODP00000039908	ENSGALP00000013802
ENSMODP00000004099	ENSGALP00000042085
ENSMODP00000022988	ENSGALP00000010287
ENSMODP00000026580	ENSGALP00000032293
ENSMODP00000026579	ENSGALP00000016966
ENSMODP00000023180	ENSGALP00000029287
ENSMODP00000001342	ENSGALP00000014974
ENSMODP00000032390	ENSGALP00000030515
ENSMODP00000006350	ENSGALP00000023879
ENSMODP00000003193	ENSGALP00000001587
ENSMODP00000024760	ENSGALP00000010584
ENSMODP00000000396	ENSGALP00000010490
ENSMODP00000009711	ENSGALP00000017690
ENSMODP00000025914	ENSGALP00000041184
ENSMODP00000004776	ENSGALP00000012607
ENSMODP00000021165	ENSGALP00000025873
ENSMODP00000012055	ENSGALP00000019761
ENSMODP00000006606	ENSGALP00000018106
ENSMODP00000019347	ENSGALP00000018627
ENSMODP00000011352	ENSGALP00000016042
ENSMODP00000022634	ENSGALP00000023398
ENSMODP00000011852	ENSGALP00000015047
ENSMODP00000022162	ENSGALP00000013585
ENSMODP00000025343	ENSGALP00000032149
ENSMODP00000034639	ENSGALP00000042206
ENSMODP00000016249	ENSGALP00000010537
ENSMODP00000017351	ENSGALP00000023468
ENSMODP00000024628	ENSGALP00000007035
ENSMODP00000011585	ENSGALP00000002580
ENSMODP00000021299	ENSGALP00000041725
ENSMODP00000011450	ENSGALP00000022809
ENSMODP00000005514	ENSGALP00000001525
ENSMODP00000022967	ENSGALP00000036709
ENSMODP00000015549	ENSGALP00000008660
ENSMODP00000018335	ENSGALP00000026423
ENSMODP00000014162	ENSGALP00000020661
ENSMODP00000038772	ENSGALP00000018654
ENSMODP00000022648	ENSGALP00000023450
ENSMODP00000025906	ENSGALP00000019967
ENSMODP00000007656	ENSGALP00000006571
ENSMODP00000012236	ENSGALP00000014576
ENSMODP00000023567	ENSGALP00000043110
ENSMODP00000011739	ENSGALP00000026552
ENSMODP00000009725	ENSGALP00000027645
ENSMODP00000011444	ENSGALP00000002881
ENSMODP00000000791	ENSGALP00000021811
ENSMODP00000007665	ENSGALP00000002611
ENSMODP00000016797	ENSGALP00000018643
ENSMODP00000016776	ENSGALP00000018636
ENSMODP00000018496	ENSGALP00000008916
ENSMODP00000031317	ENSGALP00000008910
ENSMODP00000006345	ENSGALP00000024479
ENSMODP00000010252	ENSGALP00000012019
ENSMODP00000019019	ENSGALP00000011814
ENSMODP00000016596	ENSGALP00000039779
ENSMODP00000000124	ENSGALP00000015909
ENSMODP00000041145	ENSGALP00000040646
ENSMODP00000017830	ENSGALP00000030045
ENSMODP00000039008	ENSGALP00000041219
ENSMODP00000012361	ENSGALP00000018350
ENSMODP00000001355	ENSGALP00000005686
ENSMODP00000029521	ENSGALP00000040736
ENSMODP00000026821	ENSGALP00000023875
ENSMODP00000000816	ENSGALP00000041478
ENSMODP00000009216	ENSGALP00000013016
ENSMODP00000019885	ENSGALP00000009374
ENSMODP00000009492	ENSGALP00000004286
ENSMODP00000024401	ENSGALP00000023702
ENSMODP00000037713	ENSGALP00000016453
ENSMODP00000008297	ENSGALP00000009850
ENSMODP00000041050	ENSGALP00000016553
ENSMODP00000015411	ENSGALP00000022167
ENSMODP00000015319	ENSGALP00000030451
ENSMODP00000016412	ENSGALP00000005923
ENSMODP00000020476	ENSGALP00000012696
ENSMODP00000023696	ENSGALP00000031347
ENSMODP00000027434	ENSGALP00000037486
ENSMODP00000031311	ENSGALP00000042930
ENSMODP00000019658	ENSGALP00000032335
ENSMODP00000015699	ENSGALP00000024674
ENSMODP00000024083	ENSGALP00000042693
ENSMODP00000000697	ENSGALP00000001085
ENSMODP00000003756	ENSGALP00000015935
ENSMODP00000007149	ENSGALP00000016790
ENSMODP00000007180	ENSGALP00000037040
ENSMODP00000022846	ENSGALP00000019067
ENSMODP00000007465	ENSGALP00000008475
ENSMODP00000023845	ENSGALP00000022816
ENSMODP00000022903	ENSGALP00000025497
ENSMODP00000032620	ENSGALP00000034742
ENSMODP00000018319	ENSGALP00000024295
ENSMODP00000035218	ENSGALP00000037830
ENSMODP00000029205	ENSGALP00000018461
ENSMODP00000038829	ENSGALP00000015748
ENSMODP00000032819	ENSGALP00000042533
ENSMODP00000025861	ENSGALP00000036814
ENSMODP00000002644	ENSGALP00000039504
ENSMODP00000023968	ENSGALP00000005249
ENSMODP00000023159	ENSGALP00000025669
ENSMODP00000012617	ENSGALP00000014482
ENSMODP00000004167	ENSGALP00000009075
ENSMODP00000008127	ENSGALP00000040341
ENSMODP00000021102	ENSGALP00000008415
ENSMODP00000022295	ENSGALP00000003644
ENSMODP00000009523	ENSGALP00000002056
ENSMODP00000006484	ENSGALP00000011735
ENSMODP00000008405	ENSGALP00000034040
ENSMODP00000008430	ENSGALP00000006612
ENSMODP00000007529	ENSGALP00000006692
ENSMODP00000006828	ENSGALP00000042082
ENSMODP00000021481	ENSGALP00000014035
ENSMODP00000000973	ENSGALP00000001898
ENSMODP00000009022	ENSGALP00000003967
ENSMODP00000017359	ENSGALP00000020974
ENSMODP00000024816	ENSGALP00000013658
ENSMODP00000035989	ENSGALP00000040660
ENSMODP00000024160	ENSGALP00000041927
ENSMODP00000019294	ENSGALP00000014521
ENSMODP00000003329	ENSGALP00000011620
ENSMODP00000015764	ENSGALP00000005496
ENSMODP00000014783	ENSGALP00000009544
ENSMODP00000032116	ENSGALP00000007409
ENSMODP00000018754	ENSGALP00000023449
ENSMODP00000018312	ENSGALP00000027665
ENSMODP00000008873	ENSGALP00000019037
ENSMODP00000004395	ENSGALP00000004375
ENSMODP00000019727	ENSGALP00000026663
ENSMODP00000020529	ENSGALP00000032883
ENSMODP00000019213	ENSGALP00000018527
ENSMODP00000021938	ENSGALP00000005026
ENSMODP00000020250	ENSGALP00000006585
ENSMODP00000006799	ENSGALP00000025853
ENSMODP00000023145	ENSGALP00000025647
ENSMODP00000022854	ENSGALP00000019087
ENSMODP00000013163	ENSGALP00000014379
ENSMODP00000012554	ENSGALP00000020830
ENSMODP00000018525	ENSGALP00000026487
ENSMODP00000024290	ENSGALP00000010593
ENSMODP00000009668	ENSGALP00000027216
ENSMODP00000037418	ENSGALP00000010473
ENSMODP00000005706	ENSGALP00000008863
ENSMODP00000020931	ENSGALP00000020258
ENSMODP00000032325	ENSGALP00000019224
ENSMODP00000013118	ENSGALP00000022034
ENSMODP00000023956	ENSGALP00000017621
ENSMODP00000026659	ENSGALP00000005548
ENSMODP00000015702	ENSGALP00000005054
ENSMODP00000018616	ENSGALP00000005145
ENSMODP00000017313	ENSGALP00000039786
ENSMODP00000009360	ENSGALP00000042230
ENSMODP00000002937	ENSGALP00000016611
ENSMODP00000021497	ENSGALP00000014836
ENSMODP00000022964	ENSGALP00000036715
ENSMODP00000026023	ENSGALP00000017674
ENSMODP00000019422	ENSGALP00000031272
ENSMODP00000041213	ENSGALP00000005837
ENSMODP00000002256	ENSGALP00000026304
ENSMODP00000000186	ENSGALP00000015961
ENSMODP00000014423	ENSGALP00000041510
ENSMODP00000018657	ENSGALP00000006222
ENSMODP00000008312	ENSGALP00000010070
ENSMODP00000002898	ENSGALP00000020786
ENSMODP00000018904	ENSGALP00000011632
ENSMODP00000005860	ENSGALP00000000586
ENSMODP00000002609	ENSGALP00000009230
ENSMODP00000003624	ENSGALP00000011293
ENSMODP00000022451	ENSGALP00000023051
ENSMODP00000016383	ENSGALP00000005099
ENSMODP00000013113	ENSGALP00000005619
ENSMODP00000014104	ENSGALP00000020669
ENSMODP00000020160	ENSGALP00000001231
ENSMODP00000002602	ENSGALP00000011426
ENSMODP00000036781	ENSGALP00000037077
ENSMODP00000002597	ENSGALP00000037639
ENSMODP00000013261	ENSGALP00000026526
ENSMODP00000038268	ENSGALP00000004970
ENSMODP00000020530	ENSGALP00000012563
ENSMODP00000025440	ENSGALP00000022525
ENSMODP00000022264	ENSGALP00000024133
ENSMODP00000036209	ENSGALP00000007696
ENSMODP00000013319	ENSGALP00000004141
ENSMODP00000014638	ENSGALP00000012471
ENSMODP00000015845	ENSGALP00000005275
ENSMODP00000019374	ENSGALP00000014710
ENSMODP00000018219	ENSGALP00000043272
ENSMODP00000025123	ENSGALP00000011912
ENSMODP00000017800	ENSGALP00000010342
ENSMODP00000025750	ENSGALP00000016935
ENSMODP00000000418	ENSGALP00000008311
ENSMODP00000023657	ENSGALP00000019555
ENSMODP00000003236	ENSGALP00000024668
ENSMODP00000006339	ENSGALP00000042045
ENSMODP00000010824	ENSGALP00000027579
ENSMODP00000017894	ENSGALP00000011357
ENSMODP00000009961	ENSGALP00000026391
ENSMODP00000017678	ENSGALP00000000759
ENSMODP00000017481	ENSGALP00000001868
ENSMODP00000021054	ENSGALP00000021577
ENSMODP00000024395	ENSGALP00000010706
ENSMODP00000030235	ENSGALP00000026871
ENSMODP00000002004	ENSGALP00000002573
ENSMODP00000035502	ENSGALP00000003293
ENSMODP00000011557	ENSGALP00000013096
ENSMODP00000030221	ENSGALP00000026856
ENSMODP00000032196	ENSGALP00000015740
ENSMODP00000024127	ENSGALP00000000368
ENSMODP00000006894	ENSGALP00000014918
ENSMODP00000037078	ENSGALP00000017970
ENSMODP00000017312	ENSGALP00000011529
ENSMODP00000037951	ENSGALP00000023237
ENSMODP00000009275	ENSGALP00000013059
ENSMODP00000021045	ENSGALP00000020132
ENSMODP00000019852	ENSGALP00000026738
ENSMODP00000021177	ENSGALP00000025330
ENSMODP00000021178	ENSGALP00000009879
ENSMODP00000024819	ENSGALP00000013590
ENSMODP00000036771	ENSGALP00000040890
ENSMODP00000036552	ENSGALP00000005991
ENSMODP00000022937	ENSGALP00000021168
ENSMODP00000000907	ENSGALP00000000581
ENSMODP00000013468	ENSGALP00000020711
ENSMODP00000008971	ENSGALP00000038302
ENSMODP00000033461	ENSGALP00000022528
ENSMODP00000035233	ENSGALP00000004064
ENSMODP00000017492	ENSGALP00000001572
ENSMODP00000008355	ENSGALP00000015121
ENSMODP00000003515	ENSGALP00000024999
ENSMODP00000001582	ENSGALP00000000333
ENSMODP00000024280	ENSGALP00000013553
ENSMODP00000023745	ENSGALP00000019507
ENSMODP00000021758	ENSGALP00000005346
ENSMODP00000002800	ENSGALP00000017666
ENSMODP00000028428	ENSGALP00000040770
ENSMODP00000000114	ENSGALP00000008868
ENSMODP00000019205	ENSGALP00000014312
ENSMODP00000015872	ENSGALP00000042042
ENSMODP00000036012	ENSGALP00000020410
ENSMODP00000012021	ENSGALP00000013972
ENSMODP00000036078	ENSGALP00000011187
ENSMODP00000001370	ENSGALP00000023384
ENSMODP00000002441	ENSGALP00000003366
ENSMODP00000000741	ENSGALP00000015647
ENSMODP00000010072	ENSGALP00000005347
ENSMODP00000012052	ENSGALP00000025668
ENSMODP00000028915	ENSGALP00000017163
ENSMODP00000010141	ENSGALP00000042146
ENSMODP00000009159	ENSGALP00000009581
ENSMODP00000022310	ENSGALP00000009582
ENSMODP00000034350	ENSGALP00000042980
ENSMODP00000002477	ENSGALP00000037559
ENSMODP00000009106	ENSGALP00000025665
ENSMODP00000014850	ENSGALP00000005120
ENSMODP00000038176	ENSGALP00000013908
ENSMODP00000027297	ENSGALP00000017011
ENSMODP00000020839	ENSGALP00000017011
ENSMODP00000010194	ENSGALP00000028428
ENSMODP00000010203	ENSGALP00000000320
ENSMODP00000005761	ENSGALP00000040278
ENSMODP00000013629	ENSGALP00000004518
ENSMODP00000021535	ENSGALP00000022322
ENSMODP00000020738	ENSGALP00000007767
ENSMODP00000013260	ENSGALP00000036468
ENSMODP00000033015	ENSGALP00000009602
ENSMODP00000009387	ENSGALP00000017758
ENSMODP00000012275	ENSGALP00000000765
ENSMODP00000019009	ENSGALP00000013627
ENSMODP00000005715	ENSGALP00000017250
ENSMODP00000002463	ENSGALP00000040789
ENSMODP00000001604	ENSGALP00000000343
ENSMODP00000008002	ENSGALP00000002124
ENSMODP00000031085	ENSGALP00000042083
ENSMODP00000028116	ENSGALP00000035143
ENSMODP00000036939	ENSGALP00000015886
ENSMODP00000020479	ENSGALP00000012699
ENSMODP00000007129	ENSGALP00000002808
ENSMODP00000016595	ENSGALP00000010995
ENSMODP00000001638	ENSGALP00000002263
ENSMODP00000017712	ENSGALP00000001286
ENSMODP00000005879	ENSGALP00000028898
ENSMODP00000022055	ENSGALP00000031109
ENSMODP00000001554	ENSGALP00000042408
ENSMODP00000002202	ENSGALP00000039434
ENSMODP00000015259	ENSGALP00000012311
ENSMODP00000012001	ENSGALP00000014927
ENSMODP00000005650	ENSGALP00000025786
ENSMODP00000023481	ENSGALP00000026863
ENSMODP00000003290	ENSGALP00000024381
ENSMODP00000011933	ENSGALP00000039965
ENSMODP00000021920	ENSGALP00000016124
ENSMODP00000019199	ENSGALP00000017198
ENSMODP00000019847	ENSGALP00000013905
ENSMODP00000002167	ENSGALP00000022054
ENSMODP00000005932	ENSGALP00000042257
ENSMODP00000010233	ENSGALP00000025070
ENSMODP00000024648	ENSGALP00000001614
ENSMODP00000024651	ENSGALP00000001605
ENSMODP00000016057	ENSGALP00000003413
ENSMODP00000002434	ENSGALP00000016849
ENSMODP00000011834	ENSGALP00000013934
ENSMODP00000014223	ENSGALP00000034535
ENSMODP00000020783	ENSGALP00000010211
ENSMODP00000002228	ENSGALP00000000995
ENSMODP00000000793	ENSGALP00000026006
ENSMODP00000000687	ENSGALP00000017958
ENSMODP00000034936	ENSGALP00000015514
ENSMODP00000033076	ENSGALP00000035695
ENSMODP00000017775	ENSGALP00000041236
ENSMODP00000028443	ENSGALP00000039006
ENSMODP00000008112	ENSGALP00000018851
ENSMODP00000015125	ENSGALP00000026290
ENSMODP00000019371	ENSGALP00000014726
ENSMODP00000024524	ENSGALP00000023773
ENSMODP00000017789	ENSGALP00000012695
ENSMODP00000003932	ENSGALP00000013689
ENSMODP00000007920	ENSGALP00000002423
ENSMODP00000018051	ENSGALP00000012864
ENSMODP00000012026	ENSGALP00000041317
ENSMODP00000009589	ENSGALP00000043171
ENSMODP00000005299	ENSGALP00000008323
ENSMODP00000000639	ENSGALP00000018433
ENSMODP00000020038	ENSGALP00000008988
ENSMODP00000008498	ENSGALP00000012367
ENSMODP00000023369	ENSGALP00000024939
ENSMODP00000034386	ENSGALP00000040004
ENSMODP00000015347	ENSGALP00000003855
ENSMODP00000001142	ENSGALP00000039705
ENSMODP00000024847	ENSGALP00000013113
ENSMODP00000036121	ENSGALP00000020186
ENSMODP00000022758	ENSGALP00000028616
ENSMODP00000021480	ENSGALP00000038408
ENSMODP00000034482	ENSGALP00000035460
ENSMODP00000013556	ENSGALP00000020714
ENSMODP00000011601	ENSGALP00000015246
ENSMODP00000002901	ENSGALP00000016629
ENSMODP00000040987	ENSGALP00000026337
ENSMODP00000015350	ENSGALP00000016536
ENSMODP00000017278	ENSGALP00000011770
ENSMODP00000016660	ENSGALP00000039757
ENSMODP00000024179	ENSGALP00000009708
ENSMODP00000032645	ENSGALP00000042553
ENSMODP00000018686	ENSGALP00000024326
ENSMODP00000010668	ENSGALP00000019425
ENSMODP00000010685	ENSGALP00000017921
ENSMODP00000037792	ENSGALP00000026764
ENSMODP00000014851	ENSGALP00000018701
ENSMODP00000013914	ENSGALP00000041663
ENSMODP00000014899	ENSGALP00000003953
ENSMODP00000014568	ENSGALP00000000260
ENSMODP00000019148	ENSGALP00000018487
ENSMODP00000021861	ENSGALP00000031127
ENSMODP00000011775	ENSGALP00000015096
ENSMODP00000012321	ENSGALP00000002591
ENSMODP00000016525	ENSGALP00000020178
ENSMODP00000007256	ENSGALP00000018405
ENSMODP00000025968	ENSGALP00000018028
ENSMODP00000005053	ENSGALP00000040245
ENSMODP00000015918	ENSGALP00000011486
ENSMODP00000033707	ENSGALP00000042867
ENSMODP00000025296	ENSGALP00000023559
ENSMODP00000012686	ENSGALP00000014420
ENSMODP00000019435	ENSGALP00000042388
ENSMODP00000025770	ENSGALP00000017123
ENSMODP00000032051	ENSGALP00000010462
ENSMODP00000038746	ENSGALP00000015213
ENSMODP00000007051	ENSGALP00000018228
ENSMODP00000027463	ENSGALP00000011446
ENSMODP00000003396	ENSGALP00000005977
ENSMODP00000026561	ENSGALP00000010996
ENSMODP00000010853	ENSGALP00000007283
ENSMODP00000001168	ENSGALP00000017075
ENSMODP00000001969	ENSGALP00000003727
ENSMODP00000012416	ENSGALP00000016445
ENSMODP00000020938	ENSGALP00000029357
ENSMODP00000010709	ENSGALP00000042849
ENSMODP00000021339	ENSGALP00000004725
ENSMODP00000009804	ENSGALP00000000021
ENSMODP00000010471	ENSGALP00000000384
ENSMODP00000020833	ENSGALP00000030863
ENSMODP00000012645	ENSGALP00000012219
ENSMODP00000003481	ENSGALP00000024993
ENSMODP00000024554	ENSGALP00000017035
ENSMODP00000002458	ENSGALP00000021757
ENSMODP00000012792	ENSGALP00000039780
ENSMODP00000013213	ENSGALP00000005196
ENSMODP00000007874	ENSGALP00000010871
ENSMODP00000015503	ENSGALP00000013215
ENSMODP00000024151	ENSGALP00000009127
ENSMODP00000019296	ENSGALP00000010168
ENSMODP00000022843	ENSGALP00000019062
ENSMODP00000024545	ENSGALP00000023805
ENSMODP00000029367	ENSGALP00000002947
ENSMODP00000021821	ENSGALP00000022584
ENSMODP00000009912	ENSGALP00000024981
ENSMODP00000001476	ENSGALP00000005531
ENSMODP00000017495	ENSGALP00000043211
ENSMODP00000016142	ENSGALP00000003950
ENSMODP00000027860	ENSGALP00000009131
ENSMODP00000020148	ENSGALP00000004267
ENSMODP00000019081	ENSGALP00000018459
ENSMODP00000013546	ENSGALP00000019498
ENSMODP00000004690	ENSGALP00000003859
ENSMODP00000021447	ENSGALP00000043445
ENSMODP00000001460	ENSGALP00000003857
ENSMODP00000039626	ENSGALP00000006765
ENSMODP00000006532	ENSGALP00000008695
ENSMODP00000017485	ENSGALP00000042746
ENSMODP00000021660	ENSGALP00000005708
ENSMODP00000007263	ENSGALP00000035817
ENSMODP00000022411	ENSGALP00000024541
ENSMODP00000010084	ENSGALP00000015979
ENSMODP00000016985	ENSGALP00000015981
ENSMODP00000014754	ENSGALP00000016827
ENSMODP00000009505	ENSGALP00000002633
ENSMODP00000014777	ENSGALP00000018658
ENSMODP00000005548	ENSGALP00000009045
ENSMODP00000007903	ENSGALP00000016610
ENSMODP00000001707	ENSGALP00000027018
ENSMODP00000023656	ENSGALP00000037252
ENSMODP00000037403	ENSGALP00000032210
ENSMODP00000016164	ENSGALP00000005375
ENSMODP00000004592	ENSGALP00000042425
ENSMODP00000018652	ENSGALP00000035712
ENSMODP00000026588	ENSGALP00000042043
ENSMODP00000010683	ENSGALP00000013852
ENSMODP00000016395	ENSGALP00000020135
ENSMODP00000025526	ENSGALP00000005194
ENSMODP00000023437	ENSGALP00000041061
ENSMODP00000014968	ENSGALP00000006337
ENSMODP00000026281	ENSGALP00000025340
ENSMODP00000022865	ENSGALP00000019107
ENSMODP00000012153	ENSGALP00000014088
ENSMODP00000034776	ENSGALP00000012079
ENSMODP00000001874	ENSGALP00000017807
ENSMODP00000004145	ENSGALP00000016496
ENSMODP00000032142	ENSGALP00000040485
ENSMODP00000002840	ENSGALP00000043431
ENSMODP00000009399	ENSGALP00000011669
ENSMODP00000003128	ENSGALP00000016449
ENSMODP00000025491	ENSGALP00000016269
ENSMODP00000019003	ENSGALP00000032199
ENSMODP00000032606	ENSGALP00000006501
ENSMODP00000007131	ENSGALP00000043291
ENSMODP00000024419	ENSGALP00000010798
ENSMODP00000023402	ENSGALP00000021745
ENSMODP00000014693	ENSGALP00000006022
ENSMODP00000021739	ENSGALP00000022443
ENSMODP00000012802	ENSGALP00000037851
ENSMODP00000009957	ENSGALP00000018616
