ENSTGUP00000008915	ENSDARP00000074624
ENSTGUP00000008641	ENSDARP00000123798
ENSTGUP00000013657	ENSDARP00000028710
ENSTGUP00000010367	ENSDARP00000026757
ENSTGUP00000013586	ENSDARP00000128498
ENSTGUP00000012185	ENSDARP00000122574
ENSTGUP00000002478	ENSDARP00000100773
ENSTGUP00000002478	ENSDARP00000082128
ENSTGUP00000009658	ENSDARP00000084260
ENSTGUP00000001820	ENSDARP00000021474
ENSTGUP00000017533	ENSDARP00000093602
ENSTGUP00000017724	ENSDARP00000073773
ENSTGUP00000001056	ENSDARP00000025140
ENSTGUP00000007779	ENSDARP00000111684
ENSTGUP00000013125	ENSDARP00000103254
ENSTGUP00000003825	ENSDARP00000127668
ENSTGUP00000017782	ENSDARP00000126061
ENSTGUP00000006820	ENSDARP00000026697
ENSTGUP00000006661	ENSDARP00000118737
ENSTGUP00000009938	ENSDARP00000101878
ENSTGUP00000010389	ENSDARP00000046879
ENSTGUP00000013222	ENSDARP00000108488
ENSTGUP00000011771	ENSDARP00000095301
ENSTGUP00000011932	ENSDARP00000016158
ENSTGUP00000005259	ENSDARP00000050444
ENSTGUP00000005259	ENSDARP00000101218
ENSTGUP00000003891	ENSDARP00000101787
ENSTGUP00000013758	ENSDARP00000115995
ENSTGUP00000010432	ENSDARP00000100117
ENSTGUP00000010432	ENSDARP00000068272
ENSTGUP00000002753	ENSDARP00000121883
ENSTGUP00000007872	ENSDARP00000093333
ENSTGUP00000000519	ENSDARP00000022906
ENSTGUP00000010281	ENSDARP00000107220
ENSTGUP00000010238	ENSDARP00000015325
ENSTGUP00000000002	ENSDARP00000054459
ENSTGUP00000003655	ENSDARP00000021118
ENSTGUP00000003655	ENSDARP00000111994
ENSTGUP00000006891	ENSDARP00000019930
ENSTGUP00000004276	ENSDARP00000057621
ENSTGUP00000016586	ENSDARP00000028496
ENSTGUP00000006809	ENSDARP00000019194
ENSTGUP00000013686	ENSDARP00000032456
ENSTGUP00000011384	ENSDARP00000094621
ENSTGUP00000010596	ENSDARP00000011271
ENSTGUP00000000491	ENSDARP00000109589
ENSTGUP00000003997	ENSDARP00000053595
ENSTGUP00000016945	ENSDARP00000011289
ENSTGUP00000004000	ENSDARP00000031172
ENSTGUP00000004000	ENSDARP00000058935
ENSTGUP00000000277	ENSDARP00000105358
ENSTGUP00000002652	ENSDARP00000096745
ENSTGUP00000013391	ENSDARP00000115425
ENSTGUP00000013391	ENSDARP00000113191
ENSTGUP00000006497	ENSDARP00000121393
ENSTGUP00000014977	ENSDARP00000106817
ENSTGUP00000013662	ENSDARP00000103186
ENSTGUP00000017665	ENSDARP00000122775
ENSTGUP00000011255	ENSDARP00000127267
ENSTGUP00000013625	ENSDARP00000093281
ENSTGUP00000013625	ENSDARP00000127821
ENSTGUP00000013565	ENSDARP00000119878
ENSTGUP00000008232	ENSDARP00000053075
ENSTGUP00000008971	ENSDARP00000011292
ENSTGUP00000005563	ENSDARP00000094733
ENSTGUP00000008709	ENSDARP00000090967
ENSTGUP00000008709	ENSDARP00000123512
ENSTGUP00000003359	ENSDARP00000058554
ENSTGUP00000003359	ENSDARP00000128116
ENSTGUP00000005378	ENSDARP00000074492
ENSTGUP00000006422	ENSDARP00000107565
ENSTGUP00000003932	ENSDARP00000091217
ENSTGUP00000009978	ENSDARP00000084834
ENSTGUP00000009975	ENSDARP00000104039
ENSTGUP00000008400	ENSDARP00000072130
ENSTGUP00000008400	ENSDARP00000095128
ENSTGUP00000015343	ENSDARP00000124236
ENSTGUP00000015343	ENSDARP00000106093
ENSTGUP00000004486	ENSDARP00000073490
ENSTGUP00000006485	ENSDARP00000126312
ENSTGUP00000006485	ENSDARP00000102007
ENSTGUP00000001819	ENSDARP00000087318
ENSTGUP00000001819	ENSDARP00000127541
ENSTGUP00000014021	ENSDARP00000119028
ENSTGUP00000002695	ENSDARP00000109716
ENSTGUP00000007964	ENSDARP00000121537
ENSTGUP00000006290	ENSDARP00000075786
ENSTGUP00000002148	ENSDARP00000043865
ENSTGUP00000009377	ENSDARP00000124331
ENSTGUP00000006722	ENSDARP00000104082
ENSTGUP00000006722	ENSDARP00000074744
ENSTGUP00000007732	ENSDARP00000102655
ENSTGUP00000018293	ENSDARP00000065330
ENSTGUP00000004585	ENSDARP00000101271
ENSTGUP00000007240	ENSDARP00000128983
ENSTGUP00000009287	ENSDARP00000062840
ENSTGUP00000009287	ENSDARP00000127571
ENSTGUP00000017247	ENSDARP00000003850
ENSTGUP00000002702	ENSDARP00000069541
ENSTGUP00000006328	ENSDARP00000012152
ENSTGUP00000000155	ENSDARP00000106650
ENSTGUP00000005853	ENSDARP00000099537
ENSTGUP00000005853	ENSDARP00000129752
ENSTGUP00000006686	ENSDARP00000111982
ENSTGUP00000003117	ENSDARP00000041396
ENSTGUP00000012588	ENSDARP00000056868
ENSTGUP00000012588	ENSDARP00000038667
ENSTGUP00000004525	ENSDARP00000019390
ENSTGUP00000012512	ENSDARP00000014732
ENSTGUP00000012883	ENSDARP00000003991
ENSTGUP00000008352	ENSDARP00000070661
ENSTGUP00000008808	ENSDARP00000087453
ENSTGUP00000001624	ENSDARP00000123328
ENSTGUP00000007782	ENSDARP00000121285
ENSTGUP00000017025	ENSDARP00000128656
ENSTGUP00000006943	ENSDARP00000072078
ENSTGUP00000017609	ENSDARP00000082073
ENSTGUP00000010867	ENSDARP00000125714
ENSTGUP00000005080	ENSDARP00000094504
ENSTGUP00000013090	ENSDARP00000074257
ENSTGUP00000011199	ENSDARP00000107517
ENSTGUP00000006208	ENSDARP00000029427
ENSTGUP00000004093	ENSDARP00000016596
ENSTGUP00000000620	ENSDARP00000110675
ENSTGUP00000007070	ENSDARP00000049009
ENSTGUP00000009294	ENSDARP00000041589
ENSTGUP00000001676	ENSDARP00000046526
ENSTGUP00000005206	ENSDARP00000127387
ENSTGUP00000017673	ENSDARP00000093332
ENSTGUP00000003747	ENSDARP00000050849
ENSTGUP00000001015	ENSDARP00000113661
ENSTGUP00000001015	ENSDARP00000112226
ENSTGUP00000001908	ENSDARP00000024846
ENSTGUP00000011005	ENSDARP00000012411
ENSTGUP00000004619	ENSDARP00000007655
ENSTGUP00000009631	ENSDARP00000094772
ENSTGUP00000016269	ENSDARP00000103094
ENSTGUP00000006235	ENSDARP00000065138
ENSTGUP00000012359	ENSDARP00000064725
ENSTGUP00000010105	ENSDARP00000101129
ENSTGUP00000008813	ENSDARP00000100462
ENSTGUP00000011754	ENSDARP00000018064
ENSTGUP00000004739	ENSDARP00000123183
ENSTGUP00000008714	ENSDARP00000021253
ENSTGUP00000017612	ENSDARP00000094802
ENSTGUP00000005331	ENSDARP00000077256
ENSTGUP00000012537	ENSDARP00000073752
ENSTGUP00000012537	ENSDARP00000113323
ENSTGUP00000013080	ENSDARP00000100116
ENSTGUP00000004485	ENSDARP00000091365
ENSTGUP00000009895	ENSDARP00000103524
ENSTGUP00000002434	ENSDARP00000116609
ENSTGUP00000006731	ENSDARP00000013759
ENSTGUP00000011293	ENSDARP00000016201
ENSTGUP00000002217	ENSDARP00000039879
ENSTGUP00000011660	ENSDARP00000061913
ENSTGUP00000013322	ENSDARP00000017895
ENSTGUP00000013322	ENSDARP00000020770
ENSTGUP00000017599	ENSDARP00000104466
ENSTGUP00000005390	ENSDARP00000032264
ENSTGUP00000005390	ENSDARP00000115900
ENSTGUP00000002751	ENSDARP00000041713
ENSTGUP00000002751	ENSDARP00000020867
ENSTGUP00000003521	ENSDARP00000087620
ENSTGUP00000003521	ENSDARP00000021697
ENSTGUP00000010050	ENSDARP00000087617
ENSTGUP00000001871	ENSDARP00000117820
ENSTGUP00000001871	ENSDARP00000100590
ENSTGUP00000008182	ENSDARP00000111996
ENSTGUP00000001566	ENSDARP00000018618
ENSTGUP00000001566	ENSDARP00000118078
ENSTGUP00000006838	ENSDARP00000069499
ENSTGUP00000012839	ENSDARP00000112460
ENSTGUP00000016167	ENSDARP00000100101
ENSTGUP00000001099	ENSDARP00000083454
ENSTGUP00000011613	ENSDARP00000012808
ENSTGUP00000009606	ENSDARP00000040409
ENSTGUP00000000064	ENSDARP00000105160
ENSTGUP00000009962	ENSDARP00000109436
ENSTGUP00000006896	ENSDARP00000109113
ENSTGUP00000013507	ENSDARP00000011293
ENSTGUP00000017867	ENSDARP00000124325
ENSTGUP00000017867	ENSDARP00000043677
ENSTGUP00000004994	ENSDARP00000016209
ENSTGUP00000003255	ENSDARP00000066052
ENSTGUP00000012389	ENSDARP00000055394
ENSTGUP00000008702	ENSDARP00000109556
ENSTGUP00000006509	ENSDARP00000097371
ENSTGUP00000001473	ENSDARP00000051798
ENSTGUP00000004957	ENSDARP00000077625
ENSTGUP00000015405	ENSDARP00000054625
ENSTGUP00000008854	ENSDARP00000051663
ENSTGUP00000004246	ENSDARP00000097487
ENSTGUP00000007216	ENSDARP00000127272
ENSTGUP00000001936	ENSDARP00000058762
ENSTGUP00000000103	ENSDARP00000083666
ENSTGUP00000000535	ENSDARP00000090007
ENSTGUP00000005964	ENSDARP00000100039
ENSTGUP00000011884	ENSDARP00000099863
ENSTGUP00000007681	ENSDARP00000097836
ENSTGUP00000007681	ENSDARP00000103132
ENSTGUP00000001147	ENSDARP00000020679
ENSTGUP00000003575	ENSDARP00000058869
ENSTGUP00000013654	ENSDARP00000015966
ENSTGUP00000007993	ENSDARP00000104446
ENSTGUP00000007993	ENSDARP00000025803
ENSTGUP00000008941	ENSDARP00000068305
ENSTGUP00000000980	ENSDARP00000092347
ENSTGUP00000000980	ENSDARP00000116412
ENSTGUP00000015639	ENSDARP00000107579
ENSTGUP00000015639	ENSDARP00000012943
ENSTGUP00000016531	ENSDARP00000012577
ENSTGUP00000016531	ENSDARP00000050216
ENSTGUP00000004862	ENSDARP00000068559
ENSTGUP00000002818	ENSDARP00000105953
ENSTGUP00000000192	ENSDARP00000125884
ENSTGUP00000008798	ENSDARP00000035593
ENSTGUP00000013766	ENSDARP00000027152
ENSTGUP00000003190	ENSDARP00000046625
ENSTGUP00000008775	ENSDARP00000085946
ENSTGUP00000010956	ENSDARP00000108392
ENSTGUP00000010662	ENSDARP00000116173
ENSTGUP00000001314	ENSDARP00000023794
ENSTGUP00000001314	ENSDARP00000058728
ENSTGUP00000006247	ENSDARP00000114402
ENSTGUP00000006247	ENSDARP00000080768
ENSTGUP00000013516	ENSDARP00000094807
ENSTGUP00000001132	ENSDARP00000058092
ENSTGUP00000001132	ENSDARP00000009785
ENSTGUP00000015045	ENSDARP00000063702
ENSTGUP00000010412	ENSDARP00000099510
ENSTGUP00000010427	ENSDARP00000129200
ENSTGUP00000012048	ENSDARP00000105963
ENSTGUP00000003830	ENSDARP00000078434
ENSTGUP00000001973	ENSDARP00000062907
ENSTGUP00000013003	ENSDARP00000117664
ENSTGUP00000013003	ENSDARP00000127227
ENSTGUP00000007529	ENSDARP00000012869
ENSTGUP00000012446	ENSDARP00000022331
ENSTGUP00000012446	ENSDARP00000083997
ENSTGUP00000001294	ENSDARP00000101964
ENSTGUP00000010138	ENSDARP00000097114
ENSTGUP00000004706	ENSDARP00000109570
ENSTGUP00000011969	ENSDARP00000098667
ENSTGUP00000009087	ENSDARP00000113730
ENSTGUP00000011229	ENSDARP00000120826
ENSTGUP00000012750	ENSDARP00000098627
ENSTGUP00000005789	ENSDARP00000115969
ENSTGUP00000008504	ENSDARP00000007237
ENSTGUP00000012245	ENSDARP00000113995
ENSTGUP00000005042	ENSDARP00000121746
ENSTGUP00000003967	ENSDARP00000115355
ENSTGUP00000004466	ENSDARP00000009986
ENSTGUP00000011359	ENSDARP00000091924
ENSTGUP00000006025	ENSDARP00000008140
ENSTGUP00000000436	ENSDARP00000047072
ENSTGUP00000000436	ENSDARP00000115525
ENSTGUP00000007799	ENSDARP00000111506
ENSTGUP00000002002	ENSDARP00000115217
ENSTGUP00000011040	ENSDARP00000022077
ENSTGUP00000006957	ENSDARP00000030881
ENSTGUP00000014338	ENSDARP00000115067
ENSTGUP00000014338	ENSDARP00000001793
ENSTGUP00000018194	ENSDARP00000054734
ENSTGUP00000018194	ENSDARP00000065012
ENSTGUP00000000994	ENSDARP00000105722
ENSTGUP00000004551	ENSDARP00000084762
ENSTGUP00000004551	ENSDARP00000085876
ENSTGUP00000015549	ENSDARP00000091083
ENSTGUP00000016332	ENSDARP00000052551
ENSTGUP00000008818	ENSDARP00000081313
ENSTGUP00000005778	ENSDARP00000073595
ENSTGUP00000000366	ENSDARP00000051413
ENSTGUP00000003241	ENSDARP00000118711
ENSTGUP00000003241	ENSDARP00000105614
ENSTGUP00000012961	ENSDARP00000044837
ENSTGUP00000012961	ENSDARP00000049419
ENSTGUP00000004837	ENSDARP00000084170
ENSTGUP00000004384	ENSDARP00000085993
ENSTGUP00000012142	ENSDARP00000100420
ENSTGUP00000012142	ENSDARP00000097792
ENSTGUP00000003405	ENSDARP00000128169
ENSTGUP00000000035	ENSDARP00000107305
ENSTGUP00000017571	ENSDARP00000062696
ENSTGUP00000017571	ENSDARP00000074879
ENSTGUP00000015692	ENSDARP00000073632
ENSTGUP00000015692	ENSDARP00000102997
ENSTGUP00000000870	ENSDARP00000082444
ENSTGUP00000008988	ENSDARP00000079959
ENSTGUP00000010760	ENSDARP00000080136
ENSTGUP00000006899	ENSDARP00000101246
ENSTGUP00000013895	ENSDARP00000118143
ENSTGUP00000001283	ENSDARP00000088711
ENSTGUP00000015798	ENSDARP00000122176
ENSTGUP00000015798	ENSDARP00000113716
ENSTGUP00000004771	ENSDARP00000080101
ENSTGUP00000004771	ENSDARP00000072349
ENSTGUP00000002094	ENSDARP00000041401
ENSTGUP00000017799	ENSDARP00000103000
ENSTGUP00000002004	ENSDARP00000038893
ENSTGUP00000013068	ENSDARP00000025057
ENSTGUP00000013068	ENSDARP00000128605
ENSTGUP00000014386	ENSDARP00000115557
ENSTGUP00000015254	ENSDARP00000113004
ENSTGUP00000015254	ENSDARP00000118656
ENSTGUP00000011497	ENSDARP00000086622
ENSTGUP00000012507	ENSDARP00000053220
ENSTGUP00000002557	ENSDARP00000040809
ENSTGUP00000006143	ENSDARP00000100307
ENSTGUP00000009648	ENSDARP00000090929
ENSTGUP00000013270	ENSDARP00000086538
ENSTGUP00000002952	ENSDARP00000013325
ENSTGUP00000000279	ENSDARP00000073869
ENSTGUP00000010315	ENSDARP00000124804
ENSTGUP00000010437	ENSDARP00000004047
ENSTGUP00000010437	ENSDARP00000088503
ENSTGUP00000006582	ENSDARP00000022131
ENSTGUP00000006272	ENSDARP00000101463
ENSTGUP00000010604	ENSDARP00000062236
ENSTGUP00000006744	ENSDARP00000074835
ENSTGUP00000013930	ENSDARP00000108396
ENSTGUP00000004338	ENSDARP00000128564
ENSTGUP00000006732	ENSDARP00000105964
ENSTGUP00000010691	ENSDARP00000106329
ENSTGUP00000001920	ENSDARP00000127981
ENSTGUP00000012199	ENSDARP00000110922
ENSTGUP00000012199	ENSDARP00000103804
ENSTGUP00000017543	ENSDARP00000010482
ENSTGUP00000009283	ENSDARP00000024354
ENSTGUP00000006186	ENSDARP00000050129
ENSTGUP00000011465	ENSDARP00000041699
ENSTGUP00000008229	ENSDARP00000076104
ENSTGUP00000007560	ENSDARP00000090833
ENSTGUP00000002147	ENSDARP00000070056
ENSTGUP00000000187	ENSDARP00000020214
ENSTGUP00000000187	ENSDARP00000026086
ENSTGUP00000012080	ENSDARP00000128969
ENSTGUP00000000047	ENSDARP00000090804
ENSTGUP00000007973	ENSDARP00000101922
ENSTGUP00000013389	ENSDARP00000080453
ENSTGUP00000008735	ENSDARP00000100323
ENSTGUP00000008735	ENSDARP00000102421
ENSTGUP00000001747	ENSDARP00000109963
ENSTGUP00000005010	ENSDARP00000103889
ENSTGUP00000001450	ENSDARP00000114452
ENSTGUP00000009457	ENSDARP00000068850
ENSTGUP00000005878	ENSDARP00000105635
ENSTGUP00000011934	ENSDARP00000105547
ENSTGUP00000011409	ENSDARP00000023268
ENSTGUP00000009949	ENSDARP00000127270
ENSTGUP00000009014	ENSDARP00000110624
ENSTGUP00000009014	ENSDARP00000074640
ENSTGUP00000000691	ENSDARP00000044082
ENSTGUP00000000691	ENSDARP00000015104
ENSTGUP00000004169	ENSDARP00000114249
ENSTGUP00000001336	ENSDARP00000129238
ENSTGUP00000011639	ENSDARP00000109205
ENSTGUP00000010053	ENSDARP00000093339
ENSTGUP00000017007	ENSDARP00000083210
ENSTGUP00000004380	ENSDARP00000098767
ENSTGUP00000007922	ENSDARP00000117850
ENSTGUP00000015939	ENSDARP00000102999
ENSTGUP00000005432	ENSDARP00000054091
ENSTGUP00000010581	ENSDARP00000107839
ENSTGUP00000000076	ENSDARP00000123814
ENSTGUP00000006693	ENSDARP00000124057
ENSTGUP00000001142	ENSDARP00000106309
ENSTGUP00000005662	ENSDARP00000117685
ENSTGUP00000001502	ENSDARP00000062550
ENSTGUP00000009117	ENSDARP00000041727
ENSTGUP00000009124	ENSDARP00000072275
ENSTGUP00000010804	ENSDARP00000092344
ENSTGUP00000007866	ENSDARP00000042048
ENSTGUP00000009777	ENSDARP00000124888
ENSTGUP00000004527	ENSDARP00000039912
ENSTGUP00000008365	ENSDARP00000103727
ENSTGUP00000000417	ENSDARP00000111316
ENSTGUP00000000417	ENSDARP00000082779
ENSTGUP00000003068	ENSDARP00000082758
ENSTGUP00000006478	ENSDARP00000121534
ENSTGUP00000011856	ENSDARP00000070211
ENSTGUP00000011646	ENSDARP00000066654
ENSTGUP00000005391	ENSDARP00000100833
ENSTGUP00000005286	ENSDARP00000048865
ENSTGUP00000005286	ENSDARP00000113169
ENSTGUP00000006079	ENSDARP00000047190
ENSTGUP00000004699	ENSDARP00000106759
ENSTGUP00000001711	ENSDARP00000105936
ENSTGUP00000006336	ENSDARP00000069995
ENSTGUP00000007059	ENSDARP00000006482
ENSTGUP00000007059	ENSDARP00000015078
ENSTGUP00000007359	ENSDARP00000046980
ENSTGUP00000001410	ENSDARP00000090750
ENSTGUP00000013433	ENSDARP00000026811
ENSTGUP00000012498	ENSDARP00000069192
ENSTGUP00000012498	ENSDARP00000122392
ENSTGUP00000005837	ENSDARP00000107677
ENSTGUP00000008153	ENSDARP00000065255
ENSTGUP00000000285	ENSDARP00000107238
ENSTGUP00000001788	ENSDARP00000004469
ENSTGUP00000001516	ENSDARP00000101848
ENSTGUP00000001776	ENSDARP00000105556
ENSTGUP00000015944	ENSDARP00000050532
ENSTGUP00000005872	ENSDARP00000007440
ENSTGUP00000005872	ENSDARP00000013511
ENSTGUP00000012485	ENSDARP00000110201
ENSTGUP00000010413	ENSDARP00000115859
ENSTGUP00000009473	ENSDARP00000115601
ENSTGUP00000006376	ENSDARP00000112656
ENSTGUP00000017714	ENSDARP00000023719
ENSTGUP00000010166	ENSDARP00000021876
ENSTGUP00000010166	ENSDARP00000056456
ENSTGUP00000005454	ENSDARP00000049862
ENSTGUP00000011748	ENSDARP00000061314
ENSTGUP00000014249	ENSDARP00000079657
ENSTGUP00000002196	ENSDARP00000074909
ENSTGUP00000013559	ENSDARP00000079665
ENSTGUP00000001988	ENSDARP00000036825
ENSTGUP00000004773	ENSDARP00000103726
ENSTGUP00000004410	ENSDARP00000119275
ENSTGUP00000009455	ENSDARP00000016888
ENSTGUP00000010101	ENSDARP00000127769
ENSTGUP00000007658	ENSDARP00000009763
ENSTGUP00000007658	ENSDARP00000126239
ENSTGUP00000000796	ENSDARP00000106448
ENSTGUP00000008919	ENSDARP00000126711
ENSTGUP00000004946	ENSDARP00000012165
ENSTGUP00000004589	ENSDARP00000003715
ENSTGUP00000004589	ENSDARP00000123439
ENSTGUP00000006510	ENSDARP00000097906
ENSTGUP00000010645	ENSDARP00000004474
ENSTGUP00000005616	ENSDARP00000128798
ENSTGUP00000011231	ENSDARP00000032728
ENSTGUP00000008839	ENSDARP00000011882
ENSTGUP00000001334	ENSDARP00000027655
ENSTGUP00000010360	ENSDARP00000002127
ENSTGUP00000000585	ENSDARP00000098475
ENSTGUP00000013115	ENSDARP00000121750
ENSTGUP00000001781	ENSDARP00000031677
ENSTGUP00000012224	ENSDARP00000119736
ENSTGUP00000013742	ENSDARP00000120629
ENSTGUP00000008983	ENSDARP00000067651
ENSTGUP00000008983	ENSDARP00000111412
ENSTGUP00000011253	ENSDARP00000058570
ENSTGUP00000006989	ENSDARP00000053781
ENSTGUP00000005885	ENSDARP00000115452
ENSTGUP00000005885	ENSDARP00000025657
ENSTGUP00000000948	ENSDARP00000083591
ENSTGUP00000010034	ENSDARP00000105619
ENSTGUP00000007505	ENSDARP00000112873
ENSTGUP00000012508	ENSDARP00000012094
ENSTGUP00000002971	ENSDARP00000098673
ENSTGUP00000002971	ENSDARP00000059238
ENSTGUP00000015243	ENSDARP00000096134
ENSTGUP00000002719	ENSDARP00000073453
ENSTGUP00000000898	ENSDARP00000118433
ENSTGUP00000005594	ENSDARP00000006502
ENSTGUP00000011924	ENSDARP00000115424
ENSTGUP00000009619	ENSDARP00000059445
ENSTGUP00000003393	ENSDARP00000110557
ENSTGUP00000000189	ENSDARP00000083101
ENSTGUP00000001063	ENSDARP00000052292
ENSTGUP00000005285	ENSDARP00000126846
ENSTGUP00000002621	ENSDARP00000075601
ENSTGUP00000012953	ENSDARP00000053545
ENSTGUP00000010237	ENSDARP00000060183
ENSTGUP00000012108	ENSDARP00000019763
ENSTGUP00000017750	ENSDARP00000093642
ENSTGUP00000001902	ENSDARP00000112220
ENSTGUP00000005547	ENSDARP00000060860
ENSTGUP00000010234	ENSDARP00000109350
ENSTGUP00000008250	ENSDARP00000127636
ENSTGUP00000017608	ENSDARP00000054019
ENSTGUP00000017608	ENSDARP00000115671
ENSTGUP00000011218	ENSDARP00000013130
ENSTGUP00000000008	ENSDARP00000103038
ENSTGUP00000005072	ENSDARP00000099123
ENSTGUP00000015448	ENSDARP00000118970
ENSTGUP00000016374	ENSDARP00000126494
ENSTGUP00000009360	ENSDARP00000056244
ENSTGUP00000005704	ENSDARP00000017489
ENSTGUP00000004265	ENSDARP00000122855
ENSTGUP00000011123	ENSDARP00000076697
ENSTGUP00000000857	ENSDARP00000116695
ENSTGUP00000008251	ENSDARP00000075766
ENSTGUP00000002787	ENSDARP00000116160
ENSTGUP00000006184	ENSDARP00000057729
ENSTGUP00000009635	ENSDARP00000069661
ENSTGUP00000012770	ENSDARP00000008092
ENSTGUP00000002626	ENSDARP00000112244
ENSTGUP00000012581	ENSDARP00000043297
ENSTGUP00000012581	ENSDARP00000105362
ENSTGUP00000012581	ENSDARP00000058705
ENSTGUP00000003890	ENSDARP00000050897
ENSTGUP00000010355	ENSDARP00000012506
ENSTGUP00000007080	ENSDARP00000128225
ENSTGUP00000011185	ENSDARP00000071575
ENSTGUP00000011185	ENSDARP00000098914
ENSTGUP00000017627	ENSDARP00000106372
ENSTGUP00000002596	ENSDARP00000110039
ENSTGUP00000007146	ENSDARP00000013943
ENSTGUP00000005987	ENSDARP00000129456
ENSTGUP00000001653	ENSDARP00000088338
ENSTGUP00000015212	ENSDARP00000123693
ENSTGUP00000013760	ENSDARP00000101000
ENSTGUP00000006383	ENSDARP00000033575
ENSTGUP00000011853	ENSDARP00000001263
ENSTGUP00000005008	ENSDARP00000071718
ENSTGUP00000009939	ENSDARP00000013224
ENSTGUP00000013146	ENSDARP00000109425
ENSTGUP00000013145	ENSDARP00000106120
ENSTGUP00000002179	ENSDARP00000076977
ENSTGUP00000006769	ENSDARP00000112152
ENSTGUP00000001338	ENSDARP00000066372
ENSTGUP00000017541	ENSDARP00000074711
ENSTGUP00000001471	ENSDARP00000085788
ENSTGUP00000010819	ENSDARP00000009179
ENSTGUP00000013926	ENSDARP00000091872
ENSTGUP00000004938	ENSDARP00000065494
ENSTGUP00000004752	ENSDARP00000038511
ENSTGUP00000009012	ENSDARP00000033638
ENSTGUP00000011011	ENSDARP00000127157
ENSTGUP00000012496	ENSDARP00000075769
ENSTGUP00000011988	ENSDARP00000111052
ENSTGUP00000004677	ENSDARP00000071527
ENSTGUP00000002985	ENSDARP00000107923
ENSTGUP00000015528	ENSDARP00000099020
ENSTGUP00000017572	ENSDARP00000102219
ENSTGUP00000009711	ENSDARP00000023594
ENSTGUP00000012551	ENSDARP00000101167
ENSTGUP00000010431	ENSDARP00000097850
ENSTGUP00000007411	ENSDARP00000107236
ENSTGUP00000012209	ENSDARP00000123046
ENSTGUP00000017779	ENSDARP00000080869
ENSTGUP00000008589	ENSDARP00000107843
ENSTGUP00000010892	ENSDARP00000080872
ENSTGUP00000010892	ENSDARP00000067638
ENSTGUP00000001406	ENSDARP00000027028
ENSTGUP00000013848	ENSDARP00000122172
ENSTGUP00000000385	ENSDARP00000083123
ENSTGUP00000004654	ENSDARP00000095874
ENSTGUP00000005161	ENSDARP00000106590
ENSTGUP00000001744	ENSDARP00000110098
ENSTGUP00000010194	ENSDARP00000051778
ENSTGUP00000004211	ENSDARP00000019179
ENSTGUP00000006115	ENSDARP00000106508
ENSTGUP00000007035	ENSDARP00000110359
ENSTGUP00000006266	ENSDARP00000051900
ENSTGUP00000007957	ENSDARP00000101211
ENSTGUP00000000070	ENSDARP00000123412
ENSTGUP00000008107	ENSDARP00000118274
ENSTGUP00000007976	ENSDARP00000040265
ENSTGUP00000001422	ENSDARP00000010347
ENSTGUP00000007977	ENSDARP00000109289
ENSTGUP00000009077	ENSDARP00000009713
ENSTGUP00000011910	ENSDARP00000077123
ENSTGUP00000011910	ENSDARP00000085962
ENSTGUP00000000989	ENSDARP00000104195
ENSTGUP00000013558	ENSDARP00000087625
ENSTGUP00000007513	ENSDARP00000002994
ENSTGUP00000011358	ENSDARP00000092636
ENSTGUP00000000953	ENSDARP00000013575
ENSTGUP00000004060	ENSDARP00000080411
ENSTGUP00000007038	ENSDARP00000088354
ENSTGUP00000005126	ENSDARP00000089879
ENSTGUP00000006875	ENSDARP00000117673
ENSTGUP00000002212	ENSDARP00000098422
ENSTGUP00000002212	ENSDARP00000081544
ENSTGUP00000010538	ENSDARP00000014003
ENSTGUP00000010538	ENSDARP00000089612
ENSTGUP00000006919	ENSDARP00000061172
ENSTGUP00000003784	ENSDARP00000002844
ENSTGUP00000000862	ENSDARP00000073256
ENSTGUP00000006634	ENSDARP00000106517
ENSTGUP00000008693	ENSDARP00000019154
ENSTGUP00000013917	ENSDARP00000103341
ENSTGUP00000010851	ENSDARP00000096452
ENSTGUP00000001464	ENSDARP00000075918
ENSTGUP00000015597	ENSDARP00000033243
