ENSMUSP00000034074	ENSMODP00000016222
ENSMUSP00000105884	ENSMODP00000002646
ENSMUSP00000098594	ENSMODP00000037712
ENSMUSP00000065225	ENSMODP00000004691
ENSMUSP00000072669	ENSMODP00000021474
ENSMUSP00000101141	ENSMODP00000022440
ENSMUSP00000099716	ENSMODP00000021633
ENSMUSP00000055308	ENSMODP00000012958
ENSMUSP00000059420	ENSMODP00000006141
ENSMUSP00000100025	ENSMODP00000012151
ENSMUSP00000099744	ENSMODP00000017580
ENSMUSP00000099572	ENSMODP00000013223
ENSMUSP00000062924	ENSMODP00000011589
ENSMUSP00000027373	ENSMODP00000022092
ENSMUSP00000061278	ENSMODP00000018288
ENSMUSP00000029355	ENSMODP00000020371
ENSMUSP00000027534	ENSMODP00000019866
ENSMUSP00000041395	ENSMODP00000024020
ENSMUSP00000022511	ENSMODP00000010064
ENSMUSP00000068197	ENSMODP00000005441
ENSMUSP00000006851	ENSMODP00000027864
ENSMUSP00000101225	ENSMODP00000035953
ENSMUSP00000045527	ENSMODP00000004283
ENSMUSP00000021090	ENSMODP00000009105
ENSMUSP00000046532	ENSMODP00000036832
ENSMUSP00000070413	ENSMODP00000014640
ENSMUSP00000126828	ENSMODP00000016641
ENSMUSP00000027151	ENSMODP00000019725
ENSMUSP00000102570	ENSMODP00000013632
ENSMUSP00000078715	ENSMODP00000017432
ENSMUSP00000085253	ENSMODP00000016921
ENSMUSP00000062771	ENSMODP00000011273
ENSMUSP00000114094	ENSMODP00000025604
ENSMUSP00000139310	ENSMODP00000009936
ENSMUSP00000000137	ENSMODP00000004115
ENSMUSP00000092693	ENSMODP00000034982
ENSMUSP00000092692	ENSMODP00000034984
ENSMUSP00000082150	ENSMODP00000027878
ENSMUSP00000100532	ENSMODP00000003631
ENSMUSP00000087680	ENSMODP00000014185
ENSMUSP00000096994	ENSMODP00000002789
ENSMUSP00000047126	ENSMODP00000022250
ENSMUSP00000070726	ENSMODP00000003583
ENSMUSP00000002839	ENSMODP00000023723
ENSMUSP00000124370	ENSMODP00000001117
ENSMUSP00000039632	ENSMODP00000022920
ENSMUSP00000020411	ENSMODP00000033234
ENSMUSP00000109915	ENSMODP00000015131
ENSMUSP00000031779	ENSMODP00000018855
ENSMUSP00000053175	ENSMODP00000020543
ENSMUSP00000033805	ENSMODP00000014545
ENSMUSP00000122395	ENSMODP00000015214
ENSMUSP00000016471	ENSMODP00000012900
ENSMUSP00000033826	ENSMODP00000037115
ENSMUSP00000047353	ENSMODP00000009001
ENSMUSP00000027863	ENSMODP00000003619
ENSMUSP00000102366	ENSMODP00000038324
ENSMUSP00000127784	ENSMODP00000003336
ENSMUSP00000074198	ENSMODP00000020450
ENSMUSP00000024179	ENSMODP00000003636
ENSMUSP00000050544	ENSMODP00000020119
ENSMUSP00000071835	ENSMODP00000010948
ENSMUSP00000033444	ENSMODP00000019135
ENSMUSP00000018353	ENSMODP00000020242
ENSMUSP00000018476	ENSMODP00000008035
ENSMUSP00000111463	ENSMODP00000010042
ENSMUSP00000101517	ENSMODP00000017981
ENSMUSP00000130173	ENSMODP00000011835
ENSMUSP00000127678	ENSMODP00000040608
ENSMUSP00000019708	ENSMODP00000007047
ENSMUSP00000083281	ENSMODP00000011322
ENSMUSP00000106709	ENSMODP00000006088
ENSMUSP00000125268	ENSMODP00000026493
ENSMUSP00000021693	ENSMODP00000016433
ENSMUSP00000021971	ENSMODP00000018082
ENSMUSP00000025732	ENSMODP00000012224
ENSMUSP00000050329	ENSMODP00000016445
ENSMUSP00000048124	ENSMODP00000037709
ENSMUSP00000044836	ENSMODP00000000740
ENSMUSP00000071623	ENSMODP00000004328
ENSMUSP00000025077	ENSMODP00000009858
ENSMUSP00000113429	ENSMODP00000021575
ENSMUSP00000031229	ENSMODP00000038702
ENSMUSP00000020643	ENSMODP00000011718
ENSMUSP00000040108	ENSMODP00000012877
ENSMUSP00000006750	ENSMODP00000014505
ENSMUSP00000133474	ENSMODP00000020838
ENSMUSP00000128672	ENSMODP00000012242
ENSMUSP00000075174	ENSMODP00000019625
ENSMUSP00000109271	ENSMODP00000011971
ENSMUSP00000103362	ENSMODP00000015208
ENSMUSP00000138377	ENSMODP00000000887
ENSMUSP00000038181	ENSMODP00000017666
ENSMUSP00000033070	ENSMODP00000002268
ENSMUSP00000113390	ENSMODP00000033852
ENSMUSP00000090820	ENSMODP00000005073
ENSMUSP00000034868	ENSMODP00000018787
ENSMUSP00000077019	ENSMODP00000012204
ENSMUSP00000059501	ENSMODP00000019477
ENSMUSP00000021273	ENSMODP00000009679
ENSMUSP00000059389	ENSMODP00000006685
ENSMUSP00000023487	ENSMODP00000037070
ENSMUSP00000133898	ENSMODP00000005983
ENSMUSP00000038412	ENSMODP00000017552
ENSMUSP00000134251	ENSMODP00000009741
ENSMUSP00000128926	ENSMODP00000031304
ENSMUSP00000093245	ENSMODP00000025280
ENSMUSP00000041872	ENSMODP00000023927
ENSMUSP00000021930	ENSMODP00000007285
ENSMUSP00000059419	ENSMODP00000014942
ENSMUSP00000031367	ENSMODP00000019529
ENSMUSP00000025646	ENSMODP00000008082
ENSMUSP00000129239	ENSMODP00000022314
ENSMUSP00000085728	ENSMODP00000010391
ENSMUSP00000023616	ENSMODP00000022783
ENSMUSP00000006578	ENSMODP00000006646
ENSMUSP00000023334	ENSMODP00000022543
ENSMUSP00000039205	ENSMODP00000026092
ENSMUSP00000034510	ENSMODP00000016502
ENSMUSP00000026254	ENSMODP00000014221
ENSMUSP00000100006	ENSMODP00000017230
ENSMUSP00000111381	ENSMODP00000014738
ENSMUSP00000039728	ENSMODP00000035593
ENSMUSP00000047208	ENSMODP00000004665
ENSMUSP00000058968	ENSMODP00000008768
ENSMUSP00000084427	ENSMODP00000025824
ENSMUSP00000033990	ENSMODP00000037910
ENSMUSP00000044363	ENSMODP00000032954
ENSMUSP00000021097	ENSMODP00000009347
ENSMUSP00000056131	ENSMODP00000008274
ENSMUSP00000041983	ENSMODP00000018012
ENSMUSP00000025279	ENSMODP00000026857
ENSMUSP00000095953	ENSMODP00000017698
ENSMUSP00000021921	ENSMODP00000003369
ENSMUSP00000030443	ENSMODP00000003066
ENSMUSP00000074578	ENSMODP00000006561
ENSMUSP00000110898	ENSMODP00000006571
ENSMUSP00000073664	ENSMODP00000000573
ENSMUSP00000103608	ENSMODP00000026042
ENSMUSP00000039810	ENSMODP00000002568
ENSMUSP00000120421	ENSMODP00000030466
ENSMUSP00000030834	ENSMODP00000033576
ENSMUSP00000005651	ENSMODP00000028496
ENSMUSP00000022009	ENSMODP00000025295
ENSMUSP00000027775	ENSMODP00000040249
ENSMUSP00000036604	ENSMODP00000009219
ENSMUSP00000041447	ENSMODP00000015067
ENSMUSP00000019721	ENSMODP00000020618
ENSMUSP00000070345	ENSMODP00000002245
ENSMUSP00000105348	ENSMODP00000018323
ENSMUSP00000101307	ENSMODP00000011949
ENSMUSP00000085695	ENSMODP00000011583
ENSMUSP00000023344	ENSMODP00000022584
ENSMUSP00000111327	ENSMODP00000012587
ENSMUSP00000031680	ENSMODP00000019328
ENSMUSP00000027505	ENSMODP00000010747
ENSMUSP00000032480	ENSMODP00000022570
ENSMUSP00000062593	ENSMODP00000005573
ENSMUSP00000079226	ENSMODP00000005181
ENSMUSP00000027059	ENSMODP00000023492
ENSMUSP00000035902	ENSMODP00000022320
ENSMUSP00000105822	ENSMODP00000012905
ENSMUSP00000129922	ENSMODP00000020538
ENSMUSP00000037699	ENSMODP00000023494
ENSMUSP00000111939	ENSMODP00000026682
ENSMUSP00000056481	ENSMODP00000007206
ENSMUSP00000061229	ENSMODP00000007658
ENSMUSP00000041157	ENSMODP00000007590
ENSMUSP00000040176	ENSMODP00000017716
ENSMUSP00000042701	ENSMODP00000005415
ENSMUSP00000038056	ENSMODP00000018843
ENSMUSP00000081941	ENSMODP00000013520
ENSMUSP00000065278	ENSMODP00000018377
ENSMUSP00000099723	ENSMODP00000021426
ENSMUSP00000023958	ENSMODP00000022621
ENSMUSP00000102782	ENSMODP00000038226
ENSMUSP00000031859	ENSMODP00000017283
ENSMUSP00000029444	ENSMODP00000000527
ENSMUSP00000102352	ENSMODP00000009234
ENSMUSP00000104503	ENSMODP00000021022
ENSMUSP00000110798	ENSMODP00000025583
ENSMUSP00000058020	ENSMODP00000033769
ENSMUSP00000053288	ENSMODP00000032275
ENSMUSP00000107381	ENSMODP00000015346
ENSMUSP00000004097	ENSMODP00000016992
ENSMUSP00000045566	ENSMODP00000014205
ENSMUSP00000095320	ENSMODP00000039908
ENSMUSP00000104460	ENSMODP00000004099
ENSMUSP00000110802	ENSMODP00000022988
ENSMUSP00000019063	ENSMODP00000006931
ENSMUSP00000130999	ENSMODP00000026580
ENSMUSP00000053384	ENSMODP00000023180
ENSMUSP00000107447	ENSMODP00000032390
ENSMUSP00000129861	ENSMODP00000006350
ENSMUSP00000029131	ENSMODP00000003193
ENSMUSP00000006508	ENSMODP00000024760
ENSMUSP00000072074	ENSMODP00000000396
ENSMUSP00000003717	ENSMODP00000012716
ENSMUSP00000032151	ENSMODP00000004776
ENSMUSP00000037042	ENSMODP00000028686
ENSMUSP00000041053	ENSMODP00000021349
ENSMUSP00000093433	ENSMODP00000021165
ENSMUSP00000117891	ENSMODP00000012055
ENSMUSP00000046787	ENSMODP00000006606
ENSMUSP00000106401	ENSMODP00000000056
ENSMUSP00000109427	ENSMODP00000019347
ENSMUSP00000023750	ENSMODP00000005294
ENSMUSP00000023225	ENSMODP00000013045
ENSMUSP00000020446	ENSMODP00000011352
ENSMUSP00000004378	ENSMODP00000022634
ENSMUSP00000062584	ENSMODP00000011852
ENSMUSP00000003643	ENSMODP00000039132
ENSMUSP00000001304	ENSMODP00000012938
ENSMUSP00000106851	ENSMODP00000034639
ENSMUSP00000109931	ENSMODP00000021111
ENSMUSP00000066880	ENSMODP00000026057
ENSMUSP00000137837	ENSMODP00000016249
ENSMUSP00000083073	ENSMODP00000017351
ENSMUSP00000022197	ENSMODP00000024628
ENSMUSP00000038350	ENSMODP00000011585
ENSMUSP00000029684	ENSMODP00000021299
ENSMUSP00000035898	ENSMODP00000011450
ENSMUSP00000078808	ENSMODP00000005514
ENSMUSP00000049457	ENSMODP00000021238
ENSMUSP00000082173	ENSMODP00000015112
ENSMUSP00000044660	ENSMODP00000022967
ENSMUSP00000022567	ENSMODP00000015549
ENSMUSP00000106567	ENSMODP00000018335
ENSMUSP00000045441	ENSMODP00000014162
ENSMUSP00000092988	ENSMODP00000038772
ENSMUSP00000037107	ENSMODP00000004930
ENSMUSP00000004381	ENSMODP00000022648
ENSMUSP00000005964	ENSMODP00000025906
ENSMUSP00000004232	ENSMODP00000025910
ENSMUSP00000137298	ENSMODP00000007656
ENSMUSP00000131277	ENSMODP00000023567
ENSMUSP00000093469	ENSMODP00000009725
ENSMUSP00000026839	ENSMODP00000021634
ENSMUSP00000004955	ENSMODP00000001007
ENSMUSP00000101999	ENSMODP00000011444
ENSMUSP00000039416	ENSMODP00000000791
ENSMUSP00000053766	ENSMODP00000007665
ENSMUSP00000099806	ENSMODP00000016797
ENSMUSP00000072438	ENSMODP00000016776
ENSMUSP00000090470	ENSMODP00000018496
ENSMUSP00000120516	ENSMODP00000031317
ENSMUSP00000089958	ENSMODP00000006345
ENSMUSP00000095285	ENSMODP00000010252
ENSMUSP00000031492	ENSMODP00000019019
ENSMUSP00000033430	ENSMODP00000016596
ENSMUSP00000063054	ENSMODP00000000124
ENSMUSP00000123514	ENSMODP00000041145
ENSMUSP00000050199	ENSMODP00000017830
ENSMUSP00000086710	ENSMODP00000039008
ENSMUSP00000085775	ENSMODP00000010132
ENSMUSP00000086398	ENSMODP00000006851
ENSMUSP00000031055	ENSMODP00000019624
ENSMUSP00000061704	ENSMODP00000029521
ENSMUSP00000052095	ENSMODP00000028518
ENSMUSP00000024849	ENSMODP00000026821
ENSMUSP00000059732	ENSMODP00000000816
ENSMUSP00000041328	ENSMODP00000009216
ENSMUSP00000024958	ENSMODP00000019885
ENSMUSP00000091375	ENSMODP00000017362
ENSMUSP00000022212	ENSMODP00000024401
ENSMUSP00000076130	ENSMODP00000037713
ENSMUSP00000044400	ENSMODP00000032211
ENSMUSP00000130004	ENSMODP00000015411
ENSMUSP00000056967	ENSMODP00000015319
ENSMUSP00000034090	ENSMODP00000016412
ENSMUSP00000056401	ENSMODP00000007520
ENSMUSP00000082004	ENSMODP00000016920
ENSMUSP00000003642	ENSMODP00000023696
ENSMUSP00000112262	ENSMODP00000010465
ENSMUSP00000033300	ENSMODP00000010232
ENSMUSP00000108706	ENSMODP00000024079
ENSMUSP00000136950	ENSMODP00000037611
ENSMUSP00000096445	ENSMODP00000017546
ENSMUSP00000094072	ENSMODP00000011227
ENSMUSP00000125058	ENSMODP00000031175
ENSMUSP00000047480	ENSMODP00000019658
ENSMUSP00000018614	ENSMODP00000009371
ENSMUSP00000038719	ENSMODP00000015699
ENSMUSP00000035155	ENSMODP00000023057
ENSMUSP00000103958	ENSMODP00000024083
ENSMUSP00000036438	ENSMODP00000000697
ENSMUSP00000082777	ENSMODP00000003756
ENSMUSP00000031455	ENSMODP00000007180
ENSMUSP00000050061	ENSMODP00000007465
ENSMUSP00000027726	ENSMODP00000001066
ENSMUSP00000030533	ENSMODP00000019901
ENSMUSP00000002908	ENSMODP00000032643
ENSMUSP00000019726	ENSMODP00000032620
ENSMUSP00000019808	ENSMODP00000001209
ENSMUSP00000000466	ENSMODP00000018319
ENSMUSP00000032762	ENSMODP00000035218
ENSMUSP00000041732	ENSMODP00000032817
ENSMUSP00000046906	ENSMODP00000038829
ENSMUSP00000062231	ENSMODP00000032819
ENSMUSP00000029812	ENSMODP00000025861
ENSMUSP00000092355	ENSMODP00000026080
ENSMUSP00000025867	ENSMODP00000011996
ENSMUSP00000099928	ENSMODP00000002644
ENSMUSP00000021050	ENSMODP00000023968
ENSMUSP00000106489	ENSMODP00000010783
ENSMUSP00000073228	ENSMODP00000012617
ENSMUSP00000047763	ENSMODP00000004827
ENSMUSP00000133515	ENSMODP00000004167
ENSMUSP00000021148	ENSMODP00000035121
ENSMUSP00000025002	ENSMODP00000021102
ENSMUSP00000099676	ENSMODP00000022295
ENSMUSP00000042063	ENSMODP00000009523
ENSMUSP00000111497	ENSMODP00000006484
ENSMUSP00000028199	ENSMODP00000008405
ENSMUSP00000028200	ENSMODP00000008430
ENSMUSP00000078572	ENSMODP00000007529
ENSMUSP00000080548	ENSMODP00000021481
ENSMUSP00000112836	ENSMODP00000000973
ENSMUSP00000029547	ENSMODP00000021586
ENSMUSP00000100008	ENSMODP00000009022
ENSMUSP00000040208	ENSMODP00000017359
ENSMUSP00000028663	ENSMODP00000024816
ENSMUSP00000027367	ENSMODP00000035989
ENSMUSP00000072852	ENSMODP00000024160
ENSMUSP00000031709	ENSMODP00000019294
ENSMUSP00000022262	ENSMODP00000003329
ENSMUSP00000135039	ENSMODP00000014783
ENSMUSP00000055562	ENSMODP00000016827
ENSMUSP00000037377	ENSMODP00000032116
ENSMUSP00000043826	ENSMODP00000007708
ENSMUSP00000127149	ENSMODP00000018754
ENSMUSP00000050123	ENSMODP00000016996
ENSMUSP00000034547	ENSMODP00000018312
ENSMUSP00000110434	ENSMODP00000019727
ENSMUSP00000084430	ENSMODP00000019213
ENSMUSP00000068178	ENSMODP00000021938
ENSMUSP00000045637	ENSMODP00000020250
ENSMUSP00000048719	ENSMODP00000006799
ENSMUSP00000095420	ENSMODP00000023145
ENSMUSP00000023550	ENSMODP00000022854
ENSMUSP00000028392	ENSMODP00000013163
ENSMUSP00000086422	ENSMODP00000024290
ENSMUSP00000026624	ENSMODP00000009668
ENSMUSP00000110373	ENSMODP00000037418
ENSMUSP00000025989	ENSMODP00000005706
ENSMUSP00000113782	ENSMODP00000004028
ENSMUSP00000021443	ENSMODP00000032325
ENSMUSP00000071578	ENSMODP00000023956
ENSMUSP00000120531	ENSMODP00000026659
ENSMUSP00000039737	ENSMODP00000015702
ENSMUSP00000099399	ENSMODP00000018616
ENSMUSP00000015137	ENSMODP00000017313
ENSMUSP00000099162	ENSMODP00000012063
ENSMUSP00000050087	ENSMODP00000009360
ENSMUSP00000032272	ENSMODP00000022964
ENSMUSP00000108593	ENSMODP00000026023
ENSMUSP00000024702	ENSMODP00000020635
ENSMUSP00000039109	ENSMODP00000009512
ENSMUSP00000015100	ENSMODP00000019422
ENSMUSP00000019333	ENSMODP00000041213
ENSMUSP00000046467	ENSMODP00000002256
ENSMUSP00000114843	ENSMODP00000032861
ENSMUSP00000002259	ENSMODP00000000186
ENSMUSP00000003912	ENSMODP00000014423
ENSMUSP00000030285	ENSMODP00000001131
ENSMUSP00000019876	ENSMODP00000018657
ENSMUSP00000087257	ENSMODP00000018904
ENSMUSP00000036289	ENSMODP00000005860
ENSMUSP00000102613	ENSMODP00000013720
ENSMUSP00000028844	ENSMODP00000002609
ENSMUSP00000031530	ENSMODP00000003624
ENSMUSP00000108205	ENSMODP00000022453
ENSMUSP00000040524	ENSMODP00000022451
ENSMUSP00000047402	ENSMODP00000016383
ENSMUSP00000105815	ENSMODP00000019284
ENSMUSP00000026537	ENSMODP00000013113
ENSMUSP00000038373	ENSMODP00000014104
ENSMUSP00000111977	ENSMODP00000020160
ENSMUSP00000026665	ENSMODP00000002602
ENSMUSP00000105245	ENSMODP00000036781
ENSMUSP00000105255	ENSMODP00000011965
ENSMUSP00000026662	ENSMODP00000002597
ENSMUSP00000055486	ENSMODP00000013261
ENSMUSP00000025642	ENSMODP00000025440
ENSMUSP00000019911	ENSMODP00000022264
ENSMUSP00000069578	ENSMODP00000014638
ENSMUSP00000108633	ENSMODP00000038643
ENSMUSP00000127071	ENSMODP00000015845
ENSMUSP00000037764	ENSMODP00000019374
ENSMUSP00000018571	ENSMODP00000018219
ENSMUSP00000039760	ENSMODP00000017946
ENSMUSP00000101964	ENSMODP00000019568
ENSMUSP00000088231	ENSMODP00000025123
ENSMUSP00000104725	ENSMODP00000017800
ENSMUSP00000001079	ENSMODP00000025750
ENSMUSP00000045955	ENSMODP00000000418
ENSMUSP00000035823	ENSMODP00000023657
ENSMUSP00000095702	ENSMODP00000003236
ENSMUSP00000118474	ENSMODP00000006339
ENSMUSP00000026750	ENSMODP00000009961
ENSMUSP00000030645	ENSMODP00000017678
ENSMUSP00000030627	ENSMODP00000017481
ENSMUSP00000130767	ENSMODP00000021054
ENSMUSP00000032766	ENSMODP00000024395
ENSMUSP00000024721	ENSMODP00000030235
ENSMUSP00000065084	ENSMODP00000011810
ENSMUSP00000128063	ENSMODP00000035502
ENSMUSP00000078547	ENSMODP00000035395
ENSMUSP00000034817	ENSMODP00000011557
ENSMUSP00000069127	ENSMODP00000030221
ENSMUSP00000125932	ENSMODP00000032196
ENSMUSP00000029674	ENSMODP00000021356
ENSMUSP00000003154	ENSMODP00000006487
ENSMUSP00000076115	ENSMODP00000024127
ENSMUSP00000029673	ENSMODP00000033908
ENSMUSP00000029566	ENSMODP00000021350
ENSMUSP00000033532	ENSMODP00000006894
ENSMUSP00000051479	ENSMODP00000017312
ENSMUSP00000060749	ENSMODP00000037951
ENSMUSP00000136054	ENSMODP00000009275
ENSMUSP00000110435	ENSMODP00000022752
ENSMUSP00000035220	ENSMODP00000016745
ENSMUSP00000074113	ENSMODP00000019852
ENSMUSP00000099334	ENSMODP00000021178
ENSMUSP00000088098	ENSMODP00000024819
ENSMUSP00000047864	ENSMODP00000036771
ENSMUSP00000099973	ENSMODP00000011782
ENSMUSP00000028982	ENSMODP00000000018
ENSMUSP00000036484	ENSMODP00000002040
ENSMUSP00000056655	ENSMODP00000036552
ENSMUSP00000098558	ENSMODP00000022937
ENSMUSP00000134205	ENSMODP00000013468
ENSMUSP00000033207	ENSMODP00000008971
ENSMUSP00000025641	ENSMODP00000033461
ENSMUSP00000074115	ENSMODP00000035233
ENSMUSP00000036749	ENSMODP00000017492
ENSMUSP00000078245	ENSMODP00000009700
ENSMUSP00000119303	ENSMODP00000008355
ENSMUSP00000031002	ENSMODP00000003515
ENSMUSP00000083928	ENSMODP00000001582
ENSMUSP00000095949	ENSMODP00000024280
ENSMUSP00000071120	ENSMODP00000013199
ENSMUSP00000040302	ENSMODP00000030142
ENSMUSP00000051035	ENSMODP00000012601
ENSMUSP00000007735	ENSMODP00000004003
ENSMUSP00000000421	ENSMODP00000021758
ENSMUSP00000062783	ENSMODP00000031624
ENSMUSP00000021617	ENSMODP00000002800
ENSMUSP00000020551	ENSMODP00000028428
ENSMUSP00000087810	ENSMODP00000000114
ENSMUSP00000112965	ENSMODP00000019205
ENSMUSP00000017552	ENSMODP00000015872
ENSMUSP00000077438	ENSMODP00000036012
ENSMUSP00000110371	ENSMODP00000012021
ENSMUSP00000078690	ENSMODP00000036078
ENSMUSP00000020543	ENSMODP00000007480
ENSMUSP00000125857	ENSMODP00000001370
ENSMUSP00000137079	ENSMODP00000002441
ENSMUSP00000005233	ENSMODP00000000741
ENSMUSP00000098056	ENSMODP00000010072
ENSMUSP00000034093	ENSMODP00000012052
ENSMUSP00000024884	ENSMODP00000028915
ENSMUSP00000113840	ENSMODP00000010141
ENSMUSP00000037079	ENSMODP00000009159
ENSMUSP00000125335	ENSMODP00000022310
ENSMUSP00000106770	ENSMODP00000034350
ENSMUSP00000099765	ENSMODP00000002477
ENSMUSP00000066977	ENSMODP00000009106
ENSMUSP00000045454	ENSMODP00000014850
ENSMUSP00000109203	ENSMODP00000027603
ENSMUSP00000035437	ENSMODP00000038176
ENSMUSP00000101724	ENSMODP00000027297
ENSMUSP00000105915	ENSMODP00000006483
ENSMUSP00000135500	ENSMODP00000010203
ENSMUSP00000039395	ENSMODP00000017571
ENSMUSP00000006825	ENSMODP00000017470
ENSMUSP00000085124	ENSMODP00000025249
ENSMUSP00000061963	ENSMODP00000033619
ENSMUSP00000099628	ENSMODP00000013629
ENSMUSP00000101184	ENSMODP00000021535
ENSMUSP00000104543	ENSMODP00000020738
ENSMUSP00000105790	ENSMODP00000013260
ENSMUSP00000042155	ENSMODP00000033015
ENSMUSP00000099776	ENSMODP00000009387
ENSMUSP00000007444	ENSMODP00000012275
ENSMUSP00000027185	ENSMODP00000019009
ENSMUSP00000034049	ENSMODP00000005715
ENSMUSP00000088723	ENSMODP00000015188
ENSMUSP00000029486	ENSMODP00000002463
ENSMUSP00000075990	ENSMODP00000021710
ENSMUSP00000069429	ENSMODP00000012392
ENSMUSP00000064986	ENSMODP00000003594
ENSMUSP00000029740	ENSMODP00000023367
ENSMUSP00000020769	ENSMODP00000028116
ENSMUSP00000023531	ENSMODP00000036939
ENSMUSP00000091845	ENSMODP00000020611
ENSMUSP00000005841	ENSMODP00000007129
ENSMUSP00000034629	ENSMODP00000016595
ENSMUSP00000004673	ENSMODP00000008436
ENSMUSP00000044430	ENSMODP00000005879
ENSMUSP00000066741	ENSMODP00000022055
ENSMUSP00000105926	ENSMODP00000006593
ENSMUSP00000129278	ENSMODP00000001554
ENSMUSP00000099907	ENSMODP00000002202
ENSMUSP00000025224	ENSMODP00000015259
ENSMUSP00000026076	ENSMODP00000012001
ENSMUSP00000022699	ENSMODP00000012228
ENSMUSP00000028787	ENSMODP00000005650
ENSMUSP00000085794	ENSMODP00000023481
ENSMUSP00000093908	ENSMODP00000003290
ENSMUSP00000129522	ENSMODP00000006023
ENSMUSP00000118179	ENSMODP00000011933
ENSMUSP00000013130	ENSMODP00000021920
ENSMUSP00000120830	ENSMODP00000019199
ENSMUSP00000023457	ENSMODP00000019847
ENSMUSP00000005336	ENSMODP00000008766
ENSMUSP00000046598	ENSMODP00000002167
ENSMUSP00000087073	ENSMODP00000005932
ENSMUSP00000006367	ENSMODP00000010233
ENSMUSP00000081044	ENSMODP00000013256
ENSMUSP00000084910	ENSMODP00000010236
ENSMUSP00000108498	ENSMODP00000024651
ENSMUSP00000027649	ENSMODP00000016057
ENSMUSP00000047123	ENSMODP00000035835
ENSMUSP00000030475	ENSMODP00000002434
ENSMUSP00000028034	ENSMODP00000011834
ENSMUSP00000079692	ENSMODP00000014223
ENSMUSP00000129122	ENSMODP00000020783
ENSMUSP00000133073	ENSMODP00000002663
ENSMUSP00000027695	ENSMODP00000002228
ENSMUSP00000022851	ENSMODP00000035742
ENSMUSP00000121775	ENSMODP00000000793
ENSMUSP00000138370	ENSMODP00000034936
ENSMUSP00000055447	ENSMODP00000033076
ENSMUSP00000114458	ENSMODP00000017775
ENSMUSP00000035918	ENSMODP00000033558
ENSMUSP00000001240	ENSMODP00000026306
ENSMUSP00000024594	ENSMODP00000008112
ENSMUSP00000068690	ENSMODP00000019371
ENSMUSP00000041307	ENSMODP00000024524
ENSMUSP00000056378	ENSMODP00000017789
ENSMUSP00000019362	ENSMODP00000008135
ENSMUSP00000030948	ENSMODP00000007920
ENSMUSP00000034566	ENSMODP00000018051
ENSMUSP00000090568	ENSMODP00000012026
ENSMUSP00000053783	ENSMODP00000009589
ENSMUSP00000099638	ENSMODP00000005299
ENSMUSP00000038662	ENSMODP00000000639
ENSMUSP00000002572	ENSMODP00000020038
ENSMUSP00000021077	ENSMODP00000008498
ENSMUSP00000102685	ENSMODP00000023369
ENSMUSP00000034618	ENSMODP00000034386
ENSMUSP00000113333	ENSMODP00000015347
ENSMUSP00000088179	ENSMODP00000024847
ENSMUSP00000114974	ENSMODP00000036121
ENSMUSP00000032309	ENSMODP00000022758
ENSMUSP00000018698	ENSMODP00000021948
ENSMUSP00000124931	ENSMODP00000034400
ENSMUSP00000114159	ENSMODP00000002901
ENSMUSP00000026328	ENSMODP00000040987
ENSMUSP00000076336	ENSMODP00000015350
ENSMUSP00000123700	ENSMODP00000016660
ENSMUSP00000102926	ENSMODP00000024179
ENSMUSP00000038916	ENSMODP00000010668
ENSMUSP00000042294	ENSMODP00000010685
ENSMUSP00000098701	ENSMODP00000037792
ENSMUSP00000100070	ENSMODP00000013914
ENSMUSP00000028815	ENSMODP00000014568
ENSMUSP00000027405	ENSMODP00000019148
ENSMUSP00000026084	ENSMODP00000011775
ENSMUSP00000046924	ENSMODP00000012321
ENSMUSP00000052202	ENSMODP00000016525
ENSMUSP00000048119	ENSMODP00000025968
ENSMUSP00000001455	ENSMODP00000033707
ENSMUSP00000132547	ENSMODP00000025296
ENSMUSP00000107284	ENSMODP00000012686
ENSMUSP00000029611	ENSMODP00000025770
ENSMUSP00000084055	ENSMODP00000032051
ENSMUSP00000136280	ENSMODP00000038746
