ENSMUSP00000129557	ENSCAFP00000018255
ENSMUSP00000088089	ENSCAFP00000005116
ENSMUSP00000076751	ENSCAFP00000020107
ENSMUSP00000091329	ENSCAFP00000003966
ENSMUSP00000124179	ENSCAFP00000013583
ENSMUSP00000130758	ENSCAFP00000019645
ENSMUSP00000023502	ENSCAFP00000018635
ENSMUSP00000034946	ENSCAFP00000025091
ENSMUSP00000039243	ENSCAFP00000034493
ENSMUSP00000030080	ENSCAFP00000004554
ENSMUSP00000029639	ENSCAFP00000029717
ENSMUSP00000084578	ENSCAFP00000042713
ENSMUSP00000065679	ENSCAFP00000009964
ENSMUSP00000061402	ENSCAFP00000018157
ENSMUSP00000134894	ENSCAFP00000016851
ENSMUSP00000049054	ENSCAFP00000004942
ENSMUSP00000101060	ENSCAFP00000020374
ENSMUSP00000000574	ENSCAFP00000031533
ENSMUSP00000043522	ENSCAFP00000015121
ENSMUSP00000060591	ENSCAFP00000027678
ENSMUSP00000103897	ENSCAFP00000021753
ENSMUSP00000136611	ENSCAFP00000028620
ENSMUSP00000130142	ENSCAFP00000021802
ENSMUSP00000125580	ENSCAFP00000020375
ENSMUSP00000076383	ENSCAFP00000023164
ENSMUSP00000129696	ENSCAFP00000036831
ENSMUSP00000037867	ENSCAFP00000038936
ENSMUSP00000049285	ENSCAFP00000004845
ENSMUSP00000054834	ENSCAFP00000011095
ENSMUSP00000066239	ENSCAFP00000000299
ENSMUSP00000034698	ENSCAFP00000026000
ENSMUSP00000002837	ENSCAFP00000029873
ENSMUSP00000034388	ENSCAFP00000030085
ENSMUSP00000092230	ENSCAFP00000000100
ENSMUSP00000132514	ENSCAFP00000000550
ENSMUSP00000043210	ENSCAFP00000009897
ENSMUSP00000026486	ENSCAFP00000025922
ENSMUSP00000100991	ENSCAFP00000031869
ENSMUSP00000006027	ENSCAFP00000032071
ENSMUSP00000036065	ENSCAFP00000001786
ENSMUSP00000112662	ENSCAFP00000038509
ENSMUSP00000040162	ENSCAFP00000014184
ENSMUSP00000020023	ENSCAFP00000037679
ENSMUSP00000036726	ENSCAFP00000005292
ENSMUSP00000041599	ENSCAFP00000013398
ENSMUSP00000036110	ENSCAFP00000035883
ENSMUSP00000000939	ENSCAFP00000011536
ENSMUSP00000059033	ENSCAFP00000019716
ENSMUSP00000091769	ENSCAFP00000020404
ENSMUSP00000030187	ENSCAFP00000003172
ENSMUSP00000039633	ENSCAFP00000024901
ENSMUSP00000014290	ENSCAFP00000006427
ENSMUSP00000028252	ENSCAFP00000015605
ENSMUSP00000091011	ENSCAFP00000005101
ENSMUSP00000019456	ENSCAFP00000024052
ENSMUSP00000034969	ENSCAFP00000025530
ENSMUSP00000077899	ENSCAFP00000009488
ENSMUSP00000031096	ENSCAFP00000023599
ENSMUSP00000073190	ENSCAFP00000007651
ENSMUSP00000027053	ENSCAFP00000011875
ENSMUSP00000122552	ENSCAFP00000024108
ENSMUSP00000046772	ENSCAFP00000013982
ENSMUSP00000046298	ENSCAFP00000010491
ENSMUSP00000026027	ENSCAFP00000015277
ENSMUSP00000017821	ENSCAFP00000027492
ENSMUSP00000031309	ENSCAFP00000014581
ENSMUSP00000028368	ENSCAFP00000035619
ENSMUSP00000062030	ENSCAFP00000033087
ENSMUSP00000037304	ENSCAFP00000016102
ENSMUSP00000057308	ENSCAFP00000042530
ENSMUSP00000091053	ENSCAFP00000004218
ENSMUSP00000112833	ENSCAFP00000031240
ENSMUSP00000022698	ENSCAFP00000014749
ENSMUSP00000087079	ENSCAFP00000012266
ENSMUSP00000046695	ENSCAFP00000024019
ENSMUSP00000095103	ENSCAFP00000031589
ENSMUSP00000029075	ENSCAFP00000017479
ENSMUSP00000043554	ENSCAFP00000036252
ENSMUSP00000045150	ENSCAFP00000036663
ENSMUSP00000031263	ENSCAFP00000013903
ENSMUSP00000023835	ENSCAFP00000008996
ENSMUSP00000093229	ENSCAFP00000024409
ENSMUSP00000131010	ENSCAFP00000007560
ENSMUSP00000103366	ENSCAFP00000005895
ENSMUSP00000038203	ENSCAFP00000001057
ENSMUSP00000031977	ENSCAFP00000005803
ENSMUSP00000001042	ENSCAFP00000025827
ENSMUSP00000028279	ENSCAFP00000030018
ENSMUSP00000065770	ENSCAFP00000026118
ENSMUSP00000113913	ENSCAFP00000028279
ENSMUSP00000118911	ENSCAFP00000027873
ENSMUSP00000109340	ENSCAFP00000029704
ENSMUSP00000102481	ENSCAFP00000027380
ENSMUSP00000100028	ENSCAFP00000040628
ENSMUSP00000107770	ENSCAFP00000018734
ENSMUSP00000114175	ENSCAFP00000003369
ENSMUSP00000041629	ENSCAFP00000040310
ENSMUSP00000124251	ENSCAFP00000015192
ENSMUSP00000133717	ENSCAFP00000035845
ENSMUSP00000135959	ENSCAFP00000008964
ENSMUSP00000067541	ENSCAFP00000027972
ENSMUSP00000031663	ENSCAFP00000027955
ENSMUSP00000022749	ENSCAFP00000027486
ENSMUSP00000106317	ENSCAFP00000027458
ENSMUSP00000124417	ENSCAFP00000027446
ENSMUSP00000064246	ENSCAFP00000013818
ENSMUSP00000126281	ENSCAFP00000021258
ENSMUSP00000034430	ENSCAFP00000029749
ENSMUSP00000104845	ENSCAFP00000029933
ENSMUSP00000043222	ENSCAFP00000021749
ENSMUSP00000040775	ENSCAFP00000011826
ENSMUSP00000076971	ENSCAFP00000011769
ENSMUSP00000037966	ENSCAFP00000010606
ENSMUSP00000126243	ENSCAFP00000013783
ENSMUSP00000105250	ENSCAFP00000014278
ENSMUSP00000130050	ENSCAFP00000017072
ENSMUSP00000001280	ENSCAFP00000010647
ENSMUSP00000068453	ENSCAFP00000000823
ENSMUSP00000096258	ENSCAFP00000026031
ENSMUSP00000075011	ENSCAFP00000017880
ENSMUSP00000025197	ENSCAFP00000001183
ENSMUSP00000128401	ENSCAFP00000001198
ENSMUSP00000031354	ENSCAFP00000011396
ENSMUSP00000110729	ENSCAFP00000007003
ENSMUSP00000081811	ENSCAFP00000041380
ENSMUSP00000063555	ENSCAFP00000036978
ENSMUSP00000130073	ENSCAFP00000002982
ENSMUSP00000037487	ENSCAFP00000010757
ENSMUSP00000029905	ENSCAFP00000010535
ENSMUSP00000052989	ENSCAFP00000008003
ENSMUSP00000018113	ENSCAFP00000016804
ENSMUSP00000129831	ENSCAFP00000013721
ENSMUSP00000022830	ENSCAFP00000018216
ENSMUSP00000038833	ENSCAFP00000013170
ENSMUSP00000019386	ENSCAFP00000014998
ENSMUSP00000034792	ENSCAFP00000020477
ENSMUSP00000099975	ENSCAFP00000004081
ENSMUSP00000040210	ENSCAFP00000041152
ENSMUSP00000007249	ENSCAFP00000000938
ENSMUSP00000034697	ENSCAFP00000026148
ENSMUSP00000087394	ENSCAFP00000030253
ENSMUSP00000027146	ENSCAFP00000020999
ENSMUSP00000114404	ENSCAFP00000036535
ENSMUSP00000075992	ENSCAFP00000005014
ENSMUSP00000099430	ENSCAFP00000024021
ENSMUSP00000035583	ENSCAFP00000035949
ENSMUSP00000044457	ENSCAFP00000038277
ENSMUSP00000036245	ENSCAFP00000024667
ENSMUSP00000030289	ENSCAFP00000027739
ENSMUSP00000039943	ENSCAFP00000005389
ENSMUSP00000082754	ENSCAFP00000022385
ENSMUSP00000000642	ENSCAFP00000012208
ENSMUSP00000020277	ENSCAFP00000035961
ENSMUSP00000111946	ENSCAFP00000020540
ENSMUSP00000051215	ENSCAFP00000024410
ENSMUSP00000099984	ENSCAFP00000004364
ENSMUSP00000034903	ENSCAFP00000003270
ENSMUSP00000031982	ENSCAFP00000014759
ENSMUSP00000101375	ENSCAFP00000024098
ENSMUSP00000045864	ENSCAFP00000042187
ENSMUSP00000029325	ENSCAFP00000012573
ENSMUSP00000129444	ENSCAFP00000012537
ENSMUSP00000109337	ENSCAFP00000024979
ENSMUSP00000103546	ENSCAFP00000003067
ENSMUSP00000017851	ENSCAFP00000013933
ENSMUSP00000020027	ENSCAFP00000001409
ENSMUSP00000051261	ENSCAFP00000019708
ENSMUSP00000047547	ENSCAFP00000013071
ENSMUSP00000028679	ENSCAFP00000019667
ENSMUSP00000091163	ENSCAFP00000021775
ENSMUSP00000002469	ENSCAFP00000036417
ENSMUSP00000022137	ENSCAFP00000011531
ENSMUSP00000087694	ENSCAFP00000014784
ENSMUSP00000105884	ENSCAFP00000012942
ENSMUSP00000098594	ENSCAFP00000034803
ENSMUSP00000099976	ENSCAFP00000035306
ENSMUSP00000065225	ENSCAFP00000027335
ENSMUSP00000072669	ENSCAFP00000006306
ENSMUSP00000108824	ENSCAFP00000032232
ENSMUSP00000127305	ENSCAFP00000026117
ENSMUSP00000084097	ENSCAFP00000026116
ENSMUSP00000108769	ENSCAFP00000041120
ENSMUSP00000134666	ENSCAFP00000033903
ENSMUSP00000068067	ENSCAFP00000037681
ENSMUSP00000094045	ENSCAFP00000026212
ENSMUSP00000108819	ENSCAFP00000026113
ENSMUSP00000101141	ENSCAFP00000005627
ENSMUSP00000099716	ENSCAFP00000042901
ENSMUSP00000055308	ENSCAFP00000008944
ENSMUSP00000059420	ENSCAFP00000024882
ENSMUSP00000099820	ENSCAFP00000008664
ENSMUSP00000100025	ENSCAFP00000006746
ENSMUSP00000103500	ENSCAFP00000025555
ENSMUSP00000099744	ENSCAFP00000027221
ENSMUSP00000099572	ENSCAFP00000037475
ENSMUSP00000057725	ENSCAFP00000041417
ENSMUSP00000056313	ENSCAFP00000021028
ENSMUSP00000027373	ENSCAFP00000022735
ENSMUSP00000061278	ENSCAFP00000042451
ENSMUSP00000029355	ENSCAFP00000021134
ENSMUSP00000027534	ENSCAFP00000042686
ENSMUSP00000041395	ENSCAFP00000014131
ENSMUSP00000022511	ENSCAFP00000041776
ENSMUSP00000068197	ENSCAFP00000025104
ENSMUSP00000101714	ENSCAFP00000005351
ENSMUSP00000045366	ENSCAFP00000038591
ENSMUSP00000006851	ENSCAFP00000017529
ENSMUSP00000036013	ENSCAFP00000039663
ENSMUSP00000101225	ENSCAFP00000028361
ENSMUSP00000045527	ENSCAFP00000029349
ENSMUSP00000021090	ENSCAFP00000042579
ENSMUSP00000046532	ENSCAFP00000001854
ENSMUSP00000112221	ENSCAFP00000011072
ENSMUSP00000083611	ENSCAFP00000003087
ENSMUSP00000070413	ENSCAFP00000020955
ENSMUSP00000126828	ENSCAFP00000019966
ENSMUSP00000027151	ENSCAFP00000020445
ENSMUSP00000026428	ENSCAFP00000000155
ENSMUSP00000102570	ENSCAFP00000020220
ENSMUSP00000078715	ENSCAFP00000020040
ENSMUSP00000085253	ENSCAFP00000002028
ENSMUSP00000114094	ENSCAFP00000000213
ENSMUSP00000139310	ENSCAFP00000023411
ENSMUSP00000000137	ENSCAFP00000004772
ENSMUSP00000092693	ENSCAFP00000004132
ENSMUSP00000092692	ENSCAFP00000004139
ENSMUSP00000100532	ENSCAFP00000011043
ENSMUSP00000087680	ENSCAFP00000013536
ENSMUSP00000096994	ENSCAFP00000010967
ENSMUSP00000070726	ENSCAFP00000018144
ENSMUSP00000025695	ENSCAFP00000020719
ENSMUSP00000082053	ENSCAFP00000026506
ENSMUSP00000002839	ENSCAFP00000002550
ENSMUSP00000039632	ENSCAFP00000018686
ENSMUSP00000038013	ENSCAFP00000008070
ENSMUSP00000020411	ENSCAFP00000015204
ENSMUSP00000109915	ENSCAFP00000026719
ENSMUSP00000031779	ENSCAFP00000002396
ENSMUSP00000053175	ENSCAFP00000033564
ENSMUSP00000033805	ENSCAFP00000033192
ENSMUSP00000047042	ENSCAFP00000031787
ENSMUSP00000115813	ENSCAFP00000013266
ENSMUSP00000113767	ENSCAFP00000006842
ENSMUSP00000122395	ENSCAFP00000015703
ENSMUSP00000057416	ENSCAFP00000030657
ENSMUSP00000079235	ENSCAFP00000037505
ENSMUSP00000049558	ENSCAFP00000028528
ENSMUSP00000016471	ENSCAFP00000027307
ENSMUSP00000033826	ENSCAFP00000009569
ENSMUSP00000047353	ENSCAFP00000024567
ENSMUSP00000034983	ENSCAFP00000011460
ENSMUSP00000027863	ENSCAFP00000022476
ENSMUSP00000138773	ENSCAFP00000016511
ENSMUSP00000093914	ENSCAFP00000041279
ENSMUSP00000023295	ENSCAFP00000000786
ENSMUSP00000102366	ENSCAFP00000010131
ENSMUSP00000127784	ENSCAFP00000030051
ENSMUSP00000129001	ENSCAFP00000000012
ENSMUSP00000074198	ENSCAFP00000017095
ENSMUSP00000024179	ENSCAFP00000018240
ENSMUSP00000071835	ENSCAFP00000015812
ENSMUSP00000078746	ENSCAFP00000008429
ENSMUSP00000027498	ENSCAFP00000008426
ENSMUSP00000018353	ENSCAFP00000014145
ENSMUSP00000018476	ENSCAFP00000000711
ENSMUSP00000111463	ENSCAFP00000000859
ENSMUSP00000101517	ENSCAFP00000018208
ENSMUSP00000130173	ENSCAFP00000026472
ENSMUSP00000127678	ENSCAFP00000026469
ENSMUSP00000019708	ENSCAFP00000029071
ENSMUSP00000083281	ENSCAFP00000006235
ENSMUSP00000106709	ENSCAFP00000020484
ENSMUSP00000125268	ENSCAFP00000023862
ENSMUSP00000021693	ENSCAFP00000040579
ENSMUSP00000021971	ENSCAFP00000036692
ENSMUSP00000025732	ENSCAFP00000037502
ENSMUSP00000050329	ENSCAFP00000026420
ENSMUSP00000035222	ENSCAFP00000017789
ENSMUSP00000048124	ENSCAFP00000013295
ENSMUSP00000044836	ENSCAFP00000005569
ENSMUSP00000071623	ENSCAFP00000001916
ENSMUSP00000025077	ENSCAFP00000005913
ENSMUSP00000113429	ENSCAFP00000020169
ENSMUSP00000031229	ENSCAFP00000004319
ENSMUSP00000020643	ENSCAFP00000000488
ENSMUSP00000040108	ENSCAFP00000031973
ENSMUSP00000006750	ENSCAFP00000020929
ENSMUSP00000133474	ENSCAFP00000024294
ENSMUSP00000128672	ENSCAFP00000025434
ENSMUSP00000075174	ENSCAFP00000000867
ENSMUSP00000044248	ENSCAFP00000039302
ENSMUSP00000012161	ENSCAFP00000041094
ENSMUSP00000109271	ENSCAFP00000019618
ENSMUSP00000103362	ENSCAFP00000024952
ENSMUSP00000138377	ENSCAFP00000022633
ENSMUSP00000038181	ENSCAFP00000008454
ENSMUSP00000033070	ENSCAFP00000024765
ENSMUSP00000113390	ENSCAFP00000024968
ENSMUSP00000090820	ENSCAFP00000000360
ENSMUSP00000034868	ENSCAFP00000017572
ENSMUSP00000077019	ENSCAFP00000013819
ENSMUSP00000059501	ENSCAFP00000011416
ENSMUSP00000032487	ENSCAFP00000022317
ENSMUSP00000059389	ENSCAFP00000018695
ENSMUSP00000023487	ENSCAFP00000039921
ENSMUSP00000133898	ENSCAFP00000015042
ENSMUSP00000129448	ENSCAFP00000027603
ENSMUSP00000136352	ENSCAFP00000002945
ENSMUSP00000134251	ENSCAFP00000007463
ENSMUSP00000026416	ENSCAFP00000000121
ENSMUSP00000128926	ENSCAFP00000006156
ENSMUSP00000138735	ENSCAFP00000041187
ENSMUSP00000093245	ENSCAFP00000012130
ENSMUSP00000041872	ENSCAFP00000013151
ENSMUSP00000118743	ENSCAFP00000017820
ENSMUSP00000021930	ENSCAFP00000024586
ENSMUSP00000059419	ENSCAFP00000014427
ENSMUSP00000026011	ENSCAFP00000015058
ENSMUSP00000031367	ENSCAFP00000010182
ENSMUSP00000025646	ENSCAFP00000024124
ENSMUSP00000129239	ENSCAFP00000018594
ENSMUSP00000085728	ENSCAFP00000041042
ENSMUSP00000023616	ENSCAFP00000017213
ENSMUSP00000006578	ENSCAFP00000018712
ENSMUSP00000023334	ENSCAFP00000015207
ENSMUSP00000039205	ENSCAFP00000006945
ENSMUSP00000074898	ENSCAFP00000006905
ENSMUSP00000034510	ENSCAFP00000017680
ENSMUSP00000026254	ENSCAFP00000014886
ENSMUSP00000100006	ENSCAFP00000010829
ENSMUSP00000111381	ENSCAFP00000008566
ENSMUSP00000091178	ENSCAFP00000007929
ENSMUSP00000039728	ENSCAFP00000014939
ENSMUSP00000047208	ENSCAFP00000041584
ENSMUSP00000103817	ENSCAFP00000017275
ENSMUSP00000058968	ENSCAFP00000026384
ENSMUSP00000034499	ENSCAFP00000022162
ENSMUSP00000084427	ENSCAFP00000037413
ENSMUSP00000033990	ENSCAFP00000009638
ENSMUSP00000044363	ENSCAFP00000002283
ENSMUSP00000021097	ENSCAFP00000007269
ENSMUSP00000056131	ENSCAFP00000024790
ENSMUSP00000021652	ENSCAFP00000024786
ENSMUSP00000041983	ENSCAFP00000003769
ENSMUSP00000025279	ENSCAFP00000026870
ENSMUSP00000004505	ENSCAFP00000004438
ENSMUSP00000095953	ENSCAFP00000019461
ENSMUSP00000021921	ENSCAFP00000001826
ENSMUSP00000030443	ENSCAFP00000007005
ENSMUSP00000074578	ENSCAFP00000014637
ENSMUSP00000110898	ENSCAFP00000014469
ENSMUSP00000077913	ENSCAFP00000015976
ENSMUSP00000073664	ENSCAFP00000030275
ENSMUSP00000103608	ENSCAFP00000004219
ENSMUSP00000039810	ENSCAFP00000014869
ENSMUSP00000120421	ENSCAFP00000014452
ENSMUSP00000030834	ENSCAFP00000006985
ENSMUSP00000005651	ENSCAFP00000019835
ENSMUSP00000022009	ENSCAFP00000038493
ENSMUSP00000057392	ENSCAFP00000039324
ENSMUSP00000110198	ENSCAFP00000028275
ENSMUSP00000027775	ENSCAFP00000036390
ENSMUSP00000036604	ENSCAFP00000019855
ENSMUSP00000041447	ENSCAFP00000024969
ENSMUSP00000019721	ENSCAFP00000003118
ENSMUSP00000070345	ENSCAFP00000024747
ENSMUSP00000093959	ENSCAFP00000023249
ENSMUSP00000105348	ENSCAFP00000027224
ENSMUSP00000068931	ENSCAFP00000009773
ENSMUSP00000101307	ENSCAFP00000029133
ENSMUSP00000085695	ENSCAFP00000034848
ENSMUSP00000023344	ENSCAFP00000015466
ENSMUSP00000111327	ENSCAFP00000023037
ENSMUSP00000031680	ENSCAFP00000005192
ENSMUSP00000027505	ENSCAFP00000019298
ENSMUSP00000079226	ENSCAFP00000011661
ENSMUSP00000027059	ENSCAFP00000003144
ENSMUSP00000105822	ENSCAFP00000014194
ENSMUSP00000129922	ENSCAFP00000017664
ENSMUSP00000037699	ENSCAFP00000003141
ENSMUSP00000111939	ENSCAFP00000000408
ENSMUSP00000056481	ENSCAFP00000037362
ENSMUSP00000061229	ENSCAFP00000035063
ENSMUSP00000050424	ENSCAFP00000042415
ENSMUSP00000055002	ENSCAFP00000021020
ENSMUSP00000041157	ENSCAFP00000012337
ENSMUSP00000042701	ENSCAFP00000024551
ENSMUSP00000038056	ENSCAFP00000020603
ENSMUSP00000081941	ENSCAFP00000006920
ENSMUSP00000065278	ENSCAFP00000023397
ENSMUSP00000099723	ENSCAFP00000003692
ENSMUSP00000023958	ENSCAFP00000021617
ENSMUSP00000073913	ENSCAFP00000033768
ENSMUSP00000054883	ENSCAFP00000006813
ENSMUSP00000102782	ENSCAFP00000021297
ENSMUSP00000114904	ENSCAFP00000015791
ENSMUSP00000005705	ENSCAFP00000003412
ENSMUSP00000029444	ENSCAFP00000013912
ENSMUSP00000102352	ENSCAFP00000010288
ENSMUSP00000104503	ENSCAFP00000018803
ENSMUSP00000013949	ENSCAFP00000022282
ENSMUSP00000091422	ENSCAFP00000022277
ENSMUSP00000110798	ENSCAFP00000000189
ENSMUSP00000058020	ENSCAFP00000023336
ENSMUSP00000053288	ENSCAFP00000028793
ENSMUSP00000107381	ENSCAFP00000012593
ENSMUSP00000004097	ENSCAFP00000020266
ENSMUSP00000045566	ENSCAFP00000006678
ENSMUSP00000087114	ENSCAFP00000018814
ENSMUSP00000104460	ENSCAFP00000029327
ENSMUSP00000110802	ENSCAFP00000019114
ENSMUSP00000019063	ENSCAFP00000023342
ENSMUSP00000130999	ENSCAFP00000012257
ENSMUSP00000029377	ENSCAFP00000033932
ENSMUSP00000053384	ENSCAFP00000009658
ENSMUSP00000107447	ENSCAFP00000035463
ENSMUSP00000129861	ENSCAFP00000014481
ENSMUSP00000029131	ENSCAFP00000011267
ENSMUSP00000006508	ENSCAFP00000020481
ENSMUSP00000046177	ENSCAFP00000003887
ENSMUSP00000099770	ENSCAFP00000017653
ENSMUSP00000105630	ENSCAFP00000024482
ENSMUSP00000108859	ENSCAFP00000037895
ENSMUSP00000032151	ENSCAFP00000009645
ENSMUSP00000037042	ENSCAFP00000013621
ENSMUSP00000041053	ENSCAFP00000037099
ENSMUSP00000069616	ENSCAFP00000001811
ENSMUSP00000093433	ENSCAFP00000037202
ENSMUSP00000117891	ENSCAFP00000011048
ENSMUSP00000035020	ENSCAFP00000042151
ENSMUSP00000001484	ENSCAFP00000024565
ENSMUSP00000046787	ENSCAFP00000014694
ENSMUSP00000106401	ENSCAFP00000014202
ENSMUSP00000014673	ENSCAFP00000002899
ENSMUSP00000109427	ENSCAFP00000021584
ENSMUSP00000023750	ENSCAFP00000035067
ENSMUSP00000023225	ENSCAFP00000002091
ENSMUSP00000020446	ENSCAFP00000000527
ENSMUSP00000004378	ENSCAFP00000021430
ENSMUSP00000062584	ENSCAFP00000017503
ENSMUSP00000003643	ENSCAFP00000006727
ENSMUSP00000000317	ENSCAFP00000019401
ENSMUSP00000106851	ENSCAFP00000017281
ENSMUSP00000109931	ENSCAFP00000011557
ENSMUSP00000066880	ENSCAFP00000037714
ENSMUSP00000137837	ENSCAFP00000017201
ENSMUSP00000083073	ENSCAFP00000019863
ENSMUSP00000022197	ENSCAFP00000037565
ENSMUSP00000038350	ENSCAFP00000026535
ENSMUSP00000029684	ENSCAFP00000041877
ENSMUSP00000035898	ENSCAFP00000026565
ENSMUSP00000078808	ENSCAFP00000038444
ENSMUSP00000049457	ENSCAFP00000009528
ENSMUSP00000082173	ENSCAFP00000040755
ENSMUSP00000022567	ENSCAFP00000012085
ENSMUSP00000106567	ENSCAFP00000004976
ENSMUSP00000045441	ENSCAFP00000014992
ENSMUSP00000092988	ENSCAFP00000042914
ENSMUSP00000037107	ENSCAFP00000003932
ENSMUSP00000004381	ENSCAFP00000021277
ENSMUSP00000004232	ENSCAFP00000015473
ENSMUSP00000101854	ENSCAFP00000015446
ENSMUSP00000013458	ENSCAFP00000041531
ENSMUSP00000137298	ENSCAFP00000020370
ENSMUSP00000107231	ENSCAFP00000016607
ENSMUSP00000131277	ENSCAFP00000002995
ENSMUSP00000093469	ENSCAFP00000011031
ENSMUSP00000033809	ENSCAFP00000026564
ENSMUSP00000026839	ENSCAFP00000017154
ENSMUSP00000101999	ENSCAFP00000037092
ENSMUSP00000053766	ENSCAFP00000030225
ENSMUSP00000099806	ENSCAFP00000026876
ENSMUSP00000120516	ENSCAFP00000015120
ENSMUSP00000089958	ENSCAFP00000028871
ENSMUSP00000095285	ENSCAFP00000036267
ENSMUSP00000031492	ENSCAFP00000014902
ENSMUSP00000033430	ENSCAFP00000027665
ENSMUSP00000063054	ENSCAFP00000005521
ENSMUSP00000123514	ENSCAFP00000019697
ENSMUSP00000050199	ENSCAFP00000042142
ENSMUSP00000064808	ENSCAFP00000001041
ENSMUSP00000086710	ENSCAFP00000009830
ENSMUSP00000020107	ENSCAFP00000040593
ENSMUSP00000085775	ENSCAFP00000028368
ENSMUSP00000086398	ENSCAFP00000007604
ENSMUSP00000031055	ENSCAFP00000006943
ENSMUSP00000061704	ENSCAFP00000017831
ENSMUSP00000052095	ENSCAFP00000020319
ENSMUSP00000024849	ENSCAFP00000027206
ENSMUSP00000059732	ENSCAFP00000013499
ENSMUSP00000041328	ENSCAFP00000007147
ENSMUSP00000024958	ENSCAFP00000028698
ENSMUSP00000110491	ENSCAFP00000001830
ENSMUSP00000091375	ENSCAFP00000019885
ENSMUSP00000124381	ENSCAFP00000021466
ENSMUSP00000097296	ENSCAFP00000014147
ENSMUSP00000022212	ENSCAFP00000010386
ENSMUSP00000076130	ENSCAFP00000007056
ENSMUSP00000044400	ENSCAFP00000032033
ENSMUSP00000056967	ENSCAFP00000000016
ENSMUSP00000034090	ENSCAFP00000014336
ENSMUSP00000056401	ENSCAFP00000008481
ENSMUSP00000038091	ENSCAFP00000006722
ENSMUSP00000082004	ENSCAFP00000027011
ENSMUSP00000003642	ENSCAFP00000002599
ENSMUSP00000112262	ENSCAFP00000019038
ENSMUSP00000035167	ENSCAFP00000009566
ENSMUSP00000033300	ENSCAFP00000008776
ENSMUSP00000102550	ENSCAFP00000008666
ENSMUSP00000108706	ENSCAFP00000012604
ENSMUSP00000032341	ENSCAFP00000019100
ENSMUSP00000136950	ENSCAFP00000026912
ENSMUSP00000121390	ENSCAFP00000025146
ENSMUSP00000096445	ENSCAFP00000003688
ENSMUSP00000094072	ENSCAFP00000001864
ENSMUSP00000125058	ENSCAFP00000028869
ENSMUSP00000047480	ENSCAFP00000013013
ENSMUSP00000018614	ENSCAFP00000024848
ENSMUSP00000035155	ENSCAFP00000040398
ENSMUSP00000119399	ENSCAFP00000020139
ENSMUSP00000103958	ENSCAFP00000031366
ENSMUSP00000097154	ENSCAFP00000002794
ENSMUSP00000036438	ENSCAFP00000028316
ENSMUSP00000099652	ENSCAFP00000015301
ENSMUSP00000087879	ENSCAFP00000022831
ENSMUSP00000082777	ENSCAFP00000018207
ENSMUSP00000035569	ENSCAFP00000025100
ENSMUSP00000031455	ENSCAFP00000024645
ENSMUSP00000050061	ENSCAFP00000010109
ENSMUSP00000027726	ENSCAFP00000015233
ENSMUSP00000018186	ENSCAFP00000001359
ENSMUSP00000126119	ENSCAFP00000004410
ENSMUSP00000124258	ENSCAFP00000010963
ENSMUSP00000093911	ENSCAFP00000018300
ENSMUSP00000019726	ENSCAFP00000027961
ENSMUSP00000019808	ENSCAFP00000028071
ENSMUSP00000000466	ENSCAFP00000002335
ENSMUSP00000032762	ENSCAFP00000017642
ENSMUSP00000079025	ENSCAFP00000008102
ENSMUSP00000093613	ENSCAFP00000008097
ENSMUSP00000127274	ENSCAFP00000008092
ENSMUSP00000055079	ENSCAFP00000025910
ENSMUSP00000127945	ENSCAFP00000018173
ENSMUSP00000077119	ENSCAFP00000024057
ENSMUSP00000103560	ENSCAFP00000004408
ENSMUSP00000110941	ENSCAFP00000002400
ENSMUSP00000087973	ENSCAFP00000002399
ENSMUSP00000118318	ENSCAFP00000001228
ENSMUSP00000041732	ENSCAFP00000025042
ENSMUSP00000046906	ENSCAFP00000003095
ENSMUSP00000062231	ENSCAFP00000037380
ENSMUSP00000029812	ENSCAFP00000015815
ENSMUSP00000107512	ENSCAFP00000014918
ENSMUSP00000092355	ENSCAFP00000036658
ENSMUSP00000025867	ENSCAFP00000019655
ENSMUSP00000099928	ENSCAFP00000004425
ENSMUSP00000021050	ENSCAFP00000030645
ENSMUSP00000106489	ENSCAFP00000016695
ENSMUSP00000027339	ENSCAFP00000003798
ENSMUSP00000073228	ENSCAFP00000016401
ENSMUSP00000133515	ENSCAFP00000038238
ENSMUSP00000021148	ENSCAFP00000042777
ENSMUSP00000038813	ENSCAFP00000041589
ENSMUSP00000020550	ENSCAFP00000039112
ENSMUSP00000025002	ENSCAFP00000028983
ENSMUSP00000021155	ENSCAFP00000022556
ENSMUSP00000042063	ENSCAFP00000026455
ENSMUSP00000111497	ENSCAFP00000027979
ENSMUSP00000028199	ENSCAFP00000029605
ENSMUSP00000028200	ENSCAFP00000029604
ENSMUSP00000078572	ENSCAFP00000020513
ENSMUSP00000009707	ENSCAFP00000029818
ENSMUSP00000080548	ENSCAFP00000028758
ENSMUSP00000076437	ENSCAFP00000010870
ENSMUSP00000126197	ENSCAFP00000035295
ENSMUSP00000023781	ENSCAFP00000010851
ENSMUSP00000112836	ENSCAFP00000028224
ENSMUSP00000029547	ENSCAFP00000025626
ENSMUSP00000100008	ENSCAFP00000003214
ENSMUSP00000040208	ENSCAFP00000019853
ENSMUSP00000028663	ENSCAFP00000013655
ENSMUSP00000075779	ENSCAFP00000016706
ENSMUSP00000004134	ENSCAFP00000029332
