ENSLOCP00000011371	ENSORLP00000011382
ENSLOCP00000004373	ENSORLP00000024202
ENSLOCP00000008789	ENSORLP00000003686
ENSLOCP00000010061	ENSORLP00000015046
ENSLOCP00000010061	ENSORLP00000007689
ENSLOCP00000020694	ENSORLP00000002540
ENSLOCP00000011092	ENSORLP00000006193
ENSLOCP00000021278	ENSORLP00000018788
ENSLOCP00000006993	ENSORLP00000000587
ENSLOCP00000017639	ENSORLP00000015748
ENSLOCP00000010884	ENSORLP00000006268
ENSLOCP00000010840	ENSORLP00000008504
ENSLOCP00000010840	ENSORLP00000018750
ENSLOCP00000012831	ENSORLP00000002291
ENSLOCP00000003355	ENSORLP00000019066
ENSLOCP00000021018	ENSORLP00000019227
ENSLOCP00000000167	ENSORLP00000014563
ENSLOCP00000015252	ENSORLP00000014904
ENSLOCP00000000654	ENSORLP00000016522
ENSLOCP00000011013	ENSORLP00000018166
ENSLOCP00000011651	ENSORLP00000006852
ENSLOCP00000013287	ENSORLP00000019932
ENSLOCP00000008358	ENSORLP00000018275
ENSLOCP00000020447	ENSORLP00000005287
ENSLOCP00000006896	ENSORLP00000006617
ENSLOCP00000018708	ENSORLP00000015378
ENSLOCP00000006698	ENSORLP00000007697
ENSLOCP00000006698	ENSORLP00000001913
ENSLOCP00000001338	ENSORLP00000014432
ENSLOCP00000012690	ENSORLP00000006622
ENSLOCP00000010217	ENSORLP00000021170
ENSLOCP00000015129	ENSORLP00000017682
ENSLOCP00000015216	ENSORLP00000006016
ENSLOCP00000017122	ENSORLP00000008593
ENSLOCP00000010059	ENSORLP00000004579
ENSLOCP00000016032	ENSORLP00000005540
ENSLOCP00000011120	ENSORLP00000022648
ENSLOCP00000004451	ENSORLP00000010020
ENSLOCP00000003772	ENSORLP00000021423
ENSLOCP00000014513	ENSORLP00000016275
ENSLOCP00000005710	ENSORLP00000017243
ENSLOCP00000004014	ENSORLP00000001337
ENSLOCP00000007253	ENSORLP00000005361
ENSLOCP00000007253	ENSORLP00000020996
ENSLOCP00000019030	ENSORLP00000024525
ENSLOCP00000022199	ENSORLP00000009575
ENSLOCP00000001627	ENSORLP00000007415
ENSLOCP00000004225	ENSORLP00000009804
ENSLOCP00000021695	ENSORLP00000019121
ENSLOCP00000010525	ENSORLP00000024813
ENSLOCP00000017345	ENSORLP00000000315
ENSLOCP00000015305	ENSORLP00000021052
ENSLOCP00000016622	ENSORLP00000000841
ENSLOCP00000016622	ENSORLP00000015688
ENSLOCP00000019775	ENSORLP00000014648
ENSLOCP00000017587	ENSORLP00000008846
ENSLOCP00000007894	ENSORLP00000013260
ENSLOCP00000020501	ENSORLP00000019946
ENSLOCP00000008324	ENSORLP00000013739
ENSLOCP00000003311	ENSORLP00000012742
ENSLOCP00000010259	ENSORLP00000020510
ENSLOCP00000004705	ENSORLP00000021804
ENSLOCP00000008128	ENSORLP00000021576
ENSLOCP00000013473	ENSORLP00000005682
ENSLOCP00000001805	ENSORLP00000015424
ENSLOCP00000014068	ENSORLP00000023222
ENSLOCP00000012841	ENSORLP00000013432
ENSLOCP00000010723	ENSORLP00000012302
ENSLOCP00000010751	ENSORLP00000012334
ENSLOCP00000013990	ENSORLP00000003701
ENSLOCP00000009672	ENSORLP00000018569
ENSLOCP00000009672	ENSORLP00000005246
ENSLOCP00000009644	ENSORLP00000018612
ENSLOCP00000018788	ENSORLP00000020527
ENSLOCP00000021427	ENSORLP00000000570
ENSLOCP00000021427	ENSORLP00000001147
ENSLOCP00000006662	ENSORLP00000011697
ENSLOCP00000006662	ENSORLP00000008639
ENSLOCP00000021899	ENSORLP00000020054
ENSLOCP00000021512	ENSORLP00000012704
ENSLOCP00000010135	ENSORLP00000004401
ENSLOCP00000006228	ENSORLP00000016781
ENSLOCP00000000800	ENSORLP00000007482
ENSLOCP00000000800	ENSORLP00000006064
ENSLOCP00000005977	ENSORLP00000020990
ENSLOCP00000000240	ENSORLP00000008567
ENSLOCP00000006716	ENSORLP00000023486
ENSLOCP00000011321	ENSORLP00000021952
ENSLOCP00000005913	ENSORLP00000009060
ENSLOCP00000003782	ENSORLP00000000805
ENSLOCP00000016038	ENSORLP00000021561
ENSLOCP00000011383	ENSORLP00000011349
ENSLOCP00000012784	ENSORLP00000010554
ENSLOCP00000005472	ENSORLP00000015653
ENSLOCP00000005232	ENSORLP00000009407
ENSLOCP00000014168	ENSORLP00000007507
ENSLOCP00000014168	ENSORLP00000025418
ENSLOCP00000000168	ENSORLP00000002376
ENSLOCP00000010130	ENSORLP00000020582
ENSLOCP00000010130	ENSORLP00000023533
ENSLOCP00000004123	ENSORLP00000005021
ENSLOCP00000005379	ENSORLP00000020066
ENSLOCP00000009388	ENSORLP00000009566
ENSLOCP00000009388	ENSORLP00000001925
ENSLOCP00000005993	ENSORLP00000025471
ENSLOCP00000016715	ENSORLP00000003329
ENSLOCP00000009985	ENSORLP00000007006
ENSLOCP00000009985	ENSORLP00000011937
ENSLOCP00000002485	ENSORLP00000017612
ENSLOCP00000010022	ENSORLP00000010833
ENSLOCP00000004068	ENSORLP00000002721
ENSLOCP00000013462	ENSORLP00000010780
ENSLOCP00000018255	ENSORLP00000008011
ENSLOCP00000007915	ENSORLP00000013167
ENSLOCP00000010992	ENSORLP00000023378
ENSLOCP00000017760	ENSORLP00000011975
ENSLOCP00000004967	ENSORLP00000011073
ENSLOCP00000017392	ENSORLP00000000556
ENSLOCP00000018843	ENSORLP00000019339
ENSLOCP00000011195	ENSORLP00000012858
ENSLOCP00000015154	ENSORLP00000024341
ENSLOCP00000018674	ENSORLP00000002505
ENSLOCP00000009105	ENSORLP00000016642
ENSLOCP00000009105	ENSORLP00000014817
ENSLOCP00000002324	ENSORLP00000007491
ENSLOCP00000018143	ENSORLP00000009776
ENSLOCP00000013495	ENSORLP00000016394
ENSLOCP00000004282	ENSORLP00000010552
ENSLOCP00000004282	ENSORLP00000024673
ENSLOCP00000002233	ENSORLP00000012495
ENSLOCP00000021344	ENSORLP00000019452
ENSLOCP00000017437	ENSORLP00000023753
ENSLOCP00000007332	ENSORLP00000011177
ENSLOCP00000017678	ENSORLP00000010429
ENSLOCP00000017678	ENSORLP00000015853
ENSLOCP00000006726	ENSORLP00000006407
ENSLOCP00000001637	ENSORLP00000010842
ENSLOCP00000003351	ENSORLP00000010998
ENSLOCP00000005108	ENSORLP00000000800
ENSLOCP00000005108	ENSORLP00000021619
ENSLOCP00000011477	ENSORLP00000009376
ENSLOCP00000019684	ENSORLP00000013283
ENSLOCP00000020448	ENSORLP00000020197
ENSLOCP00000003567	ENSORLP00000017836
ENSLOCP00000003567	ENSORLP00000010308
ENSLOCP00000010718	ENSORLP00000003871
ENSLOCP00000010718	ENSORLP00000009664
ENSLOCP00000007180	ENSORLP00000006269
ENSLOCP00000002991	ENSORLP00000012153
ENSLOCP00000013425	ENSORLP00000022395
ENSLOCP00000010710	ENSORLP00000011757
ENSLOCP00000014830	ENSORLP00000018310
ENSLOCP00000014830	ENSORLP00000019175
ENSLOCP00000007760	ENSORLP00000006121
ENSLOCP00000007760	ENSORLP00000004141
ENSLOCP00000009722	ENSORLP00000004548
ENSLOCP00000009722	ENSORLP00000013610
ENSLOCP00000002448	ENSORLP00000017101
ENSLOCP00000016103	ENSORLP00000021272
ENSLOCP00000004011	ENSORLP00000016759
ENSLOCP00000002374	ENSORLP00000021644
ENSLOCP00000001500	ENSORLP00000017858
ENSLOCP00000004242	ENSORLP00000007854
ENSLOCP00000004242	ENSORLP00000020087
ENSLOCP00000011089	ENSORLP00000023047
ENSLOCP00000016565	ENSORLP00000008712
ENSLOCP00000016565	ENSORLP00000003369
ENSLOCP00000013304	ENSORLP00000016209
ENSLOCP00000017846	ENSORLP00000013373
ENSLOCP00000017846	ENSORLP00000003415
ENSLOCP00000015703	ENSORLP00000004297
ENSLOCP00000006398	ENSORLP00000022884
ENSLOCP00000007534	ENSORLP00000000238
ENSLOCP00000003529	ENSORLP00000019096
ENSLOCP00000016401	ENSORLP00000019098
ENSLOCP00000007057	ENSORLP00000011080
ENSLOCP00000007057	ENSORLP00000015725
ENSLOCP00000013945	ENSORLP00000001729
ENSLOCP00000009233	ENSORLP00000012449
ENSLOCP00000014210	ENSORLP00000007866
ENSLOCP00000018245	ENSORLP00000009345
ENSLOCP00000006490	ENSORLP00000018898
ENSLOCP00000006490	ENSORLP00000011605
ENSLOCP00000005570	ENSORLP00000020004
ENSLOCP00000005570	ENSORLP00000003021
ENSLOCP00000021446	ENSORLP00000008451
ENSLOCP00000011600	ENSORLP00000022044
ENSLOCP00000002447	ENSORLP00000006399
ENSLOCP00000017668	ENSORLP00000010372
ENSLOCP00000004148	ENSORLP00000018782
ENSLOCP00000016582	ENSORLP00000010963
ENSLOCP00000018694	ENSORLP00000012068
ENSLOCP00000017826	ENSORLP00000017568
ENSLOCP00000018478	ENSORLP00000005390
ENSLOCP00000020976	ENSORLP00000022513
ENSLOCP00000020203	ENSORLP00000015200
ENSLOCP00000012519	ENSORLP00000022595
ENSLOCP00000020679	ENSORLP00000003948
ENSLOCP00000012005	ENSORLP00000021534
ENSLOCP00000003330	ENSORLP00000002389
ENSLOCP00000002611	ENSORLP00000002820
ENSLOCP00000001895	ENSORLP00000019504
ENSLOCP00000018089	ENSORLP00000009948
ENSLOCP00000021223	ENSORLP00000021650
ENSLOCP00000005462	ENSORLP00000012393
ENSLOCP00000002743	ENSORLP00000020094
ENSLOCP00000017875	ENSORLP00000010119
ENSLOCP00000018765	ENSORLP00000001322
ENSLOCP00000016689	ENSORLP00000010128
ENSLOCP00000009744	ENSORLP00000005919
ENSLOCP00000010411	ENSORLP00000019655
ENSLOCP00000007095	ENSORLP00000019708
ENSLOCP00000004760	ENSORLP00000009527
ENSLOCP00000004760	ENSORLP00000012965
ENSLOCP00000009579	ENSORLP00000025656
ENSLOCP00000009579	ENSORLP00000010102
ENSLOCP00000002781	ENSORLP00000020236
ENSLOCP00000009822	ENSORLP00000014987
ENSLOCP00000004134	ENSORLP00000022063
ENSLOCP00000004134	ENSORLP00000003559
ENSLOCP00000017556	ENSORLP00000004136
ENSLOCP00000007716	ENSORLP00000006042
ENSLOCP00000009183	ENSORLP00000024937
ENSLOCP00000011977	ENSORLP00000023002
ENSLOCP00000004543	ENSORLP00000005534
ENSLOCP00000018646	ENSORLP00000018513
ENSLOCP00000008045	ENSORLP00000021704
ENSLOCP00000002797	ENSORLP00000010296
ENSLOCP00000018336	ENSORLP00000008681
ENSLOCP00000011743	ENSORLP00000013360
ENSLOCP00000017324	ENSORLP00000013025
ENSLOCP00000004852	ENSORLP00000019892
ENSLOCP00000004852	ENSORLP00000011572
ENSLOCP00000014296	ENSORLP00000014379
ENSLOCP00000014267	ENSORLP00000021970
ENSLOCP00000017734	ENSORLP00000023141
ENSLOCP00000007190	ENSORLP00000011273
ENSLOCP00000007552	ENSORLP00000016465
ENSLOCP00000002901	ENSORLP00000002129
ENSLOCP00000008912	ENSORLP00000005631
ENSLOCP00000016143	ENSORLP00000005442
ENSLOCP00000011268	ENSORLP00000013229
ENSLOCP00000014255	ENSORLP00000024752
ENSLOCP00000015416	ENSORLP00000008749
ENSLOCP00000012702	ENSORLP00000011679
ENSLOCP00000014402	ENSORLP00000003095
ENSLOCP00000014402	ENSORLP00000007089
ENSLOCP00000017072	ENSORLP00000008790
ENSLOCP00000017072	ENSORLP00000022973
ENSLOCP00000010301	ENSORLP00000018447
ENSLOCP00000004403	ENSORLP00000001033
ENSLOCP00000016384	ENSORLP00000020926
ENSLOCP00000005426	ENSORLP00000010755
ENSLOCP00000019211	ENSORLP00000019177
ENSLOCP00000007969	ENSORLP00000003191
ENSLOCP00000012283	ENSORLP00000019340
ENSLOCP00000012283	ENSORLP00000006631
ENSLOCP00000014935	ENSORLP00000015686
ENSLOCP00000016441	ENSORLP00000012914
ENSLOCP00000001191	ENSORLP00000003431
ENSLOCP00000003263	ENSORLP00000008375
ENSLOCP00000005785	ENSORLP00000000381
ENSLOCP00000002966	ENSORLP00000005056
ENSLOCP00000013149	ENSORLP00000005122
ENSLOCP00000004702	ENSORLP00000019056
ENSLOCP00000008084	ENSORLP00000024000
ENSLOCP00000004920	ENSORLP00000018768
ENSLOCP00000017629	ENSORLP00000000581
ENSLOCP00000017316	ENSORLP00000011835
ENSLOCP00000019381	ENSORLP00000004679
ENSLOCP00000002321	ENSORLP00000006919
ENSLOCP00000002321	ENSORLP00000013362
ENSLOCP00000011384	ENSORLP00000000855
ENSLOCP00000013274	ENSORLP00000007024
ENSLOCP00000015509	ENSORLP00000009202
ENSLOCP00000000745	ENSORLP00000013725
ENSLOCP00000007657	ENSORLP00000017009
ENSLOCP00000019895	ENSORLP00000020666
ENSLOCP00000004097	ENSORLP00000003654
ENSLOCP00000004097	ENSORLP00000022073
ENSLOCP00000002772	ENSORLP00000012544
ENSLOCP00000001134	ENSORLP00000003476
ENSLOCP00000011424	ENSORLP00000005239
ENSLOCP00000011424	ENSORLP00000011455
ENSLOCP00000000611	ENSORLP00000016462
ENSLOCP00000000611	ENSORLP00000008765
ENSLOCP00000007064	ENSORLP00000003137
ENSLOCP00000007064	ENSORLP00000007160
ENSLOCP00000011679	ENSORLP00000001406
ENSLOCP00000018784	ENSORLP00000009050
ENSLOCP00000015542	ENSORLP00000012144
ENSLOCP00000015277	ENSORLP00000003645
ENSLOCP00000015277	ENSORLP00000016043
ENSLOCP00000000813	ENSORLP00000011059
ENSLOCP00000009666	ENSORLP00000010245
ENSLOCP00000008113	ENSORLP00000002565
ENSLOCP00000017376	ENSORLP00000000220
ENSLOCP00000018940	ENSORLP00000016099
ENSLOCP00000017609	ENSORLP00000010178
ENSLOCP00000014125	ENSORLP00000015387
ENSLOCP00000001838	ENSORLP00000022133
ENSLOCP00000018682	ENSORLP00000016102
ENSLOCP00000011298	ENSORLP00000005453
ENSLOCP00000002962	ENSORLP00000020198
ENSLOCP00000006493	ENSORLP00000025848
ENSLOCP00000003146	ENSORLP00000008179
ENSLOCP00000006384	ENSORLP00000018854
ENSLOCP00000006572	ENSORLP00000025846
ENSLOCP00000016723	ENSORLP00000009678
ENSLOCP00000004098	ENSORLP00000001295
ENSLOCP00000001908	ENSORLP00000014273
ENSLOCP00000002105	ENSORLP00000001266
ENSLOCP00000003347	ENSORLP00000025832
ENSLOCP00000020568	ENSORLP00000013872
ENSLOCP00000002087	ENSORLP00000009459
ENSLOCP00000009151	ENSORLP00000021782
ENSLOCP00000016453	ENSORLP00000015232
ENSLOCP00000013460	ENSORLP00000005600
ENSLOCP00000002117	ENSORLP00000018272
ENSLOCP00000017197	ENSORLP00000013956
ENSLOCP00000020329	ENSORLP00000012906
ENSLOCP00000008708	ENSORLP00000007033
ENSLOCP00000002012	ENSORLP00000016851
ENSLOCP00000017946	ENSORLP00000023310
ENSLOCP00000020924	ENSORLP00000014269
ENSLOCP00000008031	ENSORLP00000001915
ENSLOCP00000008516	ENSORLP00000015230
ENSLOCP00000011043	ENSORLP00000022617
ENSLOCP00000016251	ENSORLP00000008328
ENSLOCP00000008421	ENSORLP00000007748
ENSLOCP00000020167	ENSORLP00000022151
ENSLOCP00000004616	ENSORLP00000019445
ENSLOCP00000012295	ENSORLP00000006247
ENSLOCP00000005140	ENSORLP00000002888
ENSLOCP00000013816	ENSORLP00000020194
ENSLOCP00000005188	ENSORLP00000015359
ENSLOCP00000001079	ENSORLP00000025390
ENSLOCP00000011684	ENSORLP00000006795
ENSLOCP00000013449	ENSORLP00000000336
ENSLOCP00000006181	ENSORLP00000007094
ENSLOCP00000003148	ENSORLP00000014849
ENSLOCP00000015612	ENSORLP00000004426
ENSLOCP00000001086	ENSORLP00000015732
ENSLOCP00000009464	ENSORLP00000015914
ENSLOCP00000006489	ENSORLP00000020378
ENSLOCP00000012853	ENSORLP00000000400
ENSLOCP00000021032	ENSORLP00000014098
ENSLOCP00000003947	ENSORLP00000008644
ENSLOCP00000006065	ENSORLP00000012199
ENSLOCP00000006858	ENSORLP00000006992
ENSLOCP00000017921	ENSORLP00000010149
ENSLOCP00000016541	ENSORLP00000016208
ENSLOCP00000009616	ENSORLP00000019709
ENSLOCP00000009019	ENSORLP00000019992
ENSLOCP00000012860	ENSORLP00000017455
ENSLOCP00000010343	ENSORLP00000009150
ENSLOCP00000016194	ENSORLP00000014592
ENSLOCP00000005080	ENSORLP00000013015
ENSLOCP00000001316	ENSORLP00000011841
ENSLOCP00000017290	ENSORLP00000023014
ENSLOCP00000017420	ENSORLP00000009003
ENSLOCP00000001959	ENSORLP00000014122
ENSLOCP00000001998	ENSORLP00000014146
ENSLOCP00000004985	ENSORLP00000011048
ENSLOCP00000010504	ENSORLP00000005243
ENSLOCP00000010504	ENSORLP00000004364
ENSLOCP00000010342	ENSORLP00000010567
ENSLOCP00000010342	ENSORLP00000003207
ENSLOCP00000001425	ENSORLP00000007029
ENSLOCP00000013636	ENSORLP00000010482
ENSLOCP00000001975	ENSORLP00000014131
ENSLOCP00000005391	ENSORLP00000011628
ENSLOCP00000006030	ENSORLP00000018252
ENSLOCP00000006030	ENSORLP00000010855
ENSLOCP00000012734	ENSORLP00000011622
ENSLOCP00000009948	ENSORLP00000004294
ENSLOCP00000015009	ENSORLP00000025567
ENSLOCP00000011391	ENSORLP00000024150
ENSLOCP00000007003	ENSORLP00000019702
ENSLOCP00000012228	ENSORLP00000016792
ENSLOCP00000012228	ENSORLP00000013757
ENSLOCP00000018388	ENSORLP00000013777
ENSLOCP00000008280	ENSORLP00000018302
ENSLOCP00000011630	ENSORLP00000006860
ENSLOCP00000002843	ENSORLP00000008003
ENSLOCP00000005427	ENSORLP00000015554
ENSLOCP00000005427	ENSORLP00000012370
ENSLOCP00000002815	ENSORLP00000006797
ENSLOCP00000002815	ENSORLP00000002878
ENSLOCP00000016440	ENSORLP00000015259
ENSLOCP00000010439	ENSORLP00000021053
ENSLOCP00000014368	ENSORLP00000011946
ENSLOCP00000014368	ENSORLP00000012627
ENSLOCP00000000944	ENSORLP00000014099
ENSLOCP00000000944	ENSORLP00000025401
ENSLOCP00000007490	ENSORLP00000009802
ENSLOCP00000007490	ENSORLP00000019285
ENSLOCP00000010438	ENSORLP00000015837
ENSLOCP00000008670	ENSORLP00000007068
ENSLOCP00000016820	ENSORLP00000023700
ENSLOCP00000008952	ENSORLP00000008004
ENSLOCP00000008952	ENSORLP00000015753
ENSLOCP00000018155	ENSORLP00000000553
ENSLOCP00000018155	ENSORLP00000001972
ENSLOCP00000019169	ENSORLP00000001343
ENSLOCP00000012115	ENSORLP00000022417
ENSLOCP00000012115	ENSORLP00000025241
ENSLOCP00000018551	ENSORLP00000001793
ENSLOCP00000010951	ENSORLP00000004064
ENSLOCP00000010951	ENSORLP00000006133
ENSLOCP00000005139	ENSORLP00000017659
ENSLOCP00000005662	ENSORLP00000018421
ENSLOCP00000018399	ENSORLP00000002027
ENSLOCP00000017561	ENSORLP00000006273
ENSLOCP00000017561	ENSORLP00000016293
ENSLOCP00000007882	ENSORLP00000019064
ENSLOCP00000019112	ENSORLP00000020289
ENSLOCP00000019112	ENSORLP00000019006
ENSLOCP00000017559	ENSORLP00000004589
ENSLOCP00000017559	ENSORLP00000002699
ENSLOCP00000020552	ENSORLP00000017521
ENSLOCP00000020552	ENSORLP00000000888
ENSLOCP00000017476	ENSORLP00000011034
ENSLOCP00000017476	ENSORLP00000003347
ENSLOCP00000009708	ENSORLP00000014092
ENSLOCP00000009331	ENSORLP00000015815
ENSLOCP00000014798	ENSORLP00000006085
ENSLOCP00000013196	ENSORLP00000016050
ENSLOCP00000012184	ENSORLP00000008370
ENSLOCP00000006991	ENSORLP00000020847
ENSLOCP00000016583	ENSORLP00000015650
ENSLOCP00000016583	ENSORLP00000000265
ENSLOCP00000016348	ENSORLP00000005273
ENSLOCP00000004572	ENSORLP00000018809
ENSLOCP00000012068	ENSORLP00000022449
ENSLOCP00000018138	ENSORLP00000023899
ENSLOCP00000018138	ENSORLP00000000502
ENSLOCP00000005599	ENSORLP00000012129
ENSLOCP00000010475	ENSORLP00000018439
ENSLOCP00000002644	ENSORLP00000010391
ENSLOCP00000007978	ENSORLP00000004478
ENSLOCP00000007978	ENSORLP00000006537
ENSLOCP00000009094	ENSORLP00000005812
ENSLOCP00000001889	ENSORLP00000023195
ENSLOCP00000007126	ENSORLP00000014466
ENSLOCP00000018900	ENSORLP00000011341
ENSLOCP00000012906	ENSORLP00000013347
ENSLOCP00000012906	ENSORLP00000002582
ENSLOCP00000012567	ENSORLP00000008221
ENSLOCP00000020306	ENSORLP00000011469
ENSLOCP00000013563	ENSORLP00000000499
ENSLOCP00000012411	ENSORLP00000010016
ENSLOCP00000012433	ENSORLP00000010026
ENSLOCP00000020230	ENSORLP00000018317
ENSLOCP00000017133	ENSORLP00000005883
ENSLOCP00000019635	ENSORLP00000000669
ENSLOCP00000019635	ENSORLP00000020214
ENSLOCP00000009904	ENSORLP00000008445
ENSLOCP00000005735	ENSORLP00000011977
ENSLOCP00000005735	ENSORLP00000018336
ENSLOCP00000006928	ENSORLP00000020827
ENSLOCP00000006928	ENSORLP00000010979
ENSLOCP00000018644	ENSORLP00000019404
ENSLOCP00000002893	ENSORLP00000020295
ENSLOCP00000006824	ENSORLP00000012039
ENSLOCP00000013146	ENSORLP00000019987
ENSLOCP00000004693	ENSORLP00000025674
ENSLOCP00000009506	ENSORLP00000025658
ENSLOCP00000009506	ENSORLP00000011141
ENSLOCP00000008821	ENSORLP00000017336
ENSLOCP00000002852	ENSORLP00000020188
ENSLOCP00000018162	ENSORLP00000001960
ENSLOCP00000012156	ENSORLP00000022402
ENSLOCP00000014281	ENSORLP00000012927
ENSLOCP00000007117	ENSORLP00000015767
ENSLOCP00000017202	ENSORLP00000009030
ENSLOCP00000009813	ENSORLP00000014618
ENSLOCP00000011310	ENSORLP00000009346
ENSLOCP00000004547	ENSORLP00000005422
ENSLOCP00000003854	ENSORLP00000015693
ENSLOCP00000003854	ENSORLP00000019843
ENSLOCP00000016880	ENSORLP00000008717
ENSLOCP00000005322	ENSORLP00000005497
ENSLOCP00000018691	ENSORLP00000002306
ENSLOCP00000007496	ENSORLP00000011325
ENSLOCP00000007009	ENSORLP00000005508
ENSLOCP00000011521	ENSORLP00000016902
ENSLOCP00000005451	ENSORLP00000019329
ENSLOCP00000016910	ENSORLP00000008010
ENSLOCP00000016910	ENSORLP00000006581
ENSLOCP00000005760	ENSORLP00000008369
ENSLOCP00000000999	ENSORLP00000025402
ENSLOCP00000012922	ENSORLP00000020686
ENSLOCP00000012922	ENSORLP00000011402
ENSLOCP00000011733	ENSORLP00000013821
ENSLOCP00000002819	ENSORLP00000012460
ENSLOCP00000005105	ENSORLP00000024053
ENSLOCP00000020462	ENSORLP00000005236
ENSLOCP00000013229	ENSORLP00000022745
ENSLOCP00000002422	ENSORLP00000019984
ENSLOCP00000007137	ENSORLP00000019733
ENSLOCP00000008100	ENSORLP00000020569
ENSLOCP00000014292	ENSORLP00000006341
ENSLOCP00000016048	ENSORLP00000020862
ENSLOCP00000016048	ENSORLP00000014050
ENSLOCP00000009135	ENSORLP00000021802
ENSLOCP00000013389	ENSORLP00000005546
ENSLOCP00000015294	ENSORLP00000003676
ENSLOCP00000018282	ENSORLP00000008526
ENSLOCP00000019874	ENSORLP00000001967
ENSLOCP00000001620	ENSORLP00000006583
ENSLOCP00000016983	ENSORLP00000012779
ENSLOCP00000016983	ENSORLP00000004346
ENSLOCP00000001993	ENSORLP00000010071
ENSLOCP00000021139	ENSORLP00000015907
ENSLOCP00000015793	ENSORLP00000003673
ENSLOCP00000014911	ENSORLP00000005986
ENSLOCP00000003109	ENSORLP00000012093
ENSLOCP00000014429	ENSORLP00000003915
ENSLOCP00000011469	ENSORLP00000022686
ENSLOCP00000008747	ENSORLP00000019931
ENSLOCP00000003030	ENSORLP00000014493
ENSLOCP00000005987	ENSORLP00000010909
ENSLOCP00000007766	ENSORLP00000018776
ENSLOCP00000003512	ENSORLP00000014296
ENSLOCP00000008157	ENSORLP00000012051
ENSLOCP00000000511	ENSORLP00000011339
ENSLOCP00000016179	ENSORLP00000013949
ENSLOCP00000011968	ENSORLP00000021489
ENSLOCP00000003269	ENSORLP00000025588
ENSLOCP00000021444	ENSORLP00000000650
ENSLOCP00000007512	ENSORLP00000005793
ENSLOCP00000010531	ENSORLP00000025795
ENSLOCP00000021141	ENSORLP00000020983
ENSLOCP00000006762	ENSORLP00000007563
ENSLOCP00000011364	ENSORLP00000017991
ENSLOCP00000000702	ENSORLP00000020728
ENSLOCP00000011852	ENSORLP00000014895
ENSLOCP00000011852	ENSORLP00000011900
ENSLOCP00000016971	ENSORLP00000007902
ENSLOCP00000016971	ENSORLP00000006345
ENSLOCP00000002755	ENSORLP00000010305
ENSLOCP00000019564	ENSORLP00000024811
ENSLOCP00000012768	ENSORLP00000012733
ENSLOCP00000006944	ENSORLP00000018038
ENSLOCP00000017680	ENSORLP00000000565
ENSLOCP00000009121	ENSORLP00000017272
ENSLOCP00000009102	ENSORLP00000015007
ENSLOCP00000018564	ENSORLP00000016193
ENSLOCP00000000253	ENSORLP00000007881
ENSLOCP00000012957	ENSORLP00000010638
ENSLOCP00000019962	ENSORLP00000016574
ENSLOCP00000013872	ENSORLP00000003192
ENSLOCP00000020166	ENSORLP00000023513
ENSLOCP00000014800	ENSORLP00000020346
ENSLOCP00000007654	ENSORLP00000007073
ENSLOCP00000016433	ENSORLP00000000711
ENSLOCP00000001591	ENSORLP00000006562
ENSLOCP00000009092	ENSORLP00000011935
ENSLOCP00000011580	ENSORLP00000003005
ENSLOCP00000011580	ENSORLP00000002035
ENSLOCP00000019949	ENSORLP00000002178
ENSLOCP00000019949	ENSORLP00000003215
ENSLOCP00000002909	ENSORLP00000012347
ENSLOCP00000008090	ENSORLP00000017025
ENSLOCP00000016301	ENSORLP00000008237
ENSLOCP00000007075	ENSORLP00000002917
ENSLOCP00000018648	ENSORLP00000002081
ENSLOCP00000013828	ENSORLP00000017941
ENSLOCP00000001155	ENSORLP00000008019
ENSLOCP00000020117	ENSORLP00000018106
ENSLOCP00000015882	ENSORLP00000021416
ENSLOCP00000018924	ENSORLP00000007827
ENSLOCP00000014823	ENSORLP00000002160
ENSLOCP00000007802	ENSORLP00000005823
ENSLOCP00000007183	ENSORLP00000008502
ENSLOCP00000007183	ENSORLP00000011510
ENSLOCP00000015386	ENSORLP00000018108
ENSLOCP00000015386	ENSORLP00000005181
