ENSTGUP00000008915	ENSLOCP00000009128
ENSTGUP00000002478	ENSLOCP00000013735
ENSTGUP00000009658	ENSLOCP00000006181
ENSTGUP00000001820	ENSLOCP00000003148
ENSTGUP00000017533	ENSLOCP00000001086
ENSTGUP00000017724	ENSLOCP00000006489
ENSTGUP00000001056	ENSLOCP00000012853
ENSTGUP00000007779	ENSLOCP00000006065
ENSTGUP00000013125	ENSLOCP00000006858
ENSTGUP00000003825	ENSLOCP00000017921
ENSTGUP00000017782	ENSLOCP00000004308
ENSTGUP00000006820	ENSLOCP00000016541
ENSTGUP00000000215	ENSLOCP00000007164
ENSTGUP00000006661	ENSLOCP00000009019
ENSTGUP00000004557	ENSLOCP00000001778
ENSTGUP00000009938	ENSLOCP00000010343
ENSTGUP00000010389	ENSLOCP00000005080
ENSTGUP00000006055	ENSLOCP00000011956
ENSTGUP00000011771	ENSLOCP00000001998
ENSTGUP00000011932	ENSLOCP00000004985
ENSTGUP00000005259	ENSLOCP00000010342
ENSTGUP00000003891	ENSLOCP00000001425
ENSTGUP00000013758	ENSLOCP00000013636
ENSTGUP00000002753	ENSLOCP00000014091
ENSTGUP00000007872	ENSLOCP00000009948
ENSTGUP00000000519	ENSLOCP00000014553
ENSTGUP00000010281	ENSLOCP00000007003
ENSTGUP00000010238	ENSLOCP00000012228
ENSTGUP00000000002	ENSLOCP00000011630
ENSTGUP00000003655	ENSLOCP00000002815
ENSTGUP00000006891	ENSLOCP00000010439
ENSTGUP00000004276	ENSLOCP00000007490
ENSTGUP00000016586	ENSLOCP00000010438
ENSTGUP00000006809	ENSLOCP00000019916
ENSTGUP00000013686	ENSLOCP00000008952
ENSTGUP00000011384	ENSLOCP00000011725
ENSTGUP00000010596	ENSLOCP00000018551
ENSTGUP00000003997	ENSLOCP00000007013
ENSTGUP00000004000	ENSLOCP00000017561
ENSTGUP00000000277	ENSLOCP00000007882
ENSTGUP00000002652	ENSLOCP00000019112
ENSTGUP00000013391	ENSLOCP00000020782
ENSTGUP00000006497	ENSLOCP00000010907
ENSTGUP00000014977	ENSLOCP00000009708
ENSTGUP00000013662	ENSLOCP00000009331
ENSTGUP00000017665	ENSLOCP00000011051
ENSTGUP00000011255	ENSLOCP00000014798
ENSTGUP00000013625	ENSLOCP00000020362
ENSTGUP00000013565	ENSLOCP00000021272
ENSTGUP00000008508	ENSLOCP00000012184
ENSTGUP00000008232	ENSLOCP00000016583
ENSTGUP00000008971	ENSLOCP00000016348
ENSTGUP00000005563	ENSLOCP00000004572
ENSTGUP00000008709	ENSLOCP00000005599
ENSTGUP00000003359	ENSLOCP00000007978
ENSTGUP00000005378	ENSLOCP00000018900
ENSTGUP00000006422	ENSLOCP00000020306
ENSTGUP00000003932	ENSLOCP00000019769
ENSTGUP00000009978	ENSLOCP00000012411
ENSTGUP00000008400	ENSLOCP00000020230
ENSTGUP00000015343	ENSLOCP00000019635
ENSTGUP00000004486	ENSLOCP00000001806
ENSTGUP00000010406	ENSLOCP00000013616
ENSTGUP00000008834	ENSLOCP00000013981
ENSTGUP00000006485	ENSLOCP00000006928
ENSTGUP00000014021	ENSLOCP00000011695
ENSTGUP00000002695	ENSLOCP00000009231
ENSTGUP00000007964	ENSLOCP00000002893
ENSTGUP00000006290	ENSLOCP00000006824
ENSTGUP00000002148	ENSLOCP00000013146
ENSTGUP00000009377	ENSLOCP00000004693
ENSTGUP00000006722	ENSLOCP00000009506
ENSTGUP00000007732	ENSLOCP00000008821
ENSTGUP00000018293	ENSLOCP00000002852
ENSTGUP00000004961	ENSLOCP00000001715
ENSTGUP00000004585	ENSLOCP00000014281
ENSTGUP00000007240	ENSLOCP00000007117
ENSTGUP00000009287	ENSLOCP00000017202
ENSTGUP00000017247	ENSLOCP00000005322
ENSTGUP00000000111	ENSLOCP00000013736
ENSTGUP00000002702	ENSLOCP00000018691
ENSTGUP00000006328	ENSLOCP00000007009
ENSTGUP00000000155	ENSLOCP00000005451
ENSTGUP00000005853	ENSLOCP00000016910
ENSTGUP00000006686	ENSLOCP00000005760
ENSTGUP00000003117	ENSLOCP00000000999
ENSTGUP00000012588	ENSLOCP00000012922
ENSTGUP00000000134	ENSLOCP00000011733
ENSTGUP00000004525	ENSLOCP00000002819
ENSTGUP00000012512	ENSLOCP00000018761
ENSTGUP00000009688	ENSLOCP00000003846
ENSTGUP00000012883	ENSLOCP00000020462
ENSTGUP00000008352	ENSLOCP00000017693
ENSTGUP00000009929	ENSLOCP00000019391
ENSTGUP00000008808	ENSLOCP00000009135
ENSTGUP00000001624	ENSLOCP00000013389
ENSTGUP00000003727	ENSLOCP00000014870
ENSTGUP00000007782	ENSLOCP00000015294
ENSTGUP00000017025	ENSLOCP00000018282
ENSTGUP00000006943	ENSLOCP00000019874
ENSTGUP00000017609	ENSLOCP00000001620
ENSTGUP00000010867	ENSLOCP00000013917
ENSTGUP00000005080	ENSLOCP00000016983
ENSTGUP00000013090	ENSLOCP00000021139
ENSTGUP00000011199	ENSLOCP00000014911
ENSTGUP00000006208	ENSLOCP00000011469
ENSTGUP00000004093	ENSLOCP00000003030
ENSTGUP00000007070	ENSLOCP00000003512
ENSTGUP00000009294	ENSLOCP00000008157
ENSTGUP00000001676	ENSLOCP00000000511
ENSTGUP00000005206	ENSLOCP00000016179
ENSTGUP00000017673	ENSLOCP00000011968
ENSTGUP00000003747	ENSLOCP00000003269
ENSTGUP00000002844	ENSLOCP00000021444
ENSTGUP00000001015	ENSLOCP00000007512
ENSTGUP00000001908	ENSLOCP00000009883
ENSTGUP00000011005	ENSLOCP00000006762
ENSTGUP00000004619	ENSLOCP00000019564
ENSTGUP00000009631	ENSLOCP00000012768
ENSTGUP00000016269	ENSLOCP00000006944
ENSTGUP00000006235	ENSLOCP00000005645
ENSTGUP00000012359	ENSLOCP00000018564
ENSTGUP00000010105	ENSLOCP00000000253
ENSTGUP00000008813	ENSLOCP00000012436
ENSTGUP00000011754	ENSLOCP00000019962
ENSTGUP00000004739	ENSLOCP00000014800
ENSTGUP00000008714	ENSLOCP00000007654
ENSTGUP00000017612	ENSLOCP00000001591
ENSTGUP00000005331	ENSLOCP00000009092
ENSTGUP00000012537	ENSLOCP00000011580
ENSTGUP00000013080	ENSLOCP00000019949
ENSTGUP00000001822	ENSLOCP00000008771
ENSTGUP00000004485	ENSLOCP00000002909
ENSTGUP00000009895	ENSLOCP00000008090
ENSTGUP00000002434	ENSLOCP00000016301
ENSTGUP00000006731	ENSLOCP00000007075
ENSTGUP00000011293	ENSLOCP00000003717
ENSTGUP00000002217	ENSLOCP00000018648
ENSTGUP00000011660	ENSLOCP00000020117
ENSTGUP00000013322	ENSLOCP00000015882
ENSTGUP00000017599	ENSLOCP00000018924
ENSTGUP00000007648	ENSLOCP00000007802
ENSTGUP00000005390	ENSLOCP00000007183
ENSTGUP00000011774	ENSLOCP00000020928
ENSTGUP00000002751	ENSLOCP00000015386
ENSTGUP00000003521	ENSLOCP00000005237
ENSTGUP00000010050	ENSLOCP00000005794
ENSTGUP00000001871	ENSLOCP00000011607
ENSTGUP00000008182	ENSLOCP00000003340
ENSTGUP00000001566	ENSLOCP00000008873
ENSTGUP00000002650	ENSLOCP00000002981
ENSTGUP00000000600	ENSLOCP00000011338
ENSTGUP00000012839	ENSLOCP00000010972
ENSTGUP00000016167	ENSLOCP00000001672
ENSTGUP00000001099	ENSLOCP00000014059
ENSTGUP00000011613	ENSLOCP00000018669
ENSTGUP00000009606	ENSLOCP00000002134
ENSTGUP00000000064	ENSLOCP00000005187
ENSTGUP00000007654	ENSLOCP00000016110
ENSTGUP00000009962	ENSLOCP00000003362
ENSTGUP00000006896	ENSLOCP00000004900
ENSTGUP00000013507	ENSLOCP00000009902
ENSTGUP00000017867	ENSLOCP00000015286
ENSTGUP00000004994	ENSLOCP00000005069
ENSTGUP00000006430	ENSLOCP00000007127
ENSTGUP00000003255	ENSLOCP00000015077
ENSTGUP00000012389	ENSLOCP00000011966
ENSTGUP00000008702	ENSLOCP00000004043
ENSTGUP00000006509	ENSLOCP00000009868
ENSTGUP00000002707	ENSLOCP00000000646
ENSTGUP00000001473	ENSLOCP00000002993
ENSTGUP00000012328	ENSLOCP00000020985
ENSTGUP00000004957	ENSLOCP00000017801
ENSTGUP00000015405	ENSLOCP00000014828
ENSTGUP00000010267	ENSLOCP00000000783
ENSTGUP00000008854	ENSLOCP00000002331
ENSTGUP00000004246	ENSLOCP00000011687
ENSTGUP00000007216	ENSLOCP00000015455
ENSTGUP00000001936	ENSLOCP00000015429
ENSTGUP00000000103	ENSLOCP00000015768
ENSTGUP00000000535	ENSLOCP00000014609
ENSTGUP00000005964	ENSLOCP00000016818
ENSTGUP00000007681	ENSLOCP00000004411
ENSTGUP00000001147	ENSLOCP00000003153
ENSTGUP00000003575	ENSLOCP00000009886
ENSTGUP00000013654	ENSLOCP00000020190
ENSTGUP00000007993	ENSLOCP00000016532
ENSTGUP00000008941	ENSLOCP00000016472
ENSTGUP00000013669	ENSLOCP00000022094
ENSTGUP00000000980	ENSLOCP00000011160
ENSTGUP00000015639	ENSLOCP00000008265
ENSTGUP00000004862	ENSLOCP00000018952
ENSTGUP00000002818	ENSLOCP00000004814
ENSTGUP00000000192	ENSLOCP00000012999
ENSTGUP00000008798	ENSLOCP00000014079
ENSTGUP00000013766	ENSLOCP00000007639
ENSTGUP00000003190	ENSLOCP00000019482
ENSTGUP00000008775	ENSLOCP00000001810
ENSTGUP00000010956	ENSLOCP00000006832
ENSTGUP00000008713	ENSLOCP00000001883
ENSTGUP00000013014	ENSLOCP00000018022
ENSTGUP00000001314	ENSLOCP00000012401
ENSTGUP00000006247	ENSLOCP00000010126
ENSTGUP00000001132	ENSLOCP00000003100
ENSTGUP00000015045	ENSLOCP00000020695
ENSTGUP00000010412	ENSLOCP00000012412
ENSTGUP00000010427	ENSLOCP00000018584
ENSTGUP00000012048	ENSLOCP00000015733
ENSTGUP00000003830	ENSLOCP00000008736
ENSTGUP00000001973	ENSLOCP00000019571
ENSTGUP00000004892	ENSLOCP00000022250
ENSTGUP00000013003	ENSLOCP00000016041
ENSTGUP00000007529	ENSLOCP00000020073
ENSTGUP00000012446	ENSLOCP00000003025
ENSTGUP00000001294	ENSLOCP00000013336
ENSTGUP00000009273	ENSLOCP00000008635
ENSTGUP00000010138	ENSLOCP00000012073
ENSTGUP00000004706	ENSLOCP00000018477
ENSTGUP00000009087	ENSLOCP00000010296
ENSTGUP00000011229	ENSLOCP00000011431
ENSTGUP00000012750	ENSLOCP00000019890
ENSTGUP00000005789	ENSLOCP00000003343
ENSTGUP00000008504	ENSLOCP00000004961
ENSTGUP00000012245	ENSLOCP00000012361
ENSTGUP00000005042	ENSLOCP00000017515
ENSTGUP00000003967	ENSLOCP00000022011
ENSTGUP00000004466	ENSLOCP00000018736
ENSTGUP00000011359	ENSLOCP00000019008
ENSTGUP00000006025	ENSLOCP00000016162
ENSTGUP00000000436	ENSLOCP00000012000
ENSTGUP00000002002	ENSLOCP00000014482
ENSTGUP00000011040	ENSLOCP00000003077
ENSTGUP00000006957	ENSLOCP00000016984
ENSTGUP00000014338	ENSLOCP00000015166
ENSTGUP00000018194	ENSLOCP00000012703
ENSTGUP00000000994	ENSLOCP00000012800
ENSTGUP00000000646	ENSLOCP00000006211
ENSTGUP00000015549	ENSLOCP00000015163
ENSTGUP00000016332	ENSLOCP00000019036
ENSTGUP00000008818	ENSLOCP00000002866
ENSTGUP00000005778	ENSLOCP00000008338
ENSTGUP00000000366	ENSLOCP00000004541
ENSTGUP00000003241	ENSLOCP00000005061
ENSTGUP00000012961	ENSLOCP00000008900
ENSTGUP00000004837	ENSLOCP00000003975
ENSTGUP00000004384	ENSLOCP00000003197
ENSTGUP00000012142	ENSLOCP00000020412
ENSTGUP00000003405	ENSLOCP00000005146
ENSTGUP00000007318	ENSLOCP00000019136
ENSTGUP00000000035	ENSLOCP00000011723
ENSTGUP00000017571	ENSLOCP00000018356
ENSTGUP00000015692	ENSLOCP00000001102
ENSTGUP00000000870	ENSLOCP00000011666
ENSTGUP00000008988	ENSLOCP00000019614
ENSTGUP00000010760	ENSLOCP00000001764
ENSTGUP00000006899	ENSLOCP00000011665
ENSTGUP00000015044	ENSLOCP00000002449
ENSTGUP00000013895	ENSLOCP00000012820
ENSTGUP00000001283	ENSLOCP00000013311
ENSTGUP00000015798	ENSLOCP00000019031
ENSTGUP00000004771	ENSLOCP00000017806
ENSTGUP00000002094	ENSLOCP00000019282
ENSTGUP00000017799	ENSLOCP00000014512
ENSTGUP00000002004	ENSLOCP00000015167
ENSTGUP00000013068	ENSLOCP00000009287
ENSTGUP00000014386	ENSLOCP00000007803
ENSTGUP00000015254	ENSLOCP00000016544
ENSTGUP00000012507	ENSLOCP00000021904
ENSTGUP00000002557	ENSLOCP00000022450
ENSTGUP00000006143	ENSLOCP00000004488
ENSTGUP00000009648	ENSLOCP00000020024
ENSTGUP00000013270	ENSLOCP00000020859
ENSTGUP00000005550	ENSLOCP00000007832
ENSTGUP00000000853	ENSLOCP00000000434
ENSTGUP00000002952	ENSLOCP00000012948
ENSTGUP00000000279	ENSLOCP00000005193
ENSTGUP00000010437	ENSLOCP00000010194
ENSTGUP00000006582	ENSLOCP00000007926
ENSTGUP00000006272	ENSLOCP00000010024
ENSTGUP00000010604	ENSLOCP00000012287
ENSTGUP00000013930	ENSLOCP00000010787
ENSTGUP00000004338	ENSLOCP00000009015
ENSTGUP00000006732	ENSLOCP00000005707
ENSTGUP00000010691	ENSLOCP00000007270
ENSTGUP00000012199	ENSLOCP00000001138
ENSTGUP00000017543	ENSLOCP00000002985
ENSTGUP00000009283	ENSLOCP00000017723
ENSTGUP00000006186	ENSLOCP00000003444
ENSTGUP00000011465	ENSLOCP00000011930
ENSTGUP00000008229	ENSLOCP00000007261
ENSTGUP00000007560	ENSLOCP00000004135
ENSTGUP00000002147	ENSLOCP00000013207
ENSTGUP00000000187	ENSLOCP00000012976
ENSTGUP00000012080	ENSLOCP00000000415
ENSTGUP00000000047	ENSLOCP00000006812
ENSTGUP00000017655	ENSLOCP00000009757
ENSTGUP00000007973	ENSLOCP00000015890
ENSTGUP00000013389	ENSLOCP00000012293
ENSTGUP00000008735	ENSLOCP00000008921
ENSTGUP00000001747	ENSLOCP00000004566
ENSTGUP00000005010	ENSLOCP00000017647
ENSTGUP00000001450	ENSLOCP00000013027
ENSTGUP00000009457	ENSLOCP00000020958
ENSTGUP00000005878	ENSLOCP00000013329
ENSTGUP00000011934	ENSLOCP00000020020
ENSTGUP00000011409	ENSLOCP00000011815
ENSTGUP00000009949	ENSLOCP00000019986
ENSTGUP00000009014	ENSLOCP00000017744
ENSTGUP00000000691	ENSLOCP00000002141
ENSTGUP00000011144	ENSLOCP00000015029
ENSTGUP00000004169	ENSLOCP00000015111
ENSTGUP00000001336	ENSLOCP00000012558
ENSTGUP00000011639	ENSLOCP00000015214
ENSTGUP00000010053	ENSLOCP00000019071
ENSTGUP00000017007	ENSLOCP00000009450
ENSTGUP00000008241	ENSLOCP00000019228
ENSTGUP00000004380	ENSLOCP00000010744
ENSTGUP00000007922	ENSLOCP00000005744
ENSTGUP00000006268	ENSLOCP00000015918
ENSTGUP00000015939	ENSLOCP00000018527
ENSTGUP00000005432	ENSLOCP00000008221
ENSTGUP00000010581	ENSLOCP00000019579
ENSTGUP00000000076	ENSLOCP00000011235
ENSTGUP00000010391	ENSLOCP00000012400
ENSTGUP00000006693	ENSLOCP00000020366
ENSTGUP00000001142	ENSLOCP00000015030
ENSTGUP00000005662	ENSLOCP00000019222
ENSTGUP00000001502	ENSLOCP00000012990
ENSTGUP00000009117	ENSLOCP00000008430
ENSTGUP00000009124	ENSLOCP00000008449
ENSTGUP00000010804	ENSLOCP00000006386
ENSTGUP00000007866	ENSLOCP00000006552
ENSTGUP00000009777	ENSLOCP00000004758
ENSTGUP00000004527	ENSLOCP00000002795
ENSTGUP00000008365	ENSLOCP00000006989
ENSTGUP00000000417	ENSLOCP00000001720
ENSTGUP00000003068	ENSLOCP00000012908
ENSTGUP00000006478	ENSLOCP00000005284
ENSTGUP00000011856	ENSLOCP00000019998
ENSTGUP00000011646	ENSLOCP00000005669
ENSTGUP00000001850	ENSLOCP00000015545
ENSTGUP00000005391	ENSLOCP00000016467
ENSTGUP00000005286	ENSLOCP00000007719
ENSTGUP00000006079	ENSLOCP00000011559
ENSTGUP00000004699	ENSLOCP00000000905
ENSTGUP00000006336	ENSLOCP00000016752
ENSTGUP00000007059	ENSLOCP00000017033
ENSTGUP00000007359	ENSLOCP00000014189
ENSTGUP00000001410	ENSLOCP00000012706
ENSTGUP00000001370	ENSLOCP00000001293
ENSTGUP00000013433	ENSLOCP00000020578
ENSTGUP00000012498	ENSLOCP00000012140
ENSTGUP00000005837	ENSLOCP00000009819
ENSTGUP00000008153	ENSLOCP00000009711
ENSTGUP00000000285	ENSLOCP00000011771
ENSTGUP00000001788	ENSLOCP00000004489
ENSTGUP00000001516	ENSLOCP00000013077
ENSTGUP00000001776	ENSLOCP00000004508
ENSTGUP00000015944	ENSLOCP00000013069
ENSTGUP00000005872	ENSLOCP00000009838
ENSTGUP00000012485	ENSLOCP00000013341
ENSTGUP00000010413	ENSLOCP00000001575
ENSTGUP00000009473	ENSLOCP00000019355
ENSTGUP00000006376	ENSLOCP00000006607
ENSTGUP00000017714	ENSLOCP00000014941
ENSTGUP00000010166	ENSLOCP00000012302
ENSTGUP00000005454	ENSLOCP00000019627
ENSTGUP00000011748	ENSLOCP00000002090
ENSTGUP00000002196	ENSLOCP00000019443
ENSTGUP00000013559	ENSLOCP00000014617
ENSTGUP00000001988	ENSLOCP00000014027
ENSTGUP00000004410	ENSLOCP00000002971
ENSTGUP00000004377	ENSLOCP00000013808
ENSTGUP00000009455	ENSLOCP00000017026
ENSTGUP00000010101	ENSLOCP00000007886
ENSTGUP00000007658	ENSLOCP00000005132
ENSTGUP00000000796	ENSLOCP00000000129
ENSTGUP00000008919	ENSLOCP00000007165
ENSTGUP00000013127	ENSLOCP00000010403
ENSTGUP00000004946	ENSLOCP00000005492
ENSTGUP00000004589	ENSLOCP00000003143
ENSTGUP00000006510	ENSLOCP00000007887
ENSTGUP00000010645	ENSLOCP00000002180
ENSTGUP00000004616	ENSLOCP00000011058
ENSTGUP00000005616	ENSLOCP00000018227
ENSTGUP00000011231	ENSLOCP00000018983
ENSTGUP00000011812	ENSLOCP00000009701
ENSTGUP00000008839	ENSLOCP00000019366
ENSTGUP00000001334	ENSLOCP00000012323
ENSTGUP00000010360	ENSLOCP00000010206
ENSTGUP00000000585	ENSLOCP00000011350
ENSTGUP00000013115	ENSLOCP00000010451
ENSTGUP00000001781	ENSLOCP00000005657
ENSTGUP00000012224	ENSLOCP00000021334
ENSTGUP00000001126	ENSLOCP00000006771
ENSTGUP00000013742	ENSLOCP00000013623
ENSTGUP00000008983	ENSLOCP00000005307
ENSTGUP00000011253	ENSLOCP00000007240
ENSTGUP00000006989	ENSLOCP00000002617
ENSTGUP00000000948	ENSLOCP00000005491
ENSTGUP00000010034	ENSLOCP00000015756
ENSTGUP00000007505	ENSLOCP00000018367
ENSTGUP00000012508	ENSLOCP00000020507
ENSTGUP00000002971	ENSLOCP00000014486
ENSTGUP00000015243	ENSLOCP00000016551
ENSTGUP00000002719	ENSLOCP00000018689
ENSTGUP00000000898	ENSLOCP00000005062
ENSTGUP00000005594	ENSLOCP00000007478
ENSTGUP00000011924	ENSLOCP00000020015
ENSTGUP00000009619	ENSLOCP00000007755
ENSTGUP00000003393	ENSLOCP00000008105
ENSTGUP00000000189	ENSLOCP00000001481
ENSTGUP00000004806	ENSLOCP00000013922
ENSTGUP00000001063	ENSLOCP00000004786
ENSTGUP00000005285	ENSLOCP00000001794
ENSTGUP00000002621	ENSLOCP00000018487
ENSTGUP00000012953	ENSLOCP00000020023
ENSTGUP00000010237	ENSLOCP00000003149
ENSTGUP00000012108	ENSLOCP00000018889
ENSTGUP00000017750	ENSLOCP00000014646
ENSTGUP00000001902	ENSLOCP00000014965
ENSTGUP00000005547	ENSLOCP00000019623
ENSTGUP00000010234	ENSLOCP00000012262
ENSTGUP00000012720	ENSLOCP00000018979
ENSTGUP00000008250	ENSLOCP00000022461
ENSTGUP00000017608	ENSLOCP00000004300
ENSTGUP00000011218	ENSLOCP00000019855
ENSTGUP00000009336	ENSLOCP00000005897
ENSTGUP00000000008	ENSLOCP00000001909
ENSTGUP00000000999	ENSLOCP00000004476
ENSTGUP00000015448	ENSLOCP00000018466
ENSTGUP00000009360	ENSLOCP00000008791
ENSTGUP00000005704	ENSLOCP00000019231
ENSTGUP00000001387	ENSLOCP00000010954
ENSTGUP00000004265	ENSLOCP00000000345
ENSTGUP00000011123	ENSLOCP00000021901
ENSTGUP00000000857	ENSLOCP00000011678
ENSTGUP00000008251	ENSLOCP00000015751
ENSTGUP00000002787	ENSLOCP00000020245
ENSTGUP00000016120	ENSLOCP00000005875
ENSTGUP00000006184	ENSLOCP00000020295
ENSTGUP00000009635	ENSLOCP00000017077
ENSTGUP00000012770	ENSLOCP00000020358
ENSTGUP00000002626	ENSLOCP00000021222
ENSTGUP00000012581	ENSLOCP00000012878
ENSTGUP00000012581	ENSLOCP00000012890
ENSTGUP00000003890	ENSLOCP00000002206
ENSTGUP00000010355	ENSLOCP00000013002
ENSTGUP00000007080	ENSLOCP00000003599
ENSTGUP00000017594	ENSLOCP00000005278
ENSTGUP00000011185	ENSLOCP00000019974
ENSTGUP00000017627	ENSLOCP00000003448
ENSTGUP00000001567	ENSLOCP00000016550
ENSTGUP00000002596	ENSLOCP00000015492
ENSTGUP00000007146	ENSLOCP00000010298
ENSTGUP00000005987	ENSLOCP00000007403
ENSTGUP00000005059	ENSLOCP00000018783
ENSTGUP00000013598	ENSLOCP00000001055
ENSTGUP00000015212	ENSLOCP00000017568
ENSTGUP00000013760	ENSLOCP00000013656
ENSTGUP00000003166	ENSLOCP00000007625
ENSTGUP00000009296	ENSLOCP00000017375
ENSTGUP00000006383	ENSLOCP00000006634
ENSTGUP00000005008	ENSLOCP00000007411
ENSTGUP00000009939	ENSLOCP00000019428
ENSTGUP00000013145	ENSLOCP00000021061
ENSTGUP00000002179	ENSLOCP00000015567
ENSTGUP00000001338	ENSLOCP00000012579
ENSTGUP00000007677	ENSLOCP00000016280
ENSTGUP00000017541	ENSLOCP00000012850
ENSTGUP00000003285	ENSLOCP00000005747
ENSTGUP00000001471	ENSLOCP00000012806
ENSTGUP00000001469	ENSLOCP00000012813
ENSTGUP00000013926	ENSLOCP00000008393
ENSTGUP00000004938	ENSLOCP00000007479
ENSTGUP00000009865	ENSLOCP00000004493
ENSTGUP00000009012	ENSLOCP00000013177
ENSTGUP00000012496	ENSLOCP00000006816
ENSTGUP00000011988	ENSLOCP00000009182
ENSTGUP00000003290	ENSLOCP00000002538
ENSTGUP00000000363	ENSLOCP00000001174
ENSTGUP00000004677	ENSLOCP00000010487
ENSTGUP00000002985	ENSLOCP00000005764
ENSTGUP00000001555	ENSLOCP00000014587
ENSTGUP00000011324	ENSLOCP00000001439
ENSTGUP00000015528	ENSLOCP00000014944
ENSTGUP00000017572	ENSLOCP00000018359
ENSTGUP00000012551	ENSLOCP00000011522
ENSTGUP00000010431	ENSLOCP00000001685
ENSTGUP00000007411	ENSLOCP00000002767
ENSTGUP00000012209	ENSLOCP00000012439
ENSTGUP00000008632	ENSLOCP00000002824
ENSTGUP00000017779	ENSLOCP00000015618
ENSTGUP00000008589	ENSLOCP00000019400
ENSTGUP00000010892	ENSLOCP00000016036
ENSTGUP00000001406	ENSLOCP00000012722
ENSTGUP00000013848	ENSLOCP00000007311
ENSTGUP00000000385	ENSLOCP00000014968
ENSTGUP00000004654	ENSLOCP00000004652
ENSTGUP00000005161	ENSLOCP00000002033
ENSTGUP00000001744	ENSLOCP00000004675
ENSTGUP00000010194	ENSLOCP00000008004
ENSTGUP00000004211	ENSLOCP00000017807
ENSTGUP00000006115	ENSLOCP00000007843
ENSTGUP00000007035	ENSLOCP00000001085
ENSTGUP00000006266	ENSLOCP00000008187
ENSTGUP00000007957	ENSLOCP00000013704
ENSTGUP00000000070	ENSLOCP00000012506
ENSTGUP00000008107	ENSLOCP00000009732
ENSTGUP00000007976	ENSLOCP00000020119
ENSTGUP00000001422	ENSLOCP00000013138
ENSTGUP00000009077	ENSLOCP00000002524
ENSTGUP00000011910	ENSLOCP00000004941
ENSTGUP00000000989	ENSLOCP00000005592
ENSTGUP00000013558	ENSLOCP00000020619
ENSTGUP00000001762	ENSLOCP00000005953
ENSTGUP00000007513	ENSLOCP00000006462
ENSTGUP00000011358	ENSLOCP00000006910
ENSTGUP00000000953	ENSLOCP00000004423
ENSTGUP00000008473	ENSLOCP00000012258
ENSTGUP00000004060	ENSLOCP00000002343
ENSTGUP00000006875	ENSLOCP00000010821
ENSTGUP00000011290	ENSLOCP00000008742
ENSTGUP00000002212	ENSLOCP00000004223
ENSTGUP00000010538	ENSLOCP00000001376
ENSTGUP00000006919	ENSLOCP00000021340
ENSTGUP00000003784	ENSLOCP00000008690
ENSTGUP00000000862	ENSLOCP00000015114
ENSTGUP00000006634	ENSLOCP00000009740
ENSTGUP00000005957	ENSLOCP00000009610
ENSTGUP00000008693	ENSLOCP00000004062
ENSTGUP00000013915	ENSLOCP00000013748
ENSTGUP00000013917	ENSLOCP00000013708
ENSTGUP00000005316	ENSLOCP00000018993
ENSTGUP00000008937	ENSLOCP00000011531
ENSTGUP00000004708	ENSLOCP00000014563
ENSTGUP00000010851	ENSLOCP00000007891
ENSTGUP00000001464	ENSLOCP00000012893
ENSTGUP00000015597	ENSLOCP00000001991
ENSTGUP00000008984	ENSLOCP00000016326
ENSTGUP00000008466	ENSLOCP00000016642
ENSTGUP00000004168	ENSLOCP00000019459
ENSTGUP00000013482	ENSLOCP00000014502
ENSTGUP00000004194	ENSLOCP00000019600
ENSTGUP00000001588	ENSLOCP00000007197
ENSTGUP00000012128	ENSLOCP00000020398
ENSTGUP00000007065	ENSLOCP00000009033
ENSTGUP00000012279	ENSLOCP00000007195
ENSTGUP00000005516	ENSLOCP00000002960
ENSTGUP00000012955	ENSLOCP00000017397
ENSTGUP00000007934	ENSLOCP00000019918
ENSTGUP00000011087	ENSLOCP00000010068
ENSTGUP00000004962	ENSLOCP00000008264
ENSTGUP00000011236	ENSLOCP00000020336
ENSTGUP00000010040	ENSLOCP00000017289
ENSTGUP00000002015	ENSLOCP00000015142
ENSTGUP00000001323	ENSLOCP00000012510
ENSTGUP00000003451	ENSLOCP00000018742
ENSTGUP00000006217	ENSLOCP00000007303
ENSTGUP00000012029	ENSLOCP00000009050
ENSTGUP00000002732	ENSLOCP00000015396
ENSTGUP00000008903	ENSLOCP00000015678
ENSTGUP00000010999	ENSLOCP00000013457
ENSTGUP00000000029	ENSLOCP00000011701
ENSTGUP00000005402	ENSLOCP00000001638
ENSTGUP00000009164	ENSLOCP00000018664
ENSTGUP00000005120	ENSLOCP00000005312
ENSTGUP00000010586	ENSLOCP00000011689
ENSTGUP00000002755	ENSLOCP00000009365
ENSTGUP00000013071	ENSLOCP00000008931
ENSTGUP00000004872	ENSLOCP00000000350
ENSTGUP00000007984	ENSLOCP00000020122
ENSTGUP00000002691	ENSLOCP00000018702
ENSTGUP00000007349	ENSLOCP00000007667
ENSTGUP00000001438	ENSLOCP00000003757
ENSTGUP00000001333	ENSLOCP00000016502
ENSTGUP00000000667	ENSLOCP00000009894
ENSTGUP00000007460	ENSLOCP00000016250
ENSTGUP00000000612	ENSLOCP00000006977
ENSTGUP00000000470	ENSLOCP00000014410
ENSTGUP00000004318	ENSLOCP00000009297
ENSTGUP00000008823	ENSLOCP00000012478
ENSTGUP00000011436	ENSLOCP00000006559
