ENSCAFP00000014731	ENSDARP00000074624
ENSCAFP00000003144	ENSDARP00000117791
ENSCAFP00000014194	ENSDARP00000076787
ENSCAFP00000017664	ENSDARP00000123798
ENSCAFP00000003141	ENSDARP00000028710
ENSCAFP00000037362	ENSDARP00000126878
ENSCAFP00000035063	ENSDARP00000102873
ENSCAFP00000035063	ENSDARP00000072256
ENSCAFP00000024551	ENSDARP00000023050
ENSCAFP00000020603	ENSDARP00000084260
ENSCAFP00000006920	ENSDARP00000021474
ENSCAFP00000003692	ENSDARP00000093602
ENSCAFP00000021617	ENSDARP00000075077
ENSCAFP00000003412	ENSDARP00000106248
ENSCAFP00000013912	ENSDARP00000025140
ENSCAFP00000010288	ENSDARP00000070982
ENSCAFP00000000189	ENSDARP00000126061
ENSCAFP00000023336	ENSDARP00000026697
ENSCAFP00000012593	ENSDARP00000118737
ENSCAFP00000029327	ENSDARP00000111622
ENSCAFP00000023342	ENSDARP00000071970
ENSCAFP00000033932	ENSDARP00000095301
ENSCAFP00000009658	ENSDARP00000101294
ENSCAFP00000009658	ENSDARP00000127688
ENSCAFP00000035463	ENSDARP00000101787
ENSCAFP00000014481	ENSDARP00000115995
ENSCAFP00000024482	ENSDARP00000022906
ENSCAFP00000009645	ENSDARP00000015325
ENSCAFP00000013621	ENSDARP00000109921
ENSCAFP00000001811	ENSDARP00000054459
ENSCAFP00000024565	ENSDARP00000006762
ENSCAFP00000014694	ENSDARP00000019930
ENSCAFP00000002899	ENSDARP00000106187
ENSCAFP00000035067	ENSDARP00000057621
ENSCAFP00000002091	ENSDARP00000028496
ENSCAFP00000000527	ENSDARP00000019194
ENSCAFP00000017503	ENSDARP00000094621
ENSCAFP00000006727	ENSDARP00000037871
ENSCAFP00000006727	ENSDARP00000059365
ENSCAFP00000017281	ENSDARP00000108842
ENSCAFP00000011557	ENSDARP00000085223
ENSCAFP00000011557	ENSDARP00000113546
ENSCAFP00000037714	ENSDARP00000099657
ENSCAFP00000017201	ENSDARP00000109589
ENSCAFP00000037565	ENSDARP00000053595
ENSCAFP00000041877	ENSDARP00000011289
ENSCAFP00000026565	ENSDARP00000031172
ENSCAFP00000026565	ENSDARP00000058935
ENSCAFP00000038444	ENSDARP00000105358
ENSCAFP00000004976	ENSDARP00000115425
ENSCAFP00000004976	ENSDARP00000113191
ENSCAFP00000014992	ENSDARP00000121393
ENSCAFP00000042914	ENSDARP00000068385
ENSCAFP00000003932	ENSDARP00000106817
ENSCAFP00000021277	ENSDARP00000103186
ENSCAFP00000020370	ENSDARP00000122775
ENSCAFP00000002995	ENSDARP00000093281
ENSCAFP00000002995	ENSDARP00000127821
ENSCAFP00000038986	ENSDARP00000119878
ENSCAFP00000011031	ENSDARP00000116232
ENSCAFP00000037092	ENSDARP00000053075
ENSCAFP00000030225	ENSDARP00000094733
ENSCAFP00000026876	ENSDARP00000108265
ENSCAFP00000028871	ENSDARP00000109996
ENSCAFP00000027665	ENSDARP00000074492
ENSCAFP00000042142	ENSDARP00000107565
ENSCAFP00000001041	ENSDARP00000091217
ENSCAFP00000009830	ENSDARP00000084834
ENSCAFP00000028368	ENSDARP00000119407
ENSCAFP00000028368	ENSDARP00000127908
ENSCAFP00000006943	ENSDARP00000124236
ENSCAFP00000006943	ENSDARP00000106093
ENSCAFP00000017831	ENSDARP00000122495
ENSCAFP00000020319	ENSDARP00000073490
ENSCAFP00000028698	ENSDARP00000126312
ENSCAFP00000028698	ENSDARP00000102007
ENSCAFP00000014147	ENSDARP00000119028
ENSCAFP00000010386	ENSDARP00000109716
ENSCAFP00000007056	ENSDARP00000121537
ENSCAFP00000000016	ENSDARP00000104082
ENSCAFP00000000016	ENSDARP00000074744
ENSCAFP00000014336	ENSDARP00000102655
ENSCAFP00000008481	ENSDARP00000113388
ENSCAFP00000006722	ENSDARP00000072797
ENSCAFP00000027011	ENSDARP00000119304
ENSCAFP00000019038	ENSDARP00000110658
ENSCAFP00000026912	ENSDARP00000128983
ENSCAFP00000013013	ENSDARP00000103111
ENSCAFP00000024848	ENSDARP00000098230
ENSCAFP00000040398	ENSDARP00000049176
ENSCAFP00000040398	ENSDARP00000042254
ENSCAFP00000031366	ENSDARP00000012152
ENSCAFP00000028316	ENSDARP00000106650
ENSCAFP00000015301	ENSDARP00000099537
ENSCAFP00000015301	ENSDARP00000129752
ENSCAFP00000018207	ENSDARP00000041396
ENSCAFP00000010109	ENSDARP00000084821
ENSCAFP00000015233	ENSDARP00000003519
ENSCAFP00000010963	ENSDARP00000114915
ENSCAFP00000018300	ENSDARP00000100728
ENSCAFP00000017642	ENSDARP00000070661
ENSCAFP00000003095	ENSDARP00000123328
ENSCAFP00000037380	ENSDARP00000082295
ENSCAFP00000014918	ENSDARP00000121285
ENSCAFP00000036658	ENSDARP00000128656
ENSCAFP00000019655	ENSDARP00000104876
ENSCAFP00000004425	ENSDARP00000072078
ENSCAFP00000030645	ENSDARP00000094504
ENSCAFP00000016401	ENSDARP00000107517
ENSCAFP00000038238	ENSDARP00000029427
ENSCAFP00000028983	ENSDARP00000049009
ENSCAFP00000022556	ENSDARP00000041589
ENSCAFP00000026455	ENSDARP00000127387
ENSCAFP00000020513	ENSDARP00000093332
ENSCAFP00000010870	ENSDARP00000045668
ENSCAFP00000028224	ENSDARP00000113661
ENSCAFP00000028224	ENSDARP00000112226
ENSCAFP00000025626	ENSDARP00000111960
ENSCAFP00000003214	ENSDARP00000024846
ENSCAFP00000013655	ENSDARP00000012411
ENSCAFP00000010567	ENSDARP00000094772
ENSCAFP00000043191	ENSDARP00000065138
ENSCAFP00000008356	ENSDARP00000051185
ENSCAFP00000014031	ENSDARP00000101129
ENSCAFP00000001995	ENSDARP00000109285
ENSCAFP00000038892	ENSDARP00000100462
ENSCAFP00000021489	ENSDARP00000067447
ENSCAFP00000001037	ENSDARP00000018064
ENSCAFP00000004178	ENSDARP00000094802
ENSCAFP00000014005	ENSDARP00000077256
ENSCAFP00000000950	ENSDARP00000073752
ENSCAFP00000000950	ENSDARP00000113323
ENSCAFP00000003850	ENSDARP00000100116
ENSCAFP00000017744	ENSDARP00000091365
ENSCAFP00000021105	ENSDARP00000103524
ENSCAFP00000010648	ENSDARP00000013759
ENSCAFP00000008702	ENSDARP00000016201
ENSCAFP00000008708	ENSDARP00000039879
ENSCAFP00000012933	ENSDARP00000041608
ENSCAFP00000023570	ENSDARP00000017895
ENSCAFP00000023570	ENSDARP00000020770
ENSCAFP00000037367	ENSDARP00000070824
ENSCAFP00000010863	ENSDARP00000032264
ENSCAFP00000010863	ENSDARP00000115900
ENSCAFP00000022163	ENSDARP00000041713
ENSCAFP00000022163	ENSDARP00000020867
ENSCAFP00000018366	ENSDARP00000087620
ENSCAFP00000018366	ENSDARP00000021697
ENSCAFP00000003034	ENSDARP00000117820
ENSCAFP00000003034	ENSDARP00000100590
ENSCAFP00000006870	ENSDARP00000111996
ENSCAFP00000023440	ENSDARP00000076045
ENSCAFP00000013014	ENSDARP00000018618
ENSCAFP00000013014	ENSDARP00000118078
ENSCAFP00000013489	ENSDARP00000069499
ENSCAFP00000039273	ENSDARP00000112460
ENSCAFP00000020508	ENSDARP00000100101
ENSCAFP00000042695	ENSDARP00000083454
ENSCAFP00000033194	ENSDARP00000092445
ENSCAFP00000014845	ENSDARP00000040409
ENSCAFP00000038688	ENSDARP00000107633
ENSCAFP00000028685	ENSDARP00000105160
ENSCAFP00000015422	ENSDARP00000109436
ENSCAFP00000020480	ENSDARP00000011293
ENSCAFP00000002291	ENSDARP00000124325
ENSCAFP00000002291	ENSDARP00000043677
ENSCAFP00000021793	ENSDARP00000016209
ENSCAFP00000001948	ENSDARP00000108294
ENSCAFP00000001948	ENSDARP00000055427
ENSCAFP00000037305	ENSDARP00000066052
ENSCAFP00000000717	ENSDARP00000055394
ENSCAFP00000005619	ENSDARP00000023564
ENSCAFP00000024195	ENSDARP00000097371
ENSCAFP00000014332	ENSDARP00000070563
ENSCAFP00000022665	ENSDARP00000051663
ENSCAFP00000001464	ENSDARP00000090052
ENSCAFP00000016780	ENSDARP00000097487
ENSCAFP00000021916	ENSDARP00000127272
ENSCAFP00000003365	ENSDARP00000083666
ENSCAFP00000024521	ENSDARP00000090007
ENSCAFP00000019525	ENSDARP00000097836
ENSCAFP00000019525	ENSDARP00000103132
ENSCAFP00000018607	ENSDARP00000050017
ENSCAFP00000018970	ENSDARP00000020679
ENSCAFP00000033031	ENSDARP00000058869
ENSCAFP00000003128	ENSDARP00000015966
ENSCAFP00000011759	ENSDARP00000068305
ENSCAFP00000011070	ENSDARP00000092347
ENSCAFP00000011070	ENSDARP00000116412
ENSCAFP00000025134	ENSDARP00000107579
ENSCAFP00000025134	ENSDARP00000012943
ENSCAFP00000025132	ENSDARP00000012577
ENSCAFP00000025132	ENSDARP00000050216
ENSCAFP00000028170	ENSDARP00000068559
ENSCAFP00000001330	ENSDARP00000125884
ENSCAFP00000027044	ENSDARP00000024810
ENSCAFP00000007214	ENSDARP00000035593
ENSCAFP00000016816	ENSDARP00000027152
ENSCAFP00000019186	ENSDARP00000128691
ENSCAFP00000013509	ENSDARP00000108392
ENSCAFP00000001961	ENSDARP00000116173
ENSCAFP00000014548	ENSDARP00000114402
ENSCAFP00000014548	ENSDARP00000080768
ENSCAFP00000037592	ENSDARP00000058092
ENSCAFP00000037592	ENSDARP00000009785
ENSCAFP00000007638	ENSDARP00000110600
ENSCAFP00000018084	ENSDARP00000129200
ENSCAFP00000038133	ENSDARP00000002367
ENSCAFP00000025970	ENSDARP00000117664
ENSCAFP00000025970	ENSDARP00000127227
ENSCAFP00000003986	ENSDARP00000012869
ENSCAFP00000011747	ENSDARP00000006838
ENSCAFP00000011747	ENSDARP00000113944
ENSCAFP00000024293	ENSDARP00000107021
ENSCAFP00000008647	ENSDARP00000022331
ENSCAFP00000008647	ENSDARP00000083997
ENSCAFP00000006688	ENSDARP00000101964
ENSCAFP00000022636	ENSDARP00000097114
ENSCAFP00000040552	ENSDARP00000109570
ENSCAFP00000012980	ENSDARP00000098667
ENSCAFP00000037595	ENSDARP00000113730
ENSCAFP00000010977	ENSDARP00000120826
ENSCAFP00000031798	ENSDARP00000071465
ENSCAFP00000038758	ENSDARP00000098627
ENSCAFP00000010588	ENSDARP00000115969
ENSCAFP00000006360	ENSDARP00000007237
ENSCAFP00000013503	ENSDARP00000113995
ENSCAFP00000014871	ENSDARP00000121746
ENSCAFP00000025411	ENSDARP00000105895
ENSCAFP00000001020	ENSDARP00000115355
ENSCAFP00000013146	ENSDARP00000009986
ENSCAFP00000000433	ENSDARP00000091924
ENSCAFP00000014411	ENSDARP00000008140
ENSCAFP00000007406	ENSDARP00000047072
ENSCAFP00000007406	ENSDARP00000115525
ENSCAFP00000017370	ENSDARP00000111506
ENSCAFP00000019021	ENSDARP00000115217
ENSCAFP00000018105	ENSDARP00000110113
ENSCAFP00000039971	ENSDARP00000030881
ENSCAFP00000030494	ENSDARP00000115067
ENSCAFP00000030494	ENSDARP00000001793
ENSCAFP00000005932	ENSDARP00000098590
ENSCAFP00000023239	ENSDARP00000082673
ENSCAFP00000023239	ENSDARP00000063095
ENSCAFP00000016496	ENSDARP00000084762
ENSCAFP00000016496	ENSDARP00000085876
ENSCAFP00000017015	ENSDARP00000052551
ENSCAFP00000030188	ENSDARP00000073595
ENSCAFP00000018035	ENSDARP00000051413
ENSCAFP00000001608	ENSDARP00000044837
ENSCAFP00000001608	ENSDARP00000049419
ENSCAFP00000008168	ENSDARP00000012950
ENSCAFP00000029552	ENSDARP00000085993
ENSCAFP00000001478	ENSDARP00000100420
ENSCAFP00000001478	ENSDARP00000097792
ENSCAFP00000012693	ENSDARP00000128169
ENSCAFP00000001731	ENSDARP00000107305
ENSCAFP00000009362	ENSDARP00000073632
ENSCAFP00000009362	ENSDARP00000102997
ENSCAFP00000002671	ENSDARP00000082444
ENSCAFP00000018474	ENSDARP00000107355
ENSCAFP00000008904	ENSDARP00000079959
ENSCAFP00000019300	ENSDARP00000080136
ENSCAFP00000024463	ENSDARP00000114111
ENSCAFP00000018471	ENSDARP00000020528
ENSCAFP00000018471	ENSDARP00000048135
ENSCAFP00000008772	ENSDARP00000050541
ENSCAFP00000013268	ENSDARP00000118143
ENSCAFP00000040383	ENSDARP00000115280
ENSCAFP00000006600	ENSDARP00000088711
ENSCAFP00000024249	ENSDARP00000122176
ENSCAFP00000024249	ENSDARP00000113716
ENSCAFP00000007772	ENSDARP00000041401
ENSCAFP00000014905	ENSDARP00000103000
ENSCAFP00000001767	ENSDARP00000025057
ENSCAFP00000001767	ENSDARP00000128605
ENSCAFP00000021126	ENSDARP00000086622
ENSCAFP00000003364	ENSDARP00000040809
ENSCAFP00000001094	ENSDARP00000090929
ENSCAFP00000012576	ENSDARP00000086538
ENSCAFP00000011130	ENSDARP00000013325
ENSCAFP00000020487	ENSDARP00000073869
ENSCAFP00000023701	ENSDARP00000021237
ENSCAFP00000020741	ENSDARP00000073112
ENSCAFP00000020741	ENSDARP00000073184
ENSCAFP00000027973	ENSDARP00000022131
ENSCAFP00000017214	ENSDARP00000101463
ENSCAFP00000030290	ENSDARP00000062236
ENSCAFP00000041636	ENSDARP00000074835
ENSCAFP00000040183	ENSDARP00000128564
ENSCAFP00000040856	ENSDARP00000100478
ENSCAFP00000012369	ENSDARP00000106329
ENSCAFP00000007768	ENSDARP00000110922
ENSCAFP00000007768	ENSDARP00000103804
ENSCAFP00000014617	ENSDARP00000050129
ENSCAFP00000019709	ENSDARP00000090833
ENSCAFP00000005822	ENSDARP00000070056
ENSCAFP00000017928	ENSDARP00000090804
ENSCAFP00000019457	ENSDARP00000101922
ENSCAFP00000022925	ENSDARP00000080453
ENSCAFP00000016758	ENSDARP00000100323
ENSCAFP00000016758	ENSDARP00000102421
ENSCAFP00000023610	ENSDARP00000103889
ENSCAFP00000001305	ENSDARP00000114452
ENSCAFP00000022144	ENSDARP00000105635
ENSCAFP00000042619	ENSDARP00000105547
ENSCAFP00000017607	ENSDARP00000023268
ENSCAFP00000014908	ENSDARP00000100785
ENSCAFP00000021577	ENSDARP00000118027
ENSCAFP00000013880	ENSDARP00000102423
ENSCAFP00000012216	ENSDARP00000044082
ENSCAFP00000012216	ENSDARP00000015104
ENSCAFP00000016565	ENSDARP00000114249
ENSCAFP00000001404	ENSDARP00000129238
ENSCAFP00000024678	ENSDARP00000109205
ENSCAFP00000008945	ENSDARP00000089922
ENSCAFP00000023307	ENSDARP00000083210
ENSCAFP00000021152	ENSDARP00000098767
ENSCAFP00000023648	ENSDARP00000117850
ENSCAFP00000031657	ENSDARP00000105578
ENSCAFP00000023203	ENSDARP00000062985
ENSCAFP00000009788	ENSDARP00000102999
ENSCAFP00000019146	ENSDARP00000054091
ENSCAFP00000022671	ENSDARP00000126363
ENSCAFP00000036018	ENSDARP00000107839
ENSCAFP00000009823	ENSDARP00000123814
ENSCAFP00000000505	ENSDARP00000124057
ENSCAFP00000008270	ENSDARP00000117685
ENSCAFP00000014093	ENSDARP00000013115
ENSCAFP00000011244	ENSDARP00000041727
ENSCAFP00000013234	ENSDARP00000101543
ENSCAFP00000014261	ENSDARP00000042048
ENSCAFP00000025742	ENSDARP00000124888
ENSCAFP00000022112	ENSDARP00000111316
ENSCAFP00000022112	ENSDARP00000082779
ENSCAFP00000011253	ENSDARP00000082758
ENSCAFP00000029125	ENSDARP00000121534
ENSCAFP00000000330	ENSDARP00000070211
ENSCAFP00000010889	ENSDARP00000066654
ENSCAFP00000013756	ENSDARP00000109123
ENSCAFP00000016515	ENSDARP00000100833
ENSCAFP00000031950	ENSDARP00000047190
ENSCAFP00000002708	ENSDARP00000105936
ENSCAFP00000001186	ENSDARP00000090750
ENSCAFP00000013738	ENSDARP00000109858
ENSCAFP00000000907	ENSDARP00000069192
ENSCAFP00000000907	ENSDARP00000122392
ENSCAFP00000018229	ENSDARP00000065255
ENSCAFP00000007958	ENSDARP00000107238
ENSCAFP00000032366	ENSDARP00000050532
ENSCAFP00000028386	ENSDARP00000101144
ENSCAFP00000024883	ENSDARP00000110201
ENSCAFP00000003300	ENSDARP00000115859
ENSCAFP00000002810	ENSDARP00000115601
ENSCAFP00000013822	ENSDARP00000112656
ENSCAFP00000002327	ENSDARP00000023719
ENSCAFP00000023193	ENSDARP00000103421
ENSCAFP00000023193	ENSDARP00000128996
ENSCAFP00000036381	ENSDARP00000021876
ENSCAFP00000036381	ENSDARP00000056456
ENSCAFP00000005050	ENSDARP00000049862
ENSCAFP00000012330	ENSDARP00000061314
ENSCAFP00000026888	ENSDARP00000079657
ENSCAFP00000022210	ENSDARP00000074909
ENSCAFP00000035204	ENSDARP00000079665
ENSCAFP00000017625	ENSDARP00000103726
ENSCAFP00000025394	ENSDARP00000016888
ENSCAFP00000027748	ENSDARP00000127769
ENSCAFP00000002907	ENSDARP00000121899
ENSCAFP00000027318	ENSDARP00000098697
ENSCAFP00000009609	ENSDARP00000117108
ENSCAFP00000007191	ENSDARP00000116800
ENSCAFP00000023408	ENSDARP00000099945
ENSCAFP00000025331	ENSDARP00000128004
ENSCAFP00000007061	ENSDARP00000120902
ENSCAFP00000007322	ENSDARP00000009763
ENSCAFP00000007322	ENSDARP00000126239
ENSCAFP00000011841	ENSDARP00000126711
ENSCAFP00000017021	ENSDARP00000035450
ENSCAFP00000017021	ENSDARP00000067326
ENSCAFP00000027910	ENSDARP00000097906
ENSCAFP00000015093	ENSDARP00000128798
ENSCAFP00000000383	ENSDARP00000032728
ENSCAFP00000009652	ENSDARP00000011882
ENSCAFP00000015194	ENSDARP00000098293
ENSCAFP00000015194	ENSDARP00000081435
ENSCAFP00000003492	ENSDARP00000104020
ENSCAFP00000003495	ENSDARP00000117242
ENSCAFP00000001851	ENSDARP00000121750
ENSCAFP00000011084	ENSDARP00000024226
ENSCAFP00000007042	ENSDARP00000031677
ENSCAFP00000001353	ENSDARP00000119736
ENSCAFP00000014522	ENSDARP00000120629
ENSCAFP00000009921	ENSDARP00000058570
ENSCAFP00000042263	ENSDARP00000068039
ENSCAFP00000029813	ENSDARP00000115452
ENSCAFP00000029813	ENSDARP00000025657
ENSCAFP00000020882	ENSDARP00000099142
ENSCAFP00000031556	ENSDARP00000083591
ENSCAFP00000013258	ENSDARP00000105619
ENSCAFP00000005620	ENSDARP00000012094
ENSCAFP00000024751	ENSDARP00000096134
ENSCAFP00000015723	ENSDARP00000006502
ENSCAFP00000000283	ENSDARP00000115424
ENSCAFP00000020859	ENSDARP00000059445
ENSCAFP00000008672	ENSDARP00000110557
ENSCAFP00000028388	ENSDARP00000083101
ENSCAFP00000037686	ENSDARP00000116665
ENSCAFP00000004172	ENSDARP00000053545
ENSCAFP00000039903	ENSDARP00000066628
ENSCAFP00000000816	ENSDARP00000086486
ENSCAFP00000033052	ENSDARP00000060183
ENSCAFP00000014144	ENSDARP00000093642
ENSCAFP00000002320	ENSDARP00000112220
ENSCAFP00000009713	ENSDARP00000109350
ENSCAFP00000023435	ENSDARP00000098158
ENSCAFP00000023435	ENSDARP00000080214
ENSCAFP00000012717	ENSDARP00000103434
ENSCAFP00000012717	ENSDARP00000080529
ENSCAFP00000005794	ENSDARP00000126391
ENSCAFP00000041431	ENSDARP00000127636
ENSCAFP00000014382	ENSDARP00000103798
ENSCAFP00000003747	ENSDARP00000054019
ENSCAFP00000003747	ENSDARP00000115671
ENSCAFP00000013767	ENSDARP00000019858
ENSCAFP00000018798	ENSDARP00000103038
ENSCAFP00000037639	ENSDARP00000054070
ENSCAFP00000037639	ENSDARP00000071346
ENSCAFP00000025481	ENSDARP00000118970
ENSCAFP00000014524	ENSDARP00000114520
ENSCAFP00000004275	ENSDARP00000063569
ENSCAFP00000012522	ENSDARP00000056244
ENSCAFP00000008250	ENSDARP00000017489
ENSCAFP00000025287	ENSDARP00000122855
ENSCAFP00000007038	ENSDARP00000127960
ENSCAFP00000036910	ENSDARP00000076697
ENSCAFP00000002657	ENSDARP00000116695
ENSCAFP00000016690	ENSDARP00000116160
ENSCAFP00000013803	ENSDARP00000057729
ENSCAFP00000025455	ENSDARP00000069661
ENSCAFP00000003821	ENSDARP00000127560
ENSCAFP00000003821	ENSDARP00000075195
ENSCAFP00000018743	ENSDARP00000008092
ENSCAFP00000029326	ENSDARP00000114441
ENSCAFP00000029326	ENSDARP00000114711
ENSCAFP00000007787	ENSDARP00000112244
ENSCAFP00000006628	ENSDARP00000114070
ENSCAFP00000025086	ENSDARP00000043297
ENSCAFP00000025086	ENSDARP00000105362
ENSCAFP00000025086	ENSDARP00000058705
ENSCAFP00000016769	ENSDARP00000050897
ENSCAFP00000015395	ENSDARP00000104186
ENSCAFP00000015395	ENSDARP00000128024
ENSCAFP00000024743	ENSDARP00000036851
ENSCAFP00000003245	ENSDARP00000012506
ENSCAFP00000035560	ENSDARP00000017670
ENSCAFP00000035560	ENSDARP00000062538
ENSCAFP00000027953	ENSDARP00000109109
ENSCAFP00000019314	ENSDARP00000080404
ENSCAFP00000019314	ENSDARP00000075049
ENSCAFP00000000354	ENSDARP00000071575
ENSCAFP00000000354	ENSDARP00000098914
ENSCAFP00000005159	ENSDARP00000106372
ENSCAFP00000023103	ENSDARP00000110039
ENSCAFP00000015359	ENSDARP00000013943
ENSCAFP00000021451	ENSDARP00000097712
ENSCAFP00000019229	ENSDARP00000102615
ENSCAFP00000036558	ENSDARP00000088338
ENSCAFP00000026292	ENSDARP00000123693
ENSCAFP00000031096	ENSDARP00000101000
ENSCAFP00000039715	ENSDARP00000033575
ENSCAFP00000012666	ENSDARP00000071718
ENSCAFP00000002382	ENSDARP00000059840
ENSCAFP00000001232	ENSDARP00000013224
ENSCAFP00000028575	ENSDARP00000101095
ENSCAFP00000003634	ENSDARP00000106120
ENSCAFP00000031617	ENSDARP00000076977
ENSCAFP00000028921	ENSDARP00000095198
ENSCAFP00000021643	ENSDARP00000074711
ENSCAFP00000007311	ENSDARP00000122155
ENSCAFP00000002744	ENSDARP00000085788
ENSCAFP00000002718	ENSDARP00000118847
ENSCAFP00000012985	ENSDARP00000009179
ENSCAFP00000016299	ENSDARP00000091872
ENSCAFP00000027988	ENSDARP00000065494
ENSCAFP00000026442	ENSDARP00000079636
ENSCAFP00000026442	ENSDARP00000050209
ENSCAFP00000005987	ENSDARP00000052917
ENSCAFP00000005987	ENSDARP00000071644
ENSCAFP00000038424	ENSDARP00000110985
ENSCAFP00000018018	ENSDARP00000099100
ENSCAFP00000007024	ENSDARP00000033638
ENSCAFP00000002182	ENSDARP00000127157
ENSCAFP00000008737	ENSDARP00000075769
ENSCAFP00000000336	ENSDARP00000099020
ENSCAFP00000014785	ENSDARP00000102219
ENSCAFP00000014341	ENSDARP00000122442
ENSCAFP00000014341	ENSDARP00000098349
ENSCAFP00000016482	ENSDARP00000071206
ENSCAFP00000011049	ENSDARP00000023594
ENSCAFP00000000960	ENSDARP00000101167
ENSCAFP00000010199	ENSDARP00000097850
ENSCAFP00000009831	ENSDARP00000107236
ENSCAFP00000013371	ENSDARP00000123046
ENSCAFP00000005807	ENSDARP00000064708
ENSCAFP00000014755	ENSDARP00000080869
ENSCAFP00000009333	ENSDARP00000107843
ENSCAFP00000001181	ENSDARP00000027028
ENSCAFP00000008269	ENSDARP00000122172
ENSCAFP00000040025	ENSDARP00000083123
ENSCAFP00000040397	ENSDARP00000109699
ENSCAFP00000040397	ENSDARP00000004922
ENSCAFP00000029650	ENSDARP00000095874
ENSCAFP00000030301	ENSDARP00000017189
ENSCAFP00000010357	ENSDARP00000106590
ENSCAFP00000012634	ENSDARP00000110098
ENSCAFP00000027626	ENSDARP00000051778
ENSCAFP00000026612	ENSDARP00000019179
ENSCAFP00000019248	ENSDARP00000106508
ENSCAFP00000014457	ENSDARP00000051900
ENSCAFP00000014876	ENSDARP00000101211
ENSCAFP00000004684	ENSDARP00000104045
ENSCAFP00000018196	ENSDARP00000118274
ENSCAFP00000008676	ENSDARP00000040265
ENSCAFP00000015142	ENSDARP00000010347
ENSCAFP00000008695	ENSDARP00000109289
ENSCAFP00000013332	ENSDARP00000009713
ENSCAFP00000010208	ENSDARP00000077123
ENSCAFP00000010208	ENSDARP00000085962
ENSCAFP00000017851	ENSDARP00000104195
ENSCAFP00000022877	ENSDARP00000087625
ENSCAFP00000022394	ENSDARP00000002994
ENSCAFP00000035182	ENSDARP00000092636
ENSCAFP00000019592	ENSDARP00000080411
ENSCAFP00000039994	ENSDARP00000104463
ENSCAFP00000022071	ENSDARP00000098422
ENSCAFP00000022071	ENSDARP00000081544
ENSCAFP00000001737	ENSDARP00000124637
ENSCAFP00000029582	ENSDARP00000061172
ENSCAFP00000029308	ENSDARP00000073256
ENSCAFP00000017055	ENSDARP00000109056
ENSCAFP00000017546	ENSDARP00000019154
ENSCAFP00000027327	ENSDARP00000105565
ENSCAFP00000040914	ENSDARP00000056137
ENSCAFP00000026836	ENSDARP00000096452
ENSCAFP00000002712	ENSDARP00000075918
ENSCAFP00000015417	ENSDARP00000024892
ENSCAFP00000039187	ENSDARP00000033243
ENSCAFP00000016267	ENSDARP00000009990
ENSCAFP00000027450	ENSDARP00000082527
ENSCAFP00000027450	ENSDARP00000112624
ENSCAFP00000010509	ENSDARP00000121427
ENSCAFP00000021458	ENSDARP00000056744
ENSCAFP00000024076	ENSDARP00000110623
ENSCAFP00000024050	ENSDARP00000008312
ENSCAFP00000018889	ENSDARP00000115028
ENSCAFP00000004870	ENSDARP00000058458
ENSCAFP00000001500	ENSDARP00000058577
ENSCAFP00000010193	ENSDARP00000123862
ENSCAFP00000000995	ENSDARP00000100941
ENSCAFP00000011248	ENSDARP00000100140
ENSCAFP00000040454	ENSDARP00000127920
ENSCAFP00000014196	ENSDARP00000091859
ENSCAFP00000014196	ENSDARP00000068939
ENSCAFP00000026515	ENSDARP00000074181
ENSCAFP00000007442	ENSDARP00000105618
ENSCAFP00000034132	ENSDARP00000069215
ENSCAFP00000027185	ENSDARP00000069966
ENSCAFP00000042803	ENSDARP00000047451
ENSCAFP00000027628	ENSDARP00000126254
ENSCAFP00000027628	ENSDARP00000112191
ENSCAFP00000016366	ENSDARP00000109534
ENSCAFP00000016366	ENSDARP00000109176
ENSCAFP00000003752	ENSDARP00000121336
ENSCAFP00000003752	ENSDARP00000073748
ENSCAFP00000024542	ENSDARP00000059795
ENSCAFP00000028973	ENSDARP00000094761
ENSCAFP00000005211	ENSDARP00000091640
ENSCAFP00000010842	ENSDARP00000067516
