ENSCAFP00000014731	ENSTNIP00000004863
ENSCAFP00000013621	ENSTNIP00000013742
ENSCAFP00000001811	ENSTNIP00000002484
ENSCAFP00000024565	ENSTNIP00000013001
ENSCAFP00000014694	ENSTNIP00000019596
ENSCAFP00000002899	ENSTNIP00000022308
ENSCAFP00000035067	ENSTNIP00000018105
ENSCAFP00000035067	ENSTNIP00000017590
ENSCAFP00000002091	ENSTNIP00000002204
ENSCAFP00000006727	ENSTNIP00000009544
ENSCAFP00000006727	ENSTNIP00000022170
ENSCAFP00000017281	ENSTNIP00000005626
ENSCAFP00000011557	ENSTNIP00000022218
ENSCAFP00000011557	ENSTNIP00000012858
ENSCAFP00000037714	ENSTNIP00000007519
ENSCAFP00000041877	ENSTNIP00000020693
ENSCAFP00000026565	ENSTNIP00000016710
ENSCAFP00000026565	ENSTNIP00000021717
ENSCAFP00000038444	ENSTNIP00000016161
ENSCAFP00000014992	ENSTNIP00000012497
ENSCAFP00000003932	ENSTNIP00000003113
ENSCAFP00000021277	ENSTNIP00000010852
ENSCAFP00000020370	ENSTNIP00000013070
ENSCAFP00000002995	ENSTNIP00000022519
ENSCAFP00000038986	ENSTNIP00000002325
ENSCAFP00000011031	ENSTNIP00000018756
ENSCAFP00000037092	ENSTNIP00000014550
ENSCAFP00000030225	ENSTNIP00000008975
ENSCAFP00000026876	ENSTNIP00000001988
ENSCAFP00000028871	ENSTNIP00000013100
ENSCAFP00000027665	ENSTNIP00000013020
ENSCAFP00000019697	ENSTNIP00000018093
ENSCAFP00000001041	ENSTNIP00000001791
ENSCAFP00000009830	ENSTNIP00000014063
ENSCAFP00000006943	ENSTNIP00000013126
ENSCAFP00000006943	ENSTNIP00000002187
ENSCAFP00000017831	ENSTNIP00000018941
ENSCAFP00000020319	ENSTNIP00000010541
ENSCAFP00000028698	ENSTNIP00000017023
ENSCAFP00000028698	ENSTNIP00000007293
ENSCAFP00000007056	ENSTNIP00000018308
ENSCAFP00000000016	ENSTNIP00000002946
ENSCAFP00000014336	ENSTNIP00000006886
ENSCAFP00000008481	ENSTNIP00000010754
ENSCAFP00000008481	ENSTNIP00000015987
ENSCAFP00000006722	ENSTNIP00000022169
ENSCAFP00000027011	ENSTNIP00000015356
ENSCAFP00000019038	ENSTNIP00000009640
ENSCAFP00000026912	ENSTNIP00000003072
ENSCAFP00000024848	ENSTNIP00000012938
ENSCAFP00000024848	ENSTNIP00000005628
ENSCAFP00000040398	ENSTNIP00000018316
ENSCAFP00000031366	ENSTNIP00000019324
ENSCAFP00000028316	ENSTNIP00000016172
ENSCAFP00000015301	ENSTNIP00000012264
ENSCAFP00000015301	ENSTNIP00000003655
ENSCAFP00000018207	ENSTNIP00000005073
ENSCAFP00000010963	ENSTNIP00000004824
ENSCAFP00000018300	ENSTNIP00000018351
ENSCAFP00000037380	ENSTNIP00000003927
ENSCAFP00000015815	ENSTNIP00000005249
ENSCAFP00000014918	ENSTNIP00000016350
ENSCAFP00000036658	ENSTNIP00000010563
ENSCAFP00000004425	ENSTNIP00000020242
ENSCAFP00000030645	ENSTNIP00000005814
ENSCAFP00000016401	ENSTNIP00000022077
ENSCAFP00000038238	ENSTNIP00000005578
ENSCAFP00000028983	ENSTNIP00000017093
ENSCAFP00000022556	ENSTNIP00000002676
ENSCAFP00000026455	ENSTNIP00000017468
ENSCAFP00000020513	ENSTNIP00000018563
ENSCAFP00000028758	ENSTNIP00000016523
ENSCAFP00000010870	ENSTNIP00000001367
ENSCAFP00000028224	ENSTNIP00000013546
ENSCAFP00000028224	ENSTNIP00000018391
ENSCAFP00000003214	ENSTNIP00000019774
ENSCAFP00000013655	ENSTNIP00000006873
ENSCAFP00000010567	ENSTNIP00000017267
ENSCAFP00000008356	ENSTNIP00000008774
ENSCAFP00000014031	ENSTNIP00000019170
ENSCAFP00000001995	ENSTNIP00000018077
ENSCAFP00000038892	ENSTNIP00000017509
ENSCAFP00000021489	ENSTNIP00000005871
ENSCAFP00000001037	ENSTNIP00000015257
ENSCAFP00000004178	ENSTNIP00000012061
ENSCAFP00000014005	ENSTNIP00000006738
ENSCAFP00000000950	ENSTNIP00000011044
ENSCAFP00000000950	ENSTNIP00000007277
ENSCAFP00000003850	ENSTNIP00000002864
ENSCAFP00000003850	ENSTNIP00000022973
ENSCAFP00000017744	ENSTNIP00000001734
ENSCAFP00000010648	ENSTNIP00000000097
ENSCAFP00000008702	ENSTNIP00000006183
ENSCAFP00000008708	ENSTNIP00000019956
ENSCAFP00000012933	ENSTNIP00000006137
ENSCAFP00000023570	ENSTNIP00000007451
ENSCAFP00000023570	ENSTNIP00000020608
ENSCAFP00000037367	ENSTNIP00000019035
ENSCAFP00000016218	ENSTNIP00000017231
ENSCAFP00000010863	ENSTNIP00000018943
ENSCAFP00000010863	ENSTNIP00000011965
ENSCAFP00000022163	ENSTNIP00000006212
ENSCAFP00000022163	ENSTNIP00000022697
ENSCAFP00000018366	ENSTNIP00000005896
ENSCAFP00000003034	ENSTNIP00000022244
ENSCAFP00000003034	ENSTNIP00000017121
ENSCAFP00000006870	ENSTNIP00000007245
ENSCAFP00000023440	ENSTNIP00000021783
ENSCAFP00000013014	ENSTNIP00000016209
ENSCAFP00000007848	ENSTNIP00000022798
ENSCAFP00000025484	ENSTNIP00000019240
ENSCAFP00000039273	ENSTNIP00000001191
ENSCAFP00000020508	ENSTNIP00000006301
ENSCAFP00000033194	ENSTNIP00000002293
ENSCAFP00000022558	ENSTNIP00000013128
ENSCAFP00000015422	ENSTNIP00000011985
ENSCAFP00000020480	ENSTNIP00000010943
ENSCAFP00000002291	ENSTNIP00000018089
ENSCAFP00000014950	ENSTNIP00000023115
ENSCAFP00000001948	ENSTNIP00000009023
ENSCAFP00000037305	ENSTNIP00000014215
ENSCAFP00000037305	ENSTNIP00000006162
ENSCAFP00000000717	ENSTNIP00000016291
ENSCAFP00000024195	ENSTNIP00000017232
ENSCAFP00000004803	ENSTNIP00000016234
ENSCAFP00000006011	ENSTNIP00000007837
ENSCAFP00000022665	ENSTNIP00000018416
ENSCAFP00000001464	ENSTNIP00000003078
ENSCAFP00000016780	ENSTNIP00000003192
ENSCAFP00000021916	ENSTNIP00000009158
ENSCAFP00000003365	ENSTNIP00000015002
ENSCAFP00000024521	ENSTNIP00000008315
ENSCAFP00000019525	ENSTNIP00000000406
ENSCAFP00000019525	ENSTNIP00000014734
ENSCAFP00000018607	ENSTNIP00000020405
ENSCAFP00000018970	ENSTNIP00000020034
ENSCAFP00000033031	ENSTNIP00000015962
ENSCAFP00000003128	ENSTNIP00000006804
ENSCAFP00000011759	ENSTNIP00000002033
ENSCAFP00000025812	ENSTNIP00000012429
ENSCAFP00000042260	ENSTNIP00000001312
ENSCAFP00000025138	ENSTNIP00000008652
ENSCAFP00000011070	ENSTNIP00000019776
ENSCAFP00000011070	ENSTNIP00000006415
ENSCAFP00000025134	ENSTNIP00000021497
ENSCAFP00000025134	ENSTNIP00000020704
ENSCAFP00000025132	ENSTNIP00000021496
ENSCAFP00000025132	ENSTNIP00000020703
ENSCAFP00000001330	ENSTNIP00000021367
ENSCAFP00000027044	ENSTNIP00000014454
ENSCAFP00000007214	ENSTNIP00000000985
ENSCAFP00000016816	ENSTNIP00000009802
ENSCAFP00000013509	ENSTNIP00000006874
ENSCAFP00000037592	ENSTNIP00000020036
ENSCAFP00000037592	ENSTNIP00000012134
ENSCAFP00000007638	ENSTNIP00000017355
ENSCAFP00000018084	ENSTNIP00000015129
ENSCAFP00000025970	ENSTNIP00000007468
ENSCAFP00000011747	ENSTNIP00000020643
ENSCAFP00000011747	ENSTNIP00000002256
ENSCAFP00000024293	ENSTNIP00000017480
ENSCAFP00000008647	ENSTNIP00000018770
ENSCAFP00000008647	ENSTNIP00000017481
ENSCAFP00000006688	ENSTNIP00000020246
ENSCAFP00000022636	ENSTNIP00000020828
ENSCAFP00000012980	ENSTNIP00000020593
ENSCAFP00000037595	ENSTNIP00000015855
ENSCAFP00000010977	ENSTNIP00000013468
ENSCAFP00000010280	ENSTNIP00000016745
ENSCAFP00000010588	ENSTNIP00000019131
ENSCAFP00000014871	ENSTNIP00000008792
ENSCAFP00000014871	ENSTNIP00000017724
ENSCAFP00000025411	ENSTNIP00000011805
ENSCAFP00000001020	ENSTNIP00000009562
ENSCAFP00000013146	ENSTNIP00000018930
ENSCAFP00000000433	ENSTNIP00000002103
ENSCAFP00000014411	ENSTNIP00000009468
ENSCAFP00000014411	ENSTNIP00000009311
ENSCAFP00000007406	ENSTNIP00000010742
ENSCAFP00000007406	ENSTNIP00000015722
ENSCAFP00000019021	ENSTNIP00000017984
ENSCAFP00000018105	ENSTNIP00000013260
ENSCAFP00000039971	ENSTNIP00000021223
ENSCAFP00000030494	ENSTNIP00000006946
ENSCAFP00000030494	ENSTNIP00000018192
ENSCAFP00000005932	ENSTNIP00000021666
ENSCAFP00000023239	ENSTNIP00000015467
ENSCAFP00000016496	ENSTNIP00000022722
ENSCAFP00000016496	ENSTNIP00000002466
ENSCAFP00000017015	ENSTNIP00000015663
ENSCAFP00000018035	ENSTNIP00000014697
ENSCAFP00000001608	ENSTNIP00000009198
ENSCAFP00000001608	ENSTNIP00000012511
ENSCAFP00000029552	ENSTNIP00000011681
ENSCAFP00000001478	ENSTNIP00000022290
ENSCAFP00000001478	ENSTNIP00000019465
ENSCAFP00000000973	ENSTNIP00000001694
ENSCAFP00000012693	ENSTNIP00000020428
ENSCAFP00000001731	ENSTNIP00000012932
ENSCAFP00000009362	ENSTNIP00000013466
ENSCAFP00000009362	ENSTNIP00000018817
ENSCAFP00000002671	ENSTNIP00000013733
ENSCAFP00000041128	ENSTNIP00000008162
ENSCAFP00000018474	ENSTNIP00000007241
ENSCAFP00000008904	ENSTNIP00000019757
ENSCAFP00000008904	ENSTNIP00000007393
ENSCAFP00000012325	ENSTNIP00000020475
ENSCAFP00000018471	ENSTNIP00000014844
ENSCAFP00000018471	ENSTNIP00000020138
ENSCAFP00000013268	ENSTNIP00000012298
ENSCAFP00000040383	ENSTNIP00000009773
ENSCAFP00000006600	ENSTNIP00000020245
ENSCAFP00000024249	ENSTNIP00000009624
ENSCAFP00000024249	ENSTNIP00000015413
ENSCAFP00000007772	ENSTNIP00000002113
ENSCAFP00000001767	ENSTNIP00000004960
ENSCAFP00000001767	ENSTNIP00000021556
ENSCAFP00000021126	ENSTNIP00000010527
ENSCAFP00000021126	ENSTNIP00000018300
ENSCAFP00000001094	ENSTNIP00000019694
ENSCAFP00000012576	ENSTNIP00000019656
ENSCAFP00000037339	ENSTNIP00000020367
ENSCAFP00000011130	ENSTNIP00000016455
ENSCAFP00000020487	ENSTNIP00000002882
ENSCAFP00000023701	ENSTNIP00000013054
ENSCAFP00000020741	ENSTNIP00000012893
ENSCAFP00000020741	ENSTNIP00000002810
ENSCAFP00000027973	ENSTNIP00000007442
ENSCAFP00000017214	ENSTNIP00000004513
ENSCAFP00000030290	ENSTNIP00000013404
ENSCAFP00000041636	ENSTNIP00000004977
ENSCAFP00000041636	ENSTNIP00000017079
ENSCAFP00000006867	ENSTNIP00000005519
ENSCAFP00000012369	ENSTNIP00000009323
ENSCAFP00000007768	ENSTNIP00000013916
ENSCAFP00000014617	ENSTNIP00000007753
ENSCAFP00000019709	ENSTNIP00000012918
ENSCAFP00000005822	ENSTNIP00000020498
ENSCAFP00000019457	ENSTNIP00000005991
ENSCAFP00000022925	ENSTNIP00000020488
ENSCAFP00000016758	ENSTNIP00000009141
ENSCAFP00000023610	ENSTNIP00000008503
ENSCAFP00000001305	ENSTNIP00000021366
ENSCAFP00000042619	ENSTNIP00000022498
ENSCAFP00000017607	ENSTNIP00000005085
ENSCAFP00000014908	ENSTNIP00000008585
ENSCAFP00000021577	ENSTNIP00000022529
ENSCAFP00000013880	ENSTNIP00000010342
ENSCAFP00000012216	ENSTNIP00000018510
ENSCAFP00000012216	ENSTNIP00000016573
ENSCAFP00000016565	ENSTNIP00000021188
ENSCAFP00000001404	ENSTNIP00000019182
ENSCAFP00000024678	ENSTNIP00000013891
ENSCAFP00000024678	ENSTNIP00000020577
ENSCAFP00000008945	ENSTNIP00000017358
ENSCAFP00000020118	ENSTNIP00000019903
ENSCAFP00000020118	ENSTNIP00000012953
ENSCAFP00000023307	ENSTNIP00000013820
ENSCAFP00000023981	ENSTNIP00000013042
ENSCAFP00000021152	ENSTNIP00000019726
ENSCAFP00000023648	ENSTNIP00000006293
ENSCAFP00000009788	ENSTNIP00000009038
ENSCAFP00000019146	ENSTNIP00000010287
ENSCAFP00000022671	ENSTNIP00000005145
ENSCAFP00000036018	ENSTNIP00000019762
ENSCAFP00000009823	ENSTNIP00000020202
ENSCAFP00000000505	ENSTNIP00000005945
ENSCAFP00000008270	ENSTNIP00000019003
ENSCAFP00000014093	ENSTNIP00000014802
ENSCAFP00000014093	ENSTNIP00000019642
ENSCAFP00000011244	ENSTNIP00000007321
ENSCAFP00000013234	ENSTNIP00000014173
ENSCAFP00000014261	ENSTNIP00000011489
ENSCAFP00000025742	ENSTNIP00000021769
ENSCAFP00000022112	ENSTNIP00000012958
ENSCAFP00000022112	ENSTNIP00000002326
ENSCAFP00000011253	ENSTNIP00000023114
ENSCAFP00000029125	ENSTNIP00000005022
ENSCAFP00000000330	ENSTNIP00000019413
ENSCAFP00000013756	ENSTNIP00000010146
ENSCAFP00000031950	ENSTNIP00000019575
ENSCAFP00000002708	ENSTNIP00000013592
ENSCAFP00000001186	ENSTNIP00000017273
ENSCAFP00000000907	ENSTNIP00000007987
ENSCAFP00000000907	ENSTNIP00000012033
ENSCAFP00000007958	ENSTNIP00000015710
ENSCAFP00000032366	ENSTNIP00000021363
ENSCAFP00000028386	ENSTNIP00000008937
ENSCAFP00000024883	ENSTNIP00000019459
ENSCAFP00000003300	ENSTNIP00000016875
ENSCAFP00000002810	ENSTNIP00000011468
ENSCAFP00000013822	ENSTNIP00000018490
ENSCAFP00000002327	ENSTNIP00000010085
ENSCAFP00000023193	ENSTNIP00000004192
ENSCAFP00000023193	ENSTNIP00000010128
ENSCAFP00000036381	ENSTNIP00000015533
ENSCAFP00000036381	ENSTNIP00000010165
ENSCAFP00000005050	ENSTNIP00000021692
ENSCAFP00000022210	ENSTNIP00000004417
ENSCAFP00000035204	ENSTNIP00000022536
ENSCAFP00000017625	ENSTNIP00000010884
ENSCAFP00000002408	ENSTNIP00000001485
ENSCAFP00000025394	ENSTNIP00000011257
ENSCAFP00000025394	ENSTNIP00000001474
ENSCAFP00000027748	ENSTNIP00000021261
ENSCAFP00000027748	ENSTNIP00000010671
ENSCAFP00000002907	ENSTNIP00000018712
ENSCAFP00000027318	ENSTNIP00000013098
ENSCAFP00000009609	ENSTNIP00000021379
ENSCAFP00000023408	ENSTNIP00000019175
ENSCAFP00000025331	ENSTNIP00000015016
ENSCAFP00000000632	ENSTNIP00000005434
ENSCAFP00000007322	ENSTNIP00000013987
ENSCAFP00000007322	ENSTNIP00000007370
ENSCAFP00000011841	ENSTNIP00000022098
ENSCAFP00000017021	ENSTNIP00000012415
ENSCAFP00000017021	ENSTNIP00000013298
ENSCAFP00000015093	ENSTNIP00000009668
ENSCAFP00000000383	ENSTNIP00000010290
ENSCAFP00000011084	ENSTNIP00000014852
ENSCAFP00000007042	ENSTNIP00000020098
ENSCAFP00000014522	ENSTNIP00000018733
ENSCAFP00000009921	ENSTNIP00000011344
ENSCAFP00000042263	ENSTNIP00000007072
ENSCAFP00000029813	ENSTNIP00000003669
ENSCAFP00000029813	ENSTNIP00000000324
ENSCAFP00000020882	ENSTNIP00000021726
ENSCAFP00000031556	ENSTNIP00000016171
ENSCAFP00000013258	ENSTNIP00000000502
ENSCAFP00000013258	ENSTNIP00000019611
ENSCAFP00000005620	ENSTNIP00000015248
ENSCAFP00000024751	ENSTNIP00000012993
ENSCAFP00000015723	ENSTNIP00000009871
ENSCAFP00000000283	ENSTNIP00000019421
ENSCAFP00000020859	ENSTNIP00000008246
ENSCAFP00000008672	ENSTNIP00000014611
ENSCAFP00000008672	ENSTNIP00000012059
ENSCAFP00000028388	ENSTNIP00000006590
ENSCAFP00000042477	ENSTNIP00000009991
ENSCAFP00000004172	ENSTNIP00000000008
ENSCAFP00000000816	ENSTNIP00000021107
ENSCAFP00000033052	ENSTNIP00000005539
ENSCAFP00000014144	ENSTNIP00000010180
ENSCAFP00000002320	ENSTNIP00000010087
ENSCAFP00000009713	ENSTNIP00000010164
ENSCAFP00000023435	ENSTNIP00000007498
ENSCAFP00000012717	ENSTNIP00000012253
ENSCAFP00000012717	ENSTNIP00000007569
ENSCAFP00000014382	ENSTNIP00000007138
ENSCAFP00000003747	ENSTNIP00000012545
ENSCAFP00000013767	ENSTNIP00000005125
ENSCAFP00000018798	ENSTNIP00000003286
ENSCAFP00000037639	ENSTNIP00000009672
ENSCAFP00000037639	ENSTNIP00000013865
ENSCAFP00000004275	ENSTNIP00000016561
ENSCAFP00000012522	ENSTNIP00000020210
ENSCAFP00000008250	ENSTNIP00000019005
ENSCAFP00000025287	ENSTNIP00000004796
ENSCAFP00000007038	ENSTNIP00000008299
ENSCAFP00000036910	ENSTNIP00000016932
ENSCAFP00000002657	ENSTNIP00000013734
ENSCAFP00000016690	ENSTNIP00000019497
ENSCAFP00000013803	ENSTNIP00000019067
ENSCAFP00000011144	ENSTNIP00000003771
ENSCAFP00000025455	ENSTNIP00000007420
ENSCAFP00000003821	ENSTNIP00000015815
ENSCAFP00000003821	ENSTNIP00000000528
ENSCAFP00000034839	ENSTNIP00000019165
ENSCAFP00000018743	ENSTNIP00000005941
ENSCAFP00000029326	ENSTNIP00000006520
ENSCAFP00000029326	ENSTNIP00000017665
ENSCAFP00000019360	ENSTNIP00000019935
ENSCAFP00000007787	ENSTNIP00000000578
ENSCAFP00000006628	ENSTNIP00000010552
ENSCAFP00000025086	ENSTNIP00000019454
ENSCAFP00000025086	ENSTNIP00000019453
ENSCAFP00000025086	ENSTNIP00000020545
ENSCAFP00000016769	ENSTNIP00000010480
ENSCAFP00000015395	ENSTNIP00000017173
ENSCAFP00000024743	ENSTNIP00000017269
ENSCAFP00000003245	ENSTNIP00000018766
ENSCAFP00000020904	ENSTNIP00000021729
ENSCAFP00000027953	ENSTNIP00000019962
ENSCAFP00000019314	ENSTNIP00000012916
ENSCAFP00000019314	ENSTNIP00000008041
ENSCAFP00000000354	ENSTNIP00000019409
ENSCAFP00000000354	ENSTNIP00000022496
ENSCAFP00000005159	ENSTNIP00000007232
ENSCAFP00000023103	ENSTNIP00000014664
ENSCAFP00000015359	ENSTNIP00000019599
ENSCAFP00000019229	ENSTNIP00000009635
ENSCAFP00000036558	ENSTNIP00000007230
ENSCAFP00000026292	ENSTNIP00000014928
ENSCAFP00000039715	ENSTNIP00000018491
ENSCAFP00000002382	ENSTNIP00000021577
ENSCAFP00000001232	ENSTNIP00000001415
ENSCAFP00000003634	ENSTNIP00000003040
ENSCAFP00000031617	ENSTNIP00000004479
ENSCAFP00000021643	ENSTNIP00000004100
ENSCAFP00000007311	ENSTNIP00000022254
ENSCAFP00000004322	ENSTNIP00000015761
ENSCAFP00000012985	ENSTNIP00000013252
ENSCAFP00000016299	ENSTNIP00000016943
ENSCAFP00000027988	ENSTNIP00000007603
ENSCAFP00000026442	ENSTNIP00000017467
ENSCAFP00000026442	ENSTNIP00000013331
ENSCAFP00000005987	ENSTNIP00000017823
ENSCAFP00000005987	ENSTNIP00000009958
ENSCAFP00000018018	ENSTNIP00000018938
ENSCAFP00000007024	ENSTNIP00000014799
ENSCAFP00000002182	ENSTNIP00000015915
ENSCAFP00000008737	ENSTNIP00000001931
ENSCAFP00000009607	ENSTNIP00000001518
ENSCAFP00000000336	ENSTNIP00000002692
ENSCAFP00000014785	ENSTNIP00000012781
ENSCAFP00000014341	ENSTNIP00000011509
ENSCAFP00000014341	ENSTNIP00000017443
ENSCAFP00000016482	ENSTNIP00000016841
ENSCAFP00000011049	ENSTNIP00000002690
ENSCAFP00000000960	ENSTNIP00000007278
ENSCAFP00000010199	ENSTNIP00000014324
ENSCAFP00000009831	ENSTNIP00000019158
ENSCAFP00000013371	ENSTNIP00000012054
ENSCAFP00000021267	ENSTNIP00000019878
ENSCAFP00000005807	ENSTNIP00000010174
ENSCAFP00000014755	ENSTNIP00000017673
ENSCAFP00000009333	ENSTNIP00000015653
ENSCAFP00000009333	ENSTNIP00000019108
ENSCAFP00000040025	ENSTNIP00000009077
ENSCAFP00000040397	ENSTNIP00000022042
ENSCAFP00000040397	ENSTNIP00000003410
ENSCAFP00000029650	ENSTNIP00000007112
ENSCAFP00000030301	ENSTNIP00000015294
ENSCAFP00000030301	ENSTNIP00000011353
ENSCAFP00000010357	ENSTNIP00000016587
ENSCAFP00000012634	ENSTNIP00000002999
ENSCAFP00000027626	ENSTNIP00000021264
ENSCAFP00000019248	ENSTNIP00000005842
ENSCAFP00000014457	ENSTNIP00000005555
ENSCAFP00000014876	ENSTNIP00000020258
ENSCAFP00000004684	ENSTNIP00000021558
ENSCAFP00000018196	ENSTNIP00000020041
ENSCAFP00000008676	ENSTNIP00000014352
ENSCAFP00000015142	ENSTNIP00000010082
ENSCAFP00000008695	ENSTNIP00000014351
ENSCAFP00000013332	ENSTNIP00000001960
ENSCAFP00000013332	ENSTNIP00000021976
ENSCAFP00000010208	ENSTNIP00000015690
ENSCAFP00000017851	ENSTNIP00000020111
ENSCAFP00000022877	ENSTNIP00000006001
ENSCAFP00000002807	ENSTNIP00000018901
ENSCAFP00000022394	ENSTNIP00000014280
ENSCAFP00000035182	ENSTNIP00000021813
ENSCAFP00000035135	ENSTNIP00000000214
ENSCAFP00000019592	ENSTNIP00000005364
ENSCAFP00000021877	ENSTNIP00000017957
ENSCAFP00000039994	ENSTNIP00000007359
ENSCAFP00000022071	ENSTNIP00000004739
ENSCAFP00000001737	ENSTNIP00000007692
ENSCAFP00000029582	ENSTNIP00000022345
ENSCAFP00000017055	ENSTNIP00000016846
ENSCAFP00000027327	ENSTNIP00000018845
ENSCAFP00000040914	ENSTNIP00000000274
ENSCAFP00000032301	ENSTNIP00000017535
ENSCAFP00000008580	ENSTNIP00000022048
ENSCAFP00000005796	ENSTNIP00000018560
ENSCAFP00000026836	ENSTNIP00000018282
ENSCAFP00000026836	ENSTNIP00000005846
ENSCAFP00000015417	ENSTNIP00000016264
ENSCAFP00000039187	ENSTNIP00000012087
ENSCAFP00000027450	ENSTNIP00000018866
ENSCAFP00000027450	ENSTNIP00000000215
ENSCAFP00000021458	ENSTNIP00000006684
ENSCAFP00000018889	ENSTNIP00000013718
ENSCAFP00000001500	ENSTNIP00000022293
ENSCAFP00000001500	ENSTNIP00000013869
ENSCAFP00000011248	ENSTNIP00000006962
ENSCAFP00000013744	ENSTNIP00000006858
ENSCAFP00000040454	ENSTNIP00000021950
ENSCAFP00000014196	ENSTNIP00000016946
ENSCAFP00000026515	ENSTNIP00000019894
ENSCAFP00000007442	ENSTNIP00000017848
ENSCAFP00000040576	ENSTNIP00000009712
ENSCAFP00000034132	ENSTNIP00000001443
ENSCAFP00000027185	ENSTNIP00000018835
ENSCAFP00000042803	ENSTNIP00000010921
ENSCAFP00000027628	ENSTNIP00000004991
ENSCAFP00000016366	ENSTNIP00000020223
ENSCAFP00000003752	ENSTNIP00000001055
ENSCAFP00000003752	ENSTNIP00000001772
ENSCAFP00000024542	ENSTNIP00000010202
ENSCAFP00000028973	ENSTNIP00000018142
ENSCAFP00000005211	ENSTNIP00000013945
ENSCAFP00000010842	ENSTNIP00000016812
ENSCAFP00000030300	ENSTNIP00000003231
ENSCAFP00000010601	ENSTNIP00000022260
ENSCAFP00000001779	ENSTNIP00000012510
ENSCAFP00000008700	ENSTNIP00000014350
ENSCAFP00000005713	ENSTNIP00000006652
ENSCAFP00000007922	ENSTNIP00000021254
ENSCAFP00000019768	ENSTNIP00000002341
ENSCAFP00000019768	ENSTNIP00000010876
ENSCAFP00000000205	ENSTNIP00000005087
ENSCAFP00000027611	ENSTNIP00000004199
ENSCAFP00000003204	ENSTNIP00000021940
ENSCAFP00000030231	ENSTNIP00000009153
ENSCAFP00000001720	ENSTNIP00000012929
ENSCAFP00000040350	ENSTNIP00000001879
ENSCAFP00000021931	ENSTNIP00000021208
ENSCAFP00000024190	ENSTNIP00000011843
ENSCAFP00000019288	ENSTNIP00000007322
ENSCAFP00000011773	ENSTNIP00000022096
ENSCAFP00000011773	ENSTNIP00000011503
ENSCAFP00000014169	ENSTNIP00000022036
ENSCAFP00000026635	ENSTNIP00000021136
ENSCAFP00000026635	ENSTNIP00000002031
ENSCAFP00000006790	ENSTNIP00000014832
ENSCAFP00000006790	ENSTNIP00000012676
ENSCAFP00000011266	ENSTNIP00000021222
ENSCAFP00000015053	ENSTNIP00000001853
ENSCAFP00000011272	ENSTNIP00000005516
ENSCAFP00000008218	ENSTNIP00000010228
ENSCAFP00000039647	ENSTNIP00000005944
ENSCAFP00000036103	ENSTNIP00000015972
ENSCAFP00000040130	ENSTNIP00000018524
ENSCAFP00000040130	ENSTNIP00000020327
ENSCAFP00000020218	ENSTNIP00000000405
ENSCAFP00000025299	ENSTNIP00000020707
ENSCAFP00000025299	ENSTNIP00000021502
ENSCAFP00000015847	ENSTNIP00000018087
ENSCAFP00000015847	ENSTNIP00000009580
ENSCAFP00000015880	ENSTNIP00000018086
ENSCAFP00000016522	ENSTNIP00000000204
ENSCAFP00000042364	ENSTNIP00000020894
ENSCAFP00000038599	ENSTNIP00000008668
ENSCAFP00000012357	ENSTNIP00000013872
ENSCAFP00000011403	ENSTNIP00000008870
ENSCAFP00000029345	ENSTNIP00000011690
ENSCAFP00000029694	ENSTNIP00000019831
ENSCAFP00000013856	ENSTNIP00000004556
ENSCAFP00000011059	ENSTNIP00000004558
ENSCAFP00000011059	ENSTNIP00000019786
ENSCAFP00000016186	ENSTNIP00000015836
ENSCAFP00000020520	ENSTNIP00000013782
ENSCAFP00000038130	ENSTNIP00000006883
ENSCAFP00000000512	ENSTNIP00000015618
ENSCAFP00000006229	ENSTNIP00000012862
ENSCAFP00000002920	ENSTNIP00000019491
ENSCAFP00000025266	ENSTNIP00000020562
ENSCAFP00000015003	ENSTNIP00000012904
ENSCAFP00000013717	ENSTNIP00000007567
ENSCAFP00000042832	ENSTNIP00000010133
ENSCAFP00000002162	ENSTNIP00000006657
ENSCAFP00000011346	ENSTNIP00000017333
ENSCAFP00000011346	ENSTNIP00000014019
ENSCAFP00000029203	ENSTNIP00000018206
ENSCAFP00000019182	ENSTNIP00000022157
ENSCAFP00000010252	ENSTNIP00000000689
ENSCAFP00000002487	ENSTNIP00000002950
ENSCAFP00000023340	ENSTNIP00000012777
ENSCAFP00000012324	ENSTNIP00000016011
ENSCAFP00000024041	ENSTNIP00000020953
ENSCAFP00000034722	ENSTNIP00000022566
ENSCAFP00000035064	ENSTNIP00000008967
ENSCAFP00000035064	ENSTNIP00000014603
ENSCAFP00000007775	ENSTNIP00000013915
ENSCAFP00000039566	ENSTNIP00000001404
ENSCAFP00000011653	ENSTNIP00000015315
ENSCAFP00000011653	ENSTNIP00000000023
ENSCAFP00000011629	ENSTNIP00000016112
ENSCAFP00000025994	ENSTNIP00000019197
ENSCAFP00000023098	ENSTNIP00000014375
ENSCAFP00000026490	ENSTNIP00000011348
ENSCAFP00000029480	ENSTNIP00000010320
ENSCAFP00000004723	ENSTNIP00000019086
ENSCAFP00000004259	ENSTNIP00000008899
ENSCAFP00000016446	ENSTNIP00000020105
ENSCAFP00000018827	ENSTNIP00000008562
ENSCAFP00000011000	ENSTNIP00000002214
ENSCAFP00000011002	ENSTNIP00000005674
ENSCAFP00000002323	ENSTNIP00000008895
ENSCAFP00000002323	ENSTNIP00000019109
ENSCAFP00000028904	ENSTNIP00000003313
