ENSMUSP00000034074	ENSTNIP00000004863
ENSMUSP00000038056	ENSTNIP00000018612
ENSMUSP00000081941	ENSTNIP00000020093
ENSMUSP00000099723	ENSTNIP00000010191
ENSMUSP00000023958	ENSTNIP00000010847
ENSMUSP00000102352	ENSTNIP00000003156
ENSMUSP00000102352	ENSTNIP00000016743
ENSMUSP00000058020	ENSTNIP00000014315
ENSMUSP00000107381	ENSTNIP00000014400
ENSMUSP00000095320	ENSTNIP00000008244
ENSMUSP00000019063	ENSTNIP00000015983
ENSMUSP00000029377	ENSTNIP00000005903
ENSMUSP00000053384	ENSTNIP00000012827
ENSMUSP00000053384	ENSTNIP00000019366
ENSMUSP00000107447	ENSTNIP00000012114
ENSMUSP00000129861	ENSTNIP00000018732
ENSMUSP00000072074	ENSTNIP00000011940
ENSMUSP00000032151	ENSTNIP00000015535
ENSMUSP00000032151	ENSTNIP00000010163
ENSMUSP00000037042	ENSTNIP00000013742
ENSMUSP00000069616	ENSTNIP00000002484
ENSMUSP00000001484	ENSTNIP00000013001
ENSMUSP00000046787	ENSTNIP00000019596
ENSMUSP00000014673	ENSTNIP00000022308
ENSMUSP00000023750	ENSTNIP00000018105
ENSMUSP00000023750	ENSTNIP00000017590
ENSMUSP00000023225	ENSTNIP00000002204
ENSMUSP00000003643	ENSTNIP00000009544
ENSMUSP00000003643	ENSTNIP00000022170
ENSMUSP00000106851	ENSTNIP00000005626
ENSMUSP00000109931	ENSTNIP00000022218
ENSMUSP00000109931	ENSTNIP00000012858
ENSMUSP00000066880	ENSTNIP00000007519
ENSMUSP00000029684	ENSTNIP00000020693
ENSMUSP00000035898	ENSTNIP00000016710
ENSMUSP00000035898	ENSTNIP00000021717
ENSMUSP00000078808	ENSTNIP00000016161
ENSMUSP00000044660	ENSTNIP00000010388
ENSMUSP00000044660	ENSTNIP00000000465
ENSMUSP00000045441	ENSTNIP00000012497
ENSMUSP00000037107	ENSTNIP00000003113
ENSMUSP00000004381	ENSTNIP00000010852
ENSMUSP00000137298	ENSTNIP00000013070
ENSMUSP00000131277	ENSTNIP00000022519
ENSMUSP00000093469	ENSTNIP00000018756
ENSMUSP00000101999	ENSTNIP00000014550
ENSMUSP00000039416	ENSTNIP00000021295
ENSMUSP00000053766	ENSTNIP00000008975
ENSMUSP00000099806	ENSTNIP00000001988
ENSMUSP00000072438	ENSTNIP00000003546
ENSMUSP00000090470	ENSTNIP00000014788
ENSMUSP00000089958	ENSTNIP00000013100
ENSMUSP00000033430	ENSTNIP00000013020
ENSMUSP00000123514	ENSTNIP00000018093
ENSMUSP00000064808	ENSTNIP00000001791
ENSMUSP00000086710	ENSTNIP00000014063
ENSMUSP00000113152	ENSTNIP00000015527
ENSMUSP00000031055	ENSTNIP00000013126
ENSMUSP00000031055	ENSTNIP00000002187
ENSMUSP00000061704	ENSTNIP00000018941
ENSMUSP00000052095	ENSTNIP00000010541
ENSMUSP00000024958	ENSTNIP00000017023
ENSMUSP00000024958	ENSTNIP00000007293
ENSMUSP00000076130	ENSTNIP00000018308
ENSMUSP00000056967	ENSTNIP00000002946
ENSMUSP00000034090	ENSTNIP00000006886
ENSMUSP00000056401	ENSTNIP00000010754
ENSMUSP00000056401	ENSTNIP00000015987
ENSMUSP00000038091	ENSTNIP00000022169
ENSMUSP00000082004	ENSTNIP00000015356
ENSMUSP00000112262	ENSTNIP00000009640
ENSMUSP00000136950	ENSTNIP00000003072
ENSMUSP00000018614	ENSTNIP00000012938
ENSMUSP00000018614	ENSTNIP00000005628
ENSMUSP00000035155	ENSTNIP00000018316
ENSMUSP00000103958	ENSTNIP00000019324
ENSMUSP00000036438	ENSTNIP00000016172
ENSMUSP00000099652	ENSTNIP00000012264
ENSMUSP00000099652	ENSTNIP00000003655
ENSMUSP00000082777	ENSTNIP00000005073
ENSMUSP00000124258	ENSTNIP00000004824
ENSMUSP00000093911	ENSTNIP00000018351
ENSMUSP00000062231	ENSTNIP00000003927
ENSMUSP00000029812	ENSTNIP00000005249
ENSMUSP00000107512	ENSTNIP00000016350
ENSMUSP00000092355	ENSTNIP00000010563
ENSMUSP00000099928	ENSTNIP00000020242
ENSMUSP00000021050	ENSTNIP00000005814
ENSMUSP00000028080	ENSTNIP00000023079
ENSMUSP00000073228	ENSTNIP00000022077
ENSMUSP00000133515	ENSTNIP00000005578
ENSMUSP00000025002	ENSTNIP00000017093
ENSMUSP00000021155	ENSTNIP00000002676
ENSMUSP00000099676	ENSTNIP00000022777
ENSMUSP00000042063	ENSTNIP00000017468
ENSMUSP00000078572	ENSTNIP00000018563
ENSMUSP00000080548	ENSTNIP00000016523
ENSMUSP00000076437	ENSTNIP00000001367
ENSMUSP00000112836	ENSTNIP00000013546
ENSMUSP00000112836	ENSTNIP00000018391
ENSMUSP00000100008	ENSTNIP00000019774
ENSMUSP00000028663	ENSTNIP00000006873
ENSMUSP00000072852	ENSTNIP00000010744
ENSMUSP00000072852	ENSTNIP00000015714
ENSMUSP00000031709	ENSTNIP00000013321
ENSMUSP00000022262	ENSTNIP00000017267
ENSMUSP00000055562	ENSTNIP00000008774
ENSMUSP00000127149	ENSTNIP00000019170
ENSMUSP00000050123	ENSTNIP00000018077
ENSMUSP00000034547	ENSTNIP00000005871
ENSMUSP00000110434	ENSTNIP00000016281
ENSMUSP00000084430	ENSTNIP00000014704
ENSMUSP00000068178	ENSTNIP00000012061
ENSMUSP00000045637	ENSTNIP00000006738
ENSMUSP00000048719	ENSTNIP00000011044
ENSMUSP00000048719	ENSTNIP00000007277
ENSMUSP00000095420	ENSTNIP00000002864
ENSMUSP00000095420	ENSTNIP00000022973
ENSMUSP00000023550	ENSTNIP00000001734
ENSMUSP00000086422	ENSTNIP00000000097
ENSMUSP00000026624	ENSTNIP00000006183
ENSMUSP00000110373	ENSTNIP00000019956
ENSMUSP00000025989	ENSTNIP00000006137
ENSMUSP00000021443	ENSTNIP00000007451
ENSMUSP00000021443	ENSTNIP00000020608
ENSMUSP00000071578	ENSTNIP00000019035
ENSMUSP00000120531	ENSTNIP00000017231
ENSMUSP00000039737	ENSTNIP00000018943
ENSMUSP00000039737	ENSTNIP00000011965
ENSMUSP00000099399	ENSTNIP00000006212
ENSMUSP00000099399	ENSTNIP00000022697
ENSMUSP00000015137	ENSTNIP00000005896
ENSMUSP00000050087	ENSTNIP00000022244
ENSMUSP00000050087	ENSTNIP00000017121
ENSMUSP00000032272	ENSTNIP00000021783
ENSMUSP00000108593	ENSTNIP00000016209
ENSMUSP00000019333	ENSTNIP00000019240
ENSMUSP00000046467	ENSTNIP00000001191
ENSMUSP00000114843	ENSTNIP00000006301
ENSMUSP00000002259	ENSTNIP00000002293
ENSMUSP00000030285	ENSTNIP00000018562
ENSMUSP00000028844	ENSTNIP00000013128
ENSMUSP00000031530	ENSTNIP00000011985
ENSMUSP00000040524	ENSTNIP00000010943
ENSMUSP00000047402	ENSTNIP00000018089
ENSMUSP00000038373	ENSTNIP00000023115
ENSMUSP00000105245	ENSTNIP00000009023
ENSMUSP00000105255	ENSTNIP00000022027
ENSMUSP00000026662	ENSTNIP00000014215
ENSMUSP00000026662	ENSTNIP00000006162
ENSMUSP00000022952	ENSTNIP00000016291
ENSMUSP00000025642	ENSTNIP00000017232
ENSMUSP00000081572	ENSTNIP00000016234
ENSMUSP00000019911	ENSTNIP00000007837
ENSMUSP00000069578	ENSTNIP00000019618
ENSMUSP00000039760	ENSTNIP00000018416
ENSMUSP00000104725	ENSTNIP00000003078
ENSMUSP00000001079	ENSTNIP00000003192
ENSMUSP00000045955	ENSTNIP00000009158
ENSMUSP00000035823	ENSTNIP00000014266
ENSMUSP00000095702	ENSTNIP00000015002
ENSMUSP00000118474	ENSTNIP00000008315
ENSMUSP00000026750	ENSTNIP00000000406
ENSMUSP00000026750	ENSTNIP00000014734
ENSMUSP00000030645	ENSTNIP00000020405
ENSMUSP00000030627	ENSTNIP00000020034
ENSMUSP00000130767	ENSTNIP00000015962
ENSMUSP00000024721	ENSTNIP00000006804
ENSMUSP00000078547	ENSTNIP00000002033
ENSMUSP00000034817	ENSTNIP00000012429
ENSMUSP00000069127	ENSTNIP00000001312
ENSMUSP00000125932	ENSTNIP00000012548
ENSMUSP00000029674	ENSTNIP00000008652
ENSMUSP00000076115	ENSTNIP00000019776
ENSMUSP00000076115	ENSTNIP00000006415
ENSMUSP00000029673	ENSTNIP00000021497
ENSMUSP00000029673	ENSTNIP00000020704
ENSMUSP00000029566	ENSTNIP00000021496
ENSMUSP00000029566	ENSTNIP00000020703
ENSMUSP00000044128	ENSTNIP00000016874
ENSMUSP00000051479	ENSTNIP00000021367
ENSMUSP00000060749	ENSTNIP00000014454
ENSMUSP00000136054	ENSTNIP00000000985
ENSMUSP00000110435	ENSTNIP00000009802
ENSMUSP00000088098	ENSTNIP00000006874
ENSMUSP00000036749	ENSTNIP00000020036
ENSMUSP00000036749	ENSTNIP00000012134
ENSMUSP00000078245	ENSTNIP00000017355
ENSMUSP00000031002	ENSTNIP00000015974
ENSMUSP00000095949	ENSTNIP00000015129
ENSMUSP00000021617	ENSTNIP00000007468
ENSMUSP00000087810	ENSTNIP00000020643
ENSMUSP00000087810	ENSTNIP00000002256
ENSMUSP00000017552	ENSTNIP00000017480
ENSMUSP00000077438	ENSTNIP00000018770
ENSMUSP00000077438	ENSTNIP00000017481
ENSMUSP00000110371	ENSTNIP00000020246
ENSMUSP00000125857	ENSTNIP00000020828
ENSMUSP00000005233	ENSTNIP00000020593
ENSMUSP00000098056	ENSTNIP00000015855
ENSMUSP00000034093	ENSTNIP00000013468
ENSMUSP00000037079	ENSTNIP00000016745
ENSMUSP00000106770	ENSTNIP00000019131
ENSMUSP00000045454	ENSTNIP00000008792
ENSMUSP00000045454	ENSTNIP00000017724
ENSMUSP00000109203	ENSTNIP00000011805
ENSMUSP00000035437	ENSTNIP00000009562
ENSMUSP00000135500	ENSTNIP00000018930
ENSMUSP00000006825	ENSTNIP00000021636
ENSMUSP00000101184	ENSTNIP00000002103
ENSMUSP00000105790	ENSTNIP00000009468
ENSMUSP00000105790	ENSTNIP00000009311
ENSMUSP00000042155	ENSTNIP00000010742
ENSMUSP00000042155	ENSTNIP00000015722
ENSMUSP00000007444	ENSTNIP00000017984
ENSMUSP00000027185	ENSTNIP00000013260
ENSMUSP00000034049	ENSTNIP00000021223
ENSMUSP00000029486	ENSTNIP00000006946
ENSMUSP00000029486	ENSTNIP00000018192
ENSMUSP00000075990	ENSTNIP00000021666
ENSMUSP00000069429	ENSTNIP00000015467
ENSMUSP00000029740	ENSTNIP00000022722
ENSMUSP00000029740	ENSTNIP00000002466
ENSMUSP00000023531	ENSTNIP00000015663
ENSMUSP00000034629	ENSTNIP00000014697
ENSMUSP00000005256	ENSTNIP00000009198
ENSMUSP00000005256	ENSTNIP00000012511
ENSMUSP00000044430	ENSTNIP00000011681
ENSMUSP00000066741	ENSTNIP00000022290
ENSMUSP00000066741	ENSTNIP00000019465
ENSMUSP00000105926	ENSTNIP00000001694
ENSMUSP00000129278	ENSTNIP00000020428
ENSMUSP00000025224	ENSTNIP00000012932
ENSMUSP00000028787	ENSTNIP00000013466
ENSMUSP00000028787	ENSTNIP00000018817
ENSMUSP00000093908	ENSTNIP00000013733
ENSMUSP00000129522	ENSTNIP00000008162
ENSMUSP00000118179	ENSTNIP00000007241
ENSMUSP00000120830	ENSTNIP00000019757
ENSMUSP00000120830	ENSTNIP00000007393
ENSMUSP00000087073	ENSTNIP00000020475
ENSMUSP00000006367	ENSTNIP00000014844
ENSMUSP00000006367	ENSTNIP00000020138
ENSMUSP00000059720	ENSTNIP00000012298
ENSMUSP00000030475	ENSTNIP00000009773
ENSMUSP00000028034	ENSTNIP00000020245
ENSMUSP00000079692	ENSTNIP00000009624
ENSMUSP00000079692	ENSTNIP00000015413
ENSMUSP00000129122	ENSTNIP00000002113
ENSMUSP00000121775	ENSTNIP00000004960
ENSMUSP00000121775	ENSTNIP00000021556
ENSMUSP00000138370	ENSTNIP00000010527
ENSMUSP00000138370	ENSTNIP00000018300
ENSMUSP00000055447	ENSTNIP00000013518
ENSMUSP00000024594	ENSTNIP00000019694
ENSMUSP00000068690	ENSTNIP00000020367
ENSMUSP00000041307	ENSTNIP00000016455
ENSMUSP00000056378	ENSTNIP00000002882
ENSMUSP00000019362	ENSTNIP00000013054
ENSMUSP00000034566	ENSTNIP00000012893
ENSMUSP00000034566	ENSTNIP00000002810
ENSMUSP00000090568	ENSTNIP00000007442
ENSMUSP00000053783	ENSTNIP00000004513
ENSMUSP00000038662	ENSTNIP00000013404
ENSMUSP00000002572	ENSTNIP00000004977
ENSMUSP00000002572	ENSTNIP00000017079
ENSMUSP00000021077	ENSTNIP00000005519
ENSMUSP00000102685	ENSTNIP00000016935
ENSMUSP00000088179	ENSTNIP00000009323
ENSMUSP00000114974	ENSTNIP00000013916
ENSMUSP00000018698	ENSTNIP00000013037
ENSMUSP00000114159	ENSTNIP00000009747
ENSMUSP00000026328	ENSTNIP00000012918
ENSMUSP00000076336	ENSTNIP00000020498
ENSMUSP00000102926	ENSTNIP00000005991
ENSMUSP00000038916	ENSTNIP00000020488
ENSMUSP00000098701	ENSTNIP00000009141
ENSMUSP00000100070	ENSTNIP00000008503
ENSMUSP00000104641	ENSTNIP00000021366
ENSMUSP00000028815	ENSTNIP00000019816
ENSMUSP00000026084	ENSTNIP00000005085
ENSMUSP00000046924	ENSTNIP00000008585
ENSMUSP00000052202	ENSTNIP00000022529
ENSMUSP00000048119	ENSTNIP00000010342
ENSMUSP00000132547	ENSTNIP00000018510
ENSMUSP00000132547	ENSTNIP00000016573
ENSMUSP00000029611	ENSTNIP00000021188
ENSMUSP00000084055	ENSTNIP00000019182
ENSMUSP00000136280	ENSTNIP00000013891
ENSMUSP00000136280	ENSTNIP00000020577
ENSMUSP00000054385	ENSTNIP00000017358
ENSMUSP00000120125	ENSTNIP00000019903
ENSMUSP00000120125	ENSTNIP00000012953
ENSMUSP00000039648	ENSTNIP00000013820
ENSMUSP00000104273	ENSTNIP00000013042
ENSMUSP00000112685	ENSTNIP00000019726
ENSMUSP00000059896	ENSTNIP00000006293
ENSMUSP00000110684	ENSTNIP00000009038
ENSMUSP00000020106	ENSTNIP00000010287
ENSMUSP00000035512	ENSTNIP00000005145
ENSMUSP00000106163	ENSTNIP00000019762
ENSMUSP00000025377	ENSTNIP00000020202
ENSMUSP00000020316	ENSTNIP00000005945
ENSMUSP00000033939	ENSTNIP00000019003
ENSMUSP00000026217	ENSTNIP00000014802
ENSMUSP00000026217	ENSTNIP00000019642
ENSMUSP00000025946	ENSTNIP00000007321
ENSMUSP00000076886	ENSTNIP00000014173
ENSMUSP00000073105	ENSTNIP00000021864
ENSMUSP00000035326	ENSTNIP00000011489
ENSMUSP00000033010	ENSTNIP00000021769
ENSMUSP00000128703	ENSTNIP00000012958
ENSMUSP00000128703	ENSTNIP00000002326
ENSMUSP00000128464	ENSTNIP00000023114
ENSMUSP00000041767	ENSTNIP00000005022
ENSMUSP00000020158	ENSTNIP00000019413
ENSMUSP00000018005	ENSTNIP00000010146
ENSMUSP00000109253	ENSTNIP00000019575
ENSMUSP00000030136	ENSTNIP00000013592
ENSMUSP00000018755	ENSTNIP00000017273
ENSMUSP00000023884	ENSTNIP00000017014
ENSMUSP00000065544	ENSTNIP00000007987
ENSMUSP00000065544	ENSTNIP00000012033
ENSMUSP00000035112	ENSTNIP00000015710
ENSMUSP00000029770	ENSTNIP00000007961
ENSMUSP00000021666	ENSTNIP00000019459
ENSMUSP00000027251	ENSTNIP00000016875
ENSMUSP00000024749	ENSTNIP00000011468
ENSMUSP00000022172	ENSTNIP00000018490
ENSMUSP00000024786	ENSTNIP00000010085
ENSMUSP00000076864	ENSTNIP00000004192
ENSMUSP00000076864	ENSTNIP00000010128
ENSMUSP00000044938	ENSTNIP00000015533
ENSMUSP00000044938	ENSTNIP00000010165
ENSMUSP00000031533	ENSTNIP00000021692
ENSMUSP00000064758	ENSTNIP00000004417
ENSMUSP00000021466	ENSTNIP00000022536
ENSMUSP00000025668	ENSTNIP00000019933
ENSMUSP00000029752	ENSTNIP00000010884
ENSMUSP00000030221	ENSTNIP00000001485
ENSMUSP00000044955	ENSTNIP00000011257
ENSMUSP00000044955	ENSTNIP00000001474
ENSMUSP00000099851	ENSTNIP00000021261
ENSMUSP00000099851	ENSTNIP00000010671
ENSMUSP00000042177	ENSTNIP00000018712
ENSMUSP00000040126	ENSTNIP00000013098
ENSMUSP00000080111	ENSTNIP00000021379
ENSMUSP00000113053	ENSTNIP00000019175
ENSMUSP00000053408	ENSTNIP00000015016
ENSMUSP00000020378	ENSTNIP00000005434
ENSMUSP00000102014	ENSTNIP00000013987
ENSMUSP00000102014	ENSTNIP00000007370
ENSMUSP00000130604	ENSTNIP00000022098
ENSMUSP00000038361	ENSTNIP00000012415
ENSMUSP00000038361	ENSTNIP00000013298
ENSMUSP00000057282	ENSTNIP00000009668
ENSMUSP00000019997	ENSTNIP00000010290
ENSMUSP00000032705	ENSTNIP00000014852
ENSMUSP00000107492	ENSTNIP00000020098
ENSMUSP00000008907	ENSTNIP00000018733
ENSMUSP00000023356	ENSTNIP00000011344
ENSMUSP00000006762	ENSTNIP00000007072
ENSMUSP00000044624	ENSTNIP00000003669
ENSMUSP00000044624	ENSTNIP00000000324
ENSMUSP00000045676	ENSTNIP00000021726
ENSMUSP00000097100	ENSTNIP00000016171
ENSMUSP00000026150	ENSTNIP00000000502
ENSMUSP00000026150	ENSTNIP00000019611
ENSMUSP00000019939	ENSTNIP00000015248
ENSMUSP00000021246	ENSTNIP00000012993
ENSMUSP00000066244	ENSTNIP00000009871
ENSMUSP00000090335	ENSTNIP00000019421
ENSMUSP00000088271	ENSTNIP00000008246
ENSMUSP00000020461	ENSTNIP00000006590
ENSMUSP00000052863	ENSTNIP00000009991
ENSMUSP00000038110	ENSTNIP00000000477
ENSMUSP00000108841	ENSTNIP00000000008
ENSMUSP00000023289	ENSTNIP00000021107
ENSMUSP00000071933	ENSTNIP00000005539
ENSMUSP00000032413	ENSTNIP00000005300
ENSMUSP00000114272	ENSTNIP00000010180
ENSMUSP00000094916	ENSTNIP00000010087
ENSMUSP00000108948	ENSTNIP00000010164
ENSMUSP00000111405	ENSTNIP00000007498
ENSMUSP00000081714	ENSTNIP00000012253
ENSMUSP00000081714	ENSTNIP00000007569
ENSMUSP00000056147	ENSTNIP00000007138
ENSMUSP00000101914	ENSTNIP00000012545
ENSMUSP00000064128	ENSTNIP00000005125
ENSMUSP00000062016	ENSTNIP00000003286
ENSMUSP00000034802	ENSTNIP00000009672
ENSMUSP00000034802	ENSTNIP00000013865
ENSMUSP00000020767	ENSTNIP00000016561
ENSMUSP00000062078	ENSTNIP00000020210
ENSMUSP00000033938	ENSTNIP00000019005
ENSMUSP00000000811	ENSTNIP00000004796
ENSMUSP00000133065	ENSTNIP00000008299
ENSMUSP00000116130	ENSTNIP00000016932
ENSMUSP00000056099	ENSTNIP00000013734
ENSMUSP00000040505	ENSTNIP00000019497
ENSMUSP00000060424	ENSTNIP00000019067
ENSMUSP00000025944	ENSTNIP00000003771
ENSMUSP00000129772	ENSTNIP00000007420
ENSMUSP00000125840	ENSTNIP00000015815
ENSMUSP00000125840	ENSTNIP00000000528
ENSMUSP00000026577	ENSTNIP00000019165
ENSMUSP00000052776	ENSTNIP00000005941
ENSMUSP00000042004	ENSTNIP00000006520
ENSMUSP00000042004	ENSTNIP00000017665
ENSMUSP00000025850	ENSTNIP00000019935
ENSMUSP00000031017	ENSTNIP00000000578
ENSMUSP00000003640	ENSTNIP00000010552
ENSMUSP00000021674	ENSTNIP00000019454
ENSMUSP00000021674	ENSTNIP00000019453
ENSMUSP00000021674	ENSTNIP00000020545
ENSMUSP00000106906	ENSTNIP00000010480
ENSMUSP00000080325	ENSTNIP00000017173
ENSMUSP00000044276	ENSTNIP00000017269
ENSMUSP00000027247	ENSTNIP00000018766
ENSMUSP00000080219	ENSTNIP00000021729
ENSMUSP00000110414	ENSTNIP00000019962
ENSMUSP00000108090	ENSTNIP00000012916
ENSMUSP00000108090	ENSTNIP00000008041
ENSMUSP00000111963	ENSTNIP00000019409
ENSMUSP00000111963	ENSTNIP00000022496
ENSMUSP00000054338	ENSTNIP00000007232
ENSMUSP00000017974	ENSTNIP00000014664
ENSMUSP00000028259	ENSTNIP00000019599
ENSMUSP00000058348	ENSTNIP00000018984
ENSMUSP00000058348	ENSTNIP00000011924
ENSMUSP00000061517	ENSTNIP00000009635
ENSMUSP00000054141	ENSTNIP00000007230
ENSMUSP00000129418	ENSTNIP00000014928
ENSMUSP00000061643	ENSTNIP00000018491
ENSMUSP00000004294	ENSTNIP00000021577
ENSMUSP00000055599	ENSTNIP00000004479
ENSMUSP00000000834	ENSTNIP00000004100
ENSMUSP00000108260	ENSTNIP00000022254
ENSMUSP00000012921	ENSTNIP00000015761
ENSMUSP00000002172	ENSTNIP00000013252
ENSMUSP00000088263	ENSTNIP00000016943
ENSMUSP00000077466	ENSTNIP00000007603
ENSMUSP00000104342	ENSTNIP00000017467
ENSMUSP00000104342	ENSTNIP00000013331
ENSMUSP00000132519	ENSTNIP00000017823
ENSMUSP00000132519	ENSTNIP00000009958
ENSMUSP00000050275	ENSTNIP00000018938
ENSMUSP00000017090	ENSTNIP00000015806
ENSMUSP00000099324	ENSTNIP00000014799
ENSMUSP00000086835	ENSTNIP00000015915
ENSMUSP00000075655	ENSTNIP00000001931
ENSMUSP00000043562	ENSTNIP00000010252
ENSMUSP00000037109	ENSTNIP00000001518
ENSMUSP00000001080	ENSTNIP00000002692
ENSMUSP00000139117	ENSTNIP00000012781
ENSMUSP00000045478	ENSTNIP00000011509
ENSMUSP00000045478	ENSTNIP00000017443
ENSMUSP00000022782	ENSTNIP00000016841
ENSMUSP00000114026	ENSTNIP00000002690
ENSMUSP00000022916	ENSTNIP00000007278
ENSMUSP00000054134	ENSTNIP00000014324
ENSMUSP00000079395	ENSTNIP00000019158
ENSMUSP00000127109	ENSTNIP00000012054
ENSMUSP00000111269	ENSTNIP00000019878
ENSMUSP00000000828	ENSTNIP00000010174
ENSMUSP00000038369	ENSTNIP00000017673
ENSMUSP00000063264	ENSTNIP00000015653
ENSMUSP00000063264	ENSTNIP00000019108
ENSMUSP00000021940	ENSTNIP00000009077
ENSMUSP00000117200	ENSTNIP00000022042
ENSMUSP00000117200	ENSTNIP00000003410
ENSMUSP00000034308	ENSTNIP00000007112
ENSMUSP00000029824	ENSTNIP00000015294
ENSMUSP00000029824	ENSTNIP00000011353
ENSMUSP00000083242	ENSTNIP00000016587
ENSMUSP00000031377	ENSTNIP00000002999
ENSMUSP00000030279	ENSTNIP00000021264
ENSMUSP00000027502	ENSTNIP00000005842
ENSMUSP00000026562	ENSTNIP00000008387
ENSMUSP00000104939	ENSTNIP00000005555
ENSMUSP00000061737	ENSTNIP00000020258
ENSMUSP00000000394	ENSTNIP00000021558
ENSMUSP00000072896	ENSTNIP00000020041
ENSMUSP00000047529	ENSTNIP00000014352
ENSMUSP00000027730	ENSTNIP00000010082
ENSMUSP00000000445	ENSTNIP00000014351
ENSMUSP00000072330	ENSTNIP00000001960
ENSMUSP00000072330	ENSTNIP00000021976
ENSMUSP00000016143	ENSTNIP00000015690
ENSMUSP00000081263	ENSTNIP00000020111
ENSMUSP00000006311	ENSTNIP00000006001
ENSMUSP00000112715	ENSTNIP00000018485
ENSMUSP00000103690	ENSTNIP00000018901
ENSMUSP00000099331	ENSTNIP00000014280
ENSMUSP00000129157	ENSTNIP00000021813
ENSMUSP00000107806	ENSTNIP00000000214
ENSMUSP00000041241	ENSTNIP00000005364
ENSMUSP00000029194	ENSTNIP00000017957
ENSMUSP00000132338	ENSTNIP00000007359
ENSMUSP00000081232	ENSTNIP00000004739
ENSMUSP00000132011	ENSTNIP00000007692
ENSMUSP00000044371	ENSTNIP00000022345
ENSMUSP00000022813	ENSTNIP00000016846
ENSMUSP00000052283	ENSTNIP00000018845
ENSMUSP00000041232	ENSTNIP00000000274
ENSMUSP00000099755	ENSTNIP00000017535
ENSMUSP00000049430	ENSTNIP00000022048
ENSMUSP00000102229	ENSTNIP00000018560
ENSMUSP00000025294	ENSTNIP00000018282
ENSMUSP00000025294	ENSTNIP00000005846
ENSMUSP00000028257	ENSTNIP00000016264
ENSMUSP00000112638	ENSTNIP00000012087
ENSMUSP00000110724	ENSTNIP00000018866
ENSMUSP00000110724	ENSTNIP00000000215
ENSMUSP00000063412	ENSTNIP00000006684
ENSMUSP00000025805	ENSTNIP00000013718
ENSMUSP00000090287	ENSTNIP00000022293
ENSMUSP00000090287	ENSTNIP00000013869
ENSMUSP00000054747	ENSTNIP00000006962
ENSMUSP00000081954	ENSTNIP00000006858
ENSMUSP00000060771	ENSTNIP00000021950
ENSMUSP00000040152	ENSTNIP00000016946
ENSMUSP00000084663	ENSTNIP00000019894
ENSMUSP00000032462	ENSTNIP00000017848
ENSMUSP00000020234	ENSTNIP00000009712
ENSMUSP00000062047	ENSTNIP00000001443
ENSMUSP00000016452	ENSTNIP00000018835
ENSMUSP00000078459	ENSTNIP00000010921
ENSMUSP00000038139	ENSTNIP00000004991
ENSMUSP00000016125	ENSTNIP00000020223
ENSMUSP00000030033	ENSTNIP00000001055
ENSMUSP00000030033	ENSTNIP00000001772
ENSMUSP00000078682	ENSTNIP00000010202
ENSMUSP00000109779	ENSTNIP00000018142
ENSMUSP00000127709	ENSTNIP00000013945
ENSMUSP00000028595	ENSTNIP00000016812
ENSMUSP00000113216	ENSTNIP00000003231
ENSMUSP00000059291	ENSTNIP00000022260
ENSMUSP00000131281	ENSTNIP00000012510
ENSMUSP00000028583	ENSTNIP00000000194
ENSMUSP00000020057	ENSTNIP00000014350
ENSMUSP00000003971	ENSTNIP00000006652
ENSMUSP00000037129	ENSTNIP00000021254
ENSMUSP00000044098	ENSTNIP00000002341
ENSMUSP00000044098	ENSTNIP00000010876
ENSMUSP00000025476	ENSTNIP00000005087
ENSMUSP00000017534	ENSTNIP00000004199
ENSMUSP00000129491	ENSTNIP00000018522
ENSMUSP00000042785	ENSTNIP00000009153
ENSMUSP00000132659	ENSTNIP00000012929
ENSMUSP00000001184	ENSTNIP00000001879
ENSMUSP00000039071	ENSTNIP00000021208
ENSMUSP00000021941	ENSTNIP00000011843
ENSMUSP00000056227	ENSTNIP00000007322
ENSMUSP00000084507	ENSTNIP00000022096
ENSMUSP00000084507	ENSTNIP00000011503
ENSMUSP00000046705	ENSTNIP00000022036
ENSMUSP00000008878	ENSTNIP00000021136
ENSMUSP00000008878	ENSTNIP00000002031
ENSMUSP00000061760	ENSTNIP00000014832
ENSMUSP00000061760	ENSTNIP00000012676
ENSMUSP00000054823	ENSTNIP00000021222
ENSMUSP00000072510	ENSTNIP00000001853
ENSMUSP00000058468	ENSTNIP00000005516
ENSMUSP00000126854	ENSTNIP00000010228
ENSMUSP00000066287	ENSTNIP00000005944
ENSMUSP00000031093	ENSTNIP00000015972
ENSMUSP00000047656	ENSTNIP00000018524
ENSMUSP00000047656	ENSTNIP00000020327
ENSMUSP00000106160	ENSTNIP00000000405
ENSMUSP00000059658	ENSTNIP00000020707
ENSMUSP00000059658	ENSTNIP00000021502
ENSMUSP00000067241	ENSTNIP00000018087
ENSMUSP00000067241	ENSTNIP00000009580
ENSMUSP00000123509	ENSTNIP00000018086
ENSMUSP00000065877	ENSTNIP00000000204
ENSMUSP00000022871	ENSTNIP00000020894
ENSMUSP00000017153	ENSTNIP00000008668
ENSMUSP00000000305	ENSTNIP00000013872
ENSMUSP00000037971	ENSTNIP00000008870
ENSMUSP00000001092	ENSTNIP00000011690
ENSMUSP00000080521	ENSTNIP00000019831
ENSMUSP00000112498	ENSTNIP00000004556
