ENSGACP00000024945	ENSDARP00000122973
ENSGACP00000006438	ENSDARP00000018055
ENSGACP00000017556	ENSDARP00000117469
ENSGACP00000022395	ENSDARP00000010335
ENSGACP00000016553	ENSDARP00000100341
ENSGACP00000013794	ENSDARP00000058495
ENSGACP00000008851	ENSDARP00000128615
ENSGACP00000011962	ENSDARP00000016314
ENSGACP00000020560	ENSDARP00000121973
ENSGACP00000021742	ENSDARP00000046688
ENSGACP00000009929	ENSDARP00000067665
ENSGACP00000013617	ENSDARP00000047070
ENSGACP00000024845	ENSDARP00000098435
ENSGACP00000007476	ENSDARP00000014840
ENSGACP00000002768	ENSDARP00000042677
ENSGACP00000017633	ENSDARP00000111799
ENSGACP00000008862	ENSDARP00000043315
ENSGACP00000023563	ENSDARP00000064900
ENSGACP00000014146	ENSDARP00000024085
ENSGACP00000023961	ENSDARP00000043161
ENSGACP00000010920	ENSDARP00000123784
ENSGACP00000020256	ENSDARP00000023124
ENSGACP00000001541	ENSDARP00000104305
ENSGACP00000025293	ENSDARP00000099211
ENSGACP00000021244	ENSDARP00000065555
ENSGACP00000015197	ENSDARP00000098660
ENSGACP00000010883	ENSDARP00000105864
ENSGACP00000010157	ENSDARP00000013812
ENSGACP00000016455	ENSDARP00000102404
ENSGACP00000014105	ENSDARP00000014065
ENSGACP00000011325	ENSDARP00000061155
ENSGACP00000019984	ENSDARP00000082723
ENSGACP00000007247	ENSDARP00000089458
ENSGACP00000008515	ENSDARP00000051165
ENSGACP00000010891	ENSDARP00000042171
ENSGACP00000005764	ENSDARP00000062698
ENSGACP00000025833	ENSDARP00000065233
ENSGACP00000006690	ENSDARP00000110875
ENSGACP00000027174	ENSDARP00000124944
ENSGACP00000023717	ENSDARP00000100285
ENSGACP00000001751	ENSDARP00000041176
ENSGACP00000003615	ENSDARP00000066702
ENSGACP00000005917	ENSDARP00000065852
ENSGACP00000019465	ENSDARP00000105717
ENSGACP00000024117	ENSDARP00000015825
ENSGACP00000018050	ENSDARP00000005989
ENSGACP00000018757	ENSDARP00000119398
ENSGACP00000020047	ENSDARP00000105402
ENSGACP00000026129	ENSDARP00000111705
ENSGACP00000011922	ENSDARP00000056285
ENSGACP00000009688	ENSDARP00000072101
ENSGACP00000012417	ENSDARP00000128984
ENSGACP00000026332	ENSDARP00000099032
ENSGACP00000026257	ENSDARP00000068140
ENSGACP00000021440	ENSDARP00000113679
ENSGACP00000019183	ENSDARP00000102258
ENSGACP00000002744	ENSDARP00000050618
ENSGACP00000002016	ENSDARP00000024256
ENSGACP00000018705	ENSDARP00000019940
ENSGACP00000010376	ENSDARP00000113054
ENSGACP00000016795	ENSDARP00000101191
ENSGACP00000015259	ENSDARP00000113801
ENSGACP00000011384	ENSDARP00000036893
ENSGACP00000002674	ENSDARP00000098560
ENSGACP00000018076	ENSDARP00000011155
ENSGACP00000000720	ENSDARP00000022486
ENSGACP00000022972	ENSDARP00000106616
ENSGACP00000008295	ENSDARP00000019087
ENSGACP00000025264	ENSDARP00000076002
ENSGACP00000014107	ENSDARP00000107390
ENSGACP00000006667	ENSDARP00000069275
ENSGACP00000024356	ENSDARP00000074797
ENSGACP00000006599	ENSDARP00000123958
ENSGACP00000020359	ENSDARP00000087003
ENSGACP00000008934	ENSDARP00000037121
ENSGACP00000003847	ENSDARP00000123093
ENSGACP00000022310	ENSDARP00000000748
ENSGACP00000017391	ENSDARP00000101204
ENSGACP00000021571	ENSDARP00000119169
ENSGACP00000021553	ENSDARP00000057735
ENSGACP00000020928	ENSDARP00000121323
ENSGACP00000023675	ENSDARP00000114284
ENSGACP00000009161	ENSDARP00000118698
ENSGACP00000017826	ENSDARP00000120347
ENSGACP00000003183	ENSDARP00000101408
ENSGACP00000011082	ENSDARP00000127739
ENSGACP00000002789	ENSDARP00000124000
ENSGACP00000018264	ENSDARP00000065118
ENSGACP00000004899	ENSDARP00000126440
ENSGACP00000022048	ENSDARP00000101166
ENSGACP00000018629	ENSDARP00000056543
ENSGACP00000024982	ENSDARP00000087133
ENSGACP00000008806	ENSDARP00000101877
ENSGACP00000016335	ENSDARP00000100378
ENSGACP00000019459	ENSDARP00000107840
ENSGACP00000011656	ENSDARP00000105606
ENSGACP00000021346	ENSDARP00000082438
ENSGACP00000005446	ENSDARP00000127120
ENSGACP00000017279	ENSDARP00000124923
ENSGACP00000006884	ENSDARP00000073110
ENSGACP00000023755	ENSDARP00000073658
ENSGACP00000002114	ENSDARP00000020000
ENSGACP00000019214	ENSDARP00000113850
ENSGACP00000001729	ENSDARP00000078769
ENSGACP00000017178	ENSDARP00000101760
ENSGACP00000021150	ENSDARP00000043125
ENSGACP00000026689	ENSDARP00000106580
ENSGACP00000012092	ENSDARP00000073959
ENSGACP00000023826	ENSDARP00000007186
ENSGACP00000003882	ENSDARP00000030718
ENSGACP00000008443	ENSDARP00000023293
ENSGACP00000025295	ENSDARP00000109007
ENSGACP00000015893	ENSDARP00000074529
ENSGACP00000019478	ENSDARP00000121140
ENSGACP00000008584	ENSDARP00000091084
ENSGACP00000012018	ENSDARP00000116091
ENSGACP00000003981	ENSDARP00000013960
ENSGACP00000012833	ENSDARP00000073468
ENSGACP00000019749	ENSDARP00000005772
ENSGACP00000015247	ENSDARP00000078285
ENSGACP00000018081	ENSDARP00000053683
ENSGACP00000024168	ENSDARP00000074907
ENSGACP00000009082	ENSDARP00000073367
ENSGACP00000022777	ENSDARP00000101307
ENSGACP00000024746	ENSDARP00000099592
ENSGACP00000004099	ENSDARP00000103890
ENSGACP00000018775	ENSDARP00000066677
ENSGACP00000017417	ENSDARP00000111926
ENSGACP00000021216	ENSDARP00000056522
ENSGACP00000005858	ENSDARP00000112428
ENSGACP00000005859	ENSDARP00000065850
ENSGACP00000014456	ENSDARP00000122149
ENSGACP00000013539	ENSDARP00000087565
ENSGACP00000014073	ENSDARP00000002483
ENSGACP00000014935	ENSDARP00000034733
ENSGACP00000024603	ENSDARP00000089645
ENSGACP00000010265	ENSDARP00000026726
ENSGACP00000009778	ENSDARP00000069945
ENSGACP00000015141	ENSDARP00000110892
ENSGACP00000005329	ENSDARP00000027703
ENSGACP00000023030	ENSDARP00000089585
ENSGACP00000013038	ENSDARP00000087966
ENSGACP00000014266	ENSDARP00000090285
ENSGACP00000016658	ENSDARP00000091415
ENSGACP00000011771	ENSDARP00000093185
ENSGACP00000020549	ENSDARP00000083017
ENSGACP00000000463	ENSDARP00000123346
ENSGACP00000004984	ENSDARP00000122328
ENSGACP00000022629	ENSDARP00000054580
ENSGACP00000010282	ENSDARP00000115648
ENSGACP00000018956	ENSDARP00000086017
ENSGACP00000015912	ENSDARP00000086016
ENSGACP00000026330	ENSDARP00000009248
ENSGACP00000015397	ENSDARP00000036177
ENSGACP00000011766	ENSDARP00000111967
ENSGACP00000018424	ENSDARP00000103866
ENSGACP00000010363	ENSDARP00000107114
ENSGACP00000015764	ENSDARP00000087386
ENSGACP00000022490	ENSDARP00000072649
ENSGACP00000001596	ENSDARP00000091347
ENSGACP00000022529	ENSDARP00000120829
ENSGACP00000015957	ENSDARP00000088115
ENSGACP00000012270	ENSDARP00000126856
ENSGACP00000009059	ENSDARP00000064077
ENSGACP00000014363	ENSDARP00000072426
ENSGACP00000027136	ENSDARP00000024471
ENSGACP00000023567	ENSDARP00000054597
ENSGACP00000024371	ENSDARP00000068226
ENSGACP00000010873	ENSDARP00000083002
ENSGACP00000006935	ENSDARP00000108364
ENSGACP00000005024	ENSDARP00000051665
ENSGACP00000027593	ENSDARP00000063550
ENSGACP00000013327	ENSDARP00000109769
ENSGACP00000018279	ENSDARP00000086614
ENSGACP00000006461	ENSDARP00000104731
ENSGACP00000022880	ENSDARP00000008977
ENSGACP00000024592	ENSDARP00000103131
ENSGACP00000001770	ENSDARP00000114731
ENSGACP00000016786	ENSDARP00000074851
ENSGACP00000002157	ENSDARP00000040170
ENSGACP00000006587	ENSDARP00000098003
ENSGACP00000024480	ENSDARP00000065858
ENSGACP00000006853	ENSDARP00000078136
ENSGACP00000002749	ENSDARP00000045176
ENSGACP00000009150	ENSDARP00000055472
ENSGACP00000022120	ENSDARP00000122058
ENSGACP00000016791	ENSDARP00000055170
ENSGACP00000019164	ENSDARP00000012720
ENSGACP00000004728	ENSDARP00000121375
ENSGACP00000023632	ENSDARP00000011428
ENSGACP00000013757	ENSDARP00000067931
ENSGACP00000019663	ENSDARP00000028641
ENSGACP00000017001	ENSDARP00000010419
ENSGACP00000011965	ENSDARP00000107433
ENSGACP00000008707	ENSDARP00000004932
ENSGACP00000000898	ENSDARP00000108226
ENSGACP00000014043	ENSDARP00000048394
ENSGACP00000022992	ENSDARP00000061954
ENSGACP00000001910	ENSDARP00000125663
ENSGACP00000007127	ENSDARP00000098359
ENSGACP00000009985	ENSDARP00000102663
ENSGACP00000014298	ENSDARP00000093820
ENSGACP00000023614	ENSDARP00000125623
ENSGACP00000020929	ENSDARP00000059319
ENSGACP00000025163	ENSDARP00000024096
ENSGACP00000003375	ENSDARP00000105098
ENSGACP00000024133	ENSDARP00000112026
ENSGACP00000022776	ENSDARP00000020283
ENSGACP00000013315	ENSDARP00000085982
ENSGACP00000008151	ENSDARP00000011866
ENSGACP00000013188	ENSDARP00000019419
ENSGACP00000026173	ENSDARP00000071683
ENSGACP00000012377	ENSDARP00000076538
ENSGACP00000016187	ENSDARP00000093469
ENSGACP00000014581	ENSDARP00000091500
ENSGACP00000019677	ENSDARP00000098790
ENSGACP00000004083	ENSDARP00000058551
ENSGACP00000005781	ENSDARP00000043822
ENSGACP00000025725	ENSDARP00000058058
ENSGACP00000014663	ENSDARP00000099232
ENSGACP00000013881	ENSDARP00000115356
ENSGACP00000006303	ENSDARP00000055323
ENSGACP00000021151	ENSDARP00000093139
ENSGACP00000016939	ENSDARP00000106302
ENSGACP00000014852	ENSDARP00000094806
ENSGACP00000024470	ENSDARP00000010745
ENSGACP00000008949	ENSDARP00000072599
ENSGACP00000011118	ENSDARP00000110212
ENSGACP00000018462	ENSDARP00000106315
ENSGACP00000023022	ENSDARP00000069762
ENSGACP00000026953	ENSDARP00000088594
ENSGACP00000001525	ENSDARP00000083835
ENSGACP00000020796	ENSDARP00000013993
ENSGACP00000018045	ENSDARP00000003281
ENSGACP00000020202	ENSDARP00000115804
ENSGACP00000019892	ENSDARP00000069637
ENSGACP00000011155	ENSDARP00000118661
ENSGACP00000003226	ENSDARP00000114446
ENSGACP00000020784	ENSDARP00000019575
ENSGACP00000016165	ENSDARP00000006495
ENSGACP00000003332	ENSDARP00000052520
ENSGACP00000014657	ENSDARP00000101834
ENSGACP00000021601	ENSDARP00000067888
ENSGACP00000005673	ENSDARP00000093770
ENSGACP00000018309	ENSDARP00000084749
ENSGACP00000020761	ENSDARP00000056962
ENSGACP00000004790	ENSDARP00000015367
ENSGACP00000010121	ENSDARP00000118392
ENSGACP00000009597	ENSDARP00000118182
ENSGACP00000011075	ENSDARP00000095133
ENSGACP00000012573	ENSDARP00000031559
ENSGACP00000017025	ENSDARP00000061852
ENSGACP00000000936	ENSDARP00000091884
ENSGACP00000018533	ENSDARP00000038591
ENSGACP00000000313	ENSDARP00000101636
ENSGACP00000022262	ENSDARP00000040954
ENSGACP00000017069	ENSDARP00000078311
ENSGACP00000001537	ENSDARP00000059139
ENSGACP00000007024	ENSDARP00000093754
ENSGACP00000006249	ENSDARP00000098505
ENSGACP00000002168	ENSDARP00000100165
ENSGACP00000013160	ENSDARP00000074395
ENSGACP00000021273	ENSDARP00000083566
ENSGACP00000019076	ENSDARP00000107838
ENSGACP00000024268	ENSDARP00000101331
ENSGACP00000012327	ENSDARP00000004018
ENSGACP00000012836	ENSDARP00000024532
ENSGACP00000009393	ENSDARP00000106658
ENSGACP00000017596	ENSDARP00000118126
ENSGACP00000006467	ENSDARP00000085288
ENSGACP00000024684	ENSDARP00000129223
ENSGACP00000011332	ENSDARP00000113737
ENSGACP00000018570	ENSDARP00000098193
ENSGACP00000007863	ENSDARP00000093977
ENSGACP00000002833	ENSDARP00000072241
ENSGACP00000017301	ENSDARP00000014581
ENSGACP00000019702	ENSDARP00000122112
ENSGACP00000004232	ENSDARP00000085966
ENSGACP00000027547	ENSDARP00000117099
ENSGACP00000023905	ENSDARP00000108440
ENSGACP00000006403	ENSDARP00000121254
ENSGACP00000017980	ENSDARP00000032940
ENSGACP00000026819	ENSDARP00000073910
ENSGACP00000013456	ENSDARP00000129602
ENSGACP00000000415	ENSDARP00000114025
ENSGACP00000027353	ENSDARP00000115419
ENSGACP00000026655	ENSDARP00000058369
ENSGACP00000021996	ENSDARP00000109736
ENSGACP00000008387	ENSDARP00000093662
ENSGACP00000000767	ENSDARP00000087219
ENSGACP00000012508	ENSDARP00000049719
ENSGACP00000003296	ENSDARP00000109027
ENSGACP00000000699	ENSDARP00000032448
ENSGACP00000026640	ENSDARP00000117843
ENSGACP00000016268	ENSDARP00000063720
ENSGACP00000016034	ENSDARP00000090977
ENSGACP00000017691	ENSDARP00000001051
ENSGACP00000026269	ENSDARP00000046799
ENSGACP00000026125	ENSDARP00000054006
ENSGACP00000026802	ENSDARP00000115491
ENSGACP00000023154	ENSDARP00000037339
ENSGACP00000006445	ENSDARP00000116721
ENSGACP00000004151	ENSDARP00000092724
ENSGACP00000023997	ENSDARP00000121626
ENSGACP00000010622	ENSDARP00000057866
ENSGACP00000004019	ENSDARP00000036949
ENSGACP00000016125	ENSDARP00000070580
ENSGACP00000014496	ENSDARP00000129510
ENSGACP00000018285	ENSDARP00000047895
ENSGACP00000005651	ENSDARP00000120021
ENSGACP00000019208	ENSDARP00000091395
ENSGACP00000026444	ENSDARP00000098890
ENSGACP00000014984	ENSDARP00000074512
ENSGACP00000026896	ENSDARP00000121706
ENSGACP00000012610	ENSDARP00000085674
ENSGACP00000016192	ENSDARP00000078889
ENSGACP00000027292	ENSDARP00000102277
ENSGACP00000024689	ENSDARP00000086172
ENSGACP00000001742	ENSDARP00000098718
ENSGACP00000004087	ENSDARP00000121845
ENSGACP00000020228	ENSDARP00000060970
ENSGACP00000021178	ENSDARP00000106714
ENSGACP00000011308	ENSDARP00000114663
ENSGACP00000017588	ENSDARP00000125954
ENSGACP00000018744	ENSDARP00000114939
ENSGACP00000001313	ENSDARP00000091972
ENSGACP00000014383	ENSDARP00000098087
ENSGACP00000019810	ENSDARP00000103321
ENSGACP00000017560	ENSDARP00000077321
ENSGACP00000011651	ENSDARP00000089666
ENSGACP00000022840	ENSDARP00000094372
ENSGACP00000015640	ENSDARP00000064026
ENSGACP00000016689	ENSDARP00000005085
ENSGACP00000018236	ENSDARP00000071771
ENSGACP00000026586	ENSDARP00000013509
ENSGACP00000008141	ENSDARP00000105125
ENSGACP00000012510	ENSDARP00000038588
ENSGACP00000016479	ENSDARP00000092401
ENSGACP00000026585	ENSDARP00000090736
ENSGACP00000003484	ENSDARP00000066758
ENSGACP00000018708	ENSDARP00000090595
ENSGACP00000010198	ENSDARP00000123832
ENSGACP00000020504	ENSDARP00000014968
ENSGACP00000024167	ENSDARP00000098955
ENSGACP00000022073	ENSDARP00000060416
ENSGACP00000019135	ENSDARP00000127594
ENSGACP00000003430	ENSDARP00000015430
ENSGACP00000006442	ENSDARP00000022009
ENSGACP00000005009	ENSDARP00000012861
ENSGACP00000007584	ENSDARP00000042188
ENSGACP00000008923	ENSDARP00000071589
ENSGACP00000027457	ENSDARP00000021993
ENSGACP00000001028	ENSDARP00000071581
ENSGACP00000014890	ENSDARP00000045582
ENSGACP00000003650	ENSDARP00000109572
ENSGACP00000009800	ENSDARP00000102789
ENSGACP00000001963	ENSDARP00000101018
ENSGACP00000013221	ENSDARP00000116176
ENSGACP00000012239	ENSDARP00000000004
ENSGACP00000023801	ENSDARP00000084629
ENSGACP00000000363	ENSDARP00000076420
ENSGACP00000016505	ENSDARP00000119995
ENSGACP00000021107	ENSDARP00000018371
ENSGACP00000010872	ENSDARP00000058776
ENSGACP00000000841	ENSDARP00000031200
ENSGACP00000014629	ENSDARP00000040700
ENSGACP00000004599	ENSDARP00000118972
ENSGACP00000001097	ENSDARP00000009928
ENSGACP00000003493	ENSDARP00000007990
ENSGACP00000003037	ENSDARP00000076787
ENSGACP00000007881	ENSDARP00000123798
ENSGACP00000009707	ENSDARP00000028710
ENSGACP00000020169	ENSDARP00000126878
ENSGACP00000004030	ENSDARP00000072256
ENSGACP00000019422	ENSDARP00000026757
ENSGACP00000010552	ENSDARP00000128498
ENSGACP00000021100	ENSDARP00000026964
ENSGACP00000004389	ENSDARP00000034007
ENSGACP00000009667	ENSDARP00000122574
ENSGACP00000017015	ENSDARP00000100773
ENSGACP00000000088	ENSDARP00000082128
ENSGACP00000023956	ENSDARP00000037261
ENSGACP00000021696	ENSDARP00000023050
ENSGACP00000013298	ENSDARP00000084260
ENSGACP00000006321	ENSDARP00000021474
ENSGACP00000011711	ENSDARP00000095224
ENSGACP00000014620	ENSDARP00000093602
ENSGACP00000013026	ENSDARP00000075077
ENSGACP00000006576	ENSDARP00000025140
ENSGACP00000025078	ENSDARP00000043482
ENSGACP00000020648	ENSDARP00000070982
ENSGACP00000003419	ENSDARP00000111684
ENSGACP00000027283	ENSDARP00000103254
ENSGACP00000024474	ENSDARP00000127668
ENSGACP00000021822	ENSDARP00000026697
ENSGACP00000020137	ENSDARP00000110548
ENSGACP00000016751	ENSDARP00000120476
ENSGACP00000017846	ENSDARP00000106114
ENSGACP00000017880	ENSDARP00000118737
ENSGACP00000010760	ENSDARP00000113588
ENSGACP00000012036	ENSDARP00000101878
ENSGACP00000004640	ENSDARP00000104442
ENSGACP00000002740	ENSDARP00000046879
ENSGACP00000021051	ENSDARP00000089275
ENSGACP00000008346	ENSDARP00000095300
ENSGACP00000008433	ENSDARP00000095301
ENSGACP00000004068	ENSDARP00000016158
ENSGACP00000027200	ENSDARP00000101294
ENSGACP00000015452	ENSDARP00000127688
ENSGACP00000022209	ENSDARP00000050444
ENSGACP00000024664	ENSDARP00000101218
ENSGACP00000010991	ENSDARP00000101787
ENSGACP00000010960	ENSDARP00000115995
ENSGACP00000002102	ENSDARP00000112273
ENSGACP00000022512	ENSDARP00000125027
ENSGACP00000022519	ENSDARP00000100117
ENSGACP00000016643	ENSDARP00000068272
ENSGACP00000012286	ENSDARP00000034778
ENSGACP00000018402	ENSDARP00000093333
ENSGACP00000021746	ENSDARP00000103599
ENSGACP00000007340	ENSDARP00000007117
ENSGACP00000010374	ENSDARP00000119224
ENSGACP00000019917	ENSDARP00000107220
ENSGACP00000001545	ENSDARP00000020911
ENSGACP00000004443	ENSDARP00000015325
ENSGACP00000014318	ENSDARP00000109921
ENSGACP00000014733	ENSDARP00000072456
ENSGACP00000020234	ENSDARP00000062854
ENSGACP00000023964	ENSDARP00000054459
ENSGACP00000023272	ENSDARP00000102334
ENSGACP00000004315	ENSDARP00000029174
ENSGACP00000021144	ENSDARP00000121364
ENSGACP00000008399	ENSDARP00000021118
ENSGACP00000004154	ENSDARP00000111994
ENSGACP00000005023	ENSDARP00000006762
ENSGACP00000007470	ENSDARP00000019930
ENSGACP00000016620	ENSDARP00000107477
ENSGACP00000005136	ENSDARP00000122330
ENSGACP00000008374	ENSDARP00000106187
ENSGACP00000016346	ENSDARP00000129430
ENSGACP00000009456	ENSDARP00000106814
ENSGACP00000000795	ENSDARP00000057621
ENSGACP00000006963	ENSDARP00000028496
ENSGACP00000011187	ENSDARP00000069140
ENSGACP00000025485	ENSDARP00000019194
ENSGACP00000009896	ENSDARP00000003738
ENSGACP00000001961	ENSDARP00000113905
ENSGACP00000001450	ENSDARP00000120742
ENSGACP00000012418	ENSDARP00000032456
ENSGACP00000019319	ENSDARP00000094621
ENSGACP00000026643	ENSDARP00000037871
ENSGACP00000016500	ENSDARP00000059365
ENSGACP00000006287	ENSDARP00000015917
ENSGACP00000018155	ENSDARP00000024900
ENSGACP00000009299	ENSDARP00000011271
ENSGACP00000000504	ENSDARP00000092223
ENSGACP00000015626	ENSDARP00000085223
ENSGACP00000027248	ENSDARP00000113546
ENSGACP00000026577	ENSDARP00000109589
ENSGACP00000027467	ENSDARP00000116108
ENSGACP00000014143	ENSDARP00000062602
ENSGACP00000009476	ENSDARP00000053404
ENSGACP00000022474	ENSDARP00000010772
ENSGACP00000004344	ENSDARP00000011289
ENSGACP00000008376	ENSDARP00000031172
ENSGACP00000021839	ENSDARP00000058935
ENSGACP00000019024	ENSDARP00000105358
ENSGACP00000026150	ENSDARP00000096745
ENSGACP00000002013	ENSDARP00000099574
ENSGACP00000026021	ENSDARP00000048022
ENSGACP00000011216	ENSDARP00000006267
ENSGACP00000013394	ENSDARP00000066453
ENSGACP00000002138	ENSDARP00000001281
ENSGACP00000018252	ENSDARP00000113191
ENSGACP00000018145	ENSDARP00000068385
ENSGACP00000015136	ENSDARP00000106817
ENSGACP00000013136	ENSDARP00000103186
ENSGACP00000008717	ENSDARP00000127267
ENSGACP00000001739	ENSDARP00000116232
ENSGACP00000024137	ENSDARP00000054618
ENSGACP00000007714	ENSDARP00000011444
ENSGACP00000017767	ENSDARP00000053075
ENSGACP00000019584	ENSDARP00000011292
ENSGACP00000002920	ENSDARP00000094733
ENSGACP00000005818	ENSDARP00000048182
ENSGACP00000026645	ENSDARP00000012201
ENSGACP00000016768	ENSDARP00000041633
ENSGACP00000010967	ENSDARP00000109996
ENSGACP00000016108	ENSDARP00000058554
ENSGACP00000009475	ENSDARP00000128116
ENSGACP00000017919	ENSDARP00000039450
ENSGACP00000019689	ENSDARP00000055338
ENSGACP00000002250	ENSDARP00000005530
ENSGACP00000024788	ENSDARP00000074492
ENSGACP00000025827	ENSDARP00000068605
ENSGACP00000007096	ENSDARP00000103047
ENSGACP00000025282	ENSDARP00000107565
ENSGACP00000025134	ENSDARP00000091217
ENSGACP00000006481	ENSDARP00000089063
ENSGACP00000004548	ENSDARP00000100300
ENSGACP00000012391	ENSDARP00000084550
ENSGACP00000026079	ENSDARP00000072130
ENSGACP00000011854	ENSDARP00000095128
ENSGACP00000009521	ENSDARP00000087158
ENSGACP00000005384	ENSDARP00000109303
ENSGACP00000005951	ENSDARP00000106093
ENSGACP00000011391	ENSDARP00000122495
ENSGACP00000022567	ENSDARP00000081460
ENSGACP00000015947	ENSDARP00000098415
ENSGACP00000020079	ENSDARP00000106012
ENSGACP00000019815	ENSDARP00000089799
ENSGACP00000007695	ENSDARP00000126312
ENSGACP00000022143	ENSDARP00000102007
ENSGACP00000026218	ENSDARP00000025800
ENSGACP00000004282	ENSDARP00000087318
ENSGACP00000006460	ENSDARP00000127541
ENSGACP00000009595	ENSDARP00000025106
ENSGACP00000018222	ENSDARP00000121537
ENSGACP00000021825	ENSDARP00000075786
ENSGACP00000010854	ENSDARP00000043865
ENSGACP00000007366	ENSDARP00000124331
ENSGACP00000007268	ENSDARP00000104082
ENSGACP00000003320	ENSDARP00000074744
ENSGACP00000022052	ENSDARP00000102655
ENSGACP00000014709	ENSDARP00000065330
ENSGACP00000016423	ENSDARP00000072797
ENSGACP00000006341	ENSDARP00000119304
ENSGACP00000025143	ENSDARP00000110658
ENSGACP00000005027	ENSDARP00000101271
ENSGACP00000016788	ENSDARP00000128983
ENSGACP00000024977	ENSDARP00000062840
ENSGACP00000014061	ENSDARP00000127571
ENSGACP00000013965	ENSDARP00000105117
ENSGACP00000024390	ENSDARP00000114046
ENSGACP00000027060	ENSDARP00000111775
ENSGACP00000002211	ENSDARP00000110643
ENSGACP00000019831	ENSDARP00000103111
ENSGACP00000027367	ENSDARP00000098230
ENSGACP00000002190	ENSDARP00000003850
ENSGACP00000022669	ENSDARP00000069541
ENSGACP00000004908	ENSDARP00000049176
ENSGACP00000018138	ENSDARP00000042254
ENSGACP00000019397	ENSDARP00000039309
ENSGACP00000014833	ENSDARP00000012152
ENSGACP00000027124	ENSDARP00000023635
ENSGACP00000023725	ENSDARP00000119264
ENSGACP00000017486	ENSDARP00000106650
ENSGACP00000020545	ENSDARP00000099537
ENSGACP00000008214	ENSDARP00000129752
ENSGACP00000011645	ENSDARP00000111982
ENSGACP00000015883	ENSDARP00000041396
