ENSMODP00000016222	ENSLOCP00000009128
ENSMODP00000009858	ENSLOCP00000008912
ENSMODP00000009575	ENSLOCP00000016143
ENSMODP00000021575	ENSLOCP00000011268
ENSMODP00000038702	ENSLOCP00000014255
ENSMODP00000011718	ENSLOCP00000015416
ENSMODP00000014505	ENSLOCP00000014402
ENSMODP00000020838	ENSLOCP00000010755
ENSMODP00000019625	ENSLOCP00000010301
ENSMODP00000015208	ENSLOCP00000016384
ENSMODP00000017666	ENSLOCP00000019211
ENSMODP00000033852	ENSLOCP00000007969
ENSMODP00000012204	ENSLOCP00000014935
ENSMODP00000009679	ENSLOCP00000016441
ENSMODP00000006685	ENSLOCP00000001191
ENSMODP00000037070	ENSLOCP00000003263
ENSMODP00000026793	ENSLOCP00000002966
ENSMODP00000013501	ENSLOCP00000013149
ENSMODP00000007285	ENSLOCP00000013274
ENSMODP00000014942	ENSLOCP00000015509
ENSMODP00000019529	ENSLOCP00000007657
ENSMODP00000022314	ENSLOCP00000019895
ENSMODP00000010391	ENSLOCP00000004097
ENSMODP00000022783	ENSLOCP00000002772
ENSMODP00000006646	ENSLOCP00000001134
ENSMODP00000022543	ENSLOCP00000011424
ENSMODP00000016502	ENSLOCP00000007064
ENSMODP00000014221	ENSLOCP00000011679
ENSMODP00000017230	ENSLOCP00000018784
ENSMODP00000014738	ENSLOCP00000015542
ENSMODP00000035593	ENSLOCP00000015277
ENSMODP00000004665	ENSLOCP00000012075
ENSMODP00000008768	ENSLOCP00000009666
ENSMODP00000000980	ENSLOCP00000008113
ENSMODP00000025824	ENSLOCP00000017376
ENSMODP00000022198	ENSLOCP00000018940
ENSMODP00000024262	ENSLOCP00000017609
ENSMODP00000037910	ENSLOCP00000013227
ENSMODP00000009347	ENSLOCP00000014125
ENSMODP00000026857	ENSLOCP00000001838
ENSMODP00000020173	ENSLOCP00000018682
ENSMODP00000003066	ENSLOCP00000002962
ENSMODP00000022677	ENSLOCP00000003146
ENSMODP00000000573	ENSLOCP00000010450
ENSMODP00000026042	ENSLOCP00000006384
ENSMODP00000002568	ENSLOCP00000016723
ENSMODP00000030466	ENSLOCP00000004098
ENSMODP00000033576	ENSLOCP00000005348
ENSMODP00000028496	ENSLOCP00000001908
ENSMODP00000025295	ENSLOCP00000002105
ENSMODP00000040249	ENSLOCP00000020568
ENSMODP00000020618	ENSLOCP00000013460
ENSMODP00000002245	ENSLOCP00000003278
ENSMODP00000018323	ENSLOCP00000017197
ENSMODP00000022584	ENSLOCP00000002012
ENSMODP00000031583	ENSLOCP00000022407
ENSMODP00000012587	ENSLOCP00000017946
ENSMODP00000022830	ENSLOCP00000020924
ENSMODP00000019328	ENSLOCP00000019441
ENSMODP00000010747	ENSLOCP00000008031
ENSMODP00000022570	ENSLOCP00000008516
ENSMODP00000005573	ENSLOCP00000011043
ENSMODP00000023492	ENSLOCP00000020169
ENSMODP00000022320	ENSLOCP00000000807
ENSMODP00000012905	ENSLOCP00000016251
ENSMODP00000020538	ENSLOCP00000008421
ENSMODP00000023494	ENSLOCP00000020167
ENSMODP00000026682	ENSLOCP00000004616
ENSMODP00000007206	ENSLOCP00000012295
ENSMODP00000007658	ENSLOCP00000012285
ENSMODP00000019917	ENSLOCP00000005140
ENSMODP00000014818	ENSLOCP00000013816
ENSMODP00000001348	ENSLOCP00000001079
ENSMODP00000017716	ENSLOCP00000013735
ENSMODP00000005415	ENSLOCP00000013449
ENSMODP00000018843	ENSLOCP00000006181
ENSMODP00000013520	ENSLOCP00000003148
ENSMODP00000021426	ENSLOCP00000001086
ENSMODP00000022621	ENSLOCP00000009464
ENSMODP00000014282	ENSLOCP00000006489
ENSMODP00000000527	ENSLOCP00000012853
ENSMODP00000009234	ENSLOCP00000003947
ENSMODP00000018720	ENSLOCP00000017921
ENSMODP00000025583	ENSLOCP00000004308
ENSMODP00000033769	ENSLOCP00000016541
ENSMODP00000032275	ENSLOCP00000007164
ENSMODP00000015346	ENSLOCP00000009019
ENSMODP00000039908	ENSLOCP00000005080
ENSMODP00000022988	ENSLOCP00000011956
ENSMODP00000006931	ENSLOCP00000017420
ENSMODP00000023180	ENSLOCP00000010504
ENSMODP00000001342	ENSLOCP00000010342
ENSMODP00000032390	ENSLOCP00000001425
ENSMODP00000006350	ENSLOCP00000013636
ENSMODP00000008545	ENSLOCP00000014006
ENSMODP00000009711	ENSLOCP00000009948
ENSMODP00000004776	ENSLOCP00000012228
ENSMODP00000028686	ENSLOCP00000018388
ENSMODP00000006606	ENSLOCP00000010439
ENSMODP00000005294	ENSLOCP00000007490
ENSMODP00000013045	ENSLOCP00000010438
ENSMODP00000011352	ENSLOCP00000019916
ENSMODP00000006501	ENSLOCP00000016820
ENSMODP00000011852	ENSLOCP00000011725
ENSMODP00000039132	ENSLOCP00000018155
ENSMODP00000022162	ENSLOCP00000018551
ENSMODP00000025343	ENSLOCP00000006404
ENSMODP00000034639	ENSLOCP00000001788
ENSMODP00000021111	ENSLOCP00000010951
ENSMODP00000026057	ENSLOCP00000005139
ENSMODP00000024628	ENSLOCP00000007013
ENSMODP00000011450	ENSLOCP00000017561
ENSMODP00000005514	ENSLOCP00000007882
ENSMODP00000022967	ENSLOCP00000020552
ENSMODP00000018335	ENSLOCP00000020782
ENSMODP00000014162	ENSLOCP00000010907
ENSMODP00000004930	ENSLOCP00000009708
ENSMODP00000022648	ENSLOCP00000009331
ENSMODP00000007656	ENSLOCP00000011051
ENSMODP00000012236	ENSLOCP00000014798
ENSMODP00000023567	ENSLOCP00000020362
ENSMODP00000011739	ENSLOCP00000021272
ENSMODP00000009725	ENSLOCP00000013196
ENSMODP00000011444	ENSLOCP00000016583
ENSMODP00000000791	ENSLOCP00000016348
ENSMODP00000007665	ENSLOCP00000004572
ENSMODP00000016797	ENSLOCP00000012068
ENSMODP00000013686	ENSLOCP00000018138
ENSMODP00000018496	ENSLOCP00000005599
ENSMODP00000006345	ENSLOCP00000002644
ENSMODP00000016596	ENSLOCP00000018900
ENSMODP00000017830	ENSLOCP00000020306
ENSMODP00000039008	ENSLOCP00000012411
ENSMODP00000012361	ENSLOCP00000020230
ENSMODP00000010132	ENSLOCP00000019139
ENSMODP00000019624	ENSLOCP00000019635
ENSMODP00000029521	ENSLOCP00000009904
ENSMODP00000028518	ENSLOCP00000001806
ENSMODP00000026821	ENSLOCP00000013616
ENSMODP00000009216	ENSLOCP00000013981
ENSMODP00000019885	ENSLOCP00000006928
ENSMODP00000024401	ENSLOCP00000009231
ENSMODP00000037713	ENSLOCP00000002893
ENSMODP00000008297	ENSLOCP00000006824
ENSMODP00000041050	ENSLOCP00000013146
ENSMODP00000015411	ENSLOCP00000004693
ENSMODP00000015319	ENSLOCP00000009506
ENSMODP00000016412	ENSLOCP00000008821
ENSMODP00000020476	ENSLOCP00000002852
ENSMODP00000016920	ENSLOCP00000012156
ENSMODP00000023696	ENSLOCP00000001715
ENSMODP00000037611	ENSLOCP00000007117
ENSMODP00000027434	ENSLOCP00000017202
ENSMODP00000019658	ENSLOCP00000003854
ENSMODP00000009371	ENSLOCP00000016880
ENSMODP00000015699	ENSLOCP00000013736
ENSMODP00000009434	ENSLOCP00000007496
ENSMODP00000024083	ENSLOCP00000007009
ENSMODP00000000697	ENSLOCP00000005451
ENSMODP00000003756	ENSLOCP00000000999
ENSMODP00000007149	ENSLOCP00000012922
ENSMODP00000007180	ENSLOCP00000011733
ENSMODP00000022846	ENSLOCP00000002819
ENSMODP00000007465	ENSLOCP00000005105
ENSMODP00000001066	ENSLOCP00000012453
ENSMODP00000023845	ENSLOCP00000018761
ENSMODP00000022903	ENSLOCP00000020462
ENSMODP00000035218	ENSLOCP00000017693
ENSMODP00000029205	ENSLOCP00000019391
ENSMODP00000038829	ENSLOCP00000013389
ENSMODP00000025861	ENSLOCP00000014870
ENSMODP00000026080	ENSLOCP00000018282
ENSMODP00000002644	ENSLOCP00000019874
ENSMODP00000023968	ENSLOCP00000016983
ENSMODP00000023159	ENSLOCP00000021139
ENSMODP00000012617	ENSLOCP00000014911
ENSMODP00000004167	ENSLOCP00000011469
ENSMODP00000021102	ENSLOCP00000003512
ENSMODP00000022295	ENSLOCP00000000511
ENSMODP00000009523	ENSLOCP00000016179
ENSMODP00000006484	ENSLOCP00000007458
ENSMODP00000007529	ENSLOCP00000011968
ENSMODP00000006828	ENSLOCP00000003269
ENSMODP00000021481	ENSLOCP00000021444
ENSMODP00000000973	ENSLOCP00000007512
ENSMODP00000021586	ENSLOCP00000010531
ENSMODP00000009022	ENSLOCP00000009883
ENSMODP00000024816	ENSLOCP00000006762
ENSMODP00000026685	ENSLOCP00000000702
ENSMODP00000024160	ENSLOCP00000011852
ENSMODP00000019294	ENSLOCP00000019564
ENSMODP00000003329	ENSLOCP00000012768
ENSMODP00000015764	ENSLOCP00000006944
ENSMODP00000014783	ENSLOCP00000005645
ENSMODP00000016827	ENSLOCP00000017680
ENSMODP00000018754	ENSLOCP00000000253
ENSMODP00000016996	ENSLOCP00000012957
ENSMODP00000008873	ENSLOCP00000019962
ENSMODP00000004395	ENSLOCP00000013872
ENSMODP00000019727	ENSLOCP00000020166
ENSMODP00000020529	ENSLOCP00000007654
ENSMODP00000009731	ENSLOCP00000016433
ENSMODP00000019213	ENSLOCP00000004184
ENSMODP00000021938	ENSLOCP00000001591
ENSMODP00000020250	ENSLOCP00000009092
ENSMODP00000006799	ENSLOCP00000011580
ENSMODP00000023145	ENSLOCP00000019949
ENSMODP00000022854	ENSLOCP00000002909
ENSMODP00000013163	ENSLOCP00000008090
ENSMODP00000012554	ENSLOCP00000016301
ENSMODP00000024290	ENSLOCP00000007075
ENSMODP00000009668	ENSLOCP00000003717
ENSMODP00000037418	ENSLOCP00000018648
ENSMODP00000005706	ENSLOCP00000013828
ENSMODP00000004028	ENSLOCP00000001155
ENSMODP00000020931	ENSLOCP00000020117
ENSMODP00000032325	ENSLOCP00000015882
ENSMODP00000013118	ENSLOCP00000018924
ENSMODP00000023956	ENSLOCP00000014823
ENSMODP00000026659	ENSLOCP00000007802
ENSMODP00000015702	ENSLOCP00000007183
ENSMODP00000017261	ENSLOCP00000020928
ENSMODP00000018616	ENSLOCP00000015386
ENSMODP00000017313	ENSLOCP00000005237
ENSMODP00000009360	ENSLOCP00000011607
ENSMODP00000002937	ENSLOCP00000003340
ENSMODP00000021497	ENSLOCP00000001670
ENSMODP00000022964	ENSLOCP00000020561
ENSMODP00000026023	ENSLOCP00000008873
ENSMODP00000041213	ENSLOCP00000011338
ENSMODP00000002256	ENSLOCP00000010972
ENSMODP00000032861	ENSLOCP00000001672
ENSMODP00000000186	ENSLOCP00000012855
ENSMODP00000001131	ENSLOCP00000011571
ENSMODP00000008312	ENSLOCP00000008166
ENSMODP00000002898	ENSLOCP00000018669
ENSMODP00000018904	ENSLOCP00000010909
ENSMODP00000005860	ENSLOCP00000005187
ENSMODP00000002609	ENSLOCP00000016110
ENSMODP00000003624	ENSLOCP00000003362
ENSMODP00000022451	ENSLOCP00000009902
ENSMODP00000016383	ENSLOCP00000015286
ENSMODP00000013113	ENSLOCP00000005069
ENSMODP00000014104	ENSLOCP00000007127
ENSMODP00000002597	ENSLOCP00000015077
ENSMODP00000038268	ENSLOCP00000021548
ENSMODP00000020530	ENSLOCP00000004043
ENSMODP00000025440	ENSLOCP00000009868
ENSMODP00000022264	ENSLOCP00000020985
ENSMODP00000036209	ENSLOCP00000017801
ENSMODP00000013319	ENSLOCP00000014828
ENSMODP00000014638	ENSLOCP00000000783
ENSMODP00000017946	ENSLOCP00000002331
ENSMODP00000017800	ENSLOCP00000012475
ENSMODP00000025750	ENSLOCP00000011687
ENSMODP00000000418	ENSLOCP00000015455
ENSMODP00000023657	ENSLOCP00000015429
ENSMODP00000003236	ENSLOCP00000015768
ENSMODP00000006339	ENSLOCP00000014609
ENSMODP00000017894	ENSLOCP00000018531
ENSMODP00000009961	ENSLOCP00000004411
ENSMODP00000017678	ENSLOCP00000006636
ENSMODP00000017481	ENSLOCP00000003153
ENSMODP00000021054	ENSLOCP00000009886
ENSMODP00000030235	ENSLOCP00000020190
ENSMODP00000002004	ENSLOCP00000016532
ENSMODP00000035395	ENSLOCP00000016472
ENSMODP00000011557	ENSLOCP00000017243
ENSMODP00000030221	ENSLOCP00000022094
ENSMODP00000032196	ENSLOCP00000022379
ENSMODP00000024127	ENSLOCP00000011160
ENSMODP00000033908	ENSLOCP00000008265
ENSMODP00000006894	ENSLOCP00000018952
ENSMODP00000037078	ENSLOCP00000004814
ENSMODP00000017312	ENSLOCP00000012999
ENSMODP00000037951	ENSLOCP00000005990
ENSMODP00000009275	ENSLOCP00000014079
ENSMODP00000022752	ENSLOCP00000007639
ENSMODP00000021178	ENSLOCP00000001994
ENSMODP00000024819	ENSLOCP00000006832
ENSMODP00000036552	ENSLOCP00000001883
ENSMODP00000022937	ENSLOCP00000018022
ENSMODP00000000907	ENSLOCP00000012401
ENSMODP00000013468	ENSLOCP00000010126
ENSMODP00000017492	ENSLOCP00000003100
ENSMODP00000009700	ENSLOCP00000017851
ENSMODP00000003515	ENSLOCP00000012412
ENSMODP00000024280	ENSLOCP00000018584
ENSMODP00000023745	ENSLOCP00000019571
ENSMODP00000013199	ENSLOCP00000009042
ENSMODP00000031624	ENSLOCP00000021738
ENSMODP00000002800	ENSLOCP00000016041
ENSMODP00000028428	ENSLOCP00000020073
ENSMODP00000000114	ENSLOCP00000016392
ENSMODP00000019205	ENSLOCP00000019535
ENSMODP00000015872	ENSLOCP00000015763
ENSMODP00000036012	ENSLOCP00000003025
ENSMODP00000012021	ENSLOCP00000013336
ENSMODP00000036078	ENSLOCP00000008635
ENSMODP00000007480	ENSLOCP00000011134
ENSMODP00000001370	ENSLOCP00000012073
ENSMODP00000002441	ENSLOCP00000018477
ENSMODP00000010072	ENSLOCP00000010296
ENSMODP00000012052	ENSLOCP00000011431
ENSMODP00000010141	ENSLOCP00000006145
ENSMODP00000022310	ENSLOCP00000019890
ENSMODP00000034350	ENSLOCP00000003343
ENSMODP00000002477	ENSLOCP00000004961
ENSMODP00000009106	ENSLOCP00000012361
ENSMODP00000014850	ENSLOCP00000017515
ENSMODP00000027603	ENSLOCP00000016868
ENSMODP00000038176	ENSLOCP00000022011
ENSMODP00000006483	ENSLOCP00000001963
ENSMODP00000010203	ENSLOCP00000018736
ENSMODP00000017470	ENSLOCP00000004668
ENSMODP00000021535	ENSLOCP00000019008
ENSMODP00000013260	ENSLOCP00000016162
ENSMODP00000033015	ENSLOCP00000012000
ENSMODP00000012275	ENSLOCP00000014482
ENSMODP00000019009	ENSLOCP00000013133
ENSMODP00000005715	ENSLOCP00000016984
ENSMODP00000002463	ENSLOCP00000015166
ENSMODP00000021710	ENSLOCP00000019498
ENSMODP00000012392	ENSLOCP00000018183
ENSMODP00000001604	ENSLOCP00000012800
ENSMODP00000008002	ENSLOCP00000006211
ENSMODP00000031085	ENSLOCP00000015163
ENSMODP00000036939	ENSLOCP00000019036
ENSMODP00000020479	ENSLOCP00000002866
ENSMODP00000007129	ENSLOCP00000008338
ENSMODP00000016595	ENSLOCP00000004541
ENSMODP00000001638	ENSLOCP00000005061
ENSMODP00000017712	ENSLOCP00000003975
ENSMODP00000005879	ENSLOCP00000003197
ENSMODP00000022055	ENSLOCP00000020412
ENSMODP00000006593	ENSLOCP00000011468
ENSMODP00000001554	ENSLOCP00000005146
ENSMODP00000031019	ENSLOCP00000018326
ENSMODP00000002202	ENSLOCP00000019136
ENSMODP00000015259	ENSLOCP00000011723
ENSMODP00000005650	ENSLOCP00000001102
ENSMODP00000003290	ENSLOCP00000011666
ENSMODP00000011933	ENSLOCP00000002215
ENSMODP00000019199	ENSLOCP00000019614
ENSMODP00000019847	ENSLOCP00000001764
ENSMODP00000008766	ENSLOCP00000017810
ENSMODP00000005932	ENSLOCP00000002449
ENSMODP00000010233	ENSLOCP00000010074
ENSMODP00000013256	ENSLOCP00000018588
ENSMODP00000002434	ENSLOCP00000004869
ENSMODP00000011834	ENSLOCP00000013311
ENSMODP00000014223	ENSLOCP00000019031
ENSMODP00000020783	ENSLOCP00000019282
ENSMODP00000002228	ENSLOCP00000014512
ENSMODP00000000793	ENSLOCP00000009287
ENSMODP00000033076	ENSLOCP00000021904
ENSMODP00000017775	ENSLOCP00000022450
ENSMODP00000008112	ENSLOCP00000020024
ENSMODP00000015125	ENSLOCP00000020859
ENSMODP00000019371	ENSLOCP00000007832
ENSMODP00000024524	ENSLOCP00000012948
ENSMODP00000012765	ENSLOCP00000018256
ENSMODP00000017789	ENSLOCP00000005193
ENSMODP00000008135	ENSLOCP00000017728
ENSMODP00000003932	ENSLOCP00000010194
ENSMODP00000018051	ENSLOCP00000001695
ENSMODP00000012026	ENSLOCP00000007926
ENSMODP00000009589	ENSLOCP00000010024
ENSMODP00000000639	ENSLOCP00000012287
ENSMODP00000023369	ENSLOCP00000010787
ENSMODP00000015347	ENSLOCP00000009015
ENSMODP00000001142	ENSLOCP00000005707
ENSMODP00000024847	ENSLOCP00000007270
ENSMODP00000036121	ENSLOCP00000001138
ENSMODP00000021480	ENSLOCP00000002985
ENSMODP00000021948	ENSLOCP00000017039
ENSMODP00000013556	ENSLOCP00000003444
ENSMODP00000011601	ENSLOCP00000011930
ENSMODP00000008649	ENSLOCP00000009598
ENSMODP00000002901	ENSLOCP00000007261
ENSMODP00000040987	ENSLOCP00000004135
ENSMODP00000015350	ENSLOCP00000013207
ENSMODP00000017278	ENSLOCP00000012976
ENSMODP00000016660	ENSLOCP00000006812
ENSMODP00000024179	ENSLOCP00000015890
ENSMODP00000012033	ENSLOCP00000002959
ENSMODP00000010668	ENSLOCP00000012293
ENSMODP00000037792	ENSLOCP00000008921
ENSMODP00000014851	ENSLOCP00000004566
ENSMODP00000013914	ENSLOCP00000017647
ENSMODP00000014568	ENSLOCP00000019246
ENSMODP00000019148	ENSLOCP00000013329
ENSMODP00000021861	ENSLOCP00000020020
ENSMODP00000011775	ENSLOCP00000011815
ENSMODP00000012321	ENSLOCP00000018621
ENSMODP00000016525	ENSLOCP00000014743
ENSMODP00000007256	ENSLOCP00000019986
ENSMODP00000025968	ENSLOCP00000014809
ENSMODP00000005053	ENSLOCP00000005776
ENSMODP00000015918	ENSLOCP00000017744
ENSMODP00000025296	ENSLOCP00000002141
ENSMODP00000012686	ENSLOCP00000015029
ENSMODP00000025770	ENSLOCP00000015111
ENSMODP00000032051	ENSLOCP00000012558
ENSMODP00000038746	ENSLOCP00000015214
ENSMODP00000012241	ENSLOCP00000003111
ENSMODP00000007051	ENSLOCP00000019071
ENSMODP00000003396	ENSLOCP00000009450
ENSMODP00000008522	ENSLOCP00000017819
ENSMODP00000010853	ENSLOCP00000010744
ENSMODP00000001168	ENSLOCP00000005744
ENSMODP00000001969	ENSLOCP00000015918
ENSMODP00000020938	ENSLOCP00000008853
ENSMODP00000018625	ENSLOCP00000004114
ENSMODP00000010709	ENSLOCP00000018527
ENSMODP00000021339	ENSLOCP00000008221
ENSMODP00000009804	ENSLOCP00000011415
ENSMODP00000010471	ENSLOCP00000019579
ENSMODP00000012645	ENSLOCP00000011235
ENSMODP00000003481	ENSLOCP00000012400
ENSMODP00000002458	ENSLOCP00000015030
ENSMODP00000012792	ENSLOCP00000019222
ENSMODP00000013213	ENSLOCP00000005304
ENSMODP00000013290	ENSLOCP00000012990
ENSMODP00000007874	ENSLOCP00000008430
ENSMODP00000015503	ENSLOCP00000006386
ENSMODP00000024151	ENSLOCP00000006552
ENSMODP00000019296	ENSLOCP00000004758
ENSMODP00000022843	ENSLOCP00000002795
ENSMODP00000014339	ENSLOCP00000009541
ENSMODP00000024545	ENSLOCP00000012908
ENSMODP00000029367	ENSLOCP00000005284
ENSMODP00000021821	ENSLOCP00000019998
ENSMODP00000009912	ENSLOCP00000005669
ENSMODP00000001476	ENSLOCP00000001526
ENSMODP00000017495	ENSLOCP00000015545
ENSMODP00000016142	ENSLOCP00000016467
ENSMODP00000020148	ENSLOCP00000007719
ENSMODP00000019081	ENSLOCP00000011559
ENSMODP00000013546	ENSLOCP00000000905
ENSMODP00000039626	ENSLOCP00000016752
ENSMODP00000006532	ENSLOCP00000014189
ENSMODP00000017485	ENSLOCP00000012706
ENSMODP00000011686	ENSLOCP00000018401
ENSMODP00000021660	ENSLOCP00000001293
ENSMODP00000007263	ENSLOCP00000012140
ENSMODP00000010084	ENSLOCP00000009711
ENSMODP00000016985	ENSLOCP00000011771
ENSMODP00000014754	ENSLOCP00000004489
ENSMODP00000009505	ENSLOCP00000013077
ENSMODP00000014777	ENSLOCP00000004508
ENSMODP00000010355	ENSLOCP00000018070
ENSMODP00000005548	ENSLOCP00000009838
ENSMODP00000007903	ENSLOCP00000013341
ENSMODP00000001707	ENSLOCP00000001575
ENSMODP00000023656	ENSLOCP00000019355
ENSMODP00000037403	ENSLOCP00000006607
ENSMODP00000016164	ENSLOCP00000014941
ENSMODP00000012428	ENSLOCP00000018086
ENSMODP00000004592	ENSLOCP00000012302
ENSMODP00000026588	ENSLOCP00000002090
ENSMODP00000010683	ENSLOCP00000019443
ENSMODP00000016395	ENSLOCP00000014617
ENSMODP00000010551	ENSLOCP00000000952
ENSMODP00000025526	ENSLOCP00000014027
ENSMODP00000026281	ENSLOCP00000013123
ENSMODP00000022865	ENSLOCP00000002971
ENSMODP00000012153	ENSLOCP00000013438
ENSMODP00000004472	ENSLOCP00000013808
ENSMODP00000034776	ENSLOCP00000017026
ENSMODP00000007877	ENSLOCP00000009222
ENSMODP00000001874	ENSLOCP00000007886
ENSMODP00000004145	ENSLOCP00000014078
ENSMODP00000032142	ENSLOCP00000003110
ENSMODP00000012820	ENSLOCP00000012819
ENSMODP00000009399	ENSLOCP00000008462
ENSMODP00000008447	ENSLOCP00000009646
ENSMODP00000003128	ENSLOCP00000003587
ENSMODP00000025491	ENSLOCP00000019971
ENSMODP00000032606	ENSLOCP00000000129
ENSMODP00000007131	ENSLOCP00000007165
ENSMODP00000024419	ENSLOCP00000017530
ENSMODP00000024125	ENSLOCP00000007887
ENSMODP00000023402	ENSLOCP00000011058
ENSMODP00000014693	ENSLOCP00000018227
ENSMODP00000021739	ENSLOCP00000018983
ENSMODP00000012802	ENSLOCP00000009701
ENSMODP00000009957	ENSLOCP00000019366
ENSMODP00000000631	ENSLOCP00000012323
ENSMODP00000003395	ENSLOCP00000011350
ENSMODP00000013972	ENSLOCP00000014458
ENSMODP00000020017	ENSLOCP00000018762
ENSMODP00000017672	ENSLOCP00000005165
ENSMODP00000014280	ENSLOCP00000010451
ENSMODP00000015329	ENSLOCP00000002062
ENSMODP00000003002	ENSLOCP00000005657
ENSMODP00000022164	ENSLOCP00000021334
ENSMODP00000032193	ENSLOCP00000006771
ENSMODP00000006393	ENSLOCP00000013623
ENSMODP00000020384	ENSLOCP00000005307
ENSMODP00000012734	ENSLOCP00000007240
ENSMODP00000005128	ENSLOCP00000005873
ENSMODP00000024360	ENSLOCP00000002617
ENSMODP00000005767	ENSLOCP00000010367
ENSMODP00000006840	ENSLOCP00000005491
ENSMODP00000005371	ENSLOCP00000015756
ENSMODP00000022447	ENSLOCP00000020507
ENSMODP00000000668	ENSLOCP00000014486
ENSMODP00000015486	ENSLOCP00000016551
ENSMODP00000013511	ENSLOCP00000005062
ENSMODP00000020293	ENSLOCP00000007478
ENSMODP00000029415	ENSLOCP00000020015
ENSMODP00000012767	ENSLOCP00000007755
ENSMODP00000018547	ENSLOCP00000008105
ENSMODP00000014501	ENSLOCP00000009714
ENSMODP00000031639	ENSLOCP00000001481
ENSMODP00000027788	ENSLOCP00000013922
ENSMODP00000026226	ENSLOCP00000001794
ENSMODP00000005319	ENSLOCP00000018487
ENSMODP00000040033	ENSLOCP00000020023
ENSMODP00000007477	ENSLOCP00000020704
ENSMODP00000026658	ENSLOCP00000003149
ENSMODP00000036146	ENSLOCP00000018889
ENSMODP00000001449	ENSLOCP00000014646
ENSMODP00000016184	ENSLOCP00000014965
ENSMODP00000019790	ENSLOCP00000019623
ENSMODP00000034105	ENSLOCP00000012262
ENSMODP00000012328	ENSLOCP00000017761
ENSMODP00000008853	ENSLOCP00000003577
ENSMODP00000036033	ENSLOCP00000018979
ENSMODP00000020732	ENSLOCP00000022461
ENSMODP00000013217	ENSLOCP00000009670
ENSMODP00000021631	ENSLOCP00000004300
ENSMODP00000024814	ENSLOCP00000006023
ENSMODP00000001518	ENSLOCP00000019855
ENSMODP00000010380	ENSLOCP00000001909
ENSMODP00000000102	ENSLOCP00000010432
ENSMODP00000018034	ENSLOCP00000004476
ENSMODP00000022951	ENSLOCP00000021088
ENSMODP00000018218	ENSLOCP00000018466
ENSMODP00000028988	ENSLOCP00000021910
ENSMODP00000017408	ENSLOCP00000018798
ENSMODP00000005738	ENSLOCP00000008791
ENSMODP00000012762	ENSLOCP00000019231
ENSMODP00000021407	ENSLOCP00000000345
ENSMODP00000036739	ENSLOCP00000021901
ENSMODP00000035967	ENSLOCP00000011678
ENSMODP00000005747	ENSLOCP00000020245
ENSMODP00000011321	ENSLOCP00000005875
ENSMODP00000023108	ENSLOCP00000020295
ENSMODP00000007998	ENSLOCP00000008533
ENSMODP00000012199	ENSLOCP00000017077
ENSMODP00000003082	ENSLOCP00000005770
ENSMODP00000022352	ENSLOCP00000020358
ENSMODP00000002252	ENSLOCP00000013837
ENSMODP00000019437	ENSLOCP00000021222
ENSMODP00000026917	ENSLOCP00000018007
ENSMODP00000007329	ENSLOCP00000012878
ENSMODP00000007329	ENSLOCP00000012890
ENSMODP00000008622	ENSLOCP00000002206
ENSMODP00000013794	ENSLOCP00000014709
ENSMODP00000007829	ENSLOCP00000013191
ENSMODP00000001808	ENSLOCP00000013002
ENSMODP00000014618	ENSLOCP00000001818
ENSMODP00000018604	ENSLOCP00000000497
ENSMODP00000036766	ENSLOCP00000005278
ENSMODP00000033497	ENSLOCP00000008274
ENSMODP00000038843	ENSLOCP00000018599
ENSMODP00000005674	ENSLOCP00000004275
ENSMODP00000022245	ENSLOCP00000003448
ENSMODP00000018488	ENSLOCP00000015492
ENSMODP00000006974	ENSLOCP00000010298
ENSMODP00000023016	ENSLOCP00000007403
ENSMODP00000038847	ENSLOCP00000017568
ENSMODP00000028989	ENSLOCP00000013656
ENSMODP00000035969	ENSLOCP00000007625
ENSMODP00000013104	ENSLOCP00000017375
ENSMODP00000003605	ENSLOCP00000006634
ENSMODP00000017566	ENSLOCP00000007411
