ENSORLP00000017023	ENSMODP00000016222
ENSORLP00000006247	ENSMODP00000007206
ENSORLP00000002888	ENSMODP00000019917
ENSORLP00000020194	ENSMODP00000014818
ENSORLP00000025390	ENSMODP00000001348
ENSORLP00000020763	ENSMODP00000017716
ENSORLP00000012940	ENSMODP00000017716
ENSORLP00000000336	ENSMODP00000005415
ENSORLP00000007094	ENSMODP00000018843
ENSORLP00000014849	ENSMODP00000013520
ENSORLP00000015732	ENSMODP00000021426
ENSORLP00000015914	ENSMODP00000022621
ENSORLP00000020378	ENSMODP00000014282
ENSORLP00000000400	ENSMODP00000000527
ENSORLP00000008644	ENSMODP00000009234
ENSORLP00000010149	ENSMODP00000018720
ENSORLP00000016208	ENSMODP00000033769
ENSORLP00000019992	ENSMODP00000015346
ENSORLP00000013015	ENSMODP00000039908
ENSORLP00000009003	ENSMODP00000006931
ENSORLP00000005243	ENSMODP00000023180
ENSORLP00000004364	ENSMODP00000023180
ENSORLP00000010567	ENSMODP00000001342
ENSORLP00000003207	ENSMODP00000001342
ENSORLP00000007029	ENSMODP00000032390
ENSORLP00000010482	ENSMODP00000006350
ENSORLP00000010906	ENSMODP00000000396
ENSORLP00000018286	ENSMODP00000000396
ENSORLP00000004294	ENSMODP00000009711
ENSORLP00000016792	ENSMODP00000004776
ENSORLP00000013757	ENSMODP00000004776
ENSORLP00000013777	ENSMODP00000028686
ENSORLP00000021053	ENSMODP00000006606
ENSORLP00000009802	ENSMODP00000005294
ENSORLP00000019285	ENSMODP00000005294
ENSORLP00000015837	ENSMODP00000013045
ENSORLP00000023700	ENSMODP00000006501
ENSORLP00000000553	ENSMODP00000039132
ENSORLP00000001972	ENSMODP00000039132
ENSORLP00000001793	ENSMODP00000022162
ENSORLP00000004064	ENSMODP00000021111
ENSORLP00000006133	ENSMODP00000021111
ENSORLP00000017659	ENSMODP00000026057
ENSORLP00000000772	ENSMODP00000021299
ENSORLP00000006273	ENSMODP00000011450
ENSORLP00000016293	ENSMODP00000011450
ENSORLP00000019064	ENSMODP00000005514
ENSORLP00000017521	ENSMODP00000022967
ENSORLP00000000888	ENSMODP00000022967
ENSORLP00000014092	ENSMODP00000004930
ENSORLP00000015815	ENSMODP00000022648
ENSORLP00000006085	ENSMODP00000012236
ENSORLP00000016050	ENSMODP00000009725
ENSORLP00000015650	ENSMODP00000011444
ENSORLP00000000265	ENSMODP00000011444
ENSORLP00000005273	ENSMODP00000000791
ENSORLP00000018809	ENSMODP00000007665
ENSORLP00000022449	ENSMODP00000016797
ENSORLP00000023899	ENSMODP00000013686
ENSORLP00000000502	ENSMODP00000013686
ENSORLP00000012129	ENSMODP00000018496
ENSORLP00000010391	ENSMODP00000006345
ENSORLP00000011341	ENSMODP00000016596
ENSORLP00000010111	ENSMODP00000041145
ENSORLP00000011469	ENSMODP00000017830
ENSORLP00000010016	ENSMODP00000039008
ENSORLP00000018317	ENSMODP00000012361
ENSORLP00000000669	ENSMODP00000019624
ENSORLP00000020214	ENSMODP00000019624
ENSORLP00000008445	ENSMODP00000029521
ENSORLP00000020827	ENSMODP00000019885
ENSORLP00000010979	ENSMODP00000019885
ENSORLP00000016443	ENSMODP00000009492
ENSORLP00000009210	ENSMODP00000009492
ENSORLP00000020295	ENSMODP00000037713
ENSORLP00000012039	ENSMODP00000008297
ENSORLP00000019987	ENSMODP00000041050
ENSORLP00000025674	ENSMODP00000015411
ENSORLP00000025658	ENSMODP00000015319
ENSORLP00000011141	ENSMODP00000015319
ENSORLP00000017336	ENSMODP00000016412
ENSORLP00000020188	ENSMODP00000020476
ENSORLP00000022402	ENSMODP00000016920
ENSORLP00000010212	ENSMODP00000010465
ENSORLP00000015767	ENSMODP00000037611
ENSORLP00000009030	ENSMODP00000027434
ENSORLP00000015693	ENSMODP00000019658
ENSORLP00000019843	ENSMODP00000019658
ENSORLP00000008717	ENSMODP00000009371
ENSORLP00000011325	ENSMODP00000009434
ENSORLP00000001140	ENSMODP00000023057
ENSORLP00000020394	ENSMODP00000023057
ENSORLP00000005508	ENSMODP00000024083
ENSORLP00000019329	ENSMODP00000000697
ENSORLP00000025402	ENSMODP00000003756
ENSORLP00000020686	ENSMODP00000007149
ENSORLP00000011402	ENSMODP00000007149
ENSORLP00000013821	ENSMODP00000007180
ENSORLP00000012460	ENSMODP00000022846
ENSORLP00000024053	ENSMODP00000007465
ENSORLP00000005236	ENSMODP00000022903
ENSORLP00000005546	ENSMODP00000038829
ENSORLP00000008526	ENSMODP00000026080
ENSORLP00000013930	ENSMODP00000011996
ENSORLP00000001967	ENSMODP00000002644
ENSORLP00000012779	ENSMODP00000023968
ENSORLP00000004346	ENSMODP00000023968
ENSORLP00000015907	ENSMODP00000023159
ENSORLP00000005986	ENSMODP00000012617
ENSORLP00000022686	ENSMODP00000004167
ENSORLP00000014296	ENSMODP00000021102
ENSORLP00000011339	ENSMODP00000022295
ENSORLP00000013949	ENSMODP00000009523
ENSORLP00000021489	ENSMODP00000007529
ENSORLP00000025588	ENSMODP00000006828
ENSORLP00000000650	ENSMODP00000021481
ENSORLP00000005793	ENSMODP00000000973
ENSORLP00000025795	ENSMODP00000021586
ENSORLP00000007563	ENSMODP00000024816
ENSORLP00000020728	ENSMODP00000026685
ENSORLP00000014895	ENSMODP00000024160
ENSORLP00000011900	ENSMODP00000024160
ENSORLP00000024811	ENSMODP00000019294
ENSORLP00000012733	ENSMODP00000003329
ENSORLP00000018038	ENSMODP00000015764
ENSORLP00000000565	ENSMODP00000016827
ENSORLP00000007881	ENSMODP00000018754
ENSORLP00000010638	ENSMODP00000016996
ENSORLP00000024345	ENSMODP00000018312
ENSORLP00000016574	ENSMODP00000008873
ENSORLP00000003192	ENSMODP00000004395
ENSORLP00000023513	ENSMODP00000019727
ENSORLP00000007073	ENSMODP00000020529
ENSORLP00000000711	ENSMODP00000009731
ENSORLP00000006562	ENSMODP00000021938
ENSORLP00000011935	ENSMODP00000020250
ENSORLP00000003005	ENSMODP00000006799
ENSORLP00000002035	ENSMODP00000006799
ENSORLP00000002178	ENSMODP00000023145
ENSORLP00000003215	ENSMODP00000023145
ENSORLP00000012347	ENSMODP00000022854
ENSORLP00000017025	ENSMODP00000013163
ENSORLP00000008237	ENSMODP00000012554
ENSORLP00000002917	ENSMODP00000024290
ENSORLP00000002081	ENSMODP00000037418
ENSORLP00000017941	ENSMODP00000005706
ENSORLP00000008019	ENSMODP00000004028
ENSORLP00000018106	ENSMODP00000020931
ENSORLP00000021416	ENSMODP00000032325
ENSORLP00000007827	ENSMODP00000013118
ENSORLP00000002160	ENSMODP00000023956
ENSORLP00000005823	ENSMODP00000026659
ENSORLP00000008502	ENSMODP00000015702
ENSORLP00000011510	ENSMODP00000015702
ENSORLP00000018108	ENSMODP00000018616
ENSORLP00000005181	ENSMODP00000018616
ENSORLP00000009831	ENSMODP00000017313
ENSORLP00000003480	ENSMODP00000017313
ENSORLP00000009603	ENSMODP00000009360
ENSORLP00000000006	ENSMODP00000009360
ENSORLP00000003456	ENSMODP00000002937
ENSORLP00000017157	ENSMODP00000022964
ENSORLP00000022274	ENSMODP00000026023
ENSORLP00000014310	ENSMODP00000026023
ENSORLP00000002831	ENSMODP00000041213
ENSORLP00000011764	ENSMODP00000032861
ENSORLP00000002509	ENSMODP00000000186
ENSORLP00000021484	ENSMODP00000001131
ENSORLP00000019461	ENSMODP00000008312
ENSORLP00000007502	ENSMODP00000008312
ENSORLP00000020655	ENSMODP00000002898
ENSORLP00000007395	ENSMODP00000018904
ENSORLP00000022501	ENSMODP00000005860
ENSORLP00000015899	ENSMODP00000002609
ENSORLP00000012111	ENSMODP00000003624
ENSORLP00000014673	ENSMODP00000022451
ENSORLP00000013484	ENSMODP00000016383
ENSORLP00000010247	ENSMODP00000016383
ENSORLP00000009698	ENSMODP00000014104
ENSORLP00000017392	ENSMODP00000036781
ENSORLP00000001129	ENSMODP00000002597
ENSORLP00000018708	ENSMODP00000002597
ENSORLP00000013456	ENSMODP00000013261
ENSORLP00000011809	ENSMODP00000020530
ENSORLP00000005873	ENSMODP00000025440
ENSORLP00000022529	ENSMODP00000022264
ENSORLP00000012043	ENSMODP00000036209
ENSORLP00000011294	ENSMODP00000013319
ENSORLP00000010662	ENSMODP00000014638
ENSORLP00000012717	ENSMODP00000015845
ENSORLP00000001122	ENSMODP00000017800
ENSORLP00000013723	ENSMODP00000025750
ENSORLP00000013239	ENSMODP00000000418
ENSORLP00000005955	ENSMODP00000023657
ENSORLP00000017998	ENSMODP00000003236
ENSORLP00000004097	ENSMODP00000003236
ENSORLP00000009102	ENSMODP00000006339
ENSORLP00000011167	ENSMODP00000010824
ENSORLP00000010280	ENSMODP00000009961
ENSORLP00000018087	ENSMODP00000017678
ENSORLP00000021945	ENSMODP00000017481
ENSORLP00000019528	ENSMODP00000021054
ENSORLP00000015377	ENSMODP00000030235
ENSORLP00000002253	ENSMODP00000002004
ENSORLP00000015530	ENSMODP00000002004
ENSORLP00000025594	ENSMODP00000035395
ENSORLP00000002384	ENSMODP00000011557
ENSORLP00000020262	ENSMODP00000030221
ENSORLP00000024662	ENSMODP00000032196
ENSORLP00000012261	ENSMODP00000021356
ENSORLP00000004953	ENSMODP00000024127
ENSORLP00000016614	ENSMODP00000024127
ENSORLP00000012287	ENSMODP00000033908
ENSORLP00000000592	ENSMODP00000033908
ENSORLP00000011444	ENSMODP00000006894
ENSORLP00000008076	ENSMODP00000037078
ENSORLP00000008072	ENSMODP00000037078
ENSORLP00000001684	ENSMODP00000017312
ENSORLP00000016576	ENSMODP00000037951
ENSORLP00000023064	ENSMODP00000009275
ENSORLP00000025337	ENSMODP00000022752
ENSORLP00000004817	ENSMODP00000005486
ENSORLP00000007576	ENSMODP00000024819
ENSORLP00000013335	ENSMODP00000036771
ENSORLP00000018006	ENSMODP00000012203
ENSORLP00000018794	ENSMODP00000000907
ENSORLP00000018507	ENSMODP00000000907
ENSORLP00000016413	ENSMODP00000013468
ENSORLP00000021954	ENSMODP00000017492
ENSORLP00000017818	ENSMODP00000017492
ENSORLP00000011072	ENSMODP00000009700
ENSORLP00000008813	ENSMODP00000003515
ENSORLP00000014907	ENSMODP00000024280
ENSORLP00000023230	ENSMODP00000023745
ENSORLP00000022777	ENSMODP00000002800
ENSORLP00000021784	ENSMODP00000000114
ENSORLP00000003734	ENSMODP00000015872
ENSORLP00000008195	ENSMODP00000036012
ENSORLP00000013669	ENSMODP00000012021
ENSORLP00000000895	ENSMODP00000036078
ENSORLP00000020307	ENSMODP00000001370
ENSORLP00000021185	ENSMODP00000000741
ENSORLP00000004354	ENSMODP00000010072
ENSORLP00000022532	ENSMODP00000012052
ENSORLP00000002805	ENSMODP00000010141
ENSORLP00000001429	ENSMODP00000009159
ENSORLP00000005957	ENSMODP00000034350
ENSORLP00000011190	ENSMODP00000009106
ENSORLP00000003384	ENSMODP00000014850
ENSORLP00000002822	ENSMODP00000014850
ENSORLP00000007639	ENSMODP00000027603
ENSORLP00000014542	ENSMODP00000038176
ENSORLP00000008052	ENSMODP00000010203
ENSORLP00000008374	ENSMODP00000017470
ENSORLP00000006220	ENSMODP00000021535
ENSORLP00000021513	ENSMODP00000013260
ENSORLP00000016090	ENSMODP00000013260
ENSORLP00000014801	ENSMODP00000033015
ENSORLP00000012367	ENSMODP00000033015
ENSORLP00000003014	ENSMODP00000012275
ENSORLP00000005155	ENSMODP00000019009
ENSORLP00000024315	ENSMODP00000005715
ENSORLP00000013031	ENSMODP00000002463
ENSORLP00000007593	ENSMODP00000002463
ENSORLP00000016550	ENSMODP00000021710
ENSORLP00000018242	ENSMODP00000012392
ENSORLP00000024213	ENSMODP00000012392
ENSORLP00000012675	ENSMODP00000023367
ENSORLP00000022971	ENSMODP00000031085
ENSORLP00000019877	ENSMODP00000036939
ENSORLP00000020165	ENSMODP00000020479
ENSORLP00000009389	ENSMODP00000016595
ENSORLP00000023613	ENSMODP00000001638
ENSORLP00000017330	ENSMODP00000001638
ENSORLP00000012592	ENSMODP00000008436
ENSORLP00000019373	ENSMODP00000005879
ENSORLP00000007317	ENSMODP00000022055
ENSORLP00000021742	ENSMODP00000022055
ENSORLP00000004010	ENSMODP00000006593
ENSORLP00000018368	ENSMODP00000001554
ENSORLP00000008640	ENSMODP00000031019
ENSORLP00000011466	ENSMODP00000031019
ENSORLP00000002348	ENSMODP00000002202
ENSORLP00000025528	ENSMODP00000015259
ENSORLP00000008521	ENSMODP00000015259
ENSORLP00000022540	ENSMODP00000005650
ENSORLP00000013537	ENSMODP00000003290
ENSORLP00000009943	ENSMODP00000006023
ENSORLP00000003574	ENSMODP00000011933
ENSORLP00000015422	ENSMODP00000019199
ENSORLP00000019645	ENSMODP00000005932
ENSORLP00000018767	ENSMODP00000010233
ENSORLP00000010730	ENSMODP00000002434
ENSORLP00000013632	ENSMODP00000011834
ENSORLP00000024563	ENSMODP00000014223
ENSORLP00000020397	ENSMODP00000014223
ENSORLP00000011776	ENSMODP00000020783
ENSORLP00000024514	ENSMODP00000000793
ENSORLP00000010808	ENSMODP00000000793
ENSORLP00000007843	ENSMODP00000034936
ENSORLP00000023124	ENSMODP00000033076
ENSORLP00000017354	ENSMODP00000028443
ENSORLP00000013341	ENSMODP00000008112
ENSORLP00000012100	ENSMODP00000015125
ENSORLP00000016714	ENSMODP00000019371
ENSORLP00000003525	ENSMODP00000024524
ENSORLP00000008509	ENSMODP00000008135
ENSORLP00000023191	ENSMODP00000003932
ENSORLP00000017708	ENSMODP00000003932
ENSORLP00000025005	ENSMODP00000018051
ENSORLP00000006416	ENSMODP00000018051
ENSORLP00000017419	ENSMODP00000012026
ENSORLP00000004194	ENSMODP00000009589
ENSORLP00000009726	ENSMODP00000000639
ENSORLP00000013078	ENSMODP00000020038
ENSORLP00000014675	ENSMODP00000020038
ENSORLP00000022486	ENSMODP00000023369
ENSORLP00000008316	ENSMODP00000001142
ENSORLP00000011054	ENSMODP00000001142
ENSORLP00000008345	ENSMODP00000024847
ENSORLP00000025379	ENSMODP00000036121
ENSORLP00000005291	ENSMODP00000021480
ENSORLP00000009347	ENSMODP00000003951
ENSORLP00000016345	ENSMODP00000013556
ENSORLP00000017890	ENSMODP00000011601
ENSORLP00000018207	ENSMODP00000008649
ENSORLP00000013204	ENSMODP00000002901
ENSORLP00000008267	ENSMODP00000040987
ENSORLP00000019978	ENSMODP00000015350
ENSORLP00000007499	ENSMODP00000017278
ENSORLP00000024083	ENSMODP00000016660
ENSORLP00000007437	ENSMODP00000012033
ENSORLP00000019777	ENSMODP00000010668
ENSORLP00000020531	ENSMODP00000037792
ENSORLP00000000751	ENSMODP00000037792
ENSORLP00000019043	ENSMODP00000014851
ENSORLP00000003610	ENSMODP00000014568
ENSORLP00000023096	ENSMODP00000021861
ENSORLP00000002288	ENSMODP00000011775
ENSORLP00000021942	ENSMODP00000012321
ENSORLP00000011138	ENSMODP00000016525
ENSORLP00000013175	ENSMODP00000007256
ENSORLP00000005580	ENSMODP00000007256
ENSORLP00000007908	ENSMODP00000025968
ENSORLP00000010661	ENSMODP00000015918
ENSORLP00000018765	ENSMODP00000015918
ENSORLP00000012616	ENSMODP00000025296
ENSORLP00000008700	ENSMODP00000025770
ENSORLP00000001191	ENSMODP00000032051
ENSORLP00000020965	ENSMODP00000038746
ENSORLP00000003540	ENSMODP00000012241
ENSORLP00000009262	ENSMODP00000012241
ENSORLP00000013573	ENSMODP00000007051
ENSORLP00000000313	ENSMODP00000003396
ENSORLP00000007695	ENSMODP00000008522
ENSORLP00000014371	ENSMODP00000010853
ENSORLP00000017185	ENSMODP00000001168
ENSORLP00000014562	ENSMODP00000010709
ENSORLP00000005984	ENSMODP00000021339
ENSORLP00000012849	ENSMODP00000009804
ENSORLP00000015667	ENSMODP00000010471
ENSORLP00000009272	ENSMODP00000012645
ENSORLP00000019746	ENSMODP00000002458
ENSORLP00000003067	ENSMODP00000012792
ENSORLP00000016017	ENSMODP00000013213
ENSORLP00000011761	ENSMODP00000013213
ENSORLP00000024830	ENSMODP00000013290
ENSORLP00000018198	ENSMODP00000007874
ENSORLP00000024707	ENSMODP00000015503
ENSORLP00000008626	ENSMODP00000024151
ENSORLP00000006206	ENSMODP00000019296
ENSORLP00000012478	ENSMODP00000022843
ENSORLP00000003364	ENSMODP00000024545
ENSORLP00000020749	ENSMODP00000021821
ENSORLP00000014540	ENSMODP00000001476
ENSORLP00000017913	ENSMODP00000020148
ENSORLP00000020779	ENSMODP00000019081
ENSORLP00000025168	ENSMODP00000013546
ENSORLP00000011130	ENSMODP00000001460
ENSORLP00000010364	ENSMODP00000039626
ENSORLP00000017698	ENSMODP00000006532
ENSORLP00000023787	ENSMODP00000017485
ENSORLP00000014313	ENSMODP00000011686
ENSORLP00000003831	ENSMODP00000007263
ENSORLP00000015618	ENSMODP00000007263
ENSORLP00000021486	ENSMODP00000010084
ENSORLP00000011770	ENSMODP00000016985
ENSORLP00000007318	ENSMODP00000009505
ENSORLP00000019018	ENSMODP00000014777
ENSORLP00000024959	ENSMODP00000010355
ENSORLP00000004996	ENSMODP00000005548
ENSORLP00000021831	ENSMODP00000007903
ENSORLP00000015289	ENSMODP00000001707
ENSORLP00000008189	ENSMODP00000023656
ENSORLP00000011743	ENSMODP00000037403
ENSORLP00000019871	ENSMODP00000016164
ENSORLP00000017722	ENSMODP00000012428
ENSORLP00000016884	ENSMODP00000004592
ENSORLP00000003890	ENSMODP00000004592
ENSORLP00000001292	ENSMODP00000010683
ENSORLP00000011353	ENSMODP00000016395
ENSORLP00000002606	ENSMODP00000010551
ENSORLP00000013022	ENSMODP00000023437
ENSORLP00000006858	ENSMODP00000026281
ENSORLP00000012194	ENSMODP00000022865
ENSORLP00000013809	ENSMODP00000012153
ENSORLP00000015113	ENSMODP00000004472
ENSORLP00000008885	ENSMODP00000034776
ENSORLP00000000008	ENSMODP00000034776
ENSORLP00000006721	ENSMODP00000007877
ENSORLP00000013199	ENSMODP00000001874
ENSORLP00000013004	ENSMODP00000001874
ENSORLP00000025772	ENSMODP00000004145
ENSORLP00000010449	ENSMODP00000032142
ENSORLP00000001971	ENSMODP00000012820
ENSORLP00000007714	ENSMODP00000009399
ENSORLP00000003967	ENSMODP00000003128
ENSORLP00000021777	ENSMODP00000025491
ENSORLP00000008475	ENSMODP00000032606
ENSORLP00000006557	ENSMODP00000007131
ENSORLP00000002835	ENSMODP00000024419
ENSORLP00000001851	ENSMODP00000024419
ENSORLP00000003990	ENSMODP00000024125
ENSORLP00000009467	ENSMODP00000014693
ENSORLP00000006021	ENSMODP00000021739
ENSORLP00000025490	ENSMODP00000009957
ENSORLP00000016187	ENSMODP00000013972
ENSORLP00000001010	ENSMODP00000020017
ENSORLP00000019854	ENSMODP00000017672
ENSORLP00000016432	ENSMODP00000014280
ENSORLP00000018830	ENSMODP00000015329
ENSORLP00000014611	ENSMODP00000003002
ENSORLP00000022131	ENSMODP00000022164
ENSORLP00000018644	ENSMODP00000032193
ENSORLP00000010470	ENSMODP00000006393
ENSORLP00000011590	ENSMODP00000020384
ENSORLP00000017376	ENSMODP00000020384
ENSORLP00000021850	ENSMODP00000012734
ENSORLP00000019268	ENSMODP00000006840
ENSORLP00000000074	ENSMODP00000005371
ENSORLP00000009952	ENSMODP00000005371
ENSORLP00000016846	ENSMODP00000022447
ENSORLP00000009622	ENSMODP00000000668
ENSORLP00000015478	ENSMODP00000015486
ENSORLP00000011778	ENSMODP00000013511
ENSORLP00000007802	ENSMODP00000020293
ENSORLP00000020639	ENSMODP00000029415
ENSORLP00000013194	ENSMODP00000012767
ENSORLP00000020591	ENSMODP00000018547
ENSORLP00000015223	ENSMODP00000018547
ENSORLP00000004659	ENSMODP00000014501
ENSORLP00000003125	ENSMODP00000031639
ENSORLP00000006538	ENSMODP00000027788
ENSORLP00000016197	ENSMODP00000026226
ENSORLP00000013041	ENSMODP00000005319
ENSORLP00000020579	ENSMODP00000040033
ENSORLP00000012738	ENSMODP00000007477
ENSORLP00000011036	ENSMODP00000036146
ENSORLP00000015123	ENSMODP00000001449
ENSORLP00000019853	ENSMODP00000016184
ENSORLP00000013152	ENSMODP00000019790
ENSORLP00000003843	ENSMODP00000034105
ENSORLP00000008406	ENSMODP00000008853
ENSORLP00000001572	ENSMODP00000008853
ENSORLP00000011624	ENSMODP00000013217
ENSORLP00000024677	ENSMODP00000021631
ENSORLP00000000083	ENSMODP00000024814
ENSORLP00000012412	ENSMODP00000001518
ENSORLP00000009993	ENSMODP00000010380
ENSORLP00000014264	ENSMODP00000000102
ENSORLP00000002332	ENSMODP00000022951
ENSORLP00000021276	ENSMODP00000022951
ENSORLP00000010464	ENSMODP00000028988
ENSORLP00000001028	ENSMODP00000017408
ENSORLP00000000790	ENSMODP00000005738
ENSORLP00000003117	ENSMODP00000012762
ENSORLP00000012518	ENSMODP00000021407
ENSORLP00000022496	ENSMODP00000036739
ENSORLP00000013545	ENSMODP00000035967
ENSORLP00000015094	ENSMODP00000005747
ENSORLP00000003712	ENSMODP00000023108
ENSORLP00000022992	ENSMODP00000012199
ENSORLP00000011754	ENSMODP00000003082
ENSORLP00000007396	ENSMODP00000002252
ENSORLP00000000598	ENSMODP00000002252
ENSORLP00000022798	ENSMODP00000019437
ENSORLP00000008366	ENSMODP00000026917
ENSORLP00000021883	ENSMODP00000007329
ENSORLP00000021887	ENSMODP00000007329
ENSORLP00000020667	ENSMODP00000007329
ENSORLP00000024397	ENSMODP00000008622
ENSORLP00000002898	ENSMODP00000013794
ENSORLP00000011693	ENSMODP00000001808
ENSORLP00000020234	ENSMODP00000018604
ENSORLP00000020891	ENSMODP00000036766
ENSORLP00000017844	ENSMODP00000036766
ENSORLP00000008183	ENSMODP00000033497
ENSORLP00000008219	ENSMODP00000005674
ENSORLP00000018249	ENSMODP00000022245
ENSORLP00000011987	ENSMODP00000022245
ENSORLP00000004757	ENSMODP00000018488
ENSORLP00000021147	ENSMODP00000006974
ENSORLP00000004536	ENSMODP00000023016
ENSORLP00000013300	ENSMODP00000005389
ENSORLP00000010053	ENSMODP00000010564
ENSORLP00000011923	ENSMODP00000022226
ENSORLP00000016328	ENSMODP00000038847
ENSORLP00000011763	ENSMODP00000003605
ENSORLP00000008641	ENSMODP00000017670
ENSORLP00000023015	ENSMODP00000017566
ENSORLP00000010186	ENSMODP00000013693
ENSORLP00000006924	ENSMODP00000025431
ENSORLP00000001216	ENSMODP00000017701
ENSORLP00000007304	ENSMODP00000010889
ENSORLP00000005567	ENSMODP00000000487
ENSORLP00000024368	ENSMODP00000013056
ENSORLP00000005038	ENSMODP00000024833
ENSORLP00000022433	ENSMODP00000023363
ENSORLP00000023461	ENSMODP00000006499
ENSORLP00000013964	ENSMODP00000009689
ENSORLP00000009231	ENSMODP00000009689
ENSORLP00000007224	ENSMODP00000011634
ENSORLP00000012065	ENSMODP00000006124
ENSORLP00000008404	ENSMODP00000029511
ENSORLP00000009723	ENSMODP00000020716
ENSORLP00000003395	ENSMODP00000000849
ENSORLP00000020854	ENSMODP00000005154
ENSORLP00000008884	ENSMODP00000003980
ENSORLP00000004792	ENSMODP00000009055
ENSORLP00000004857	ENSMODP00000006750
ENSORLP00000008802	ENSMODP00000031036
ENSORLP00000013234	ENSMODP00000012246
ENSORLP00000009167	ENSMODP00000014983
ENSORLP00000014470	ENSMODP00000014983
ENSORLP00000009154	ENSMODP00000006446
ENSORLP00000002045	ENSMODP00000006681
ENSORLP00000015147	ENSMODP00000034265
ENSORLP00000015412	ENSMODP00000009316
ENSORLP00000000771	ENSMODP00000023716
ENSORLP00000019071	ENSMODP00000023221
ENSORLP00000014829	ENSMODP00000009526
ENSORLP00000000340	ENSMODP00000002150
ENSORLP00000020873	ENSMODP00000010302
ENSORLP00000005160	ENSMODP00000010302
ENSORLP00000023777	ENSMODP00000017550
ENSORLP00000005352	ENSMODP00000009180
ENSORLP00000014117	ENSMODP00000005405
ENSORLP00000020395	ENSMODP00000019993
ENSORLP00000009101	ENSMODP00000019993
ENSORLP00000008514	ENSMODP00000019007
ENSORLP00000015177	ENSMODP00000000853
