ENSGACP00000003450	ENSCAFP00000014731
ENSGACP00000007881	ENSCAFP00000017664
ENSGACP00000009707	ENSCAFP00000003141
ENSGACP00000000594	ENSCAFP00000000408
ENSGACP00000020169	ENSCAFP00000037362
ENSGACP00000004030	ENSCAFP00000035063
ENSGACP00000021696	ENSCAFP00000024551
ENSGACP00000013298	ENSCAFP00000020603
ENSGACP00000006321	ENSCAFP00000006920
ENSGACP00000014620	ENSCAFP00000003692
ENSGACP00000013026	ENSCAFP00000021617
ENSGACP00000024852	ENSCAFP00000021297
ENSGACP00000006576	ENSCAFP00000013912
ENSGACP00000020648	ENSCAFP00000010288
ENSGACP00000021822	ENSCAFP00000023336
ENSGACP00000017880	ENSCAFP00000012593
ENSGACP00000025449	ENSCAFP00000023342
ENSGACP00000008433	ENSCAFP00000033932
ENSGACP00000027200	ENSCAFP00000009658
ENSGACP00000015452	ENSCAFP00000009658
ENSGACP00000010991	ENSCAFP00000035463
ENSGACP00000010960	ENSCAFP00000014481
ENSGACP00000004443	ENSCAFP00000009645
ENSGACP00000015655	ENSCAFP00000009645
ENSGACP00000014318	ENSCAFP00000013621
ENSGACP00000023964	ENSCAFP00000001811
ENSGACP00000005023	ENSCAFP00000024565
ENSGACP00000007470	ENSCAFP00000014694
ENSGACP00000008374	ENSCAFP00000002899
ENSGACP00000012323	ENSCAFP00000035067
ENSGACP00000000795	ENSCAFP00000035067
ENSGACP00000006963	ENSCAFP00000002091
ENSGACP00000025485	ENSCAFP00000000527
ENSGACP00000019319	ENSCAFP00000017503
ENSGACP00000026643	ENSCAFP00000006727
ENSGACP00000016500	ENSCAFP00000006727
ENSGACP00000015626	ENSCAFP00000011557
ENSGACP00000027248	ENSCAFP00000011557
ENSGACP00000026577	ENSCAFP00000017201
ENSGACP00000004344	ENSCAFP00000041877
ENSGACP00000008376	ENSCAFP00000026565
ENSGACP00000021839	ENSCAFP00000026565
ENSGACP00000019024	ENSCAFP00000038444
ENSGACP00000018252	ENSCAFP00000004976
ENSGACP00000018145	ENSCAFP00000042914
ENSGACP00000015136	ENSCAFP00000003932
ENSGACP00000013136	ENSCAFP00000021277
ENSGACP00000001739	ENSCAFP00000011031
ENSGACP00000017767	ENSCAFP00000037092
ENSGACP00000025597	ENSCAFP00000037092
ENSGACP00000002920	ENSCAFP00000030225
ENSGACP00000010967	ENSCAFP00000028871
ENSGACP00000024788	ENSCAFP00000027665
ENSGACP00000012622	ENSCAFP00000019697
ENSGACP00000025282	ENSCAFP00000042142
ENSGACP00000025134	ENSCAFP00000001041
ENSGACP00000004551	ENSCAFP00000042853
ENSGACP00000005951	ENSCAFP00000006943
ENSGACP00000011391	ENSCAFP00000017831
ENSGACP00000007695	ENSCAFP00000028698
ENSGACP00000022143	ENSCAFP00000028698
ENSGACP00000018222	ENSCAFP00000007056
ENSGACP00000007268	ENSCAFP00000000016
ENSGACP00000003320	ENSCAFP00000000016
ENSGACP00000022052	ENSCAFP00000014336
ENSGACP00000016423	ENSCAFP00000006722
ENSGACP00000006341	ENSCAFP00000027011
ENSGACP00000025143	ENSCAFP00000019038
ENSGACP00000016788	ENSCAFP00000026912
ENSGACP00000009357	ENSCAFP00000013013
ENSGACP00000019831	ENSCAFP00000013013
ENSGACP00000027367	ENSCAFP00000024848
ENSGACP00000001479	ENSCAFP00000024848
ENSGACP00000004908	ENSCAFP00000040398
ENSGACP00000018138	ENSCAFP00000040398
ENSGACP00000014833	ENSCAFP00000031366
ENSGACP00000017486	ENSCAFP00000028316
ENSGACP00000020545	ENSCAFP00000015301
ENSGACP00000008214	ENSCAFP00000015301
ENSGACP00000015883	ENSCAFP00000018207
ENSGACP00000022168	ENSCAFP00000024645
ENSGACP00000003217	ENSCAFP00000010109
ENSGACP00000011271	ENSCAFP00000010963
ENSGACP00000019889	ENSCAFP00000018300
ENSGACP00000008823	ENSCAFP00000003095
ENSGACP00000019530	ENSCAFP00000037380
ENSGACP00000022290	ENSCAFP00000015815
ENSGACP00000001732	ENSCAFP00000014918
ENSGACP00000012747	ENSCAFP00000036658
ENSGACP00000026471	ENSCAFP00000019655
ENSGACP00000016398	ENSCAFP00000030645
ENSGACP00000025666	ENSCAFP00000030645
ENSGACP00000008646	ENSCAFP00000016401
ENSGACP00000002189	ENSCAFP00000020850
ENSGACP00000000374	ENSCAFP00000038238
ENSGACP00000024992	ENSCAFP00000028983
ENSGACP00000002945	ENSCAFP00000022556
ENSGACP00000004357	ENSCAFP00000026455
ENSGACP00000014598	ENSCAFP00000020513
ENSGACP00000000429	ENSCAFP00000028758
ENSGACP00000003603	ENSCAFP00000010870
ENSGACP00000016997	ENSCAFP00000028224
ENSGACP00000009028	ENSCAFP00000003214
ENSGACP00000015381	ENSCAFP00000010567
ENSGACP00000026642	ENSCAFP00000008356
ENSGACP00000007315	ENSCAFP00000014031
ENSGACP00000020044	ENSCAFP00000038892
ENSGACP00000026664	ENSCAFP00000021489
ENSGACP00000011955	ENSCAFP00000001037
ENSGACP00000009569	ENSCAFP00000004178
ENSGACP00000004606	ENSCAFP00000014005
ENSGACP00000006381	ENSCAFP00000000950
ENSGACP00000013712	ENSCAFP00000000950
ENSGACP00000005279	ENSCAFP00000003850
ENSGACP00000023917	ENSCAFP00000003850
ENSGACP00000001625	ENSCAFP00000017744
ENSGACP00000010844	ENSCAFP00000021105
ENSGACP00000004840	ENSCAFP00000010648
ENSGACP00000003120	ENSCAFP00000008702
ENSGACP00000022763	ENSCAFP00000008708
ENSGACP00000004093	ENSCAFP00000012933
ENSGACP00000018197	ENSCAFP00000023570
ENSGACP00000008589	ENSCAFP00000023570
ENSGACP00000006210	ENSCAFP00000037367
ENSGACP00000023740	ENSCAFP00000016218
ENSGACP00000011462	ENSCAFP00000010863
ENSGACP00000022643	ENSCAFP00000010863
ENSGACP00000020308	ENSCAFP00000022163
ENSGACP00000011353	ENSCAFP00000022163
ENSGACP00000011634	ENSCAFP00000018366
ENSGACP00000027095	ENSCAFP00000018366
ENSGACP00000025278	ENSCAFP00000003034
ENSGACP00000021615	ENSCAFP00000003034
ENSGACP00000023419	ENSCAFP00000006870
ENSGACP00000025981	ENSCAFP00000023440
ENSGACP00000023459	ENSCAFP00000013014
ENSGACP00000027051	ENSCAFP00000025484
ENSGACP00000012605	ENSCAFP00000039273
ENSGACP00000024753	ENSCAFP00000020508
ENSGACP00000024433	ENSCAFP00000033194
ENSGACP00000013009	ENSCAFP00000038688
ENSGACP00000022379	ENSCAFP00000028685
ENSGACP00000021782	ENSCAFP00000022558
ENSGACP00000022778	ENSCAFP00000015422
ENSGACP00000013915	ENSCAFP00000020480
ENSGACP00000015432	ENSCAFP00000002291
ENSGACP00000012755	ENSCAFP00000002291
ENSGACP00000002942	ENSCAFP00000014950
ENSGACP00000006413	ENSCAFP00000001948
ENSGACP00000010251	ENSCAFP00000001948
ENSGACP00000019004	ENSCAFP00000037305
ENSGACP00000013377	ENSCAFP00000037305
ENSGACP00000004612	ENSCAFP00000000717
ENSGACP00000026616	ENSCAFP00000005619
ENSGACP00000023748	ENSCAFP00000024195
ENSGACP00000020419	ENSCAFP00000004803
ENSGACP00000019565	ENSCAFP00000029424
ENSGACP00000001904	ENSCAFP00000001464
ENSGACP00000022127	ENSCAFP00000016780
ENSGACP00000003772	ENSCAFP00000021916
ENSGACP00000024300	ENSCAFP00000003365
ENSGACP00000023427	ENSCAFP00000003365
ENSGACP00000024339	ENSCAFP00000024521
ENSGACP00000007216	ENSCAFP00000019525
ENSGACP00000026945	ENSCAFP00000019525
ENSGACP00000012547	ENSCAFP00000018607
ENSGACP00000009785	ENSCAFP00000018970
ENSGACP00000023502	ENSCAFP00000033031
ENSGACP00000013074	ENSCAFP00000003128
ENSGACP00000002199	ENSCAFP00000011759
ENSGACP00000022362	ENSCAFP00000025812
ENSGACP00000015936	ENSCAFP00000025138
ENSGACP00000008992	ENSCAFP00000011070
ENSGACP00000023708	ENSCAFP00000011070
ENSGACP00000015930	ENSCAFP00000025134
ENSGACP00000005975	ENSCAFP00000025134
ENSGACP00000015910	ENSCAFP00000025132
ENSGACP00000005980	ENSCAFP00000025132
ENSGACP00000024782	ENSCAFP00000028170
ENSGACP00000027413	ENSCAFP00000001330
ENSGACP00000018796	ENSCAFP00000027044
ENSGACP00000020153	ENSCAFP00000007214
ENSGACP00000009853	ENSCAFP00000016816
ENSGACP00000019566	ENSCAFP00000013509
ENSGACP00000004645	ENSCAFP00000014548
ENSGACP00000009814	ENSCAFP00000037592
ENSGACP00000011993	ENSCAFP00000037592
ENSGACP00000007758	ENSCAFP00000007638
ENSGACP00000015208	ENSCAFP00000018084
ENSGACP00000018017	ENSCAFP00000025970
ENSGACP00000018922	ENSCAFP00000003986
ENSGACP00000005104	ENSCAFP00000011747
ENSGACP00000003471	ENSCAFP00000011747
ENSGACP00000012280	ENSCAFP00000024293
ENSGACP00000001586	ENSCAFP00000008647
ENSGACP00000019536	ENSCAFP00000008647
ENSGACP00000005344	ENSCAFP00000006688
ENSGACP00000003851	ENSCAFP00000011027
ENSGACP00000018443	ENSCAFP00000022636
ENSGACP00000008154	ENSCAFP00000012980
ENSGACP00000012546	ENSCAFP00000037595
ENSGACP00000005836	ENSCAFP00000010977
ENSGACP00000005799	ENSCAFP00000031798
ENSGACP00000008689	ENSCAFP00000010280
ENSGACP00000025467	ENSCAFP00000038758
ENSGACP00000013047	ENSCAFP00000010588
ENSGACP00000012044	ENSCAFP00000013503
ENSGACP00000007457	ENSCAFP00000014871
ENSGACP00000002040	ENSCAFP00000014871
ENSGACP00000024087	ENSCAFP00000025411
ENSGACP00000025126	ENSCAFP00000001020
ENSGACP00000022272	ENSCAFP00000009901
ENSGACP00000011182	ENSCAFP00000013146
ENSGACP00000013685	ENSCAFP00000000433
ENSGACP00000017217	ENSCAFP00000014411
ENSGACP00000006457	ENSCAFP00000014411
ENSGACP00000016787	ENSCAFP00000007406
ENSGACP00000012903	ENSCAFP00000019021
ENSGACP00000018709	ENSCAFP00000018105
ENSGACP00000023430	ENSCAFP00000039971
ENSGACP00000015267	ENSCAFP00000030494
ENSGACP00000010388	ENSCAFP00000030494
ENSGACP00000024908	ENSCAFP00000005932
ENSGACP00000015998	ENSCAFP00000023239
ENSGACP00000001485	ENSCAFP00000023239
ENSGACP00000015663	ENSCAFP00000016496
ENSGACP00000026410	ENSCAFP00000017015
ENSGACP00000026983	ENSCAFP00000018035
ENSGACP00000007903	ENSCAFP00000001608
ENSGACP00000009270	ENSCAFP00000001608
ENSGACP00000025026	ENSCAFP00000008168
ENSGACP00000000613	ENSCAFP00000029552
ENSGACP00000008010	ENSCAFP00000001478
ENSGACP00000013580	ENSCAFP00000001478
ENSGACP00000006292	ENSCAFP00000000973
ENSGACP00000012210	ENSCAFP00000012693
ENSGACP00000015315	ENSCAFP00000039140
ENSGACP00000027359	ENSCAFP00000001731
ENSGACP00000023147	ENSCAFP00000009362
ENSGACP00000014149	ENSCAFP00000002671
ENSGACP00000003403	ENSCAFP00000041128
ENSGACP00000023466	ENSCAFP00000018474
ENSGACP00000005819	ENSCAFP00000008904
ENSGACP00000026045	ENSCAFP00000008904
ENSGACP00000026515	ENSCAFP00000024463
ENSGACP00000011279	ENSCAFP00000012325
ENSGACP00000018915	ENSCAFP00000018471
ENSGACP00000013658	ENSCAFP00000018471
ENSGACP00000020289	ENSCAFP00000013268
ENSGACP00000020594	ENSCAFP00000040383
ENSGACP00000005330	ENSCAFP00000006600
ENSGACP00000015126	ENSCAFP00000024249
ENSGACP00000025361	ENSCAFP00000007772
ENSGACP00000005289	ENSCAFP00000001767
ENSGACP00000011803	ENSCAFP00000001767
ENSGACP00000013332	ENSCAFP00000021126
ENSGACP00000018278	ENSCAFP00000021126
ENSGACP00000000638	ENSCAFP00000003364
ENSGACP00000000642	ENSCAFP00000021486
ENSGACP00000007669	ENSCAFP00000001094
ENSGACP00000008638	ENSCAFP00000012576
ENSGACP00000013678	ENSCAFP00000037339
ENSGACP00000020956	ENSCAFP00000011130
ENSGACP00000012102	ENSCAFP00000020487
ENSGACP00000025556	ENSCAFP00000023701
ENSGACP00000014239	ENSCAFP00000020741
ENSGACP00000008184	ENSCAFP00000027973
ENSGACP00000023437	ENSCAFP00000017214
ENSGACP00000012363	ENSCAFP00000030290
ENSGACP00000016562	ENSCAFP00000041636
ENSGACP00000025075	ENSCAFP00000041636
ENSGACP00000006961	ENSCAFP00000012369
ENSGACP00000009716	ENSCAFP00000007768
ENSGACP00000004602	ENSCAFP00000014617
ENSGACP00000027345	ENSCAFP00000019709
ENSGACP00000010866	ENSCAFP00000005822
ENSGACP00000026575	ENSCAFP00000017928
ENSGACP00000019225	ENSCAFP00000019457
ENSGACP00000011106	ENSCAFP00000022925
ENSGACP00000018513	ENSCAFP00000016758
ENSGACP00000020555	ENSCAFP00000016758
ENSGACP00000027415	ENSCAFP00000001305
ENSGACP00000015201	ENSCAFP00000042619
ENSGACP00000002813	ENSCAFP00000017607
ENSGACP00000015886	ENSCAFP00000021577
ENSGACP00000021636	ENSCAFP00000013880
ENSGACP00000013569	ENSCAFP00000012216
ENSGACP00000020509	ENSCAFP00000012216
ENSGACP00000023070	ENSCAFP00000016565
ENSGACP00000017218	ENSCAFP00000024678
ENSGACP00000007854	ENSCAFP00000024678
ENSGACP00000007778	ENSCAFP00000008945
ENSGACP00000023303	ENSCAFP00000020118
ENSGACP00000026973	ENSCAFP00000020118
ENSGACP00000006796	ENSCAFP00000023307
ENSGACP00000025651	ENSCAFP00000023981
ENSGACP00000006741	ENSCAFP00000021152
ENSGACP00000010343	ENSCAFP00000023648
ENSGACP00000014020	ENSCAFP00000019146
ENSGACP00000005290	ENSCAFP00000022671
ENSGACP00000005684	ENSCAFP00000036018
ENSGACP00000024380	ENSCAFP00000009823
ENSGACP00000000783	ENSCAFP00000000505
ENSGACP00000005440	ENSCAFP00000008270
ENSGACP00000005520	ENSCAFP00000014093
ENSGACP00000008884	ENSCAFP00000014093
ENSGACP00000020277	ENSCAFP00000011244
ENSGACP00000024870	ENSCAFP00000013234
ENSGACP00000011201	ENSCAFP00000014261
ENSGACP00000018511	ENSCAFP00000025742
ENSGACP00000011389	ENSCAFP00000022112
ENSGACP00000020478	ENSCAFP00000022112
ENSGACP00000020888	ENSCAFP00000011253
ENSGACP00000014622	ENSCAFP00000000330
ENSGACP00000014242	ENSCAFP00000013756
ENSGACP00000005097	ENSCAFP00000016515
ENSGACP00000007882	ENSCAFP00000031950
ENSGACP00000011600	ENSCAFP00000002708
ENSGACP00000027587	ENSCAFP00000001186
ENSGACP00000014631	ENSCAFP00000013738
ENSGACP00000006108	ENSCAFP00000000907
ENSGACP00000006862	ENSCAFP00000000907
ENSGACP00000006821	ENSCAFP00000018229
ENSGACP00000004406	ENSCAFP00000007958
ENSGACP00000027418	ENSCAFP00000032366
ENSGACP00000000331	ENSCAFP00000028386
ENSGACP00000013692	ENSCAFP00000024883
ENSGACP00000003807	ENSCAFP00000003300
ENSGACP00000011883	ENSCAFP00000002810
ENSGACP00000013233	ENSCAFP00000013822
ENSGACP00000000468	ENSCAFP00000002327
ENSGACP00000013704	ENSCAFP00000023193
ENSGACP00000004476	ENSCAFP00000036381
ENSGACP00000015723	ENSCAFP00000036381
ENSGACP00000025000	ENSCAFP00000005050
ENSGACP00000013789	ENSCAFP00000022210
ENSGACP00000025896	ENSCAFP00000022210
ENSGACP00000015687	ENSCAFP00000035204
ENSGACP00000015580	ENSCAFP00000017625
ENSGACP00000001152	ENSCAFP00000002408
ENSGACP00000006366	ENSCAFP00000025394
ENSGACP00000022518	ENSCAFP00000025394
ENSGACP00000009074	ENSCAFP00000027748
ENSGACP00000021387	ENSCAFP00000027748
ENSGACP00000019159	ENSCAFP00000002907
ENSGACP00000010863	ENSCAFP00000027318
ENSGACP00000027396	ENSCAFP00000009609
ENSGACP00000012339	ENSCAFP00000007191
ENSGACP00000025248	ENSCAFP00000025331
ENSGACP00000019354	ENSCAFP00000000632
ENSGACP00000020574	ENSCAFP00000007322
ENSGACP00000003950	ENSCAFP00000007322
ENSGACP00000009014	ENSCAFP00000011841
ENSGACP00000022282	ENSCAFP00000017021
ENSGACP00000009385	ENSCAFP00000017021
ENSGACP00000014205	ENSCAFP00000015093
ENSGACP00000013966	ENSCAFP00000000383
ENSGACP00000000877	ENSCAFP00000009652
ENSGACP00000024135	ENSCAFP00000015194
ENSGACP00000007039	ENSCAFP00000001851
ENSGACP00000019633	ENSCAFP00000011084
ENSGACP00000007368	ENSCAFP00000007042
ENSGACP00000008982	ENSCAFP00000001353
ENSGACP00000010947	ENSCAFP00000014522
ENSGACP00000023693	ENSCAFP00000009921
ENSGACP00000022054	ENSCAFP00000029813
ENSGACP00000002594	ENSCAFP00000029813
ENSGACP00000013415	ENSCAFP00000020882
ENSGACP00000017500	ENSCAFP00000031556
ENSGACP00000000325	ENSCAFP00000013258
ENSGACP00000009862	ENSCAFP00000013258
ENSGACP00000011786	ENSCAFP00000005620
ENSGACP00000005151	ENSCAFP00000024751
ENSGACP00000007825	ENSCAFP00000015723
ENSGACP00000014481	ENSCAFP00000000283
ENSGACP00000002697	ENSCAFP00000020859
ENSGACP00000017167	ENSCAFP00000008672
ENSGACP00000006575	ENSCAFP00000008672
ENSGACP00000002639	ENSCAFP00000028388
ENSGACP00000026012	ENSCAFP00000042477
ENSGACP00000014423	ENSCAFP00000004172
ENSGACP00000016336	ENSCAFP00000000816
ENSGACP00000003094	ENSCAFP00000033052
ENSGACP00000014464	ENSCAFP00000014144
ENSGACP00000000471	ENSCAFP00000002320
ENSGACP00000015660	ENSCAFP00000009713
ENSGACP00000016881	ENSCAFP00000023435
ENSGACP00000020615	ENSCAFP00000012717
ENSGACP00000008863	ENSCAFP00000012717
ENSGACP00000014873	ENSCAFP00000041431
ENSGACP00000003060	ENSCAFP00000014382
ENSGACP00000009739	ENSCAFP00000003747
ENSGACP00000023304	ENSCAFP00000013767
ENSGACP00000012314	ENSCAFP00000019786
ENSGACP00000025167	ENSCAFP00000018798
ENSGACP00000006855	ENSCAFP00000037639
ENSGACP00000017577	ENSCAFP00000037639
ENSGACP00000010936	ENSCAFP00000014524
ENSGACP00000002447	ENSCAFP00000004275
ENSGACP00000003793	ENSCAFP00000012522
ENSGACP00000005399	ENSCAFP00000008250
ENSGACP00000015807	ENSCAFP00000025287
ENSGACP00000009981	ENSCAFP00000007038
ENSGACP00000004692	ENSCAFP00000036910
ENSGACP00000014168	ENSCAFP00000002657
ENSGACP00000013281	ENSCAFP00000016690
ENSGACP00000005249	ENSCAFP00000013803
ENSGACP00000020286	ENSCAFP00000011144
ENSGACP00000022867	ENSCAFP00000025455
ENSGACP00000011430	ENSCAFP00000003821
ENSGACP00000017008	ENSCAFP00000003821
ENSGACP00000000803	ENSCAFP00000018743
ENSGACP00000010141	ENSCAFP00000029326
ENSGACP00000001303	ENSCAFP00000029326
ENSGACP00000022534	ENSCAFP00000019360
ENSGACP00000017126	ENSCAFP00000007787
ENSGACP00000012932	ENSCAFP00000006628
ENSGACP00000013845	ENSCAFP00000025086
ENSGACP00000013876	ENSCAFP00000025086
ENSGACP00000010100	ENSCAFP00000025086
ENSGACP00000027536	ENSCAFP00000016769
ENSGACP00000021530	ENSCAFP00000015395
ENSGACP00000027426	ENSCAFP00000024743
ENSGACP00000001069	ENSCAFP00000003245
ENSGACP00000017727	ENSCAFP00000019606
ENSGACP00000005203	ENSCAFP00000019606
ENSGACP00000013382	ENSCAFP00000020904
ENSGACP00000024818	ENSCAFP00000020904
ENSGACP00000022797	ENSCAFP00000027953
ENSGACP00000027343	ENSCAFP00000019314
ENSGACP00000014685	ENSCAFP00000000354
ENSGACP00000015178	ENSCAFP00000000354
ENSGACP00000018151	ENSCAFP00000005159
ENSGACP00000003415	ENSCAFP00000005159
ENSGACP00000011552	ENSCAFP00000023103
ENSGACP00000007327	ENSCAFP00000015359
ENSGACP00000000902	ENSCAFP00000021451
ENSGACP00000025154	ENSCAFP00000019229
ENSGACP00000003027	ENSCAFP00000036558
ENSGACP00000021850	ENSCAFP00000026292
ENSGACP00000010964	ENSCAFP00000031096
ENSGACP00000019111	ENSCAFP00000025195
ENSGACP00000013243	ENSCAFP00000039715
ENSGACP00000023232	ENSCAFP00000012666
ENSGACP00000011378	ENSCAFP00000002382
ENSGACP00000015242	ENSCAFP00000001232
ENSGACP00000006409	ENSCAFP00000028575
ENSGACP00000008014	ENSCAFP00000003634
ENSGACP00000010278	ENSCAFP00000031617
ENSGACP00000019737	ENSCAFP00000007311
ENSGACP00000000127	ENSCAFP00000002744
ENSGACP00000010847	ENSCAFP00000004322
ENSGACP00000018650	ENSCAFP00000012985
ENSGACP00000004819	ENSCAFP00000016299
ENSGACP00000018977	ENSCAFP00000027988
ENSGACP00000014316	ENSCAFP00000026442
ENSGACP00000009863	ENSCAFP00000005987
ENSGACP00000008995	ENSCAFP00000005987
ENSGACP00000011352	ENSCAFP00000018018
ENSGACP00000005480	ENSCAFP00000007024
ENSGACP00000006126	ENSCAFP00000002182
ENSGACP00000007811	ENSCAFP00000008737
ENSGACP00000008814	ENSCAFP00000009607
ENSGACP00000024276	ENSCAFP00000000336
ENSGACP00000014013	ENSCAFP00000014785
ENSGACP00000010628	ENSCAFP00000014341
ENSGACP00000004594	ENSCAFP00000014341
ENSGACP00000025384	ENSCAFP00000016482
ENSGACP00000019651	ENSCAFP00000011049
ENSGACP00000013754	ENSCAFP00000000960
ENSGACP00000015038	ENSCAFP00000010199
ENSGACP00000011811	ENSCAFP00000009831
ENSGACP00000006703	ENSCAFP00000013371
ENSGACP00000017237	ENSCAFP00000021267
ENSGACP00000014371	ENSCAFP00000005807
ENSGACP00000001362	ENSCAFP00000014755
ENSGACP00000026511	ENSCAFP00000009333
ENSGACP00000013426	ENSCAFP00000009333
ENSGACP00000027588	ENSCAFP00000001181
ENSGACP00000014943	ENSCAFP00000008269
ENSGACP00000022210	ENSCAFP00000040025
ENSGACP00000007115	ENSCAFP00000040397
ENSGACP00000022138	ENSCAFP00000040397
ENSGACP00000003099	ENSCAFP00000029650
ENSGACP00000007844	ENSCAFP00000030301
ENSGACP00000023634	ENSCAFP00000030301
ENSGACP00000022821	ENSCAFP00000012634
ENSGACP00000009183	ENSCAFP00000027626
ENSGACP00000006045	ENSCAFP00000019248
ENSGACP00000004142	ENSCAFP00000014457
ENSGACP00000005621	ENSCAFP00000014876
ENSGACP00000011760	ENSCAFP00000004684
ENSGACP00000006835	ENSCAFP00000018196
ENSGACP00000026432	ENSCAFP00000008676
ENSGACP00000000443	ENSCAFP00000015142
ENSGACP00000011166	ENSCAFP00000013332
ENSGACP00000022921	ENSCAFP00000013332
ENSGACP00000004120	ENSCAFP00000010208
ENSGACP00000007637	ENSCAFP00000017851
ENSGACP00000004972	ENSCAFP00000022877
ENSGACP00000010688	ENSCAFP00000002807
ENSGACP00000013878	ENSCAFP00000022394
ENSGACP00000022649	ENSCAFP00000035182
ENSGACP00000002147	ENSCAFP00000019592
ENSGACP00000022417	ENSCAFP00000021877
ENSGACP00000023549	ENSCAFP00000039994
ENSGACP00000006090	ENSCAFP00000022071
ENSGACP00000009250	ENSCAFP00000001737
ENSGACP00000009038	ENSCAFP00000029582
ENSGACP00000025375	ENSCAFP00000017055
ENSGACP00000014864	ENSCAFP00000017546
ENSGACP00000023013	ENSCAFP00000027327
ENSGACP00000008786	ENSCAFP00000040914
ENSGACP00000019016	ENSCAFP00000032301
ENSGACP00000027501	ENSCAFP00000024324
ENSGACP00000007297	ENSCAFP00000008580
ENSGACP00000014693	ENSCAFP00000005796
ENSGACP00000017566	ENSCAFP00000026836
ENSGACP00000005870	ENSCAFP00000026836
ENSGACP00000018363	ENSCAFP00000015417
ENSGACP00000009849	ENSCAFP00000039187
ENSGACP00000002988	ENSCAFP00000016267
ENSGACP00000024484	ENSCAFP00000027450
ENSGACP00000026918	ENSCAFP00000027450
ENSGACP00000000988	ENSCAFP00000021458
ENSGACP00000018525	ENSCAFP00000024076
ENSGACP00000005586	ENSCAFP00000024050
ENSGACP00000026800	ENSCAFP00000018889
ENSGACP00000018089	ENSCAFP00000004870
ENSGACP00000008044	ENSCAFP00000001500
ENSGACP00000007152	ENSCAFP00000000995
ENSGACP00000018808	ENSCAFP00000011248
ENSGACP00000002960	ENSCAFP00000013744
ENSGACP00000017476	ENSCAFP00000040454
ENSGACP00000004852	ENSCAFP00000014196
ENSGACP00000023358	ENSCAFP00000026515
ENSGACP00000009784	ENSCAFP00000007442
ENSGACP00000025297	ENSCAFP00000040576
ENSGACP00000022337	ENSCAFP00000034132
ENSGACP00000023071	ENSCAFP00000027185
ENSGACP00000014141	ENSCAFP00000042803
ENSGACP00000027272	ENSCAFP00000027628
ENSGACP00000003674	ENSCAFP00000016366
ENSGACP00000020843	ENSCAFP00000003752
ENSGACP00000021706	ENSCAFP00000024542
ENSGACP00000022397	ENSCAFP00000022968
ENSGACP00000011551	ENSCAFP00000028973
ENSGACP00000026168	ENSCAFP00000005211
ENSGACP00000004328	ENSCAFP00000010842
ENSGACP00000021115	ENSCAFP00000010842
ENSGACP00000007831	ENSCAFP00000030300
ENSGACP00000007310	ENSCAFP00000010601
ENSGACP00000009244	ENSCAFP00000001779
ENSGACP00000026431	ENSCAFP00000008700
ENSGACP00000000586	ENSCAFP00000005713
ENSGACP00000008929	ENSCAFP00000007922
ENSGACP00000002580	ENSCAFP00000019768
ENSGACP00000013787	ENSCAFP00000019768
ENSGACP00000000829	ENSCAFP00000000205
ENSGACP00000014660	ENSCAFP00000027611
ENSGACP00000022158	ENSCAFP00000021819
ENSGACP00000021815	ENSCAFP00000003204
ENSGACP00000021841	ENSCAFP00000030231
ENSGACP00000027357	ENSCAFP00000001720
ENSGACP00000017485	ENSCAFP00000040350
ENSGACP00000023250	ENSCAFP00000021931
ENSGACP00000024235	ENSCAFP00000024190
ENSGACP00000020266	ENSCAFP00000019288
ENSGACP00000008993	ENSCAFP00000011773
ENSGACP00000010738	ENSCAFP00000011773
ENSGACP00000016400	ENSCAFP00000014169
ENSGACP00000015129	ENSCAFP00000026635
ENSGACP00000025040	ENSCAFP00000026635
ENSGACP00000019048	ENSCAFP00000006790
ENSGACP00000014443	ENSCAFP00000006790
ENSGACP00000023401	ENSCAFP00000011266
ENSGACP00000017956	ENSCAFP00000042346
ENSGACP00000014675	ENSCAFP00000015053
ENSGACP00000018792	ENSCAFP00000011272
